observable_id,observable_code,value
0,0,2
1,1,2
2,2,20
3,3,59
4,4,20
5,5,20
6,6,7
7,7,13
8,8,59
9,9,59
10,10,59
11,11,59
12,12,1
13,13,0
14,14,0
15,15,0
16,16,0
17,17,0
18,18,0
