observable_id,observable_code,value
0,0,16
1,1,3
2,2,16
3,3,16
4,4,4
5,5,4
6,6,48
7,7,8
8,8,16
9,9,16
10,10,3940
11,11,3941
12,12,48
13,13,48
14,14,3934
15,15,3934
16,16,15
17,17,15
18,18,3933
19,19,3933
20,20,1
21,21,1
