sample_count,prev_variance_num,prev_variance_den,variance_num,variance_den,shrink_gap_num,shrink_gap_den,prev_variance_num_digits,prev_variance_den_digits,prev_variance_num_mod_1000000007,prev_variance_den_mod_1000000007,prev_variance_num_mod_1000000009,prev_variance_den_mod_1000000009,prev_variance_sha256,variance_num_digits,variance_den_digits,variance_num_mod_1000000007,variance_den_mod_1000000007,variance_num_mod_1000000009,variance_den_mod_1000000009,variance_sha256,shrink_gap_num_digits,shrink_gap_den_digits,shrink_gap_num_mod_1000000007,shrink_gap_den_mod_1000000007,shrink_gap_num_mod_1000000009,shrink_gap_den_mod_1000000009,shrink_gap_sha256,shrink_nonnegative_flag
2,998699,1313316,196071870716445595974607840009600430154958551793975421266539702101841212845527777276127660975084535835062116597206341618377250954943326939408282375215441840718891556373968133017355541608069414047917186629185434500098888238572116215755217208891289099620392154159,301638791456434658218739290861758319798203624258938069762552190691651401103256988781559686022059850944120860915909767328968404695026428346466287879858239753172825161237370851826015381251123457794813930093142767455228804903282096416959741937758902049772348067168,174379880433868746379747211779046576361211719460174049727289786722435129360111467724024556860860324374236648926358348406057360695556347924286292292461997545465687089801839119733226758286444132873379629377133236165273122570463253686936394159810258171831106023,1579260688253584598003870632784074972765464001355696700327498380584562309441136066919160659801360476147229638303192499104546621439928944222336585758420103419753011315378904983382279482990175171700596492634255326990726727242314640926490795485648701831268838048,6,7,998699,1313316,998699,1313316,3b62ff17a9558df5ebdb23120fb468d5fd53fd83cb3854db8ef923b273345fbd,261,261,786931315,892225019,840140140,729233273,2d6f6a82aa86b808ed1b7f974013e648890182bc4b20311a4d0419f54c1b9ee0,258,259,727994793,957550923,754986637,883399135,e024495940581f3ba498054c79e739a7d385e4cb1faba47630e59217a2dd2422,1
3,196071870716445595974607840009600430154958551793975421266539702101841212845527777276127660975084535835062116597206341618377250954943326939408282375215441840718891556373968133017355541608069414047917186629185434500098888238572116215755217208891289099620392154159,301638791456434658218739290861758319798203624258938069762552190691651401103256988781559686022059850944120860915909767328968404695026428346466287879858239753172825161237370851826015381251123457794813930093142767455228804903282096416959741937758902049772348067168,144124879152884900249890663320042919920388927721375321038118786446257230570511461487582727885139820339053478011991155040836315570542780267391963756889925803095572455375212698199491900691056371408439770117326769284077353375244353527424447682160641963650405045847272705993302738661750189368858784381983622219291612333828367752383581011604730910153420101804969615547165908644364573518263604662887226074895115683426740776204145899114264654137116199931519991819398683955053151167917513425831581249232415960134932334264127815081,248726487860679670742160699724689643434036699851028977833368270177065258549457801841511043929045704376455882550076292290004357905441107510136397529677096361368561146339608669378386519044595459972428464623534783180546010544603303684622468507529872494048875813384761364696216638609633935707981054831045621968666081504290154619267403554387558406432864078408853236661492667081312196277506120458668007127855934122744625782809671988514459964078415195760878672972643929575987641547430901226496709762048323821405607608901731135872,91899615755849110788079568166347450524327793419840581643898201164540636551913650341297344243256675762554174223985779066450939664878682101363807303044444352611864530623369861809609495968695370818001720107372841444275313817289703632306136533190621322315353641518344836474887643133961834887182768142191808360524486389052404829959285287154917630237188948225181579549427076962691097386579956426325850952651680537787979971942556575599120695449293677137167292439424942508434405396962390926816200928388305992304888724268336205,1302232920736542778754768061385809651487103140581303548865802461660027531672553936342989758790815206159454882461132420366514962855712604765112028951188986185175712808060778373708829942641861046976065259809082634453120474055514678977080986950418180597114533054370478349194851511045203851874246360371966607165791002640262589629672269918259468096507141771774100715505197209849802074751340944809780142030659340956778145459736502557667329654860812543250673680485046751706741578782360739405741935926954574981181191669642571392,261,261,786931315,892225019,840140140,729233273,2d6f6a82aa86b808ed1b7f974013e648890182bc4b20311a4d0419f54c1b9ee0,522,522,182372226,815846573,407091917,295828323,9a90a99d3bfa03d21e4d4b93ed2fa07d2aa2fdb11676834088dbcad1d24b1ed1,518,520,660082507,203224329,506625599,357569785,ea90efa9e77ad20fdd03ce420dfc575c3cfa39b6a755c0f1c0f59f7901bbb957,1
4,144124879152884900249890663320042919920388927721375321038118786446257230570511461487582727885139820339053478011991155040836315570542780267391963756889925803095572455375212698199491900691056371408439770117326769284077353375244353527424447682160641963650405045847272705993302738661750189368858784381983622219291612333828367752383581011604730910153420101804969615547165908644364573518263604662887226074895115683426740776204145899114264654137116199931519991819398683955053151167917513425831581249232415960134932334264127815081,248726487860679670742160699724689643434036699851028977833368270177065258549457801841511043929045704376455882550076292290004357905441107510136397529677096361368561146339608669378386519044595459972428464623534783180546010544603303684622468507529872494048875813384761364696216638609633935707981054831045621968666081504290154619267403554387558406432864078408853236661492667081312196277506120458668007127855934122744625782809671988514459964078415195760878672972643929575987641547430901226496709762048323821405607608901731135872,4589999911230177230525786752581823243712689392574094134853551630373845625261795482411459026897174901299842276588020946152391610299306954942301659413994594606495289874376103608719992033721417728445677087579229165439451593554892505963745381752725098308576065542420582409694048593034809330216078658325825328155020777858648320482432622940659756811380879713069717569183027941949242701866170372668650355271136541156515228048099978752982847933292553946269195615827529590359794271819311474268684880781365376390893322304828642329839989826344308629071462508648530650721898797716455670481236870980939045405063065357242803637491476286467223524151050143384201902454838103936408766381482676300596525589334385014890460092195517257200767431373569520815886695296420887628772438345098407377490050961889,8750756469898334827629155606663923066168811457582297859523323479644376390891751174630622491052199573074587324078186327560359620263169811853446742908657044346906344169997585585176882375786613444888905718679872448267952736526849038878343864419053268632545749623867938029947589341557068865696626829940084018229646342035429076597561867071083197380411440270777825772212482785139397075266312802722227880948045148358218806576427911345637087480214411057659987033871277906227312499381236751624406095282733464138722059794826807082930559889542205293326564935885278531701443911459410253995897892530277375216004163317911900504460566668613654519312033221902216355285399099468499859872661309661063988159494852051782328017958354803479721738071158332520734297148417788488665446560291477633562747404288,2516424264236926771605558602893150348114279952385481110412343295076676371462522539557042180413968117003359080077263303624461099882600211893959681313347382959678095936544864842808447465748546214241470689498261739169268993900522348964024068729161754944865538964365205358464680762689605565261624636293177058562179350820610568997318470433857274913898652072667869783655514462091364134929617835066715047287139801222898347691932722734110882501687407765479367854119582463822023882450876191149697616027246430829138521080453936947004757502006513061229701435723410439646356788414887633318140468561335631130690076833060899546929786973431320600823975233804663840522409463323095823816421532035007388285947564874402620531902689572852832848868990702607385638519296658311988810159823930789902849185,45815478899991281820047935113423680974705819149645538531535725024316106758595555888118442361529840696725588084178986008169422095618690114415951533553178242653959917120406207252234986260662897617219401668481007582554726369250518528158868400099755333154689788606638419004961200741136486207835742565131329938375111738405387835589329146969021975813672462150669244880693627147326686257938810485456690476167775645854548725531036185055691557488033565746910926878907214168729384813514328542536157566925306094967131203114276476873981988950482750226840654114582610113620125190886964680606795248849619765528817608994303144002411343814731175493780278648702703430813607850620418114516551359482010409212014932208284439884598716248584930565817582892778713597635695227689347887750217160385145274368,522,522,182372226,815846573,407091917,295828323,9a90a99d3bfa03d21e4d4b93ed2fa07d2aa2fdb11676834088dbcad1d24b1ed1,784,784,374074703,190611840,520041504,320893872,54eed34892045e1838bdf5f0c20a16fc1d8eeffd151dd62c59aba2c939290871,781,782,451509498,891050330,385448455,200632954,e48bb9c2b6093f584dee5adf8788d44ad82ced87076ae6ca25d28648d4c553e9,1
5,4589999911230177230525786752581823243712689392574094134853551630373845625261795482411459026897174901299842276588020946152391610299306954942301659413994594606495289874376103608719992033721417728445677087579229165439451593554892505963745381752725098308576065542420582409694048593034809330216078658325825328155020777858648320482432622940659756811380879713069717569183027941949242701866170372668650355271136541156515228048099978752982847933292553946269195615827529590359794271819311474268684880781365376390893322304828642329839989826344308629071462508648530650721898797716455670481236870980939045405063065357242803637491476286467223524151050143384201902454838103936408766381482676300596525589334385014890460092195517257200767431373569520815886695296420887628772438345098407377490050961889,8750756469898334827629155606663923066168811457582297859523323479644376390891751174630622491052199573074587324078186327560359620263169811853446742908657044346906344169997585585176882375786613444888905718679872448267952736526849038878343864419053268632545749623867938029947589341557068865696626829940084018229646342035429076597561867071083197380411440270777825772212482785139397075266312802722227880948045148358218806576427911345637087480214411057659987033871277906227312499381236751624406095282733464138722059794826807082930559889542205293326564935885278531701443911459410253995897892530277375216004163317911900504460566668613654519312033221902216355285399099468499859872661309661063988159494852051782328017958354803479721738071158332520734297148417788488665446560291477633562747404288,129674169125633775572588237307523551226005248197041893617017845789620217216819658803443491901040959909755161893888517950273679892075063985581074363107753191593725755295707127936971361636168119801556577499173331244189828153606096092119686642579339738992172536376056647659189132134054060582029216878960241169641101962271931503296071772669885051355260680244848452157963590684882483503472266526228941874695360508996306689840437841576942403719964595664244043032360579399918932590670884773790687956022394639368655884350259178013242325788316655661718639594929713536934837623872001905887294551398829633590643328380382722041370645318558952619351319801353812149861776932159038206311532684527017898342241957227482958273499885997322945861586484418596691390433106824550801917648647615971025302503561829179354758686904891824586657445697071790077700494136643501026780164300675621512349340906120278739013236443356932251328182831714693832452340552271190622371263914379274370949920096794037933036392006158210543298069244687526311838454569815350296769075833498794381,270589980201073723464219651918600896735711321889858643302192631835024506421060000292611888763373870810127251033598877155205484363750986917012377112756551580676496482942624877026783204264761059377852154455619244665611294874997288852423330644159542794549162652098239885278112034693890068309464805650889736603775290880897622581581887438033160327068349000461084794201732633707988457924029969126568384204842854193675474583820085072100470654268820693437035581892959111511036097228129270320787175305461551878145390729756947424369991950172936605323606929758100399932310170833228408209686542504013888289729324290266599939221233062186027439686392750124275535568620613092068098585631751680107519667024815793429862990951993862174949275100444376755079114642402506240924609497117244899783353230594190065037979987789307777785501368329043773050141649186997260149212785692726308344145241908833121580526938459603297383220669174921436480094171483377951694090253885960602984721067675339002989364945776617324969437334071187048154848921235229499431812820232730374963200,64174503124380551932410276915766017424514602148684713932629351395903938509260073358399189899122979761140527458458067919476565635352036677380939360345681199334334349624914114815624599413444654331567137035353241276392233348193132848870862270653902303473103948854657451637457516867019319357559001538629473460931505037108783910705690047127910197939090050299967769087046103653863804791537707929025077091175094667900392555115418347246790116317817032510763071888987662863366439498082493634517743377346038554271319480935108659280029104835022165301442757960370850052463927138802907155235706408120488109034683272969890792076390247896759924764971043063787834121825654714479534393809751875119797730318657263568592394194006806263247129366551653627791967232265901270468773004441922183462709298573338838480733679748645981637309013264347452224742007124003192857239721345796124467834974894311682473655496425287378014435234771491232070036627861808340544830964265737497483767860965656590692184946168931422991069140471168769232669820503239725513603197766481194759,1416701467021328395100626449835606789192205873768893420430327915366620452466282724045088422844889375969252623212559566257620336982989460298494121009196605134431918758861910350925566514475188792554199761547744736469169083115169051583368223267851009395545354199467224530251895469601518682248506835868532652375786863250772893097287368785513928413970413614979501540323207506324546900125811356683604105784517561223431804103770078911520788765805343944696521371167325191157257053550415027857524478039065716639504663506580876567382156807188149766092182878314661779750315030540462870207782945047193132406959813038045025859797031739193860940766454189132332646956128864356377479505925401466531516581281758080784622989277454775785074738745782077251723113311007886078139316738833742930802896495257539607528691035546114019819378891775098288220636906738205550519438668548305279288718544025304301468727426490069619807438058507442075812011369022921213058064156470997921385974176310675408321282438621033115023232115555953131700779692331044499642999058810106675200,784,784,374074703,190611840,520041504,320893872,54eed34892045e1838bdf5f0c20a16fc1d8eeffd151dd62c59aba2c939290871,1047,1047,468161581,843108023,724210842,138595532,238523478272db89060652ad915f801d3b8a1eed55634e7b3ee938efda130211,1043,1045,406007750,999178583,181445869,702296318,8f6529f127acdda0ddceb9a05187464689683266f7ba6436c808549e852bd5b1,1
6,129674169125633775572588237307523551226005248197041893617017845789620217216819658803443491901040959909755161893888517950273679892075063985581074363107753191593725755295707127936971361636168119801556577499173331244189828153606096092119686642579339738992172536376056647659189132134054060582029216878960241169641101962271931503296071772669885051355260680244848452157963590684882483503472266526228941874695360508996306689840437841576942403719964595664244043032360579399918932590670884773790687956022394639368655884350259178013242325788316655661718639594929713536934837623872001905887294551398829633590643328380382722041370645318558952619351319801353812149861776932159038206311532684527017898342241957227482958273499885997322945861586484418596691390433106824550801917648647615971025302503561829179354758686904891824586657445697071790077700494136643501026780164300675621512349340906120278739013236443356932251328182831714693832452340552271190622371263914379274370949920096794037933036392006158210543298069244687526311838454569815350296769075833498794381,270589980201073723464219651918600896735711321889858643302192631835024506421060000292611888763373870810127251033598877155205484363750986917012377112756551580676496482942624877026783204264761059377852154455619244665611294874997288852423330644159542794549162652098239885278112034693890068309464805650889736603775290880897622581581887438033160327068349000461084794201732633707988457924029969126568384204842854193675474583820085072100470654268820693437035581892959111511036097228129270320787175305461551878145390729756947424369991950172936605323606929758100399932310170833228408209686542504013888289729324290266599939221233062186027439686392750124275535568620613092068098585631751680107519667024815793429862990951993862174949275100444376755079114642402506240924609497117244899783353230594190065037979987789307777785501368329043773050141649186997260149212785692726308344145241908833121580526938459603297383220669174921436480094171483377951694090253885960602984721067675339002989364945776617324969437334071187048154848921235229499431812820232730374963200,3399523498178974748627714918698945618737401804057852958709062502523117927910897893881374480649432364356889323247368198751183470476725166546496085198950135193939324318010563317284253971881801742604555431126949006186583652726619516167519935554972796194088485821245020993322696578095268075607625929172769890425404084470325719559431487345362673465427488103383871401670477434625620446274944632051804731097699182480807225130908654518622996641093248495490227930435600334679486962317478707511089274466783442612966340575818542989255614222751795133643535247303584613828873840014720513641494051310272906816792345210143407046976812675223118080022734875363984596210671722552788605709695624192175693238334465941138609794875851007398111394395155881544923180489427127362986292204193153840533748348725255985780369056155305489420795323588850698915081138803384710736406005536424790861480206721878234946239650828101252660886647250471769940163576463085270878233106436358109983528329456973132889571247221721256203238007856507670196660594120470264191885936112233244264178857622919282707291617155654760444927080381849379783604387019945541176446127492843428762496849317379506166704669093367390809868050896231954517334747194898422578032049325684553914169660013746812703230238807964612303933865967671945437400485984124787093907858920105,7711170220121595669313465468780334097599422069902056287116291302664379812732893912713220330946244711463686902004610714966389742862440711637328273569452929618119081279782724354985061795797730205013264845492843820842294070530992895727548316387699435083181281943593948578062430084031292814539239140928079607186092297530950018643571298690601554698366808601213623195606053023440189486102796075594444664951971475382030432799652057404903108489575753424658765421939144283706042499353786015528241671542986624040133191160400061180134834645583504375240275856403004490648981125960175997154145342882851886676089828059594089735423823581518799297620267071377707149657827217506161569145266266438753479726298554283838290783254939484051974745281945671002494532237865422691258228436875158692213935845270200346497583983052174513552938323227834826340921086770524913579497022711355343394398530277999144410703499631086477909430007700172441880277261480262916786562336363925629446409286111457371292323989817315398048052177776469226253382422234412984360748233481059732440646489325198977911216350623652829360612725908293082172662424355771823037383264433779484180846351037871806971002242493966116436736065019565843335351014658231129638404852905528990714544803440264157498643653287854566135342014550671276890112315327107270077782654189568,38727957597312887265921662768744137975954962384258736985462868823681991679001895118066459729862866541020467466230422446206018761665109815127312004740838644156663721885983589438477162696939186587123561104922787675208555345527174814534102608701474714757415618113675494246044929518195172572170747749363361496002205889330303131201283101634329094302914163647540696963077170118941719001877256211844067325338810996207055807986375106600967384853246017140938367916459226089389972177325604733543401627751486271170423870191872121328671137257007597938757507568756729524340794965098653920676671829923104176446156171442201866391001193189720865071119614406046036664801944481586512134248313759423080885611097943340740345758895354803292690943623970594763370676846825301785424389112731161480255691031083980871536575760061723463723689835692937923334437198688887988166487778647383346189300487231309858004426138033965163333373379816157838704882988890318794388023732347997002007257152919914146214472904573378972677037051302478023295033490270152950967551387279042529473474738470801919663557818301035399933625141437597324324935935975663084705915560668401612223982438041232132732110304649073644825126219207629641744116960162723912120964425355888918556124814389263313594761128182384569875079767797241204342929874690910369042184054721,1009315473837905192318516422615226976125578804961002131821504097207379556640431140407489572113382815636608233246676795152668814510790669062477522718514781363628151999971560779448306517774572016362992780823670657178310742216098546561197423610955423440206974076386642484039585089532891729651732871849225079474619410671590316576383677839083973128058482801205971622461525264848192341112931423507126265046069564840579899581106290236243862367745517463960571390306170717762571007768820159100555192610338563356038375806335086541902465267746531986287994222042278074692275016486934031041118500377336634381687150269580378237620919316952722421154485218766715595504951206479864079731055794036486057555798240089507629683672112497912562139434809642801373629874066154802520710528386800875944232440480392715510154971603687763554049518747098799259282864760539910154384427056460123480942216004973710001400981627105559935789268023582780350821631083804046699811824131403878199791791375845205666534553641009868854457091331998589823741154742724212612663381345688446654534880801727614909845072071158747298509519097944120703228066015153379978715086967772183793304496209145524472644272577744256078106814793136890488920289876731823251100111636849344334364503068097402813958593362284629075306546407155926294517318760092574617510818611200,1047,1047,468161581,843108023,724210842,138595532,238523478272db89060652ad915f801d3b8a1eed55634e7b3ee938efda130211,1309,1309,579687530,89765742,799548775,117041463,b13c395bef01e438d6aad7594f2f713cfb947783b80d110399a81b5c4f68a982,1307,1309,477022252,304943162,732141373,784953078,4629e3d639c7c1e2fa4e8d193921da36f49de2624f09bedbbbdaffef4f370791,1
7,3399523498178974748627714918698945618737401804057852958709062502523117927910897893881374480649432364356889323247368198751183470476725166546496085198950135193939324318010563317284253971881801742604555431126949006186583652726619516167519935554972796194088485821245020993322696578095268075607625929172769890425404084470325719559431487345362673465427488103383871401670477434625620446274944632051804731097699182480807225130908654518622996641093248495490227930435600334679486962317478707511089274466783442612966340575818542989255614222751795133643535247303584613828873840014720513641494051310272906816792345210143407046976812675223118080022734875363984596210671722552788605709695624192175693238334465941138609794875851007398111394395155881544923180489427127362986292204193153840533748348725255985780369056155305489420795323588850698915081138803384710736406005536424790861480206721878234946239650828101252660886647250471769940163576463085270878233106436358109983528329456973132889571247221721256203238007856507670196660594120470264191885936112233244264178857622919282707291617155654760444927080381849379783604387019945541176446127492843428762496849317379506166704669093367390809868050896231954517334747194898422578032049325684553914169660013746812703230238807964612303933865967671945437400485984124787093907858920105,7711170220121595669313465468780334097599422069902056287116291302664379812732893912713220330946244711463686902004610714966389742862440711637328273569452929618119081279782724354985061795797730205013264845492843820842294070530992895727548316387699435083181281943593948578062430084031292814539239140928079607186092297530950018643571298690601554698366808601213623195606053023440189486102796075594444664951971475382030432799652057404903108489575753424658765421939144283706042499353786015528241671542986624040133191160400061180134834645583504375240275856403004490648981125960175997154145342882851886676089828059594089735423823581518799297620267071377707149657827217506161569145266266438753479726298554283838290783254939484051974745281945671002494532237865422691258228436875158692213935845270200346497583983052174513552938323227834826340921086770524913579497022711355343394398530277999144410703499631086477909430007700172441880277261480262916786562336363925629446409286111457371292323989817315398048052177776469226253382422234412984360748233481059732440646489325198977911216350623652829360612725908293082172662424355771823037383264433779484180846351037871806971002242493966116436736065019565843335351014658231129638404852905528990714544803440264157498643653287854566135342014550671276890112315327107270077782654189568,84711061927221605158188911119845921108280248425889770504992820700724504706763623745932820995339451917310952761730890533866808901472371020734362753443241275773914789105186501467368189494904170727890179353442883457862756786574668217447049769813115001992883797418917835336316872490483795310864194029639764952203884349766539177635263860217163869701319437397699892686639878907546023132264702574359249639932415997689780471248315097265908560891635519255200237132181119099244950612924976018670761666964315745487835376311592383053022536001481387418958805893410780781093051399820463844800126807165866230511780870682375910475407846710127266487570495729504988672719067915375530612526446643709067731975188580587265148037358236091928849700970768339310566612091893427664318001866934407695749048237937611622337488183290086086919715706930855977323062287531186393066107358235234926406667532940875759060648488036308729594812183682369970217991350268621195966607409200418908281104991340133522399697419096575450700340016761805747093631234063646364044666422991391108244764754856869243568763757349259934702842796803560855056746427353162428527352743991530677799337681747026031936840424448214904179436846984023993630936934133141756898337387474649171936963046663774780262206196215753775328147855971730799870017997400063958492683737659885643279865857377362873930461309180726744409691158024909496526530868245303736122057434974516822358836563759999758331258488463879117554454537483285529806268725406501541513477383350936446712682054805985976299283433622508345547985851210860771638516894212378822344725,207711219916182960548496523092095339577182456027102954769988153292678968852419985548914881415341959949259510296012483404668672934702612198922413635738508307467816774769018648296931350532141416643724428420869032123758309463465815161672315277633636885865435842743885405881219693976809793239847579763734233852668557701751510453895189156703204202282783093770749167002949449062425978275660839623213280320226912752354922691549118705879036875728617074684347300686128453659933327574568010967378919100465813373095736662580296903052685732446655766804991011453597638259683206831174524349131040060020337795679655515079648813869867344846862546740832668826354427128566763506613000235042609701105820527301685478478921866277635760408466932279874155479564019778404489820111048157420844948654295617992989952123720541422334994336821033869782446167384232420120414384290242775674842927341180438168955732462692676992774523325483591095869527313974978597948391154145702881459734612525191697423348120952631172794983807724700382671947950794046891309806654992622878239218677893541092400508220814312412666403168809253251268850990761839246286815880131269782254513536927673296990374982608637936700245319455690868154263723227077081064968808115962959632418954407240954328324056125197000591231586524639799978817184739313290882229218305422258612228802852690958393473401832140317694421730104752284489362042160444388260193915779454988210854084985794908024864548896801688643090244958143045830495762519922310339659748619380156352989112631135304663218626831902278210875418194523335305733913666231885218816458752,35915637755304304639165396269473467517311532385508968968419514329784602088013824386145296464170201152750251801669364258371882766986199393521119441173776318862891953437150629504887306351583541428015425640021339695315399284431814545474552730868274928452125923405639976358306215537053314634118760315970659006724728031685715690249619253080123912018534549377479129502233142445560434460713180042832622568194403399719356376224187490943993413708031449131760958413213196533351738918657666064844994147704551839535177676025566098674717671798305835777221311700082368662343972979664232301512566335467641310642728985020817129864616752790147795837849132633511354533993359838748083486277410556994151853974076173469375594666783370086478104049620158836904820797657568421835197689636631346079805468229725444614096565356734725199506795982281878419950020500186814257082386265448687793990174041327286893075946574525306197545887579061574595076123977658057029449070023332167922004985445030527713979890129290050714312744207418414527888240795287185666407196952175412553381716466896459135884926404605317939573528915323766796591549982931271043663540832967999069446341637158953092138621023868368261614020032096732973791515253080207511391853795827883647167518114212870649793605519000822033812108767298442610236472815505622372222983598389359193982103200619366125582703516458856258961768873096762423833861784338650126996377569847974859025494693715186889166421082239580079505192243394763209174004980020856206926219908597652569406832200782420184012038521033471422852368634650045216840858482294055096445,1087493297990486704442390173257043662707761549880120182041822792108266852630471128528350164478230156802405813068128185364757449919908964392263945736850828834910035469994862032968226966136866055726305907962665089653184866300868142207708456950961449664216941585046520449639893685742459650470406176773477664150097160742154504994215650035095309959595723004035335952895023293520554860081993924728865341990716820692957710426958736679994957464547733375310718851759834835915881296201926758991512665447464991482176631741258098968862228965689297208403094300804176116542844014822903268843618010785446794741778301126071459758480980863072578778747815020033269251982024939825198954110170731419402201713621389939680219195170867855541711687329184060102429422923583716335659937996967774600284270251272198702218432154043638713805345727066923801923477656649845101488430590448559387054142305958999768232788966895250128394374259639245390195361125542397635555780867554353192327814268019358237424717029482580078449255103143364774596601015952310522547931898549100728893601536864358117844088033049280975932820990854718685083721266174064328878953566857498714730559830750246022905668108052024608614237987910304472584938361660110287794806889858427394863635640004996483372021597890055451474274998114136014749658321011994147796954478650568650412580380580933997242941529530459133098063375666410939068283562536064189496941253691037753162748616727267145887690559171144728221177791324847280082526282315760940626956122409195565388024246781699807427365612053812622384388453001755527402689351999399051395072,1309,1309,579687530,89765742,799548775,117041463,b13c395bef01e438d6aad7594f2f713cfb947783b80d110399a81b5c4f68a982,1571,1572,886250318,993223994,378752560,58920852,d276fe6be8ce63e9a65ebb818e7808367416e8b6ae3bf7cc23d997342c99b721,1568,1570,357245669,340278662,51730745,476748281,f10b65021f81a4f3dddb8b8b86fa72be05beb412fc7a893a113fed429a610c56,1
