poincare_point_id,automaton_state_id,repaired_recurrent_class_id,spectral_side_code,poincare_x_x1e12,poincare_y_x1e12,poincare_radius_x1e12,fiedler_value_x1e12,third_mode_value_x1e12,left_boundary_flag,right_boundary_flag,gate_word_flag
326,334,0,1,82066922000,46665710000,94406928000,21731225000,12357026000,0,0,0
327,335,0,1,56925305000,31964489000,65285672000,15073755000,8464160000,0,0,0
328,336,0,1,36071920000,20385216000,41433566000,9551802000,5397981000,0,0,0
329,337,0,1,56925305000,31964489000,65285672000,15073755000,8464160000,0,0,0
330,338,0,1,94450583000,51537908000,107596787000,25010404000,13647178000,0,0,0
331,339,0,1,50856774000,28445865000,58271594000,13466814000,7532432000,0,0,0
332,340,0,1,56815897000,31697123000,65059617000,15044783000,8393361000,0,0,0
333,341,0,1,94450583000,51537908000,107596787000,25010404000,13647178000,0,0,0
334,342,0,1,56815897000,31697123000,65059617000,15044783000,8393361000,0,0,0
335,343,0,1,50856774000,28445865000,58271594000,13466814000,7532432000,0,0,0
336,344,0,1,66334436000,8655898000,66896801000,17565281000,2292072000,0,0,0
337,345,0,1,100018197000,27017231000,103602946000,26484702000,7154131000,0,0,0
338,346,0,1,63314922000,19792070000,66336306000,16765718000,5240917000,0,0,0
339,347,0,1,71395015000,14887350000,72930661000,18905317000,3942153000,0,0,0
340,348,0,1,58087609000,13465627000,59627958000,15381531000,3565682000,0,0,0
341,349,0,1,101695322000,32060591000,106629358000,26928803000,8489607000,0,0,0
342,350,0,1,106631010000,39777488000,113808703000,28235767000,10533033000,0,0,0
343,351,0,1,45836370000,21085585000,50453689000,12137417000,5583438000,0,0,0
344,352,0,1,45836370000,21085585000,50453689000,12137417000,5583438000,0,0,0
345,353,0,1,111470683000,23186249000,113856556000,29517307000,6139692000,0,0,0
346,354,0,1,69520120000,18541230000,71950151000,18408847000,4909696000,0,0,0
347,355,0,1,71315405000,15881544000,73062374000,18884236000,4205414000,0,0,0
348,356,0,1,104020436000,22334972000,106391269000,27544490000,5914275000,0,0,0
349,357,0,1,63255941000,18793997000,65988851000,16750100000,4976628000,0,0,0
350,358,0,1,92612330000,19716078000,94687736000,24523637000,5220794000,0,0,0
351,359,0,1,45020639000,-2948292000,45117074000,11921413000,-780704000,0,0,0
352,360,0,1,39216753000,21777740000,44857817000,10384551000,5766720000,0,0,0
353,361,0,1,47542012000,26109917000,54239936000,12589069000,6913876000,0,0,0
354,362,0,1,74231593000,40212302000,84423685000,19656439000,10648171000,0,0,0
355,363,0,1,68696964000,38205163000,78606026000,18190876000,10116683000,0,0,0
356,364,0,1,62653421000,35060591000,71796213000,16590553000,9284004000,0,0,0
357,365,0,1,56022518000,30748671000,63906207000,14834697000,8142212000,0,0,0
358,366,0,1,39402448000,21766542000,45014834000,10433722000,5763755000,0,0,0
359,367,0,1,62537293000,34553195000,71448137000,16559802000,9149646000,0,0,0
360,368,0,1,118085087000,65686031000,135124914000,31268793000,17393584000,0,0,0
361,369,0,1,54438119000,31131062000,62710859000,14415150000,8243469000,0,0,0
362,370,0,1,62080312000,34918633000,71226934000,16438794000,9246413000,0,0,0
363,371,0,1,62651259000,35066779000,71797349000,16589980000,9285642000,0,0,0
364,372,0,1,68543584000,38434180000,78583771000,18150261000,10177326000,0,0,0
365,373,0,1,68617562000,36342214000,77647449000,18169850000,9623376000,0,0,0
366,374,0,1,74012954000,38688435000,83514743000,19598544000,10244653000,0,0,0
367,375,0,1,63126513000,31237035000,70432301000,16715827000,8271531000,0,0,0
368,376,0,1,40621162000,17912772000,44395340000,10756436000,4743281000,0,0,0
369,377,0,1,61345115000,34020325000,70147029000,16244115000,9008542000,0,0,0
370,378,0,1,77842709000,42597680000,88735842000,20612659000,11279816000,0,0,0
371,379,0,1,46468021000,26606604000,53546133000,12304678000,7045398000,0,0,0
372,380,0,1,48171497000,24175959000,53897774000,12755756000,6401766000,0,0,0
373,382,0,1,60264728000,8549733000,60868180000,15958030000,2263959000,0,0,0
374,383,0,1,70312435000,24372965000,74416933000,18618651000,6453933000,0,0,0
375,384,0,1,83249924000,21458123000,85970931000,22044483000,5682086000,0,0,0
376,385,0,1,72091776000,20828277000,75040264000,19089818000,5515303000,0,0,0
377,386,0,1,53839858000,28303740000,60826244000,14256732000,7494797000,0,0,0
378,387,0,1,52892917000,5433417000,53171258000,14005983000,1438763000,0,0,0
379,388,0,1,89104110000,44724688000,99698747000,23594665000,11843045000,0,0,0
380,389,0,1,79306643000,42633175000,90039610000,21000307000,11289215000,0,0,0
381,390,0,1,70384437000,29783333000,76426539000,18637717000,7886592000,0,0,0
382,391,0,1,68460615000,37464897000,78041491000,18128291000,9920661000,0,0,0
383,392,0,1,62548969000,33213188000,70820120000,16562894000,8794814000,0,0,0
384,393,0,1,48122714000,26058442000,54725113000,12742839000,6900245000,0,0,0
385,394,0,1,68353370000,36621818000,77545733000,18099893000,9697415000,0,0,0
386,395,0,1,121093366000,68432713000,139092198000,32065382000,18120903000,0,0,0
387,396,0,1,74226350000,43235028000,85900051000,19655051000,11448585000,0,0,0
388,397,0,1,67476590000,37333968000,77116245000,17867722000,9885991000,0,0,0
389,398,0,1,68446427000,37505287000,78048446000,18124534000,9931356000,0,0,0
390,399,0,1,83258649000,22755729000,86312373000,22046793000,6025690000,0,0,0
391,400,0,1,73803970000,40494958000,84183536000,19543205000,10723018000,0,0,0
392,401,0,1,58647424000,19886355000,61927276000,15529770000,5265884000,0,0,0
393,402,0,1,85646933000,39915600000,94491546000,22679208000,10569604000,0,0,0
394,403,0,1,75238398000,37520473000,84074981000,19923040000,9935378000,0,0,0
395,404,0,1,69559587000,35117892000,77921772000,18419298000,9299177000,0,0,0
396,405,0,1,63559229000,31037868000,70732771000,16830410000,8218791000,0,0,0
397,406,0,1,48934001000,24364518000,54664121000,12957666000,6451696000,0,0,0
398,407,0,1,69486461000,34214161000,77453064000,18399934000,9059870000,0,0,0
399,408,0,1,128948700000,63914324000,143919450000,34145465000,16924439000,0,0,0
400,409,0,1,60844393000,32003648000,68747899000,16111524000,8474529000,0,0,0
401,410,0,1,68787292000,34856591000,77114677000,18214795000,9229985000,0,0,0
402,411,0,1,75028404000,38227547000,84205741000,19867434000,10122610000,0,0,0
403,412,0,1,75017303000,37932309000,84062214000,19864494000,10044431000,0,0,0
404,413,0,1,76007893000,32170587000,82535728000,20126802000,8518734000,0,0,0
405,414,0,1,94827380000,37929847000,102131804000,25110180000,10043779000,0,0,0
406,415,0,1,91911957000,30987429000,96994992000,24338179000,8205435000,0,0,0
407,416,0,1,77517703000,24952700000,81434829000,20526597000,6607446000,0,0,0
408,417,0,1,81158318000,35689139000,88658825000,21490628000,9450442000,0,0,0
409,418,0,1,70894084000,29323398000,76719181000,18772671000,7764802000,0,0,0
410,419,0,1,97217152000,44517523000,106925135000,25742989000,11788188000,0,0,0
411,420,0,1,91353384000,39274165000,99437924000,24190270000,10399753000,0,0,0
412,421,0,1,76313216000,34390258000,83704222000,20207651000,9106500000,0,0,0
413,422,0,1,70597773000,32083441000,77546068000,18694208000,8495658000,0,0,0
414,423,0,1,64447410000,28517400000,70474895000,17065599000,7551374000,0,0,0
415,424,0,1,49659656000,22271449000,54425168000,13149819000,5897454000,0,0,0
416,425,0,1,70496292000,31348824000,77152290000,18667336000,8301132000,0,0,0
417,426,0,1,154296174000,65065929000,167454127000,40857447000,17229382000,0,0,0
418,427,0,1,67941644000,30446670000,74451774000,17990868000,8062243000,0,0,0
419,428,0,1,69938789000,31516203000,76711832000,18519710000,8345454000,0,0,0
420,429,0,1,70583585000,32123830000,77549874000,18690451000,8506353000,0,0,0
421,430,0,1,76162752000,34598585000,83653014000,20167808000,9161665000,0,0,0
422,431,0,1,81971444000,33036266000,88378235000,21705943000,8747965000,0,0,0
423,432,0,1,91206169000,35425116000,97844285000,24151287000,9380529000,0,0,0
424,433,0,1,76907713000,27156972000,81561618000,20365073000,7191135000,0,0,0
425,434,0,1,76819587000,31396991000,82988071000,20341737000,8313887000,0,0,0
426,435,0,1,65190247000,25802638000,70110944000,17262302000,6832508000,0,0,0
427,436,0,1,86405051000,34401303000,93001519000,22879957000,9109425000,0,0,0
428,437,0,1,82397848000,33547229000,88965285000,21818854000,8883267000,0,0,0
429,438,0,1,71320867000,30031582000,77385800000,18885683000,7952328000,0,0,0
430,439,0,1,65071832000,27564174000,70669138000,17230945000,7298961000,0,0,0
431,440,0,1,58174506000,24114423000,62974427000,15404541000,6385471000,0,0,0
432,441,0,1,40932873000,17120463000,44369025000,10838977000,4533479000,0,0,0
433,442,0,1,64994138000,26971350000,70368257000,17210372000,7141982000,0,0,0
434,443,0,1,162054037000,62095730000,173543628000,42911720000,16442877000,0,0,0
435,444,0,1,57306519000,21688134000,61273259000,15174700000,5742993000,0,0,0
436,445,0,1,64728532000,26700265000,70019190000,17140040000,7070199000,0,0,0
437,446,0,1,65069670000,27570361000,70669561000,17230373000,7300600000,0,0,0
438,447,0,1,71236245000,30087522000,77329565000,18863275000,7967141000,0,0,0
439,448,0,1,71471715000,27957218000,76745111000,18925627000,7403039000,0,0,0
440,449,0,1,71357525000,26617526000,76160285000,18895389000,7048290000,0,0,0
441,450,0,1,71230957000,27733415000,76439463000,18861874000,7343776000,0,0,0
442,451,0,1,77332047000,28609753000,82454614000,20477436000,7575829000,0,0,0
443,452,0,1,64086248000,21365518000,67553923000,16969964000,5657564000,0,0,0
444,453,0,1,73911269000,42993263000,85506119000,19571618000,11384566000,0,0,0
445,454,0,1,56955105000,34302810000,66487342000,15081645000,9083344000,0,0,0
446,455,0,1,81802326000,48267484000,94980896000,21661161000,12781173000,0,0,0
447,456,0,1,88646253000,52223523000,102885638000,23473425000,13828728000,0,0,0
448,457,0,1,50739711000,29531036000,58707754000,13435816000,7819784000,0,0,0
449,458,0,1,50739711000,29531036000,58707754000,13435816000,7819784000,0,0,0
450,459,0,1,63805845000,22566245000,67678810000,16895714000,5975515000,0,0,0
451,460,0,1,100160799000,42701383000,108883395000,26522463000,11307276000,0,0,0
452,461,0,1,53898517000,25041105000,59431533000,14272265000,6630855000,0,0,0
453,462,0,1,81694798000,26814162000,85982785000,21632687000,7100359000,0,0,0
454,463,0,1,71575499000,21831219000,74830837000,18953109000,5780881000,0,0,0
455,464,0,1,27886415000,15611848000,31959067000,7384290000,4133999000,0,0,0
456,467,0,1,47359553000,-14718625000,49594003000,12540754000,-3897475000,0,0,0
457,468,0,1,57615058000,-16072710000,59814939000,15256400000,-4256035000,0,0,0
458,469,0,1,57061615000,-13481783000,58632640000,15109849000,-3569960000,0,0,0
459,470,0,1,46552635000,-10526038000,47727825000,12327083000,-2787283000,0,0,0
460,490,0,1,97328211000,-118518738000,153360595000,25772397000,-31383624000,0,0,0
461,491,0,1,60155297000,-70691038000,92821779000,15929053000,-18718905000,0,0,0
462,492,0,1,62492176000,-82660982000,103624852000,16547855000,-21888532000,0,0,0
463,493,0,1,62146851000,-80841044000,101968159000,16456414000,-21406614000,0,0,0
464,494,0,1,86405485000,-78172969000,116520046000,22880072000,-20700111000,0,0,0
465,495,0,1,62690652000,-51510803000,81138651000,16600412000,-13640001000,0,0,0
466,499,0,1,58746544000,-57392688000,82128419000,15556017000,-15197517000,0,0,0
467,500,0,1,70861223000,-65639702000,96591322000,18763969000,-17381317000,0,0,0
468,501,0,1,54222100000,9563899000,55059098000,14357949000,2532509000,0,0,0
469,502,0,1,66890237000,3972350000,67008085000,17712457000,1051874000,0,0,0
470,503,0,1,50551823000,-50577276000,71509074000,13386064000,-13392804000,0,0,0
471,504,0,1,51386702000,1294576000,51403006000,13607139000,342802000,0,0,0
472,505,0,1,51386702000,1294576000,51403006000,13607139000,342802000,0,0,0
473,506,0,1,99749389000,-91953331000,135666339000,26413522000,-24349135000,0,0,0
474,507,0,1,75579526000,-71175444000,103818152000,20013370000,-18847175000,0,0,0
475,508,0,1,100069828000,-72452649000,123544958000,26498374000,-19185377000,0,0,0
476,509,0,1,72711188000,-53016125000,89986812000,19253838000,-14038608000,0,0,0
477,510,0,1,68792093000,-54135088000,87538333000,18216066000,-14334908000,0,0,0
478,511,0,1,87202005000,-52085415000,101573028000,23090989000,-13792157000,0,0,0
479,512,0,1,94254742000,-49853239000,106626929000,24958546000,-13201080000,0,0,0
480,513,0,1,43110900000,-12385682000,44854820000,11415716000,-3279714000,0,0,0
481,514,0,1,43110900000,-12385682000,44854820000,11415716000,-3279714000,0,0,0
482,515,0,1,62091206000,-45476004000,76963529000,16441679000,-12041993000,0,0,0
483,529,0,1,95891203000,-69054235000,118167721000,25391879000,-18285481000,0,0,0
484,530,0,1,66748131000,-46622364000,81418411000,17674827000,-12345548000,0,0,0
485,531,0,1,106895713000,-218587785000,243325529000,28305860000,-57881791000,0,0,0
486,532,0,1,108894511000,-237797790000,261545031000,28835140000,-62968578000,0,0,0
487,533,0,1,91773779000,-173641473000,196402106000,24301590000,-45980060000,0,0,0
488,534,0,1,103266293000,-230012799000,252130551000,27344794000,-60907121000,0,0,0
489,535,0,1,71374936000,-145969743000,162485529000,18900000000,-38652618000,0,0,0
490,536,0,1,50354669000,-101601450000,113395094000,13333858000,-26903946000,0,0,0
491,537,0,1,79880492000,-164060011000,182473505000,21152261000,-43442900000,0,0,0
492,538,0,1,143397103000,-293639798000,326782895000,37971386000,-77755477000,0,0,0
493,539,0,1,61552409000,-124756236000,139114405000,16299006000,-33035306000,0,0,0
494,540,0,1,80120048000,-166682041000,184938165000,21215695000,-44137210000,0,0,0
495,541,0,1,127086360000,-288143073000,314924394000,33652320000,-76299950000,0,0,0
496,542,0,1,93786340000,-155078183000,181232228000,24834514000,-41064522000,0,0,0
497,543,0,1,109363425000,-242289987000,265828509000,28959307000,-64158106000,0,0,0
498,544,0,1,99328071000,-194979439000,218821953000,26301958000,-51630328000,0,0,0
499,545,0,1,94220165000,-193601038000,215310941000,24949390000,-51265329000,0,0,0
500,546,0,1,87466921000,-181352373000,201343352000,23161139000,-48021897000,0,0,0
501,547,0,1,78868839000,-156246157000,175023299000,20884377000,-41373800000,0,0,0
502,548,0,1,61013874000,-119657532000,134315367000,16156403000,-31685175000,0,0,0
503,549,0,1,86408566000,-171479941000,192020339000,22880888000,-45407689000,0,0,0
504,550,0,1,161126305000,-312926371000,351972442000,42666058000,-82862539000,0,0,0
505,551,0,1,69454680000,-132678550000,149758306000,18391518000,-35133125000,0,0,0
506,552,0,1,86333529000,-171585522000,192080893000,22861018000,-45435646000,0,0,0
507,553,0,1,101624572000,-215313593000,238091362000,26910068000,-57014789000,0,0,0
508,554,0,1,94301200000,-194392112000,216057885000,24970848000,-51474805000,0,0,0
509,555,0,1,91037672000,-168422819000,191452615000,24106669000,-44598166000,0,0,0
510,556,0,1,97263909000,-222421706000,242758488000,25755370000,-58897009000,0,0,0
511,557,0,1,76715737000,-140833773000,160372865000,20314238000,-37292619000,0,0,0
512,558,0,1,80845648000,-132437078000,155163135000,21407833000,-35069184000,0,0,0
513,559,0,1,90847910000,-214232271000,232698966000,24056421000,-56728456000,0,0,0
514,560,0,1,91897990000,-174791687000,197477529000,24334481000,-46284635000,0,0,0
515,561,0,1,92463473000,-179510571000,201924587000,24484220000,-47534190000,0,0,0
516,562,0,1,85691622000,-166946213000,187654183000,22691042000,-44207163000,0,0,0
517,563,0,1,77760943000,-148174994000,167339754000,20591007000,-39236566000,0,0,0
518,564,0,1,60118857000,-113283975000,128247947000,15919403000,-29997465000,0,0,0
519,565,0,1,85075893000,-161758308000,182766676000,22527997000,-42833411000,0,0,0
520,566,0,1,175997562000,-308918524000,355535929000,46603949000,-81801265000,0,0,0
521,567,0,1,80096933000,-129314101000,152110668000,21209574000,-34242223000,0,0,0
522,568,0,1,84335990000,-157166566000,178364482000,22332072000,-41617524000,0,0,0
523,569,0,1,85771156000,-167700322000,188361591000,22712102000,-44406850000,0,0,0
524,570,0,1,92359153000,-178884505000,201320339000,24456596000,-47368408000,0,0,0
525,571,0,1,76587987000,-139877431000,159472303000,20280410000,-37039381000,0,0,0
526,572,0,1,90302059000,-208329388000,227058573000,23911880000,-55165379000,0,0,0
527,573,0,1,74953039000,-128249275000,148545732000,19847477000,-33960259000,0,0,0
528,574,0,1,93627529000,-154811737000,180922050000,24792461000,-40993968000,0,0,0
529,575,0,1,80180522000,-167586326000,185779689000,21231709000,-44376664000,0,0,0
530,576,0,1,97091996000,-220547271000,240972933000,25709848000,-58400660000,0,0,0
531,577,0,1,78433920000,-153171176000,172085122000,20769211000,-40559549000,0,0,0
532,578,0,1,90329944000,-208648370000,227362356000,23919264000,-55249845000,0,0,0
533,579,0,1,98152914000,-231684030000,251617735000,25990777000,-61349661000,0,0,0
534,580,0,1,76706365000,-140385024000,159974440000,20311756000,-37173791000,0,0,0
535,581,0,1,90349449000,-208822971000,227530342000,23924429000,-55296080000,0,0,0
536,582,0,1,65790781000,-168537707000,180923701000,17421322000,-44628589000,0,0,0
537,583,0,1,75935087000,-194237669000,208553134000,20107523000,-51433909000,0,0,0
538,584,0,1,92588988000,-233330385000,251029459000,24517456000,-61785614000,0,0,0
539,585,0,1,60050289000,-112711121000,127709961000,15901247000,-29845774000,0,0,0
540,586,0,1,94426741000,-194447237000,216162294000,25004091000,-51489402000,0,0,0
541,587,0,1,97060656000,-220338386000,240769132000,25701549000,-58345348000,0,0,0
542,588,0,1,92700052000,-179949891000,202423474000,24546866000,-47650521000,0,0,0
543,589,0,1,90348776000,-208878448000,227580991000,23924251000,-55310770000,0,0,0
544,590,0,1,105093604000,-249484764000,270716296000,27828664000,-66063275000,0,0,0
545,591,0,1,91055203000,-167880047000,190983665000,24111312000,-44454441000,0,0,0
546,592,0,1,90368281000,-209053050000,227748993000,23929416000,-55357004000,0,0,0
547,593,0,1,75935087000,-194237669000,208553134000,20107523000,-51433909000,0,0,0
548,594,0,1,65795813000,-168593852000,180977832000,17422655000,-44643456000,0,0,0
549,595,0,1,92610295000,-233566609000,251256896000,24523098000,-61848166000,0,0,0
550,596,0,1,69371377000,-130439344000,147738994000,18369460000,-34540186000,0,0,0
551,597,0,1,75070002000,-184669877000,199345099000,19878449000,-48900368000,0,0,0
552,598,0,1,86037261000,-168245417000,188968067000,22782567000,-44551190000,0,0,0
553,599,0,1,78127816000,-150240474000,169340354000,20688155000,-39783502000,0,0,0
554,600,0,1,70328126000,-137982927000,154871991000,18622806000,-36537718000,0,0,0
555,601,0,1,98930920000,-190989686000,215091578000,26196792000,-50573846000,0,0,0
556,602,0,1,85833591000,-166758876000,187552467000,22728635000,-44157556000,0,0,0
557,603,0,1,78367079000,-152340463000,171315545000,20751511000,-40339577000,0,0,0
558,604,0,1,69873966000,-134303088000,151392505000,18502545000,-35563301000,0,0,0
559,605,0,1,49259949000,-93409205000,105602188000,13043977000,-24734649000,0,0,0
560,606,0,1,78052030000,-149787250000,168903344000,20668087000,-39663489000,0,0,0
561,607,0,1,174104078000,-328001218000,371344892000,46102557000,-86854340000,0,0,0
562,608,0,1,59146284000,-107257416000,122484433000,15661867000,-28401639000,0,0,0
563,609,0,1,77653280000,-147226663000,166450359000,20562498000,-38985449000,0,0,0
564,610,0,1,78379199000,-152455996000,171423830000,20754721000,-40370170000,0,0,0
565,611,0,1,85732229000,-166082234000,186904584000,22701794000,-43978382000,0,0,0
566,612,0,1,85269610000,-162333654000,183366086000,22579293000,-42985762000,0,0,0
567,613,0,1,69814149000,-133756587000,150880218000,18486705000,-35418589000,0,0,0
568,614,0,1,85122470000,-161412543000,182482448000,22540331000,-42741853000,0,0,0
569,615,0,1,91463912000,-170883628000,193821726000,24219537000,-45249786000,0,0,0
570,616,0,1,68414575000,-83611165000,108034166000,18116100000,-22140139000,0,0,0
571,620,0,1,36860420000,19489384000,41695643000,9760596000,5160766000,0,0,0
572,621,0,1,42764008000,-49543859000,65447341000,11323860000,-13119156000,0,0,0
573,622,0,1,51924023000,13043949000,53537359000,13749421000,3454022000,0,0,0
574,623,0,1,52073399000,-59164372000,78816634000,13788975000,-15666657000,0,0,0
575,624,0,1,45231759000,3779886000,45389422000,11977317000,1000909000,0,0,0
576,625,0,1,45231759000,3779886000,45389422000,11977317000,1000909000,0,0,0
577,626,0,1,56661821000,1250646000,56675621000,15003984000,331170000,0,1,0
578,627,0,1,30296838000,-35325830000,46538292000,8022567000,-9354239000,0,0,0
579,628,0,1,68142529000,-1359063000,68156080000,18044062000,-359878000,0,0,0
580,629,0,1,52984303000,-689229000,52988785000,14030182000,-182507000,0,0,0
581,630,0,1,33574620000,-439553000,33577498000,8890520000,-116393000,0,0,0
582,631,0,1,52984303000,-689229000,52988785000,14030182000,-182507000,0,0,0
583,632,0,1,81390385000,-1028844000,81396887000,21552079000,-272437000,0,0,0
584,633,0,1,47335903000,-613360000,47339876000,12534492000,-162417000,0,0,0
585,634,0,1,52882469000,-683464000,52886886000,14003216000,-180981000,0,0,0
586,635,0,1,81390385000,-1028844000,81396887000,21552079000,-272437000,0,0,0
587,636,0,1,52882469000,-683464000,52886886000,14003216000,-180981000,0,0,0
588,637,0,1,47335903000,-613360000,47339876000,12534492000,-162417000,0,0,0
589,638,0,1,70328110000,-62629786000,94172890000,18622802000,-16584294000,0,0,0
590,639,0,1,68969522000,-53427575000,87242769000,18263049000,-14147560000,0,0,0
591,643,0,1,39991128000,-29561504000,49731005000,10589604000,-7827852000,0,0,0
592,644,0,1,96259243000,-68332346000,118047243000,25489336000,-18094326000,0,0,0
593,645,0,1,67136525000,-46437491000,81631817000,17777674000,-12296593000,0,0,0
594,646,0,1,69298064000,-48127027000,84370804000,18350047000,-12743981000,0,0,0
595,647,0,1,39460970000,-27526762000,48113312000,10449219000,-7289055000,0,0,0
596,648,0,1,79837136000,-62906313000,101642376000,21140781000,-16657518000,0,0,0
597,649,0,1,43877026000,836079000,43884991000,11618585000,221393000,0,0,0
598,650,0,1,39025808000,-229866000,39026485000,10333988000,-60868000,0,0,0
599,651,0,1,49416461000,-45332159000,67059610000,13085421000,-12003903000,0,0,0
600,652,0,1,88664374000,-75877841000,116699692000,23478223000,-20092364000,0,0,0
601,653,0,1,66467330000,-46955545000,81380152000,17600472000,-12433774000,0,0,0
602,654,0,1,55810929000,-43884815000,70998146000,14778669000,-11620648000,0,0,0
603,655,0,1,74619150000,-65272821000,99139087000,19759064000,-17284167000,0,0,0
604,656,0,1,54429271000,-38592271000,66722626000,14412807000,-10219188000,0,0,0
605,657,0,1,81976777000,-58616934000,100777661000,21707355000,-15521696000,0,0,0
606,658,0,1,75943510000,-48798149000,90270017000,20109753000,-12921693000,0,0,0
607,659,0,1,62188440000,-47362505000,78170384000,16467427000,-12541536000,0,0,0
608,660,0,1,83080686000,-62889951000,104199550000,21999669000,-16653186000,0,0,0
609,661,0,1,60522096000,-40615134000,72886989000,16026181000,-10754840000,0,0,0
610,662,0,1,72414052000,-38189943000,81867373000,19175157000,-10112652000,0,0,0
611,663,0,1,72364290000,-34159964000,80021832000,19161980000,-9045519000,0,0,0
612,664,0,1,62927982000,-51229912000,81144531000,16663256000,-13565621000,0,0,0
613,665,0,1,68301483000,-52133604000,85924416000,18086153000,-13804918000,0,0,0
614,666,0,1,99338069000,-72677602000,123085685000,26304605000,-19244944000,0,0,0
615,667,0,1,59850026000,-37199249000,70468501000,15848217000,-9850318000,0,0,0
616,668,0,1,68182449000,-51916039000,85697849000,18054633000,-13747307000,0,0,0
617,669,0,1,84752235000,-56661485000,101948345000,22442293000,-15003895000,0,0,0
618,670,0,1,90914847000,-50369146000,103935366000,24074146000,-13337691000,0,0,0
619,671,0,1,43200613000,-13011394000,45117506000,11439472000,-3445402000,0,0,0
620,672,0,1,43200613000,-13011394000,45117506000,11439472000,-3445402000,0,0,0
621,673,0,1,62255287000,-47030028000,78022717000,16485127000,-12453497000,0,0,0
622,674,0,1,30920901000,-41318859000,51607656000,8187819000,-10941186000,0,0,0
623,675,0,1,53663998000,-72436051000,90148800000,14210164000,-19180982000,0,0,0
624,676,0,1,61723173000,-81952229000,102595896000,16344224000,-21700855000,0,0,0
625,677,0,1,51916321000,-57807182000,77697971000,13747381000,-15307274000,0,0,0
626,678,0,1,50489187000,-5020756000,50738211000,13369478000,-1329490000,0,0,0
627,679,0,1,61460164000,-5653952000,61719680000,16274580000,-1497160000,0,0,0
628,680,0,1,46589809000,-1250526000,46606589000,12336927000,-331138000,0,0,0
629,681,0,1,46589809000,-1250526000,46606589000,12336927000,-331138000,0,0,0
630,682,0,1,80257756000,-69079985000,105893115000,21252160000,-18292300000,0,0,0
631,683,0,1,83574060000,-63755200000,105115884000,22130314000,-16882303000,0,0,0
632,684,0,1,55794562000,-42946080000,70408799000,14774335000,-11372072000,0,0,0
633,685,0,1,81929171000,-57772835000,100250135000,21694749000,-15298179000,0,0,0
634,686,0,1,70864016000,-44218576000,83528385000,18764709000,-11709027000,0,0,0
635,687,0,1,62160387000,-46805263000,77811608000,16459998000,-12393979000,0,0,0
636,688,0,1,92000620000,-69198289000,115119578000,24361657000,-18323626000,0,0,0
637,689,0,1,60527635000,-40276795000,72703609000,16027647000,-10665248000,0,0,0
638,690,0,1,41962851000,32341536000,52979768000,11111714000,8564001000,0,0,0
639,691,0,1,34160634000,39524547000,52241159000,9045696000,10466054000,0,0,0
640,692,0,1,27607803000,31289316000,41727833000,7310514000,8285374000,0,0,0
641,693,0,1,29165978000,7280509000,30060940000,7723117000,1927870000,0,0,0
642,694,0,1,26762403000,11614188000,29173885000,7086653000,3075423000,0,0,0
643,695,0,1,31243952000,97093000,31244103000,8273362000,25710000,0,0,0
644,696,0,1,45709521000,28256013000,53737907000,12103828000,7482159000,0,0,0
645,697,0,1,48003404000,25219468000,54224979000,12711246000,6678086000,0,0,0
646,698,0,1,49286414000,22617452000,54228220000,13050985000,5989075000,0,0,0
647,699,0,1,40780205000,17262899000,44283550000,10798551000,4571196000,0,0,0
648,700,0,-1,-111672835000,273411876000,295338579000,-29570837000,72399146000,0,0,0
649,701,0,-1,-120930791000,305239048000,328321690000,-32022333000,80826944000,0,0,0
650,702,0,-1,-101072896000,248666158000,268422407000,-26763985000,65846509000,0,0,0
651,703,0,-1,-111238058000,273140614000,294923211000,-29455708000,72327316000,0,0,0
652,704,0,-1,-111113407000,273136768000,294872656000,-29422701000,72326298000,0,0,0
653,705,0,-1,-121317736000,296630030000,320479903000,-32124795000,78547287000,0,0,0
654,706,0,-1,-102458795000,249290338000,269524539000,-27130970000,66011791000,0,0,0
655,707,0,-1,-147368279000,365566840000,394152920000,-39022949000,96801673000,0,0,0
656,708,0,-1,-112342329000,273139140000,295340123000,-29748118000,72326926000,0,0,0
657,709,0,-1,-102126141000,249475223000,269569352000,-27042883000,66060748000,0,0,0
658,710,0,-1,-115157730000,271941888000,295319646000,-30493633000,72009895000,0,0,0
659,711,0,-1,-114056117000,274175289000,296952668000,-30201927000,72601297000,0,0,0
660,712,0,-1,-102798253000,248422083000,268851283000,-27220858000,65781878000,0,0,0
661,713,0,-1,-139375546000,302781816000,333320223000,-36906482000,80176272000,0,0,0
662,714,0,-1,-116621671000,272390537000,296305955000,-30881283000,72128697000,0,0,0
663,715,0,-1,-105683608000,250124821000,271535358000,-27984896000,66232761000,0,0,0
664,716,0,-1,-130621550000,193030394000,233072354000,-34588434000,51114223000,0,0,0
665,717,0,-1,-115911076000,115045603000,163312181000,-30693118000,30463942000,0,0,0
666,718,0,-1,-112867627000,231802763000,257820910000,-29887216000,61381102000,0,0,0
667,719,0,-1,-282816708000,657016155000,715300998000,-74889535000,173977113000,0,0,0
668,720,0,-1,-79049438000,187574512000,203551004000,-20932199000,49669512000,0,0,0
669,721,0,-1,-106032013000,243449693000,265538210000,-28077154000,64465195000,0,0,0
670,722,0,-1,-105683608000,250124821000,271535358000,-27984896000,66232761000,0,0,0
