poincare_point_id,automaton_state_id,repaired_recurrent_class_id,spectral_side_code,poincare_x_x1e12,poincare_y_x1e12,poincare_radius_x1e12,fiedler_value_x1e12,third_mode_value_x1e12,left_boundary_flag,right_boundary_flag,gate_word_flag
671,723,0,-1,-115834097000,273106496000,296655855000,-30672734000,72318282000,0,0,0
672,724,0,-1,-124389336000,294478981000,319672609000,-32938151000,77977691000,0,0,0
673,725,0,-1,-105890816000,247346249000,269059532000,-28039765000,65496998000,0,0,0
674,726,0,-1,-114199923000,273511911000,296395661000,-30240007000,72425635000,0,0,0
675,727,0,-1,-138545908000,336588983000,363987791000,-36686795000,89128371000,0,0,0
676,728,0,-1,-90077424000,220752213000,238422906000,-23852397000,58454929000,0,0,0
677,729,0,-1,-117420396000,300187172000,322335055000,-31092784000,79489213000,0,0,0
678,730,0,-1,-102248233000,249568098000,269701570000,-27075213000,66085342000,0,0,0
679,731,0,-1,-141241248000,345998476000,373716517000,-37400518000,91619993000,0,0,0
680,732,0,-1,-127995519000,313974601000,339061798000,-33893064000,83140109000,0,0,0
681,733,0,-1,-102294906000,249577939000,269728374000,-27087572000,66087948000,0,0,0
682,734,0,-1,-114371583000,287540312000,309451596000,-30285462000,76140340000,0,0,0
683,735,0,-1,-126784961000,312726266000,337449469000,-33572510000,82809551000,0,0,0
684,736,0,-1,-130057682000,326638367000,351578758000,-34439123000,86493459000,0,0,0
685,737,0,-1,-134853315000,331059642000,357471542000,-35709001000,87664208000,0,0,0
686,738,0,-1,-118183706000,290082239000,313233290000,-31294908000,76813439000,0,0,0
687,739,0,-1,-157286927000,399161697000,429032910000,-41649395000,105697552000,0,0,0
688,740,0,-1,-126080731000,309483938000,334180578000,-33386031000,81950986000,0,0,0
689,741,0,-1,-114771178000,287066562000,309159561000,-30391274000,76014891000,0,0,0
690,742,0,-1,-121614206000,289315595000,313836786000,-32203300000,76610433000,0,0,0
691,743,0,-1,-120848965000,292385155000,316375649000,-32000665000,77423248000,0,0,0
692,744,0,-1,-116991805000,286997893000,309927206000,-30979294000,75996708000,0,0,0
693,745,0,-1,-145306424000,316969713000,348688623000,-38476972000,83933211000,0,0,0
694,746,0,-1,-124052479000,290813721000,316167104000,-32848952000,77007135000,0,0,0
695,747,0,-1,-114056766000,270905090000,293936241000,-30202099000,71735352000,0,0,0
696,748,0,-1,-141502176000,208745688000,252185702000,-37469611000,55275615000,0,0,0
697,749,0,-1,-132865787000,131060552000,186628470000,-35182706000,34704682000,0,0,0
698,750,0,-1,-121612385000,250521814000,278479355000,-32202818000,66337884000,0,0,0
699,751,0,-1,-263341615000,614114780000,668195907000,-69732553000,162616879000,0,0,0
700,752,0,-1,-94138288000,232141636000,250503007000,-24927709000,61470835000,0,0,0
701,753,0,-1,-112920588000,261838118000,285149538000,-29901240000,69334429000,0,0,0
702,754,0,-1,-114056766000,270905090000,293936241000,-30202099000,71735352000,0,0,0
703,755,0,-1,-123022642000,291361395000,316268925000,-32576252000,77152158000,0,0,0
704,756,0,-1,-130375122000,310702559000,336947700000,-34523180000,82273676000,0,0,0
705,757,0,-1,-113351040000,266944296000,290013303000,-30015223000,70686539000,0,0,0
706,758,0,-1,-120475129000,290963921000,314919450000,-31901674000,77046907000,0,0,0
707,759,0,-1,-143290462000,350357859000,378527127000,-37943148000,92774353000,0,0,0
708,760,0,-1,-97172042000,240214163000,259124005000,-25731044000,63608431000,0,0,0
709,761,0,-1,-91593725000,222805388000,240897595000,-24253912000,58998607000,0,0,0
710,762,0,-1,-119771373000,311164858000,333419782000,-31715320000,82396092000,0,0,0
711,763,0,-1,-105632603000,262249679000,282724497000,-27971390000,69443410000,0,0,0
712,764,0,-1,-135660589000,348161672000,373658059000,-35922766000,92192805000,0,0,0
713,765,0,-1,-125474722000,308799523000,333318243000,-33225560000,81769754000,0,0,0
714,766,0,-1,-108813019000,261035490000,282807002000,-28813561000,69121894000,0,0,0
715,767,0,-1,-118201008000,287570991000,310915669000,-31299489000,76148464000,0,0,0
716,768,0,-1,-97208827000,249235386000,267521651000,-25740784000,65997240000,0,0,0
717,769,0,-1,-133855856000,292671812000,321829426000,-35444875000,77499155000,0,0,0
718,770,0,-1,-112846274000,264441575000,287512831000,-29881562000,70023821000,0,0,0
719,771,0,-1,-102391381000,243002115000,263693046000,-27113118000,64346677000,0,0,0
720,772,0,-1,-127468461000,186875841000,226209612000,-33753500000,49484505000,0,0,0
721,773,0,-1,-114068509000,111270622000,159351109000,-30205208000,29464331000,0,0,0
722,774,0,-1,-108887340000,224098074000,249151359000,-28833241000,59340909000,0,0,0
723,775,0,-1,-231090258000,538127079000,585647898000,-61192431000,142495424000,0,0,0
724,776,0,-1,-83823277000,217377060000,232978814000,-22196306000,57561192000,0,0,0
725,777,0,-1,-99639696000,232675457000,253112500000,-26384475000,61612190000,0,0,0
726,778,0,-1,-102391381000,243002115000,263693046000,-27113118000,64346677000,0,0,0
727,779,0,-1,-111740714000,264719122000,287336390000,-29588811000,70097315000,0,0,0
728,780,0,-1,-127042668000,305312463000,330689491000,-33640751000,80846385000,0,0,0
729,781,0,-1,-107426137000,258304893000,279753093000,-28446316000,68398835000,0,0,0
730,782,0,-1,-116147389000,283808595000,306655400000,-30755693000,75152185000,0,0,0
731,783,0,-1,-140770748000,344298976000,371965305000,-37275930000,91169968000,0,0,0
732,784,0,-1,-33187447000,116234771000,120879811000,-8787997000,30778832000,0,0,0
733,785,0,-1,-56787778000,150438671000,160800017000,-15037338000,39835985000,0,0,0
734,786,0,-1,-96133515000,254946558000,272469081000,-25456043000,67509551000,0,0,0
735,787,0,-1,-111125509000,294052992000,314350188000,-29425905000,77864890000,0,0,0
736,788,0,-1,-92466253000,235656749000,253148398000,-24484956000,62401633000,0,0,0
737,789,0,-1,-101012906000,270750082000,288979609000,-26748100000,71694306000,0,0,0
738,790,0,-1,-83662373000,225100595000,240145103000,-22153699000,59606375000,0,0,0
739,791,0,-1,-124415767000,324284508000,347332298000,-32945150000,85870160000,0,0,0
740,792,0,-1,-70056332000,190939648000,203385936000,-18550835000,50560596000,0,0,0
741,793,0,1,28715359000,42876507000,51603941000,7603794000,11353649000,0,0,0
742,794,0,1,40494613000,71682322000,82329637000,10722926000,18981395000,0,0,0
743,795,0,1,43034879000,47098771000,63798864000,11395586000,12471700000,0,0,0
744,796,0,1,66176904000,-37866826000,76244863000,17523567000,-10027091000,0,0,0
745,797,0,1,65556801000,-17079088000,67745033000,17359365000,-4522523000,0,0,0
746,798,0,1,28890789000,76414026000,81693213000,7650247000,20234345000,0,0,0
747,799,0,1,41528370000,36940756000,55580797000,10996664000,9781869000,0,0,0
748,800,0,1,72712572000,-27065498000,77586464000,19254204000,-7166912000,0,0,0
749,801,0,1,69312142000,-12530089000,70435618000,18353775000,-3317953000,0,0,0
750,802,0,1,62676372000,23126857000,66807029000,16596630000,6123965000,0,0,0
751,803,0,1,45048543000,11192060000,46418029000,11928802000,2963644000,0,0,0
752,804,0,1,58281685000,-9831224000,59105057000,15432922000,-2603297000,0,0,0
753,805,0,1,59659760000,-70787693000,92575291000,15797835000,-18744499000,0,0,0
754,806,0,1,67404528000,-73635710000,99827793000,17848641000,-19498650000,0,0,0
755,807,0,1,77838063000,-67306804000,102902721000,20611428000,-17822763000,0,0,0
756,808,0,1,57477286000,-58251138000,81834183000,15219918000,-15424833000,0,0,0
757,809,0,1,25649460000,71629820000,76083677000,6791947000,18967493000,0,0,0
758,810,0,1,40854062000,38662303000,56247916000,10818108000,10237733000,0,0,0
759,811,0,1,36942736000,78727782000,86964530000,9782394000,20847025000,0,0,1
760,812,0,1,54783039000,66109496000,85858295000,14506485000,17505718000,0,0,0
761,813,0,1,43615600000,22522331000,49087432000,11549360000,5963887000,0,0,0
762,814,0,1,43615600000,22522331000,49087432000,11549360000,5963887000,0,0,0
763,815,0,1,64300302000,-9885106000,65055700000,17026645000,-2617565000,0,0,0
764,819,0,1,48238572000,-10181590000,49301365000,12773518000,-2696073000,0,0,0
765,821,0,1,29487910000,8574232000,30709189000,7808364000,2270447000,0,0,0
766,822,0,1,43662628000,47201407000,64299284000,11561813000,12498878000,0,0,0
767,823,0,1,40517714000,38913147000,56177559000,10729043000,10304156000,0,0,0
768,824,0,1,33514774000,23495725000,40930297000,8874673000,6221641000,0,0,0
769,825,0,-1,-5782175000,77921660000,78135899000,-1531113000,20633565000,0,0,0
770,826,0,-1,-40232199000,107265987000,114562742000,-10653440000,28403908000,0,0,0
771,827,0,-1,-74845143000,213883151000,226600525000,-19818907000,56636009000,0,0,0
772,828,0,-1,-86732341000,249304732000,263960884000,-22966623000,66015603000,0,0,0
773,829,0,-1,-73877378000,197610758000,210968904000,-19562644000,52327098000,0,0,0
774,830,0,-1,-68789009000,223369763000,233722012000,-18215250000,59148053000,0,0,0
775,831,0,-1,-53220070000,177047657000,184873602000,-14092613000,46882013000,0,0,0
776,832,0,-1,-41434138000,151678551000,157236035000,-10971712000,40164304000,0,0,0
777,833,0,-1,-91192330000,283313444000,297628206000,-24147623000,75021070000,0,0,0
778,834,0,-1,-41826679000,150265861000,155978525000,-11075656000,39790225000,0,0,0
779,835,0,-1,-50550494000,136097774000,145182494000,-13385712000,36038532000,0,0,0
780,839,0,1,49723638000,-97346618000,109310586000,13166761000,-25777271000,0,0,0
781,840,0,1,61806883000,-125623839000,140005142000,16366391000,-33265046000,0,0,0
782,841,0,1,70627620000,-139686119000,156526268000,18702111000,-36988722000,0,0,0
783,842,0,1,69651203000,-132793334000,149951191000,18443558000,-35163520000,0,0,0
784,843,0,1,70050059000,-135384952000,152433907000,18549174000,-35849778000,0,0,0
785,844,0,1,21980678000,421536000,21984720000,5820458000,111622000,0,0,0
786,845,0,1,28092025000,-24195383000,37075308000,7438735000,-6406909000,0,0,0
