transition_id,reverse_transition_id,undirected_edge_id,source_state_id,target_state_id,source_grammar_cell_id,target_grammar_cell_id,edit_kind_code,edit_position,source_symbol_id,target_symbol_id,native_transition_flag,derived_transition_flag,derived_only_transition_flag,boundary_path_edge_flag,spectral_cut_edge_flag
1468,1469,734,219,326,219,326,2,8,2,-1,1,0,0,0,0
1469,1468,734,326,219,326,219,1,8,-1,2,1,0,0,0,0
1470,1471,735,219,349,219,349,1,7,-1,5,1,0,0,0,0
1471,1470,735,349,219,349,219,2,7,5,-1,1,0,0,0,0
1472,1473,736,219,419,219,419,0,6,2,4,1,0,0,0,0
1473,1472,736,419,219,419,219,0,6,4,2,1,0,0,0,0
1474,1475,737,220,222,220,222,1,10,-1,2,1,0,0,0,0
1475,1474,737,222,220,222,220,2,10,2,-1,1,0,0,0,0
1476,1477,738,220,231,220,231,1,9,-1,5,1,0,0,0,0
1477,1476,738,231,220,231,220,2,9,5,-1,1,0,0,0,0
1478,1479,739,220,328,220,328,2,8,2,-1,1,0,0,0,0
1479,1478,739,328,220,328,220,1,8,-1,2,1,0,0,0,0
1480,1481,740,220,350,220,350,1,7,-1,5,1,0,0,0,0
1481,1480,740,350,220,350,220,2,7,5,-1,1,0,0,0,0
1482,1483,741,221,222,221,222,1,14,-1,2,1,0,0,0,0
1483,1482,741,222,221,222,221,2,14,2,-1,1,0,0,0,0
1484,1485,742,221,226,221,226,1,11,-1,5,1,0,0,0,0
1485,1484,742,226,221,226,221,2,11,5,-1,1,0,0,0,0
1486,1487,743,221,230,221,230,0,10,2,5,1,0,0,0,0
1487,1486,743,230,221,230,221,0,10,5,2,1,0,0,0,0
1488,1489,744,221,232,221,232,1,9,-1,5,1,0,0,0,0
1489,1488,744,232,221,232,221,2,9,5,-1,1,0,0,0,0
1490,1491,745,221,332,221,332,2,8,2,-1,1,0,0,0,0
1491,1490,745,332,221,332,221,1,8,-1,2,1,0,0,0,0
1492,1493,746,221,353,221,353,1,7,-1,5,1,0,0,0,0
1493,1492,746,353,221,353,221,2,7,5,-1,1,0,0,0,0
1494,1495,747,221,426,221,426,0,6,2,4,1,0,0,0,0
1495,1494,747,426,221,426,221,0,6,4,2,1,0,0,0,0
1496,1497,748,221,802,221,802,2,2,3,-1,0,1,0,0,0
1497,1496,748,802,221,802,221,1,2,-1,3,0,1,0,0,0
1498,1499,749,222,223,222,223,1,14,-1,2,1,0,0,0,0
1499,1498,749,223,222,223,222,2,14,2,-1,1,0,0,0,0
1500,1501,750,222,224,222,224,1,15,-1,5,1,0,0,0,0
1501,1500,750,224,222,224,222,2,15,5,-1,1,0,0,0,0
1502,1503,751,222,227,222,227,1,11,-1,5,1,0,0,0,0
1503,1502,751,227,222,227,222,2,11,5,-1,1,0,0,0,0
1504,1505,752,222,231,222,231,0,10,2,5,1,0,0,0,0
1505,1504,752,231,222,231,222,0,10,5,2,1,0,0,0,0
1506,1507,753,222,233,222,233,1,9,-1,5,1,0,0,0,0
1507,1506,753,233,222,233,222,2,9,5,-1,1,0,0,0,0
1508,1509,754,222,334,222,334,2,8,2,-1,1,0,0,0,0
1509,1508,754,334,222,334,222,1,8,-1,2,1,0,0,0,0
1510,1511,755,222,354,222,354,1,7,-1,5,1,0,0,0,0
1511,1510,755,354,222,354,222,2,7,5,-1,1,0,0,0,0
1512,1513,756,222,427,222,427,0,6,2,4,1,0,0,0,0
1513,1512,756,427,222,427,222,0,6,4,2,1,0,0,0,0
1514,1515,757,222,803,222,803,2,2,3,-1,0,1,0,0,0
1515,1514,757,803,222,803,222,1,2,-1,3,0,1,0,0,0
1516,1517,758,223,224,223,224,0,15,2,5,1,0,0,0,0
1517,1516,758,224,223,224,223,0,15,5,2,1,0,0,0,0
1518,1519,759,223,338,223,338,2,8,2,-1,1,0,0,0,0
1519,1518,759,338,223,338,223,1,8,-1,2,1,0,0,0,0
1520,1521,760,224,341,224,341,2,8,2,-1,1,0,0,0,0
1521,1520,760,341,224,341,224,1,8,-1,2,1,0,0,0,0
1522,1523,761,225,226,225,226,2,10,2,-1,1,0,0,0,0
1523,1522,761,226,225,226,225,1,10,-1,2,1,0,0,0,0
1524,1525,762,225,229,225,229,0,11,2,5,1,0,0,0,0
1525,1524,762,229,225,229,225,0,11,5,2,1,0,0,0,0
1526,1527,763,225,234,225,234,0,10,2,5,1,0,0,0,0
1527,1526,763,234,225,234,225,0,10,5,2,1,0,0,0,0
1528,1529,764,225,345,225,345,2,8,2,-1,1,0,0,0,0
1529,1528,764,345,225,345,225,1,8,-1,2,1,0,0,0,0
1530,1531,765,226,227,226,227,1,15,-1,2,1,0,0,0,0
1531,1530,765,227,226,227,226,2,15,2,-1,1,0,0,0,0
1532,1533,766,226,228,226,228,1,12,-1,2,1,0,0,0,0
1533,1532,766,228,226,228,226,2,12,2,-1,1,0,0,0,0
1534,1535,767,226,229,226,229,1,11,-1,5,1,0,0,0,0
1535,1534,767,229,226,229,226,2,11,5,-1,1,0,0,0,0
1536,1537,768,226,230,226,230,2,10,2,-1,1,0,0,0,0
1537,1536,768,230,226,230,226,1,10,-1,2,1,0,0,0,0
1538,1539,769,226,234,226,234,1,9,-1,5,1,0,0,0,0
1539,1538,769,234,226,234,226,2,9,5,-1,1,0,0,0,0
1540,1541,770,226,349,226,349,2,8,2,-1,1,0,0,0,0
1541,1540,770,349,226,349,226,1,8,-1,2,1,0,0,0,0
1542,1543,771,226,355,226,355,1,7,-1,5,1,0,0,0,0
1543,1542,771,355,226,355,226,2,7,5,-1,1,0,0,0,0
1544,1545,772,226,432,226,432,0,6,2,4,1,0,0,0,0
1545,1544,772,432,226,432,226,0,6,4,2,1,0,0,0,0
1546,1547,773,227,231,227,231,2,10,2,-1,1,0,0,0,0
1547,1546,773,231,227,231,227,1,10,-1,2,1,0,0,0,0
1548,1549,774,227,350,227,350,2,8,2,-1,1,0,0,0,0
1549,1548,774,350,227,350,227,1,8,-1,2,1,0,0,0,0
1550,1551,775,228,229,228,229,0,12,2,5,1,0,0,0,0
1551,1550,775,229,228,229,228,0,12,5,2,1,0,0,0,0
1552,1553,776,228,232,228,232,2,10,2,-1,1,0,0,0,0
1553,1552,776,232,228,232,228,1,10,-1,2,1,0,0,0,0
1554,1555,777,228,353,228,353,2,8,2,-1,1,0,0,0,0
1555,1554,777,353,228,353,228,1,8,-1,2,1,0,0,0,0
1556,1557,778,228,433,228,433,0,6,2,4,1,0,0,0,0
1557,1556,778,433,228,433,228,0,6,4,2,1,0,0,0,0
1558,1559,779,229,356,229,356,2,8,2,-1,1,0,0,0,0
1559,1558,779,356,229,356,229,1,8,-1,2,1,0,0,0,0
1560,1561,780,230,231,230,231,1,14,-1,2,1,0,0,0,0
1561,1560,780,231,230,231,230,2,14,2,-1,1,0,0,0,0
1562,1563,781,230,232,230,232,1,11,-1,2,1,0,0,0,0
1563,1562,781,232,230,232,230,2,11,2,-1,1,0,0,0,0
1564,1565,782,230,356,230,356,1,7,-1,5,1,0,0,0,0
1565,1564,782,356,230,356,230,2,7,5,-1,1,0,0,0,0
1566,1567,783,230,436,230,436,0,6,2,4,1,0,0,0,0
1567,1566,783,436,230,436,230,0,6,4,2,1,0,0,0,0
1568,1569,784,231,233,231,233,1,11,-1,2,1,0,0,0,0
1569,1568,784,233,231,233,231,2,11,2,-1,1,0,0,0,0
1570,1571,785,231,357,231,357,1,7,-1,5,1,0,0,0,0
1571,1570,785,357,231,357,231,2,7,5,-1,1,0,0,0,0
1572,1573,786,232,233,232,233,1,15,-1,2,1,0,0,0,0
1573,1572,786,233,232,233,232,2,15,2,-1,1,0,0,0,0
1574,1575,787,232,234,232,234,1,12,-1,5,1,0,0,0,0
1575,1574,787,234,232,234,232,2,12,5,-1,1,0,0,0,0
1576,1577,788,232,358,232,358,1,7,-1,5,1,0,0,0,0
1577,1576,788,358,232,358,232,2,7,5,-1,1,0,0,0,0
1578,1579,789,232,443,232,443,0,6,2,4,1,0,0,0,0
1579,1578,789,443,232,443,232,0,6,4,2,1,0,0,0,0
1580,1581,790,232,804,232,804,2,2,3,-1,0,1,0,0,0
1581,1580,790,804,232,804,232,1,2,-1,3,0,1,0,0,0
1582,1583,791,233,444,233,444,0,6,2,4,1,0,0,0,0
1583,1582,791,444,233,444,233,0,6,4,2,1,0,0,0,0
1584,1585,792,234,449,234,449,0,6,2,4,1,0,0,0,0
1585,1584,792,449,234,449,234,0,6,4,2,1,0,0,0,0
1586,1587,793,235,236,235,236,2,12,4,-1,1,0,0,0,0
1587,1586,793,236,235,236,235,1,12,-1,4,1,0,0,0,0
1588,1589,794,235,237,235,237,1,11,-1,2,1,0,0,0,0
1589,1588,794,237,235,237,235,2,11,2,-1,1,0,0,0,0
1590,1591,795,235,239,235,239,0,11,1,3,1,0,0,0,0
1591,1590,795,239,235,239,235,0,11,3,1,1,0,0,0,0
1592,1593,796,235,241,235,241,0,11,1,4,1,0,0,0,0
1593,1592,796,241,235,241,235,0,11,4,1,1,0,0,0,0
1594,1595,797,235,242,235,242,2,9,1,-1,1,0,0,0,0
1595,1594,797,242,235,242,235,1,9,-1,1,1,0,0,0,0
1596,1597,798,235,248,235,248,1,10,-1,2,1,0,0,0,0
1597,1596,798,248,235,248,235,2,10,2,-1,1,0,0,0,0
1598,1599,799,235,254,235,254,0,10,1,2,1,0,0,0,0
1599,1598,799,254,235,254,235,0,10,2,1,1,0,0,0,0
1600,1601,800,235,279,235,279,0,9,1,3,1,0,0,0,0
1601,1600,800,279,235,279,235,0,9,3,1,1,0,0,0,0
1602,1603,801,235,290,235,290,0,9,1,4,1,0,0,0,0
1603,1602,801,290,235,290,235,0,9,4,1,1,0,0,0,0
1604,1605,802,236,238,236,238,0,11,1,2,1,0,0,0,0
1605,1604,802,238,236,238,236,0,11,2,1,1,0,0,0,0
1606,1607,803,236,242,236,242,0,11,1,4,1,0,0,0,0
1607,1606,803,242,236,242,236,0,11,4,1,1,0,0,0,0
1608,1609,804,236,245,236,245,2,9,1,-1,1,0,0,0,0
1609,1608,804,245,236,245,236,1,9,-1,1,1,0,0,0,0
1610,1611,805,236,247,236,247,0,11,1,5,1,0,0,0,0
1611,1610,805,247,236,247,236,0,11,5,1,1,0,0,0,0
1612,1613,806,236,249,236,249,1,10,-1,2,1,0,0,0,0
1613,1612,806,249,236,249,236,2,10,2,-1,1,0,0,0,0
1614,1615,807,236,257,236,257,0,10,1,2,1,0,0,0,0
1615,1614,807,257,236,257,236,0,10,2,1,1,0,0,0,0
1616,1617,808,236,280,236,280,0,9,1,3,1,0,0,0,0
1617,1616,808,280,236,280,236,0,9,3,1,1,0,0,0,0
1618,1619,809,236,291,236,291,0,9,1,4,1,0,0,0,0
1619,1618,809,291,236,291,236,0,9,4,1,1,0,0,0,0
1620,1621,810,237,246,237,246,1,11,-1,5,1,0,0,0,0
1621,1620,810,246,237,246,237,2,11,5,-1,1,0,0,0,0
1622,1623,811,237,254,237,254,2,9,1,-1,1,0,0,0,0
1623,1622,811,254,237,254,237,1,9,-1,1,1,0,0,0,0
1624,1625,812,237,259,237,259,0,10,1,2,1,0,0,0,0
1625,1624,812,259,237,259,237,0,10,2,1,1,0,0,0,0
1626,1627,813,237,270,237,270,0,10,1,5,1,0,0,0,0
1627,1626,813,270,237,270,237,0,10,5,1,1,0,0,0,0
1628,1629,814,237,281,237,281,0,9,1,3,1,0,0,0,0
1629,1628,814,281,237,281,237,0,9,3,1,1,0,0,0,0
1630,1631,815,237,292,237,292,0,9,1,4,1,0,0,0,0
1631,1630,815,292,237,292,237,0,9,4,1,1,0,0,0,0
1632,1633,816,238,242,238,242,0,11,2,4,1,0,0,0,0
1633,1632,816,242,238,242,238,0,11,4,2,1,0,0,0,0
1634,1635,817,238,245,238,245,2,11,2,-1,1,0,0,0,0
1635,1634,817,245,238,245,238,1,11,-1,2,1,0,0,0,0
1636,1637,818,238,247,238,247,0,11,2,5,1,0,0,0,0
1637,1636,818,247,238,247,238,0,11,5,2,1,0,0,0,0
1638,1639,819,238,250,238,250,1,10,-1,2,1,0,0,0,0
1639,1638,819,250,238,250,238,2,10,2,-1,1,0,0,0,0
1640,1641,820,238,260,238,260,2,9,1,-1,1,0,0,0,0
1641,1640,820,260,238,260,238,1,9,-1,1,1,0,0,0,0
1642,1643,821,238,282,238,282,0,9,1,3,1,0,0,0,0
1643,1642,821,282,238,282,238,0,9,3,1,1,0,0,0,0
1644,1645,822,238,293,238,293,0,9,1,4,1,0,0,0,0
1645,1644,822,293,238,293,238,0,9,4,1,1,0,0,0,0
1646,1647,823,239,241,239,241,0,11,3,4,1,0,0,0,0
1647,1646,823,241,239,241,239,0,11,4,3,1,0,0,0,0
1648,1649,824,239,242,239,242,2,11,3,-1,1,0,0,0,0
1649,1648,824,242,239,242,239,1,11,-1,3,1,0,0,0,0
1650,1651,825,239,251,239,251,1,10,-1,2,1,0,0,0,0
1651,1650,825,251,239,251,239,2,10,2,-1,1,0,0,0,0
1652,1653,826,240,242,240,242,0,12,3,5,1,0,0,0,0
1653,1652,826,242,240,242,240,0,12,5,3,1,0,0,0,0
1654,1655,827,240,252,240,252,1,10,-1,2,1,0,0,0,0
1655,1654,827,252,240,252,240,2,10,2,-1,1,0,0,0,0
1656,1657,828,241,242,241,242,2,11,4,-1,1,0,0,0,0
1657,1656,828,242,241,242,241,1,11,-1,4,1,0,0,0,0
1658,1659,829,241,244,241,244,0,12,4,5,1,0,0,0,0
1659,1658,829,244,241,244,241,0,12,5,4,1,0,0,0,0
1660,1661,830,241,253,241,253,1,10,-1,2,1,0,0,0,0
1661,1660,830,253,241,253,241,2,10,2,-1,1,0,0,0,0
1662,1663,831,242,243,242,243,1,13,-1,2,1,0,0,0,0
1663,1662,831,243,242,243,242,2,13,2,-1,1,0,0,0,0
1664,1665,832,242,244,242,244,1,12,-1,5,1,0,0,0,0
1665,1664,832,244,242,244,242,2,12,5,-1,1,0,0,0,0
1666,1667,833,242,245,242,245,2,11,4,-1,1,0,0,0,0
1667,1666,833,245,242,245,242,1,11,-1,4,1,0,0,0,0
1668,1669,834,242,247,242,247,0,11,4,5,1,0,0,0,0
1669,1668,834,247,242,247,242,0,11,5,4,1,0,0,0,0
1670,1671,835,242,254,242,254,1,10,-1,2,1,0,0,0,0
1671,1670,835,254,242,254,242,2,10,2,-1,1,0,0,0,0
1672,1673,836,242,279,242,279,1,9,-1,3,1,0,0,0,0
1673,1672,836,279,242,279,242,2,9,3,-1,1,0,0,0,0
1674,1675,837,242,290,242,290,1,8,-1,4,1,0,0,0,0
1675,1674,837,290,242,290,242,2,8,4,-1,1,0,0,0,0
1676,1677,838,242,467,242,467,0,5,1,5,0,1,0,0,0
1677,1676,838,467,242,467,242,0,5,5,1,0,1,0,0,0
1678,1679,839,242,805,242,805,2,2,3,-1,0,1,0,0,0
1679,1678,839,805,242,805,242,1,2,-1,3,0,1,0,0,0
1680,1681,840,243,244,243,244,0,13,2,5,1,0,0,0,0
1681,1680,840,244,243,244,243,0,13,5,2,1,0,0,0,0
1682,1683,841,243,255,243,255,1,10,-1,2,1,0,0,0,0
1683,1682,841,255,243,255,243,2,10,2,-1,1,0,0,0,0
1684,1685,842,244,247,244,247,2,11,4,-1,1,0,0,0,0
1685,1684,842,247,244,247,244,1,11,-1,4,1,0,0,0,0
1686,1687,843,244,256,244,256,1,10,-1,2,1,0,0,0,0
1687,1686,843,256,244,256,244,2,10,2,-1,1,0,0,0,0
1688,1689,844,245,247,245,247,1,11,-1,5,1,0,0,0,0
1689,1688,844,247,245,247,245,2,11,5,-1,1,0,0,0,0
1690,1691,845,245,257,245,257,1,10,-1,2,1,0,0,0,0
1691,1690,845,257,245,257,245,2,10,2,-1,1,0,0,0,0
1692,1693,846,245,260,245,260,0,10,1,2,1,0,0,0,0
1693,1692,846,260,245,260,245,0,10,2,1,1,0,0,0,0
1694,1695,847,245,263,245,263,2,9,1,-1,1,0,0,0,0
1695,1694,847,263,245,263,245,1,9,-1,1,1,0,0,0,0
1696,1697,848,245,276,245,276,0,10,1,5,1,0,0,0,0
1697,1696,848,276,245,276,245,0,10,5,1,1,0,0,0,0
1698,1699,849,245,280,245,280,1,9,-1,3,1,0,0,0,0
1699,1698,849,280,245,280,245,2,9,3,-1,1,0,0,0,0
1700,1701,850,245,283,245,283,0,9,1,3,1,0,0,0,0
1701,1700,850,283,245,283,245,0,9,3,1,1,0,0,0,0
1702,1703,851,245,291,245,291,1,8,-1,4,1,0,0,0,0
1703,1702,851,291,245,291,245,2,8,4,-1,1,0,0,0,0
1704,1705,852,245,294,245,294,0,9,1,4,1,0,0,0,0
1705,1704,852,294,245,294,245,0,9,4,1,1,0,0,0,0
1706,1707,853,246,262,246,262,0,10,1,2,1,0,0,0,0
1707,1706,853,262,246,262,246,0,10,2,1,1,0,0,0,0
1708,1709,854,246,270,246,270,2,9,1,-1,1,0,0,0,0
1709,1708,854,270,246,270,246,1,9,-1,1,1,0,0,0,0
1710,1711,855,246,278,246,278,0,10,1,5,1,0,0,0,0
1711,1710,855,278,246,278,246,0,10,5,1,1,0,0,0,0
1712,1713,856,246,284,246,284,0,9,1,3,1,0,0,0,0
1713,1712,856,284,246,284,246,0,9,3,1,1,0,0,0,0
1714,1715,857,246,295,246,295,0,9,1,4,1,0,0,0,0
1715,1714,857,295,246,295,246,0,9,4,1,1,0,0,0,0
1716,1717,858,246,320,246,320,0,8,4,5,1,0,0,0,0
1717,1716,858,320,246,320,246,0,8,5,4,1,0,0,0,0
1718,1719,859,247,258,247,258,1,10,-1,2,1,0,0,0,0
1719,1718,859,258,247,258,247,2,10,2,-1,1,0,0,0,0
1720,1721,860,247,276,247,276,2,9,1,-1,1,0,0,0,0
1721,1720,860,276,247,276,247,1,9,-1,1,1,0,0,0,0
1722,1723,861,247,285,247,285,0,9,1,3,1,0,0,0,0
1723,1722,861,285,247,285,247,0,9,3,1,1,0,0,0,0
1724,1725,862,247,296,247,296,0,9,1,4,1,0,0,0,0
1725,1724,862,296,247,296,247,0,9,4,1,1,0,0,0,0
1726,1727,863,248,249,248,249,2,13,4,-1,1,0,0,0,0
1727,1726,863,249,248,249,248,1,13,-1,4,1,0,0,0,0
1728,1729,864,248,251,248,251,0,12,1,3,1,0,0,0,0
1729,1728,864,251,248,251,248,0,12,3,1,1,0,0,0,0
1730,1731,865,248,253,248,253,0,12,1,4,1,0,0,0,0
1731,1730,865,253,248,253,248,0,12,4,1,1,0,0,0,0
1732,1733,866,248,254,248,254,2,11,1,-1,1,0,0,0,0
1733,1732,866,254,248,254,248,1,11,-1,1,1,0,0,0,0
1734,1735,867,248,259,248,259,0,11,1,2,1,0,0,0,0
1735,1734,867,259,248,259,248,0,11,2,1,1,0,0,0,0
1736,1737,868,248,261,248,261,0,11,1,5,1,0,0,0,0
1737,1736,868,261,248,261,248,0,11,5,1,1,0,0,0,0
1738,1739,869,248,264,248,264,1,10,-1,5,1,0,0,0,0
1739,1738,869,264,248,264,248,2,10,5,-1,1,0,0,0,0
1740,1741,870,249,250,249,250,0,12,1,2,1,0,0,0,0
1741,1740,870,250,249,250,249,0,12,2,1,1,0,0,0,0
1742,1743,871,249,254,249,254,0,12,1,4,1,0,0,0,0
1743,1742,871,254,249,254,249,0,12,4,1,1,0,0,0,0
1744,1745,872,249,257,249,257,2,11,1,-1,1,0,0,0,0
1745,1744,872,257,249,257,249,1,11,-1,1,1,0,0,0,0
1746,1747,873,249,258,249,258,0,12,1,5,1,0,0,0,0
1747,1746,873,258,249,258,249,0,12,5,1,1,0,0,0,0
1748,1749,874,249,265,249,265,1,10,-1,5,1,0,0,0,0
1749,1748,874,265,249,265,249,2,10,5,-1,1,0,0,0,0
1750,1751,875,250,254,250,254,0,12,2,4,1,0,0,0,0
1751,1750,875,254,250,254,250,0,12,4,2,1,0,0,0,0
1752,1753,876,250,257,250,257,2,12,2,-1,1,0,0,0,0
1753,1752,876,257,250,257,250,1,12,-1,2,1,0,0,0,0
1754,1755,877,250,258,250,258,0,12,2,5,1,0,0,0,0
1755,1754,877,258,250,258,250,0,12,5,2,1,0,0,0,0
1756,1757,878,250,266,250,266,1,10,-1,5,1,0,0,0,0
1757,1756,878,266,250,266,250,2,10,5,-1,1,0,0,0,0
1758,1759,879,251,253,251,253,0,12,3,4,1,0,0,0,0
1759,1758,879,253,251,253,251,0,12,4,3,1,0,0,0,0
1760,1761,880,251,254,251,254,2,12,3,-1,1,0,0,0,0
1761,1760,880,254,251,254,251,1,12,-1,3,1,0,0,0,0
1762,1763,881,251,267,251,267,1,10,-1,5,1,0,0,0,0
1763,1762,881,267,251,267,251,2,10,5,-1,1,0,0,0,0
1764,1765,882,252,254,252,254,0,13,3,5,1,0,0,0,0
1765,1764,882,254,252,254,252,0,13,5,3,1,0,0,0,0
1766,1767,883,252,268,252,268,1,10,-1,5,1,0,0,0,0
1767,1766,883,268,252,268,252,2,10,5,-1,1,0,0,0,0
1768,1769,884,253,254,253,254,2,12,4,-1,1,0,0,0,0
1769,1768,884,254,253,254,253,1,12,-1,4,1,0,0,0,0
1770,1771,885,253,256,253,256,0,13,4,5,1,0,0,0,0
1771,1770,885,256,253,256,253,0,13,5,4,1,0,0,0,0
1772,1773,886,253,269,253,269,1,10,-1,5,1,0,0,0,0
1773,1772,886,269,253,269,253,2,10,5,-1,1,0,0,0,0
1774,1775,887,254,255,254,255,1,14,-1,2,1,0,0,0,0
1775,1774,887,255,254,255,254,2,14,2,-1,1,0,0,0,0
1776,1777,888,254,256,254,256,1,13,-1,5,1,0,0,0,0
1777,1776,888,256,254,256,254,2,13,5,-1,1,0,0,0,0
1778,1779,889,254,257,254,257,2,12,4,-1,1,0,0,0,0
1779,1778,889,257,254,257,254,1,12,-1,4,1,0,0,0,0
1780,1781,890,254,258,254,258,0,12,4,5,1,0,0,0,0
1781,1780,890,258,254,258,254,0,12,5,4,1,0,0,0,0
1782,1783,891,254,259,254,259,1,10,-1,2,1,0,0,0,0
1783,1782,891,259,254,259,254,2,10,2,-1,1,0,0,0,0
1784,1785,892,254,261,254,261,1,11,-1,5,1,0,0,0,0
1785,1784,892,261,254,261,254,2,11,5,-1,1,0,0,0,0
1786,1787,893,254,270,254,270,1,10,-1,5,1,0,0,0,0
1787,1786,893,270,254,270,254,2,10,5,-1,1,0,0,0,0
1788,1789,894,254,281,254,281,1,9,-1,3,1,0,0,0,0
1789,1788,894,281,254,281,254,2,9,3,-1,1,0,0,0,0
1790,1791,895,254,292,254,292,1,8,-1,4,1,0,0,0,0
1791,1790,895,292,254,292,254,2,8,4,-1,1,0,0,0,0
1792,1793,896,254,468,254,468,0,5,1,5,0,1,0,0,0
1793,1792,896,468,254,468,254,0,5,5,1,0,1,0,0,0
1794,1795,897,254,806,254,806,2,2,3,-1,0,1,0,0,0
1795,1794,897,806,254,806,254,1,2,-1,3,0,1,0,0,0
1796,1797,898,255,256,255,256,0,14,2,5,1,0,0,0,0
1797,1796,898,256,255,256,255,0,14,5,2,1,0,0,0,0
1798,1799,899,255,271,255,271,1,10,-1,5,1,0,0,0,0
1799,1798,899,271,255,271,255,2,10,5,-1,1,0,0,0,0
1800,1801,900,256,258,256,258,2,12,4,-1,1,0,0,0,0
1801,1800,900,258,256,258,256,1,12,-1,4,1,0,0,0,0
1802,1803,901,256,272,256,272,1,10,-1,5,1,0,0,0,0
1803,1802,901,272,256,272,256,2,10,5,-1,1,0,0,0,0
1804,1805,902,257,258,257,258,1,12,-1,5,1,0,0,0,0
1805,1804,902,258,257,258,257,2,12,5,-1,1,0,0,0,0
1806,1807,903,257,260,257,260,2,11,1,-1,1,0,0,0,0
1807,1806,903,260,257,260,257,1,11,-1,1,1,0,0,0,0
1808,1809,904,257,273,257,273,1,10,-1,5,1,0,0,0,0
1809,1808,904,273,257,273,257,2,10,5,-1,1,0,0,0,0
1810,1811,905,258,274,258,274,1,10,-1,5,1,0,0,0,0
1811,1810,905,274,258,274,258,2,10,5,-1,1,0,0,0,0
1812,1813,906,259,261,259,261,0,11,2,5,1,0,0,0,0
1813,1812,906,261,259,261,259,0,11,5,2,1,0,0,0,0
1814,1815,907,259,262,259,262,1,11,-1,5,1,0,0,0,0
1815,1814,907,262,259,262,259,2,11,5,-1,1,0,0,0,0
1816,1817,908,259,270,259,270,0,10,2,5,1,0,0,0,0
1817,1816,908,270,259,270,259,0,10,5,2,1,0,0,0,0
1818,1819,909,259,275,259,275,1,10,-1,5,1,0,0,0,0
1819,1818,909,275,259,275,259,2,10,5,-1,1,0,0,0,0
1820,1821,910,260,263,260,263,2,10,2,-1,1,0,0,0,0
1821,1820,910,263,260,263,260,1,10,-1,2,1,0,0,0,0
1822,1823,911,260,276,260,276,0,10,2,5,1,0,0,0,0
1823,1822,911,276,260,276,260,0,10,5,2,1,0,0,0,0
1824,1825,912,260,282,260,282,1,9,-1,3,1,0,0,0,0
1825,1824,912,282,260,282,260,2,9,3,-1,1,0,0,0,0
1826,1827,913,260,293,260,293,1,8,-1,4,1,0,0,0,0
1827,1826,913,293,260,293,260,2,8,4,-1,1,0,0,0,0
1828,1829,914,261,262,261,262,1,12,-1,2,1,0,0,0,0
1829,1828,914,262,261,262,261,2,12,2,-1,1,0,0,0,0
1830,1831,915,261,277,261,277,0,10,2,5,1,0,0,0,0
1831,1830,915,277,261,277,261,0,10,5,2,1,0,0,0,0
1832,1833,916,261,321,261,321,0,8,4,5,1,0,0,0,0
1833,1832,916,321,261,321,261,0,8,5,4,1,0,0,0,0
1834,1835,917,262,270,262,270,2,10,2,-1,1,0,0,0,0
1835,1834,917,270,262,270,262,1,10,-1,2,1,0,0,0,0
1836,1837,918,262,278,262,278,0,10,2,5,1,0,0,0,0
1837,1836,918,278,262,278,262,0,10,5,2,1,0,0,0,0
1838,1839,919,263,276,263,276,1,10,-1,5,1,0,0,0,0
1839,1838,919,276,263,276,263,2,10,5,-1,1,0,0,0,0
1840,1841,920,263,283,263,283,1,9,-1,3,1,0,0,0,0
1841,1840,920,283,263,283,263,2,9,3,-1,1,0,0,0,0
1842,1843,921,263,294,263,294,1,8,-1,4,1,0,0,0,0
1843,1842,921,294,263,294,263,2,8,4,-1,1,0,0,0,0
1844,1845,922,263,301,263,301,0,9,1,4,1,0,0,0,0
1845,1844,922,301,263,301,263,0,9,4,1,1,0,0,0,0
1846,1847,923,264,265,264,265,2,14,4,-1,1,0,0,0,0
1847,1846,923,265,264,265,264,1,14,-1,4,1,0,0,0,0
1848,1849,924,264,267,264,267,0,13,1,3,1,0,0,0,0
1849,1848,924,267,264,267,264,0,13,3,1,1,0,0,0,0
1850,1851,925,264,269,264,269,0,13,1,4,1,0,0,0,0
1851,1850,925,269,264,269,264,0,13,4,1,1,0,0,0,0
1852,1853,926,264,270,264,270,2,12,1,-1,1,0,0,0,0
1853,1852,926,270,264,270,264,1,12,-1,1,1,0,0,0,0
1854,1855,927,264,275,264,275,0,12,1,2,1,0,0,0,0
1855,1854,927,275,264,275,264,0,12,2,1,1,0,0,0,0
1856,1857,928,264,305,264,305,0,9,1,4,1,0,0,0,0
1857,1856,928,305,264,305,264,0,9,4,1,1,0,0,0,0
1858,1859,929,265,266,265,266,0,13,1,2,1,0,0,0,0
1859,1858,929,266,265,266,265,0,13,2,1,1,0,0,0,0
1860,1861,930,265,270,265,270,0,13,1,4,1,0,0,0,0
1861,1860,930,270,265,270,265,0,13,4,1,1,0,0,0,0
1862,1863,931,265,273,265,273,2,12,1,-1,1,0,0,0,0
1863,1862,931,273,265,273,265,1,12,-1,1,1,0,0,0,0
1864,1865,932,265,274,265,274,0,13,1,5,1,0,0,0,0
1865,1864,932,274,265,274,265,0,13,5,1,1,0,0,0,0
1866,1867,933,265,306,265,306,0,9,1,4,1,0,0,0,0
1867,1866,933,306,265,306,265,0,9,4,1,1,0,0,0,0
