automaton_state_id,grammar_cell_id,repaired_recurrent_class_id,native_recurrent_class_id,word_length,word_symbol_0_id,word_symbol_1_id,word_symbol_2_id,word_symbol_3_id,word_symbol_4_id,word_symbol_5_id,word_symbol_6_id,word_symbol_7_id,word_symbol_8_id,word_symbol_9_id,word_symbol_10_id,word_symbol_11_id,word_symbol_12_id,word_symbol_13_id,word_symbol_14_id,word_symbol_15_id,degree,native_neighbor_count,derived_neighbor_count,native_transition_degree,derived_transition_degree,native_repair_flag,derived_repair_flag,derived_only_flag,trace_signature_total_variation,first_return_closed_path_count,normalized_tail_template_count,left_boundary_flag,right_boundary_flag,gate_word_flag,merged_recurrent_class_flag,spectral_side_code
172,172,0,0,16,2,1,3,4,5,1,2,5,1,1,5,2,1,4,5,2,5,5,0,5,0,1,1,0,197,48,4,0,0,0,1,1
173,173,0,0,15,2,1,3,4,5,1,2,5,1,1,5,5,1,4,5,-1,4,4,0,4,0,1,1,0,197,36,3,0,0,0,1,1
174,174,0,0,16,2,1,3,4,5,1,2,5,1,1,5,5,2,1,4,5,5,5,0,5,0,1,1,0,197,84,7,0,0,0,1,1
175,175,0,0,15,2,1,3,4,5,1,2,5,1,2,5,1,3,4,5,-1,1,1,0,1,0,1,1,0,211,8,2,0,0,0,1,1
176,176,0,0,14,2,1,3,4,5,1,2,5,1,2,5,1,4,5,-1,-1,13,13,0,13,0,1,1,0,153,4,1,0,0,0,1,1
177,177,0,0,15,2,1,3,4,5,1,2,5,1,2,5,1,4,5,2,-1,6,6,0,6,0,1,1,0,153,8,2,0,0,0,1,1
178,178,0,0,15,2,1,3,4,5,1,2,5,1,2,5,2,1,4,5,-1,14,13,1,13,1,1,1,0,195,12,3,0,0,0,1,1
179,179,0,0,16,2,1,3,4,5,1,2,5,1,2,5,2,1,4,5,2,7,7,0,7,0,1,1,0,195,24,6,0,0,0,1,1
180,180,0,0,16,2,1,3,4,5,1,2,5,1,2,5,2,5,1,4,5,6,6,0,6,0,1,1,0,195,4,1,0,0,0,1,1
181,181,0,0,14,2,1,3,4,5,1,2,5,1,2,5,4,1,5,-1,-1,2,2,0,2,0,1,1,0,153,8,2,0,0,0,1,1
182,182,7,4,13,2,1,3,4,5,1,2,5,1,2,5,4,3,-1,-1,-1,1,1,0,1,0,1,1,0,153,24,6,0,0,0,0,0
183,183,0,0,14,2,1,3,4,5,1,2,5,1,2,5,4,4,5,-1,-1,3,3,0,3,0,1,1,0,153,32,8,0,0,0,1,1
184,184,0,0,15,2,1,3,4,5,1,2,5,1,2,5,5,1,4,5,-1,8,8,0,8,0,1,1,0,197,20,5,0,0,0,1,1
185,185,0,0,16,2,1,3,4,5,1,2,5,1,2,5,5,2,1,4,5,8,8,0,8,0,1,1,0,195,60,9,0,0,0,1,1
186,186,0,0,12,2,1,3,4,5,1,2,5,1,3,4,5,-1,-1,-1,-1,2,2,0,2,0,1,1,0,211,8,2,0,0,0,1,1
187,187,0,0,16,2,1,3,4,5,1,2,5,1,3,4,5,2,1,4,5,2,2,0,2,0,1,1,0,211,24,3,0,0,0,1,1
188,188,0,0,11,2,1,3,4,5,1,2,5,1,4,5,-1,-1,-1,-1,-1,7,7,0,7,0,1,1,0,153,4,1,0,0,0,1,1
189,189,0,0,14,2,1,3,4,5,1,2,5,1,4,5,1,4,5,-1,-1,4,4,0,4,0,1,1,0,153,4,1,0,0,0,1,1
190,190,0,0,12,2,1,3,4,5,1,2,5,1,4,5,2,-1,-1,-1,-1,3,3,0,3,0,1,1,0,153,8,2,0,0,0,1,1
191,191,0,0,16,2,1,3,4,5,1,2,5,1,4,5,2,1,1,4,5,7,7,0,7,0,1,1,0,153,24,6,0,0,0,1,1
192,192,0,0,15,2,1,3,4,5,1,2,5,1,4,5,2,1,1,5,-1,6,6,0,6,0,1,1,0,153,28,7,0,0,0,1,1
193,193,0,0,15,2,1,3,4,5,1,2,5,1,4,5,2,1,2,5,-1,5,5,0,5,0,1,1,0,153,16,4,0,0,0,1,1
194,194,0,0,16,2,1,3,4,5,1,2,5,1,4,5,2,1,3,4,5,4,4,0,4,0,1,1,0,153,24,6,0,0,0,1,1
195,195,0,0,15,2,1,3,4,5,1,2,5,1,4,5,2,1,4,3,-1,2,2,0,2,0,1,1,0,153,24,6,0,0,0,1,1
196,196,0,0,16,2,1,3,4,5,1,2,5,1,4,5,2,1,4,4,5,5,5,0,5,0,1,1,0,153,36,9,0,0,0,1,1
197,197,0,0,15,2,1,3,4,5,1,2,5,1,4,5,2,1,4,5,-1,21,21,0,21,0,1,1,0,153,12,3,0,0,0,1,1
198,198,0,0,16,2,1,3,4,5,1,2,5,1,4,5,2,1,4,5,2,5,5,0,5,0,1,1,0,153,24,6,0,0,0,1,1
199,199,0,0,16,2,1,3,4,5,1,2,5,1,4,5,2,1,4,5,5,5,5,0,5,0,1,1,0,153,36,9,0,0,0,1,1
200,200,0,0,14,2,1,3,4,5,1,2,5,1,4,5,2,1,5,-1,-1,5,5,0,5,0,1,1,0,153,8,2,0,0,0,1,1
201,201,0,0,15,2,1,3,4,5,1,2,5,1,4,5,2,1,5,5,-1,6,6,0,6,0,1,1,0,153,24,6,0,0,0,1,1
202,202,0,0,16,2,1,3,4,5,1,2,5,1,4,5,2,2,1,4,5,4,4,0,4,0,1,1,0,153,36,9,0,0,0,1,1
203,203,0,0,16,2,1,3,4,5,1,2,5,1,4,5,2,5,1,4,5,5,5,0,5,0,1,1,0,153,4,1,0,0,0,1,1
204,204,0,0,12,2,1,3,4,5,1,2,5,2,1,4,5,-1,-1,-1,-1,9,8,1,8,1,1,1,0,195,12,3,0,0,0,1,1
205,205,0,0,13,2,1,3,4,5,1,2,5,2,1,4,5,2,-1,-1,-1,11,10,1,10,1,1,1,0,195,24,6,0,0,0,1,1
206,206,0,0,16,2,1,3,4,5,1,2,5,2,1,4,5,2,1,4,5,3,3,0,3,0,1,1,0,195,36,3,0,0,0,1,1
207,207,0,0,14,2,1,3,4,5,1,2,5,2,1,4,5,2,2,-1,-1,4,4,0,4,0,1,1,0,195,72,12,0,0,0,1,1
208,208,0,0,14,2,1,3,4,5,1,2,5,2,1,4,5,2,5,-1,-1,4,4,0,4,0,1,1,0,195,24,4,0,0,0,1,1
209,209,0,0,15,2,1,3,4,5,1,2,5,2,1,5,2,1,4,5,-1,12,11,1,11,1,1,1,0,195,16,2,0,0,0,1,1
210,210,0,0,16,2,1,3,4,5,1,2,5,2,1,5,2,1,4,5,2,6,6,0,6,0,1,1,0,195,32,4,0,0,0,1,1
211,211,0,0,14,2,1,3,4,5,1,2,5,2,2,5,1,4,5,-1,-1,11,11,0,11,0,1,1,0,195,20,3,0,0,0,1,1
212,212,0,0,15,2,1,3,4,5,1,2,5,2,2,5,1,4,5,2,-1,8,8,0,8,0,1,1,0,195,40,2,0,0,0,1,1
213,213,0,0,15,2,1,3,4,5,1,2,5,2,2,5,2,1,4,5,-1,15,14,1,14,1,1,1,0,195,60,3,0,0,0,1,1
214,214,0,0,16,2,1,3,4,5,1,2,5,2,2,5,2,1,4,5,2,7,7,0,7,0,1,1,0,195,120,6,0,0,0,1,1
215,215,0,0,16,2,1,3,4,5,1,2,5,2,2,5,2,5,1,4,5,6,6,0,6,0,1,1,0,195,20,1,0,0,0,1,1
216,216,0,0,15,2,1,3,4,5,1,2,5,2,2,5,5,1,4,5,-1,9,9,0,9,0,1,1,0,197,100,5,0,0,0,1,1
217,217,0,0,16,2,1,3,4,5,1,2,5,2,2,5,5,2,1,4,5,7,7,0,7,0,1,1,0,195,300,9,0,0,0,1,1
218,218,0,0,16,2,1,3,4,5,1,2,5,2,5,1,2,5,1,4,5,4,4,0,4,0,1,1,0,195,4,1,0,0,0,1,1
219,219,0,0,13,2,1,3,4,5,1,2,5,2,5,1,4,5,-1,-1,-1,10,10,0,10,0,1,1,0,195,4,1,0,0,0,1,1
220,220,0,0,14,2,1,3,4,5,1,2,5,2,5,1,4,5,2,-1,-1,8,8,0,8,0,1,1,0,195,8,2,0,0,0,1,1
221,221,0,0,14,2,1,3,4,5,1,2,5,2,5,2,1,4,5,-1,-1,13,12,1,12,1,1,1,0,195,12,3,0,0,0,1,1
222,222,0,0,15,2,1,3,4,5,1,2,5,2,5,2,1,4,5,2,-1,15,14,1,14,1,1,1,0,195,24,6,0,0,0,1,1
223,223,0,0,16,2,1,3,4,5,1,2,5,2,5,2,1,4,5,2,2,3,3,0,3,0,1,1,0,195,72,12,0,0,0,1,1
224,224,0,0,16,2,1,3,4,5,1,2,5,2,5,2,1,4,5,2,5,3,3,0,3,0,1,1,0,195,24,4,0,0,0,1,1
225,225,0,0,16,2,1,3,4,5,1,2,5,2,5,2,2,5,1,4,5,5,5,0,5,0,1,1,0,195,20,3,0,0,0,1,1
226,226,0,0,15,2,1,3,4,5,1,2,5,2,5,2,5,1,4,5,-1,15,15,0,15,0,1,1,0,195,4,1,0,0,0,1,1
227,227,0,0,16,2,1,3,4,5,1,2,5,2,5,2,5,1,4,5,2,5,5,0,5,0,1,1,0,195,8,2,0,0,0,1,1
228,228,0,0,16,2,1,3,4,5,1,2,5,2,5,2,5,2,1,4,5,6,6,0,6,0,1,1,0,195,12,3,0,0,0,1,1
229,229,0,0,16,2,1,3,4,5,1,2,5,2,5,2,5,5,1,4,5,5,5,0,5,0,1,1,0,197,20,5,0,0,0,1,1
230,230,0,0,14,2,1,3,4,5,1,2,5,2,5,5,1,4,5,-1,-1,10,10,0,10,0,1,1,0,197,20,5,0,0,0,1,1
231,231,0,0,15,2,1,3,4,5,1,2,5,2,5,5,1,4,5,2,-1,7,7,0,7,0,1,1,0,197,40,6,0,0,0,1,1
232,232,0,0,15,2,1,3,4,5,1,2,5,2,5,5,2,1,4,5,-1,13,12,1,12,1,1,1,0,195,60,9,0,0,0,1,1
233,233,0,0,16,2,1,3,4,5,1,2,5,2,5,5,2,1,4,5,2,6,6,0,6,0,1,1,0,195,120,6,0,0,0,1,1
234,234,0,0,16,2,1,3,4,5,1,2,5,2,5,5,2,5,1,4,5,6,6,0,6,0,1,1,0,195,20,1,0,0,0,1,1
235,235,0,0,14,2,1,3,4,5,1,2,5,4,1,1,1,4,5,-1,-1,9,9,0,9,0,1,1,0,153,48,6,0,0,0,1,1
236,236,0,0,13,2,1,3,4,5,1,2,5,4,1,1,1,5,-1,-1,-1,9,9,0,9,0,1,1,0,153,56,7,0,0,0,1,1
237,237,0,0,15,2,1,3,4,5,1,2,5,4,1,1,2,1,4,5,-1,7,7,0,7,0,1,1,0,153,32,4,0,0,0,1,1
238,238,0,0,13,2,1,3,4,5,1,2,5,4,1,1,2,5,-1,-1,-1,8,8,0,8,0,1,1,0,153,48,6,0,0,0,1,1
239,239,0,0,14,2,1,3,4,5,1,2,5,4,1,1,3,4,5,-1,-1,4,4,0,4,0,1,1,0,153,48,6,0,0,0,1,1
240,240,0,0,13,2,1,3,4,5,1,2,5,4,1,1,4,3,-1,-1,-1,2,2,0,2,0,1,1,0,153,48,6,0,0,0,1,1
241,241,0,0,14,2,1,3,4,5,1,2,5,4,1,1,4,4,5,-1,-1,5,5,0,5,0,1,1,0,153,72,9,0,0,0,1,1
242,242,0,0,13,2,1,3,4,5,1,2,5,4,1,1,4,5,-1,-1,-1,17,14,3,14,3,1,1,0,153,24,3,0,0,0,1,1
243,243,0,0,14,2,1,3,4,5,1,2,5,4,1,1,4,5,2,-1,-1,3,3,0,3,0,1,1,0,153,48,6,0,0,0,1,1
244,244,0,0,14,2,1,3,4,5,1,2,5,4,1,1,4,5,5,-1,-1,5,5,0,5,0,1,1,0,153,72,9,0,0,0,1,1
245,245,0,0,12,2,1,3,4,5,1,2,5,4,1,1,5,-1,-1,-1,-1,12,12,0,12,0,1,1,0,153,16,4,0,0,0,1,1
246,246,0,0,16,2,1,3,4,5,1,2,5,4,1,1,5,2,1,4,5,8,8,0,8,0,1,1,0,153,32,2,0,0,0,1,1
247,247,0,0,13,2,1,3,4,5,1,2,5,4,1,1,5,5,-1,-1,-1,9,9,0,9,0,1,1,0,153,48,6,0,0,0,1,1
248,248,0,0,15,2,1,3,4,5,1,2,5,4,1,2,1,1,4,5,-1,8,8,0,8,0,1,1,0,153,32,4,0,0,0,1,1
249,249,0,0,14,2,1,3,4,5,1,2,5,4,1,2,1,1,5,-1,-1,7,7,0,7,0,1,1,0,153,40,5,0,0,0,1,1
250,250,0,0,14,2,1,3,4,5,1,2,5,4,1,2,1,2,5,-1,-1,6,6,0,6,0,1,1,0,153,24,3,0,0,0,1,1
251,251,0,0,15,2,1,3,4,5,1,2,5,4,1,2,1,3,4,5,-1,5,5,0,5,0,1,1,0,153,32,4,0,0,0,1,1
252,252,0,0,14,2,1,3,4,5,1,2,5,4,1,2,1,4,3,-1,-1,3,3,0,3,0,1,1,0,153,32,4,0,0,0,1,1
253,253,0,0,15,2,1,3,4,5,1,2,5,4,1,2,1,4,4,5,-1,6,6,0,6,0,1,1,0,153,48,6,0,0,0,1,1
254,254,0,0,14,2,1,3,4,5,1,2,5,4,1,2,1,4,5,-1,-1,22,19,3,19,3,1,1,0,153,16,2,0,0,0,1,1
255,255,0,0,15,2,1,3,4,5,1,2,5,4,1,2,1,4,5,2,-1,4,4,0,4,0,1,1,0,153,32,4,0,0,0,1,1
256,256,0,0,15,2,1,3,4,5,1,2,5,4,1,2,1,4,5,5,-1,6,6,0,6,0,1,1,0,153,48,6,0,0,0,1,1
257,257,0,0,13,2,1,3,4,5,1,2,5,4,1,2,1,5,-1,-1,-1,8,8,0,8,0,1,1,0,153,8,1,0,0,0,1,1
258,258,0,0,14,2,1,3,4,5,1,2,5,4,1,2,1,5,5,-1,-1,7,7,0,7,0,1,1,0,153,24,3,0,0,0,1,1
259,259,0,0,15,2,1,3,4,5,1,2,5,4,1,2,2,1,4,5,-1,7,7,0,7,0,1,1,0,153,80,10,0,0,0,1,1
260,260,0,0,12,2,1,3,4,5,1,2,5,4,1,2,5,-1,-1,-1,-1,7,7,0,7,0,1,1,0,153,24,6,0,0,0,1,1
261,261,0,0,15,2,1,3,4,5,1,2,5,4,1,2,5,1,4,5,-1,7,7,0,7,0,1,1,0,153,16,2,0,0,0,1,1
262,262,0,0,16,2,1,3,4,5,1,2,5,4,1,2,5,2,1,4,5,6,6,0,6,0,1,1,0,153,32,3,0,0,0,1,1
263,263,0,0,11,2,1,3,4,5,1,2,5,4,1,5,-1,-1,-1,-1,-1,6,6,0,6,0,1,1,0,153,8,2,0,0,0,1,1
264,264,0,0,16,2,1,3,4,5,1,2,5,4,1,5,2,1,1,4,5,7,7,0,7,0,1,1,0,153,32,4,0,0,0,1,1
265,265,0,0,15,2,1,3,4,5,1,2,5,4,1,5,2,1,1,5,-1,7,7,0,7,0,1,1,0,153,40,5,0,0,0,1,1
266,266,0,0,15,2,1,3,4,5,1,2,5,4,1,5,2,1,2,5,-1,6,6,0,6,0,1,1,0,153,24,3,0,0,0,1,1
267,267,0,0,16,2,1,3,4,5,1,2,5,4,1,5,2,1,3,4,5,5,5,0,5,0,1,1,0,153,32,4,0,0,0,1,1
268,268,0,0,15,2,1,3,4,5,1,2,5,4,1,5,2,1,4,3,-1,3,3,0,3,0,1,1,0,153,32,4,0,0,0,1,1
269,269,0,0,16,2,1,3,4,5,1,2,5,4,1,5,2,1,4,4,5,6,6,0,6,0,1,1,0,153,48,6,0,0,0,1,1
270,270,0,0,15,2,1,3,4,5,1,2,5,4,1,5,2,1,4,5,-1,28,25,3,25,3,1,1,0,153,16,2,0,0,0,1,1
271,271,0,0,16,2,1,3,4,5,1,2,5,4,1,5,2,1,4,5,2,6,6,0,6,0,1,1,0,153,32,4,0,0,0,1,1
272,272,0,0,16,2,1,3,4,5,1,2,5,4,1,5,2,1,4,5,5,6,6,0,6,0,1,1,0,153,48,6,0,0,0,1,1
273,273,0,0,14,2,1,3,4,5,1,2,5,4,1,5,2,1,5,-1,-1,6,6,0,6,0,1,1,0,153,8,1,0,0,0,1,1
274,274,0,0,15,2,1,3,4,5,1,2,5,4,1,5,2,1,5,5,-1,7,7,0,7,0,1,1,0,153,24,3,0,0,0,1,1
275,275,0,0,16,2,1,3,4,5,1,2,5,4,1,5,2,2,1,4,5,5,5,0,5,0,1,1,0,153,32,4,0,0,0,1,1
276,276,0,0,12,2,1,3,4,5,1,2,5,4,1,5,5,-1,-1,-1,-1,6,6,0,6,0,1,1,0,153,24,6,0,0,0,1,1
277,277,0,0,15,2,1,3,4,5,1,2,5,4,1,5,5,1,4,5,-1,5,5,0,5,0,1,1,0,153,24,3,0,0,0,1,1
278,278,0,0,16,2,1,3,4,5,1,2,5,4,1,5,5,2,1,4,5,7,7,0,7,0,1,1,0,153,56,7,0,0,0,1,1
279,279,0,0,14,2,1,3,4,5,1,2,5,4,3,1,1,4,5,-1,-1,5,5,0,5,0,1,1,0,153,48,6,0,0,0,1,1
280,280,0,0,13,2,1,3,4,5,1,2,5,4,3,1,1,5,-1,-1,-1,7,7,0,7,0,1,1,0,153,32,4,0,0,0,1,1
281,281,0,0,15,2,1,3,4,5,1,2,5,4,3,1,2,1,4,5,-1,5,5,0,5,0,1,1,0,153,32,2,0,0,0,1,1
282,282,0,0,13,2,1,3,4,5,1,2,5,4,3,1,2,5,-1,-1,-1,6,6,0,6,0,1,1,0,153,48,6,0,0,0,1,1
283,283,0,0,12,2,1,3,4,5,1,2,5,4,3,1,5,-1,-1,-1,-1,7,7,0,7,0,1,1,0,153,16,4,0,0,0,1,1
284,284,0,0,16,2,1,3,4,5,1,2,5,4,3,1,5,2,1,4,5,5,5,0,5,0,1,1,0,153,32,2,0,0,0,1,1
285,285,0,0,13,2,1,3,4,5,1,2,5,4,3,1,5,5,-1,-1,-1,6,6,0,6,0,1,1,0,153,48,6,0,0,0,1,1
286,286,0,0,13,2,1,3,4,5,1,2,5,4,3,3,4,5,-1,-1,-1,3,3,0,3,0,1,1,0,153,168,21,0,0,0,1,1
287,287,0,0,13,2,1,3,4,5,1,2,5,4,3,4,4,5,-1,-1,-1,4,4,0,4,0,1,1,0,153,144,18,0,0,0,1,1
288,288,0,0,12,2,1,3,4,5,1,2,5,4,3,4,5,-1,-1,-1,-1,7,7,0,7,0,1,1,0,153,48,12,0,0,0,1,1
289,289,0,0,16,2,1,3,4,5,1,2,5,4,3,4,5,2,1,4,5,4,4,0,4,0,1,1,0,153,144,3,0,0,0,1,1
290,290,0,0,14,2,1,3,4,5,1,2,5,4,4,1,1,4,5,-1,-1,7,7,0,7,0,1,1,0,153,72,9,0,0,0,1,1
291,291,0,0,13,2,1,3,4,5,1,2,5,4,4,1,1,5,-1,-1,-1,7,7,0,7,0,1,1,0,153,48,6,0,0,0,1,1
292,292,0,0,15,2,1,3,4,5,1,2,5,4,4,1,2,1,4,5,-1,7,7,0,7,0,1,1,0,153,48,2,0,0,0,1,1
293,293,0,0,13,2,1,3,4,5,1,2,5,4,4,1,2,5,-1,-1,-1,6,6,0,6,0,1,1,0,153,72,9,0,0,0,1,1
294,294,0,0,12,2,1,3,4,5,1,2,5,4,4,1,5,-1,-1,-1,-1,8,8,0,8,0,1,1,0,153,24,6,0,0,0,1,1
295,295,0,0,16,2,1,3,4,5,1,2,5,4,4,1,5,2,1,4,5,7,7,0,7,0,1,1,0,153,48,2,0,0,0,1,1
296,296,0,0,13,2,1,3,4,5,1,2,5,4,4,1,5,5,-1,-1,-1,6,6,0,6,0,1,1,0,153,72,9,0,0,0,1,1
297,297,0,0,13,2,1,3,4,5,1,2,5,4,4,3,4,5,-1,-1,-1,4,4,0,4,0,1,1,0,153,144,18,0,0,0,1,1
298,298,0,0,13,2,1,3,4,5,1,2,5,4,4,4,4,5,-1,-1,-1,3,3,0,3,0,1,1,0,153,416,52,0,0,0,1,1
299,299,0,0,12,2,1,3,4,5,1,2,5,4,4,4,5,-1,-1,-1,-1,6,6,0,6,0,1,1,0,153,96,24,0,0,0,1,1
300,300,0,0,16,2,1,3,4,5,1,2,5,4,4,4,5,2,1,4,5,4,4,0,4,0,1,1,0,153,288,3,0,0,0,1,1
301,301,0,0,11,2,1,3,4,5,1,2,5,4,4,5,-1,-1,-1,-1,-1,5,5,0,5,0,1,1,0,153,32,8,0,0,0,1,1
302,302,0,0,15,2,1,3,4,5,1,2,5,4,4,5,1,1,4,5,-1,6,6,0,6,0,1,1,0,153,64,2,0,0,0,1,1
303,303,0,0,16,2,1,3,4,5,1,2,5,4,4,5,1,2,1,4,5,5,5,0,5,0,1,1,0,153,32,1,0,0,0,1,1
304,304,0,0,14,2,1,3,4,5,1,2,5,4,4,5,1,4,5,-1,-1,6,6,0,6,0,1,1,0,153,32,4,0,0,0,1,1
305,305,0,0,16,2,1,3,4,5,1,2,5,4,4,5,2,1,1,4,5,9,9,0,9,0,1,1,0,153,192,6,0,0,0,1,1
306,306,0,0,15,2,1,3,4,5,1,2,5,4,4,5,2,1,1,5,-1,7,7,0,7,0,1,1,0,153,224,7,0,0,0,1,1
307,307,0,0,15,2,1,3,4,5,1,2,5,4,4,5,2,1,2,5,-1,6,6,0,6,0,1,1,0,153,128,4,0,0,0,1,1
308,308,0,0,16,2,1,3,4,5,1,2,5,4,4,5,2,1,3,4,5,5,5,0,5,0,1,1,0,153,192,6,0,0,0,1,1
309,309,0,0,15,2,1,3,4,5,1,2,5,4,4,5,2,1,4,3,-1,3,3,0,3,0,1,1,0,153,192,6,0,0,0,1,1
310,310,0,0,16,2,1,3,4,5,1,2,5,4,4,5,2,1,4,4,5,6,6,0,6,0,1,1,0,153,288,9,0,0,0,1,1
311,311,0,0,15,2,1,3,4,5,1,2,5,4,4,5,2,1,4,5,-1,27,24,3,24,3,1,1,0,153,96,3,0,0,0,1,1
312,312,0,0,16,2,1,3,4,5,1,2,5,4,4,5,2,1,4,5,2,4,4,0,4,0,1,1,0,153,192,6,0,0,0,1,1
313,313,0,0,16,2,1,3,4,5,1,2,5,4,4,5,2,1,4,5,5,6,6,0,6,0,1,1,0,153,288,9,0,0,0,1,1
314,314,0,0,14,2,1,3,4,5,1,2,5,4,4,5,2,1,5,-1,-1,6,6,0,6,0,1,1,0,153,64,8,0,0,0,1,1
315,315,0,0,15,2,1,3,4,5,1,2,5,4,4,5,2,1,5,5,-1,7,7,0,7,0,1,1,0,153,192,6,0,0,0,1,1
316,316,0,0,16,2,1,3,4,5,1,2,5,4,4,5,2,2,1,4,5,7,7,0,7,0,1,1,0,153,288,9,0,0,0,1,1
317,317,0,0,16,2,1,3,4,5,1,2,5,4,4,5,2,5,1,4,5,5,5,0,5,0,1,1,0,153,32,1,0,0,0,1,1
318,318,0,0,15,2,1,3,4,5,1,2,5,4,4,5,5,1,4,5,-1,6,6,0,6,0,1,1,0,153,64,2,0,0,0,1,1
319,319,0,0,16,2,1,3,4,5,1,2,5,4,4,5,5,2,1,4,5,7,7,0,7,0,1,1,0,153,192,6,0,0,0,1,1
320,320,0,0,16,2,1,3,4,5,1,2,5,5,1,1,5,2,1,4,5,4,4,0,4,0,1,1,0,197,120,2,0,0,0,1,1
321,321,0,0,15,2,1,3,4,5,1,2,5,5,1,2,5,1,4,5,-1,11,11,0,11,0,1,1,0,197,20,1,0,0,0,1,1
322,322,0,0,16,2,1,3,4,5,1,2,5,5,1,2,5,1,4,5,2,4,4,0,4,0,1,1,0,197,40,2,0,0,0,1,1
323,323,0,0,15,2,1,3,4,5,1,2,5,5,1,2,5,4,1,5,-1,2,2,0,2,0,1,1,0,197,40,2,0,0,0,1,1
324,324,7,4,14,2,1,3,4,5,1,2,5,5,1,2,5,4,3,-1,-1,1,1,0,1,0,1,1,0,197,120,6,0,0,0,0,0
325,325,0,0,15,2,1,3,4,5,1,2,5,5,1,2,5,4,4,5,-1,3,3,0,3,0,1,1,0,197,160,8,0,0,0,1,1
326,326,0,0,12,2,1,3,4,5,1,2,5,5,1,4,5,-1,-1,-1,-1,8,7,1,7,1,1,1,0,197,20,5,0,0,0,1,1
327,327,0,0,15,2,1,3,4,5,1,2,5,5,1,4,5,1,4,5,-1,5,5,0,5,0,1,1,0,197,20,1,0,0,0,1,1
328,328,0,0,13,2,1,3,4,5,1,2,5,5,1,4,5,2,-1,-1,-1,10,9,1,9,1,1,1,0,197,40,6,0,0,0,1,1
329,329,0,0,16,2,1,3,4,5,1,2,5,5,1,4,5,2,1,4,5,4,4,0,4,0,1,1,0,197,60,3,0,0,0,1,1
330,330,0,0,14,2,1,3,4,5,1,2,5,5,1,4,5,2,2,-1,-1,4,4,0,4,0,1,1,0,197,120,6,0,0,0,1,1
331,331,0,0,14,2,1,3,4,5,1,2,5,5,1,4,5,2,5,-1,-1,4,4,0,4,0,1,1,0,197,40,2,0,0,0,1,1
332,332,0,0,13,2,1,3,4,5,1,2,5,5,2,1,4,5,-1,-1,-1,9,8,1,8,1,1,1,0,195,60,9,1,0,0,1,1
333,333,0,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,1,4,5,1,1,0,1,0,1,1,0,195,60,1,0,0,0,1,1
334,334,0,0,14,2,1,3,4,5,1,2,5,5,2,1,4,5,2,-1,-1,11,10,1,10,1,1,1,0,195,120,6,0,0,0,1,1
335,335,0,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,2,1,2,5,5,0,5,0,1,1,0,195,180,3,0,0,0,1,1
336,336,0,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,2,1,3,2,2,0,2,0,1,1,0,195,180,3,0,0,0,1,1
337,337,0,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,2,1,5,5,5,0,5,0,1,1,0,195,120,2,0,0,0,1,1
338,338,0,0,15,2,1,3,4,5,1,2,5,5,2,1,4,5,2,2,-1,14,13,1,13,1,1,1,0,195,360,12,0,0,0,1,1
339,339,0,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,2,2,2,4,4,0,4,0,1,1,0,195,1080,18,0,0,0,1,1
340,340,0,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,2,2,5,5,5,0,5,0,1,1,0,195,600,10,0,0,0,1,1
341,341,0,0,15,2,1,3,4,5,1,2,5,5,2,1,4,5,2,5,-1,14,13,1,13,1,1,1,0,195,120,4,0,0,0,1,1
342,342,0,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,2,5,2,5,5,0,5,0,1,1,0,195,120,2,0,0,0,1,1
343,343,0,0,16,2,1,3,4,5,1,2,5,5,2,1,4,5,2,5,5,4,4,0,4,0,1,1,0,195,360,6,0,0,0,1,1
344,344,0,0,16,2,1,3,4,5,1,2,5,5,2,1,5,2,1,4,5,5,5,0,5,0,1,1,0,195,80,2,0,0,0,1,1
345,345,0,0,15,2,1,3,4,5,1,2,5,5,2,2,5,1,4,5,-1,12,12,0,12,0,1,1,0,195,100,3,0,0,0,1,1
346,346,0,0,16,2,1,3,4,5,1,2,5,5,2,2,5,1,4,5,2,5,5,0,5,0,1,1,0,195,200,2,0,0,0,1,1
347,347,0,0,16,2,1,3,4,5,1,2,5,5,2,2,5,2,1,4,5,6,6,0,6,0,1,1,0,195,300,3,0,0,0,1,1
348,348,0,0,16,2,1,3,4,5,1,2,5,5,2,2,5,5,1,4,5,4,4,0,4,0,1,1,0,197,500,5,0,0,0,1,1
349,349,0,0,14,2,1,3,4,5,1,2,5,5,2,5,1,4,5,-1,-1,13,13,0,13,0,1,1,0,195,20,1,0,0,0,1,1
350,350,0,0,15,2,1,3,4,5,1,2,5,5,2,5,1,4,5,2,-1,15,15,0,15,0,1,1,0,195,40,2,0,0,0,1,1
351,351,0,0,16,2,1,3,4,5,1,2,5,5,2,5,1,4,5,2,2,3,3,0,3,0,1,1,0,195,120,6,0,0,0,1,1
352,352,0,0,16,2,1,3,4,5,1,2,5,5,2,5,1,4,5,2,5,3,3,0,3,0,1,1,0,195,40,2,0,0,0,1,1
