observable_id,observable_code,value,scale_code
0,0,5,0
1,1,1,0
2,2,4,0
3,3,5,0
4,4,0,0
5,5,5,0
6,6,1,0
7,7,67572661820,0
8,8,4522140858,0
9,9,67723810000,0
10,10,2610966000,0
11,11,1718038000,0
12,12,397707725008,0
