observable_id,observable_code,value,scale_code
0,0,1740,0
1,1,1740,0
2,2,0,0
3,3,1,0
4,4,1000000000000,0
5,5,350487408079,0
6,6,3103251249022,0
7,7,1,0
8,8,0,0
9,9,10635,0
10,10,4892880,0
11,11,4903515,0
12,12,5705,0
13,13,34973033701,0
14,14,1,0
15,15,0,0
16,16,0,0
