observable_id,observable_code,value
0,0,2
1,1,2
2,2,59
3,3,20
4,4,30
5,5,60
6,6,59
7,7,59
8,8,59
9,9,59
10,10,174
11,11,0
12,12,36
13,13,21
14,14,2
15,15,20
16,16,30
17,17,60
18,18,0
19,19,0
20,20,0
21,21,0
