observable_id,observable_code,value
0,0,1
1,1,1
2,2,17
3,3,77
4,4,77
5,5,17
6,6,20
7,7,30
8,8,47
9,9,7
10,10,10
11,11,0
12,12,1
13,13,13159253255760
14,14,0
15,15,0
16,16,0
17,17,3
