observable_id,observable_code,value
0,0,4
1,1,16
2,2,288
3,3,288
4,4,288
5,5,80
6,6,80
7,7,208
8,8,80
9,9,208
10,10,8
11,11,8
12,12,2
13,13,2
14,14,2
15,15,8
16,16,208
17,17,0
18,18,0
19,19,0
20,20,1
