observable_id,observable_code,value
0,0,8
1,1,288
2,2,16
3,3,3
4,4,1
5,5,288
6,6,64570080
7,7,80
8,8,208
9,9,9840
10,10,64560240
11,11,0
12,12,2
13,13,1
14,14,1
15,15,4
16,16,2
17,17,0
18,18,0
19,19,1
20,20,1
21,21,1
