pair_id,positive_selector_id,negative_selector_id,positive_candidate_a,positive_candidate_b,positive_candidate_c,negative_candidate_a,negative_candidate_b,negative_candidate_c,same_support_flag,opposite_det_sign_flag,equal_abs_volume_flag,sign_dual_pair_flag
0,0,1,48,180,235,49,181,234,1,1,1,1
