cut_id,left_addr,right_addr,closed_section_count,open_section_count,crossing_section_count,closed_coeff_sum,open_coeff_sum,crossing_coeff_sum,closed_coeff_square_sum,open_coeff_square_sum,crossing_coeff_square_sum,count_gluing_total,coeff_gluing_total,coeff_square_gluing_total,count_gluing_flag,coeff_gluing_flag,coeff_square_gluing_flag
95,95,96,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
96,96,97,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
97,97,98,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
98,98,99,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
99,99,100,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
100,100,101,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
101,101,102,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
102,102,103,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
103,103,104,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
104,104,105,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
105,105,106,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
106,106,107,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
107,107,108,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
108,108,109,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
109,109,110,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
110,110,111,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
111,111,112,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
112,112,113,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
113,113,114,1496,816,816,11968,1632,1632,95744,3264,3264,3128,15232,102272,1,1,1
114,114,115,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
115,115,116,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
116,116,117,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
117,117,118,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
118,118,119,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
119,119,120,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
120,120,121,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
121,121,122,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
122,122,123,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
123,123,124,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
124,124,125,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
125,125,126,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
126,126,127,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
127,127,128,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
128,128,129,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
129,129,130,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
130,130,131,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
131,131,132,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
132,132,133,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
133,133,134,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
134,134,135,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
135,135,136,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
136,136,137,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
137,137,138,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
138,138,139,2312,816,0,13600,1632,0,99008,3264,0,3128,15232,102272,1,1,1
139,139,140,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
140,140,141,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
141,141,142,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
142,142,143,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
143,143,144,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
144,144,145,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
145,145,146,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
146,146,147,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
147,147,148,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
148,148,149,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
149,149,150,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
150,150,151,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
151,151,152,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
152,152,153,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
153,153,154,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
154,154,155,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
155,155,156,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
156,156,157,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
157,157,158,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
158,158,159,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
159,159,160,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
160,160,161,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
161,161,162,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
162,162,163,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
163,163,164,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
164,164,165,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
165,165,166,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
166,166,167,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
167,167,168,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
168,168,169,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
169,169,170,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
170,170,171,2312,0,816,13600,0,1632,99008,0,3264,3128,15232,102272,1,1,1
171,171,172,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
172,172,173,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
173,173,174,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
174,174,175,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
175,175,176,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
176,176,177,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
177,177,178,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
178,178,179,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
179,179,180,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
180,180,181,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
181,181,182,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
182,182,183,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
183,183,184,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
184,184,185,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
185,185,186,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
186,186,187,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
187,187,188,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
188,188,189,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
189,189,190,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
190,190,191,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
191,191,192,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
192,192,193,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
193,193,194,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
194,194,195,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
195,195,196,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
196,196,197,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
197,197,198,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
198,198,199,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
199,199,200,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
200,200,201,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
201,201,202,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
202,202,203,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
203,203,204,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
204,204,205,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
205,205,206,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
206,206,207,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
207,207,208,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
208,208,209,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
209,209,210,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
210,210,211,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
211,211,212,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
212,212,213,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
213,213,214,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
214,214,215,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
215,215,216,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
216,216,217,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
217,217,218,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
218,218,219,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
219,219,220,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
220,220,221,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
221,221,222,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
222,222,223,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
223,223,224,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
224,224,225,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
225,225,226,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
226,226,227,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
227,227,228,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
228,228,229,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
229,229,230,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
230,230,231,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
231,231,232,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
232,232,233,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
233,233,234,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
234,234,235,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
235,235,236,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
236,236,237,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
237,237,238,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
238,238,239,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
239,239,240,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
240,240,241,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
241,241,242,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
242,242,243,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
243,243,244,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
244,244,245,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
245,245,246,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
246,246,247,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
247,247,248,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
248,248,249,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
249,249,250,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
250,250,251,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
251,251,252,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
252,252,253,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
253,253,254,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
254,254,255,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
255,255,256,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
256,256,257,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
257,257,258,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
258,258,259,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
259,259,260,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
260,260,261,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
261,261,262,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
262,262,263,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
263,263,264,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
264,264,265,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
265,265,266,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
266,266,267,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
267,267,268,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
268,268,269,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
269,269,270,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
270,270,271,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
271,271,272,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
272,272,273,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
273,273,274,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
274,274,275,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
275,275,276,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
276,276,277,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
277,277,278,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
278,278,279,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
279,279,280,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
280,280,281,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
281,281,282,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
282,282,283,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
283,283,284,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
284,284,285,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
285,285,286,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
286,286,287,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
287,287,288,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
288,288,289,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
289,289,290,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
290,290,291,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
291,291,292,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
292,292,293,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
293,293,294,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
294,294,295,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
295,295,296,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
296,296,297,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
297,297,298,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
298,298,299,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
299,299,300,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
300,300,301,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
301,301,302,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
302,302,303,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
303,303,304,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
304,304,305,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
305,305,306,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
306,306,307,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
307,307,308,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
308,308,309,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
309,309,310,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
310,310,311,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
311,311,312,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
312,312,313,3128,0,0,15232,0,0,102272,0,0,3128,15232,102272,1,1,1
