test,samples,max_equivariance_error,max_orthogonality_or_det_error,max_homomorphism_error,max_veronese_norm_error,max_evenness_error_v(n)-v(-n),minimum_differential_rank,max_character_error,status
SO3_spin2_representation,300,1.146e-15,4.663e-15,6.829e-16,3.331e-16,0.000e+00,2,1.776e-15,PASS
