mask,basis_cycle_ids,basis_active_count,lambda_support,lambda_coefficient_sum,lambda_abs_sum,lambda_vector_sha256
222,1 2 3 4 6 7,6,297,976256,976256,279dc8de73f14ea35337ccad0077ab4265a5bc3f735456e007f999bdc3841c9c
223,0 1 2 3 4 6 7,7,297,1168992,1168992,dc2b7e738e0bfc5c879a29ef3c02dd3e1d41bb62efd7be3771c071f6b9892058
224,5 6 7,3,297,267232,267232,87567c114d841571d1d9b90e333621d82bc47c0351f75d232f6761fafc9194c6
225,0 5 6 7,4,297,459968,459968,5468d939ccd659ded74348bbe7a8137a37e12204c357d79ca41609ab70b9d3c6
226,1 5 6 7,4,297,494368,494368,f861ef93df4f302db8262fbe2e76322e9f9fd82c85fab687c46ef945171ed602
227,0 1 5 6 7,5,297,687104,687104,e90e8f956f37539530d336f83fa0f23035bcfe2fa82734386294deb70b7484da
228,2 5 6 7,4,297,369184,369184,9cf233acd6510c199ddfa9401f0f9e8c1da484ed3ca6f751dedd9f8bd69d22af
229,0 2 5 6 7,5,297,561920,561920,ccf4629e046631839aff3895ddb4d21c3b358f081047d14972249fde02a363ac
230,1 2 5 6 7,5,297,596320,596320,dbc807c002a07fe2024206b95d72bc53a97037d0ad8e9123b57a9f373dca5c69
231,0 1 2 5 6 7,6,297,789056,789056,b0d4d7b7e96ec52c92de2b9519e66ed4e40acae275a77acf462e48ff035718fe
232,3 5 6 7,4,297,518656,518656,245724f4a3f1c3bf7911fbf2fa3ffb37c90a7340921c47bfe0b70750a84b21fa
233,0 3 5 6 7,5,297,711392,711392,dc363df42acbd5eefb5e5b220ad0ce888641f8db8d2ef49ab31949589cb410a4
234,1 3 5 6 7,5,297,745792,745792,2e3df73f2fec0ed80ef2dedc704cb745cb60415d3acc30098290fab015506457
235,0 1 3 5 6 7,6,297,938528,938528,c779af060d7c9f690307f1b5d9a4d4438ffd293dca8f9dbcb088da71d8a361fc
236,2 3 5 6 7,5,297,620608,620608,4107163913bcb3e398fa103b1a1f9ea74398c3a487ec8cd2b0f33e82f94ef5e0
237,0 2 3 5 6 7,6,297,813344,813344,08c7a480b2d7f02e30b4fd8a2be2d4e235459902f119b73da4d55260b2c783f0
238,1 2 3 5 6 7,6,297,847744,847744,755253af98d364fd8075d92751e62d50b879865872db0e12d0985fc0c993aedb
239,0 1 2 3 5 6 7,7,297,1040480,1040480,81db8626431f4d3e26d0ffaebe030b09cc2d10aaf99e4f5716232403a3b592f2
240,4 5 6 7,4,297,448064,448064,fc26a7b2d9c41a2130120a24fe426b2ebda08dafe1d979a7e4e1fa8e66be8a4e
241,0 4 5 6 7,5,297,640800,640800,06db66af2410964f587b29880d40b3020cc0f8a49fe0dda45395c151f13c2810
242,1 4 5 6 7,5,297,675200,675200,4c93384e4dac1bf6e81cec724083da52028e6fc94d8a28b94198862558e90e37
243,0 1 4 5 6 7,6,297,867936,867936,c3b60f0ea45343f87fe37239404412783dbb1bbc85b75829b410202174c617e5
244,2 4 5 6 7,5,297,550016,550016,3bb3ff91603ecbc3a011cf7746e3edb081358bda5634d98d18d69d8ed9f57b31
245,0 2 4 5 6 7,6,297,742752,742752,45ca51b21962b98e9bba588c11636ef8d789407477393665f76ec781e106f296
246,1 2 4 5 6 7,6,297,777152,777152,381b397fce3bd15cdaf8c407d93b69cac8a58b8144a465eb85858b6e7e6c792a
247,0 1 2 4 5 6 7,7,297,969888,969888,5d91a0e5c543be311d79b67318fd5075da1ff81f42fd8b0cd3710266c4d42310
248,3 4 5 6 7,5,297,699488,699488,ce6b38045976edb54578fb2cb9503ded50cc845c7d9477b5385d28d64ba718ce
249,0 3 4 5 6 7,6,297,892224,892224,3dde9d1cd60fe9d30049ed3a01604953bc28e7caaf25826616ca3f1f415541fe
250,1 3 4 5 6 7,6,297,926624,926624,1d1398c91a79854585259a3ef75356a67e292218d767de3a2730379f977d2081
251,0 1 3 4 5 6 7,7,297,1119360,1119360,b74429b89aeef8024212296c98898a76a219530990573d70a3ce6a0b1a2cbd25
252,2 3 4 5 6 7,6,297,801440,801440,dafd37d98695d75e53f410486e4a6700b30efa94b4965dacbe1ee46bea72d0c1
253,0 2 3 4 5 6 7,7,297,994176,994176,fa264a71b0a010e53936f1cad44b6b1d71510bfcece857effa4c63c013605800
254,1 2 3 4 5 6 7,7,297,1028576,1028576,d793167107317a36aec09198577c8f6b191f9f3b082ec9f56e6494a84b6139d8
255,0 1 2 3 4 5 6 7,8,297,1221312,1221312,e35df61c75087bb8422679e7cd3b0db1521282975c1cf54ea89712e573d2d264
256,8,1,193,53952,53952,16768c59028fabb25497a6a4a029faf3cc8504e496a63382c8ed7417bea1066c
257,0 8,2,297,246688,246688,fdd8dc0c0e10dce82de34feeb899244fb116bf3a45b67268bd339eb8793bad9e
258,1 8,2,297,281088,281088,e6e358052fb127e282b1c109998329d906531e57a2d8e9cc819ac5db3f9e3d36
259,0 1 8,3,297,473824,473824,66441bcab4fd12738d2f0dd5ef9bfde3e4eb174f29156feb90530a164baaac7a
260,2 8,2,297,155904,155904,6034312f37a841f9ddc756ce96864eba090bafc8fd957c2b9272ee02a3d01396
261,0 2 8,3,297,348640,348640,edeb69364befe0735fe37794c8401e9c072274b9fcd2b0ec67024cbac28e3c5c
262,1 2 8,3,297,383040,383040,79c4ba0ae5292b42dd7df07a3c83e9f4c471c6e386c736e7b429175b2991beba
263,0 1 2 8,4,297,575776,575776,cea1a92081baaf43b8be410718d123d04472d03dc80655cef3c57e4b71e9b73c
264,3 8,2,297,305376,305376,77dc691be9e6a3add426316d27e3d9fb191256330ed8e461b560d32c985b92fb
265,0 3 8,3,297,498112,498112,91bc5c454c3c0b9ec13a8644ba1fa8abb176fa69919c10b233e57d63ab1cb404
266,1 3 8,3,297,532512,532512,2f7e4201593126d897636fd6e8c3431af2e562f84c70c763aff5a9101ec835d0
267,0 1 3 8,4,297,725248,725248,073ae6a3f6c536f74d7483363fda6232beeb0dd17d0bb646458b27a28efa564d
268,2 3 8,3,297,407328,407328,9aa8fa8a28f21240b86de2933fa9907a647989ef132ee29132ce871f4ab6b03c
269,0 2 3 8,4,297,600064,600064,611af1ab5ad0cd32e09fad80be8c30d7c09e1fe3d5ba61a5f19b6eedef8d1915
270,1 2 3 8,4,297,634464,634464,1f2e42b23e60d29aee258a407df6997ca308a480a00cd944d6d8e64f7a1e7ccd
271,0 1 2 3 8,5,297,827200,827200,f136f62ae45ce5470cea3c343b9db180723b14ec76e385987b453e5df0cfd3bb
272,4 8,2,297,234784,234784,e8c2ef2b779d329f79bd785d30c00e7065174e414edffcc2ed4c50f5b1bc7cab
273,0 4 8,3,297,427520,427520,7c61cca75cb61ffd20137fbc243531803b657715dd413608f4c9bbfa299961cf
274,1 4 8,3,297,461920,461920,6155a020b4e7055bf3ba0db779888f41eab8de4af1ecf970bead0321e30d712e
275,0 1 4 8,4,297,654656,654656,47eb5a15461522431c4fd3700b16b8793d28ffda2c078e4813895d3e70881a05
276,2 4 8,3,297,336736,336736,15bcda001382af88d272f678a41b2877dde5b9277ec96d3cf99cbffdcd9c4cc6
277,0 2 4 8,4,297,529472,529472,e4599ba31da67179fe8e936803d4b0b3e4967881ced85c8dfd0d11962f00dfa4
278,1 2 4 8,4,297,563872,563872,54ef6a2135435d669e244d651e8c5ac992e262f7e5ddd1513a9c8327cd7e2b02
279,0 1 2 4 8,5,297,756608,756608,f22d3075a038b8f86f3b5061765bb6c9a09e62f2232904df5dde374b10ff36a8
280,3 4 8,3,297,486208,486208,0ff1aa6550fd990a43f9869459edc42634feedac198504d58f3a860f213dfa63
281,0 3 4 8,4,297,678944,678944,e07d68306ed8d92fd8be5fa0b861b85a70f9dc7df048ff47879d3bd24db61570
282,1 3 4 8,4,297,713344,713344,1baaa404b3b58055138d03f42980f58ceec2c51ce5f326f4953fa2b19f3a6345
283,0 1 3 4 8,5,297,906080,906080,edfb277bedde00e9f02f80c3ef62a667d26326df4b4ec963b9784aa3f4215df6
284,2 3 4 8,4,297,588160,588160,6b2d67124c82898cbe0e2dca0202834d5e9bad29a7a009abd4169dcb396c26c4
285,0 2 3 4 8,5,297,780896,780896,bd3e2d06bbee6f84e8d4e735d0503b7ecd539c94fe8917247b5f1e066c714c47
286,1 2 3 4 8,5,297,815296,815296,a0eb2ece5964f2fe0fd187abe4b7a53b8b0c4eccf076bd751ac155a4fd564802
287,0 1 2 3 4 8,6,297,1008032,1008032,5b807ff338b71c2bc6320231061474310e0693d7a5b80fdf9342ac8c4575c2fb
288,5 8,2,193,106272,106272,10dcc8961a7b48277ebed57a6392eabbd2bf95dc7b8bae09a520f28f06d38e17
289,0 5 8,3,297,299008,299008,73caffb286dd9a5ce1d493d571c2b21cad15f00dddfa48b3ea3a989b4d457acb
290,1 5 8,3,297,333408,333408,839211093150edd64d18de1a0e5f13b45f506e2dbcdac56d1d3b4e8332205419
291,0 1 5 8,4,297,526144,526144,717eefe5ca51d1b52a59616076a322c7c311629f107116cdb2afcfd5877c2b31
292,2 5 8,3,297,208224,208224,414e4322f67c4fe895ae58931a78082f129102a8660e99fb08c390c9e66d07eb
293,0 2 5 8,4,297,400960,400960,2dd49c04448be76660fa3b962d09cd53f471a5136bc9009cb758d637daf9f38b
294,1 2 5 8,4,297,435360,435360,86e80c7367d6191ec120f962848789ab2aa81eb5073996a8088607fcd8867c09
295,0 1 2 5 8,5,297,628096,628096,4e44b1dff65d8a4fda29e98e1739ce9e8bfe54dedc013f1c0d5a9fe44a3122c1
296,3 5 8,3,297,357696,357696,78c2f934014e8f57c3a2a564451dd46987821d6a78d0343f60f6db88ea704552
297,0 3 5 8,4,297,550432,550432,0b17f913b1d2f63f79a28f55318fa0b1865b068c9fcc1d98b4f973d3425e55dc
298,1 3 5 8,4,297,584832,584832,da8ebd8e173ff08faa12736f7ee6bd28074066ea0f2b2c6b77dddd0e27d3bc7c
299,0 1 3 5 8,5,297,777568,777568,aeebafb64e1e33f74f13a56274392754c9c95fd9505ef255e6fa42236b1a2d17
300,2 3 5 8,4,297,459648,459648,647fe7e910a8b5d4a49428e8400f9d458cb49081cd04a0f95f12ff61e2645983
301,0 2 3 5 8,5,297,652384,652384,d4650e55dd16e094a5af20e74d939340a4090368a43b28ea00021e6f3acf9340
302,1 2 3 5 8,5,297,686784,686784,b1fe9b3c372fd3936e4a96d7c22f30033611108f51451bf166d30ad9de9cbfea
303,0 1 2 3 5 8,6,297,879520,879520,4bada8a3854705995c317279f23ec8aeb604a37523c0dd92f5258df85c92d448
304,4 5 8,3,297,287104,287104,821cddab9de558596d45cf96a15c895b0015aa275182307f62a046359eb55611
305,0 4 5 8,4,297,479840,479840,77c9af10068bedd067c78a73c69d03bf7675a7a3873a3da00627734e68d0f182
306,1 4 5 8,4,297,514240,514240,f760f340ca5a50d3f9251262e9f4d15d3596e744d74a4fcab06fc4b6342f8eeb
307,0 1 4 5 8,5,297,706976,706976,1051094c925ad80a959e511256a1ae4e4fb84b24c944a717788b04cf02686f1c
308,2 4 5 8,4,297,389056,389056,ce33438d3a1fc11d73e52fab0d4af7c7585ef7b21084c182f71fc85a569c6883
309,0 2 4 5 8,5,297,581792,581792,fbf106984311324ad22f195692a74cfec81a6d5434a521ef938bc585053dd51f
310,1 2 4 5 8,5,297,616192,616192,9cc87b17a861493e1af3fc975350407e0a2ff760c497a4fc975826e31c5eec77
311,0 1 2 4 5 8,6,297,808928,808928,b636c0fa79bc10e38b9f9dc7f630a085857482654382ef59c8595173676c0909
312,3 4 5 8,4,297,538528,538528,3f8c876e420cc6609afd8f4fe3fe1467f08aa3244b2e6773e802beb07aac2996
313,0 3 4 5 8,5,297,731264,731264,9878420c89944398faabbe0b85ab340cdf2d802439c9208011a39d49583bce35
314,1 3 4 5 8,5,297,765664,765664,7ff34a7a447db44685cc1e209fc62ae6fa81ac56f4ebe7e70b41e3f4015fcf53
315,0 1 3 4 5 8,6,297,958400,958400,d708b2e2cdee81a632667dcc24d9024f5e443d51c0e4f4086b0dc7fe4c787afb
316,2 3 4 5 8,5,297,640480,640480,502fb0746e566bd9cf5dbfe7a0797c0a81a43dba52e94eed4185b98b8a987ce9
317,0 2 3 4 5 8,6,297,833216,833216,ae8dd3163bbb72aa7952ff4eed49ad60baec76ad4026f6af89293f848fad9dfa
318,1 2 3 4 5 8,6,297,867616,867616,4bd64f56ebc1c2ddc3e59bd45ef2562060c74cd6b571d711955bb00dcbaff448
319,0 1 2 3 4 5 8,7,297,1060352,1060352,30a626548b9b4a101fb70d9d750091e4dc49169c15df65c1dc34bab00d0cc849
320,6 8,2,297,124992,124992,9d5189b330357deda7467a55e3012f1c3e6216354275a01e647099ac9ffc8900
321,0 6 8,3,297,317728,317728,90686f7e8fcf3b00daf0c9b19e3c102df05912e6c030076a1e9d96a3998b9c73
322,1 6 8,3,297,352128,352128,2a8762d0f79bd4654a744cc55398c6ca9c0c2cc552ef3b26fbda84e856722f3e
323,0 1 6 8,4,297,544864,544864,5a2daa5672898e01ee72fa7589122b13893b8d55d9e2d8e04bad53c5f00faa6a
324,2 6 8,3,297,226944,226944,47b7c925c7695bec412d19df353329863e22ae6c904ab61f3d0b66d3ebee959a
325,0 2 6 8,4,297,419680,419680,a04b65b8889086e6cdec2c106db53bc7bd67595cc271a0dd3b785830dde03051
326,1 2 6 8,4,297,454080,454080,f776c1c1b226e341f9eea9658a9f6aa3e1b97adb844470125cb33e7efacc667a
327,0 1 2 6 8,5,297,646816,646816,7d83e0400194222bcb35b1034c798ba3b3b917bfbe17fde79f3a0a7f86a78e8f
328,3 6 8,3,297,376416,376416,ebb8bfc3fa385d922fd502af34e1b0d42df00866eacc68f0ca21d3005ec00502
329,0 3 6 8,4,297,569152,569152,9342a205526c15381d0a4b6c4f26e970254e16fc820af42a0ea1fd6baf49b760
330,1 3 6 8,4,297,603552,603552,6f174cdcb4e94e05765858201b2a6bbf16845592fee79f813bd0067388c86310
331,0 1 3 6 8,5,297,796288,796288,35bd80702ee973891dd13a27c1a87899529f2c0f0b8cd696a17844c82e769071
332,2 3 6 8,4,297,478368,478368,a8e8a7c8967618544a34f3dc75d3faf63c4a686681317953a3a522b5b12cb157
333,0 2 3 6 8,5,297,671104,671104,74f6c68af6963666502a91f355d5884c3df6d6fb74af75b38205b04b3567371c
334,1 2 3 6 8,5,297,705504,705504,1edd5dd20a965bc73268d5f90b80ccacf22c76941c4822d83a9e7a245e31a8ee
335,0 1 2 3 6 8,6,297,898240,898240,ab7e983b081343ef6823795644437c3eed5741bd6b7640567c679ec002165cf3
336,4 6 8,3,297,305824,305824,8a72db285850f6dc915552c947ddd3f14293d1b49ba29357acc40311bb63e252
337,0 4 6 8,4,297,498560,498560,23d8dbc076179d725da7e8e0deba8c0644bc4653d1e5b76204339fd624a4a58b
338,1 4 6 8,4,297,532960,532960,a1707537988a737562c8cfc55c5b309af581c3c4d06f2bc2428f2b6dc41c2d7e
339,0 1 4 6 8,5,297,725696,725696,5c26344a05a1b0a955f9bc704081215b38e6c15640125e454e8e89c3d2a654a5
340,2 4 6 8,4,297,407776,407776,1fd79e2bd0c190ecca7d437bfa14e1c8521f6e89aec5087f49c44e84491cab08
341,0 2 4 6 8,5,297,600512,600512,83aebab6fb0ca10d3b575ce2dba0d32ada5908bbb7660c72c9b38c2b165abd78
342,1 2 4 6 8,5,297,634912,634912,462189da2d69aef68fc9ca7072ea749db6ae1dfeae6bbdcdefd7d861e07804d1
343,0 1 2 4 6 8,6,297,827648,827648,d5bbe3df5ec443155fd02d7e9d63693762123175e08fa256ad41bcbd7630593a
344,3 4 6 8,4,297,557248,557248,6542ba5f9478c256aac4252d10459680c7a28dc9c92ed6dc3ce12c2f559d1462
345,0 3 4 6 8,5,297,749984,749984,9835a995687c335ba7afc8c85bd12b9d67259413c6546cee505de1522fe6048a
346,1 3 4 6 8,5,297,784384,784384,08009f9253f0832e0ebad640fac8c55f3caabd6a7209438a1926652cce140d49
347,0 1 3 4 6 8,6,297,977120,977120,92bd17e20687cff88ccc744d7330d66c1427e0159183af83db6c9fa36d7f0e5e
348,2 3 4 6 8,5,297,659200,659200,e929796d3abc0e879c778743ccbe6558cce7c66a1c474c1749d87d1d60e102e0
349,0 2 3 4 6 8,6,297,851936,851936,bf9eac99fc8a732648a9d2058aa638cff373150fb687c8e8fd95df2e9d92eaba
350,1 2 3 4 6 8,6,297,886336,886336,bb55f1d5bb5d5942cfc4ee7fc725823aae2881c6d575c6287b781d44892c7eb0
351,0 1 2 3 4 6 8,7,297,1079072,1079072,cf6758cb1033c76bf732a4a6f51eda88ad8a27d130811a9306182aac7d7564d3
352,5 6 8,3,297,177312,177312,7abeeadff1085cf9de3af4bb27b478319f539a7c4232b9bc7ba906c3377cf56b
353,0 5 6 8,4,297,370048,370048,f84b0105e7fa0bb48765759742590dcce86159ca7bc03e7afa45f6555475b22e
354,1 5 6 8,4,297,404448,404448,c892da1255348de357111cc450e54bb5b9d936249be8bdd98d4a5bc37144a6ef
355,0 1 5 6 8,5,297,597184,597184,9fc919f41c440e0254e43d82ff254dc76723d2af9272c5810531d389dddde02a
356,2 5 6 8,4,297,279264,279264,01b753c3b6027270ae603cbe865567563e05d7566e9bd8391fb5c2410993031d
357,0 2 5 6 8,5,297,472000,472000,f7b594cb5c956e3ce656531147284a89754c5f619fce02903c9975d228f417d8
358,1 2 5 6 8,5,297,506400,506400,76671f5b715f2cb3742adb625e0d85ab2607e9df5f592285f2cd2e5d07a7e07c
359,0 1 2 5 6 8,6,297,699136,699136,db8ea819a3d5a962c8205eeb23f9aaa8d8af285c024123b11ece059002f63d11
360,3 5 6 8,4,297,428736,428736,90460a5dee6ca6bc7db6c3831bc439127ac01df020155504746e525c650a54b2
361,0 3 5 6 8,5,297,621472,621472,6736c189589b6ed5f185193ae23067c0f11716d6d69dd046a46aa954bc5dce31
362,1 3 5 6 8,5,297,655872,655872,fa1df992db96fac47fb2d1a02cb37dfaf2cc4446c6ca7c0b732f753002421907
363,0 1 3 5 6 8,6,297,848608,848608,2579038bd8eb0b1a9f6cd9f7b1929210807f6044d0c037434a79c2c53eb8e38c
364,2 3 5 6 8,5,297,530688,530688,945b4c53ceebfcd813b2cce1d81acf7bc229f997029274884bf6cb0a3ee68a21
365,0 2 3 5 6 8,6,297,723424,723424,5cf3d0e138930a9941bd580ac0868cd4040da5cda823d2b85d9fbcdb5ed5be2a
366,1 2 3 5 6 8,6,297,757824,757824,6a385ebd18f05f1350449cb0075723fa97a314a8fda968581d8f25a8437a71a7
367,0 1 2 3 5 6 8,7,297,950560,950560,e4aeb467356d3c982281c81a093866fcd9e231d2161a6a2cbbcf88b4d24cea38
368,4 5 6 8,4,297,358144,358144,4f484feaba0735349fd68eaa195a844c26547ae62ad584f9b87f291ba504208b
369,0 4 5 6 8,5,297,550880,550880,9d2e2d0b7413821396d5b48f4e84f0e2af755cade7ee2c59fa422c75e200415e
370,1 4 5 6 8,5,297,585280,585280,618f08e3cb7bd35fe44989e5e52ae86d29c5c75390f44a1efebf4a65aeba88a6
371,0 1 4 5 6 8,6,297,778016,778016,95fd7c58da4e0728c7fbf4bf944cce6eb2fcec661cd5cccad59a4623235469a0
372,2 4 5 6 8,5,297,460096,460096,c15bcffb1f9490637f3f0c52aadfcc0b14cc5bec97a0616810487b4f03fe1e5d
373,0 2 4 5 6 8,6,297,652832,652832,2e23a08e91284ca48cd69fa65dc6747147f2d3c03075dcfa409870c55d68ed23
374,1 2 4 5 6 8,6,297,687232,687232,653df5ae108b7509ce74d0910cdaa640be35206b59187588b64795cd44095377
375,0 1 2 4 5 6 8,7,297,879968,879968,59eb2c25c13a1dee6a4082c0aa43d4285cef1e7e69c06187c1fd048d85644af5
376,3 4 5 6 8,5,297,609568,609568,932b3113694fe2c2f4cd43a6f55d6a592e8694bc447cffc492b65d354a66907f
377,0 3 4 5 6 8,6,297,802304,802304,865ecc115a45a1f0eb0b4554ca6fcf5a2825d5fbbc3f629b2cd17c9d03bdf4bb
378,1 3 4 5 6 8,6,297,836704,836704,f08877099f34e47a5daa17f19653739e5d0215689cada55d0498bfe04cbca07f
379,0 1 3 4 5 6 8,7,297,1029440,1029440,975f3b48009f7b56963e24a69ffbc289617b22119b5acf88192696eeb88a2250
380,2 3 4 5 6 8,6,297,711520,711520,dd53757e63a7f46b915b8e747f0ed114fd83f25e7a0e0f5029b55189f8e4de55
381,0 2 3 4 5 6 8,7,297,904256,904256,de1468e70f91bde12541b705641e194981eeab1508606f21e4396d59d8ba341a
382,1 2 3 4 5 6 8,7,297,938656,938656,047912afa4c2c3fbfa027fc8af21f32c8a4dc6b2b6faeab461eb0fd28cfa9fe0
383,0 1 2 3 4 5 6 8,8,297,1131392,1131392,7dc020d3b1f3c437162a9bb9475f9bd36132df04449110de08e4692b1da1393d
384,7 8,2,297,197824,197824,2f8d9d766800b330bdac9039cc80564393aa5b0ffcf594320602a343ffe23ed8
385,0 7 8,3,297,390560,390560,872a2e7bafbdc19fe78770d9f8471401e0877b220d954a341b99d8ca365a63c2
386,1 7 8,3,297,424960,424960,3315988b81406154413801ebfb2afc09f4ae453a64413ce7ad47cfc5d0638243
387,0 1 7 8,4,297,617696,617696,1bedbc8f75602cb46be054a21bc03b05662ebf659a131c387a65ccd20c653f74
388,2 7 8,3,297,299776,299776,98b51acb839ff80209e5d25d179686d3035ecd7bd875345cc05327d3e4972e10
389,0 2 7 8,4,297,492512,492512,43dccc0a16f83e102e95fd62bf2b6381851312a338dc393cc069beb11af1c47c
390,1 2 7 8,4,297,526912,526912,5f2f2077381cf2499ffae30a6fad89241d58d7a740d8d3e14ddc773bdd9aef36
391,0 1 2 7 8,5,297,719648,719648,90aef1eadaced96904303b53291022da91d223c38adcf2c937fd7e1fa03e391a
392,3 7 8,3,297,449248,449248,b218ccc95ad785aaa5f6ceeef33d4896cca2c4d61c2cbdade97c974d2cf9bcd4
393,0 3 7 8,4,297,641984,641984,84db5462b3091d6445ef7fe21581a5f5865b8fd938e803a57fb62936fc9bf7be
394,1 3 7 8,4,297,676384,676384,e4f7a50d066339da80b8424e8ae81a292dc4672a99fd2339d5a181082f8afd86
395,0 1 3 7 8,5,297,869120,869120,e6a5a60dfd608ab8a093173ab1b9d389272187774c25d50c4b0a9b9ada98178e
396,2 3 7 8,4,297,551200,551200,aa6c5235683087a3bc8a39a452c410b019f43a35789791622fe55686d9797d9d
397,0 2 3 7 8,5,297,743936,743936,63822f8470f8add1452cf6d2d702aa8bb1278f3862f74a1c40e3a5f2c8874419
398,1 2 3 7 8,5,297,778336,778336,a4f30253ad237ab59bfd55ed76fb1fb60fe145916a05fa52edffad9b75079cee
399,0 1 2 3 7 8,6,297,971072,971072,29d8b8679f11d971213fae7f8ece0f42956598f0158ac3388fed979cf96a1742
400,4 7 8,3,297,378656,378656,93bf7191dc19f4b7374c04e86f76b204b6cf213ea9097567bd91e704eb34bd62
401,0 4 7 8,4,297,571392,571392,28232fe7848ccab420a6ac7a7588dc643a55416ed0e96f4277cffd5f24859b1c
402,1 4 7 8,4,297,605792,605792,675b31cc9720acb3a9d8959d46347f228132899bce19e428c9cf9527f2dedb2f
403,0 1 4 7 8,5,297,798528,798528,4ec6e29b9ede46eeaeedd39772d57385c86dc4c38ad8cd91d25b1f2558cb79d7
404,2 4 7 8,4,297,480608,480608,3319eab8c30b731b296ace253a7e0697a829058f68da08a5b5f83e2ac9ee38ed
405,0 2 4 7 8,5,297,673344,673344,5f1593ccbd8bc088303b9dd6ebef21b832f998a9d82ca3351ffd4de2eb2303b6
406,1 2 4 7 8,5,297,707744,707744,86951ad74c9b090210f742b8b01c553e7c9d8317ec22dbf2f8ab9a8a029c5f2f
407,0 1 2 4 7 8,6,297,900480,900480,7d1e75225a97cb1c7909f6f83ded76dc10b0d2fa22243869bf48a043e99f2c13
408,3 4 7 8,4,297,630080,630080,292aeb3f028c71d23b2ae491568cb6c73d559f26a4bc0f0049e0499c39ab5944
409,0 3 4 7 8,5,297,822816,822816,b118cc69e0513bae0f0e9c1091c644e69e5002d2510635b0623f43689ec0421f
410,1 3 4 7 8,5,297,857216,857216,b9870c987ac0f75354e88335fb6812e39854caa0565042e2b01394987d9a0d1d
411,0 1 3 4 7 8,6,297,1049952,1049952,dfa6a837532d07d3a3b81a78af89cc9fd18acd9ce819c0c6d1c14480fe4015cf
412,2 3 4 7 8,5,297,732032,732032,4b517e5a529f7ed4d1ccd3f1354ef5be6a046ac5072209b3d69b0d45381a92b7
413,0 2 3 4 7 8,6,297,924768,924768,25c9db8ff50dc67fbf5ef42a4b47b95de3da644f648fd865b996b46dc1c0f398
414,1 2 3 4 7 8,6,297,959168,959168,3a27b176b5dfefc350da0b75c414fb4a147abf2aebb7a2f73e407695170159cf
415,0 1 2 3 4 7 8,7,297,1151904,1151904,d45220075a55da6adaf7a1d0b00af80edb2ee62a4fe6c4c1d70e1f03e5d05b3b
416,5 7 8,3,297,250144,250144,eb514992ad307ce9ebc1a431c0bfa036eabec24459ed8dfd838a286d38174e0d
417,0 5 7 8,4,297,442880,442880,08893805fe0650ef86aa9afea950da77d6ede22820f1576a2bb1faf910e0ee17
418,1 5 7 8,4,297,477280,477280,8ea88cc07e9ae458faed6360b6184472c105ee31be54ab6aefb4209c6d810373
419,0 1 5 7 8,5,297,670016,670016,c64eb0f035fd13b7d3c0da735335f076830125f261502ffa4b0cffe3e072ad74
420,2 5 7 8,4,297,352096,352096,1662a1bc035f8253a200e5783ba5d78aab3e8a0274997bf3787659f3a0445e96
421,0 2 5 7 8,5,297,544832,544832,b5540cc3f162278d5feaa50792b481958457c1014a8657acd9eef71a04bd1765
422,1 2 5 7 8,5,297,579232,579232,c08d84e707732663a66907e54ca775f5ac41758a174f638aa1f1f74e04980236
423,0 1 2 5 7 8,6,297,771968,771968,6619f14d50326610c7676174f7100113fcf33ea1038a335d296c041b8ba8391c
424,3 5 7 8,4,297,501568,501568,7194ece5322ca3df3af98835af2628e98f28a313db6118e6717f4daf1477be4e
425,0 3 5 7 8,5,297,694304,694304,c8aec48569c87bd3170d135b824ca1b1ecbd4ef3b3ffacd206ea1584c9209c44
426,1 3 5 7 8,5,297,728704,728704,bce6f74dbd9c9c74f22bf5015593a46cbf8fffe7ff43f7ca2983d9f3497c68e7
427,0 1 3 5 7 8,6,297,921440,921440,76919303117b45c700b9c272c66a2d488d9ef723c315c4692a6d18bb3e47f8c4
428,2 3 5 7 8,5,297,603520,603520,03e14b326791e8ea2c03f58bdf9def34fd46a067a3a0d3288bdba237c0d89362
429,0 2 3 5 7 8,6,297,796256,796256,a5832759cba6b9188c018e317151649eb0968e2734b9f11363c3c082e51cc18e
430,1 2 3 5 7 8,6,297,830656,830656,140520a1d52f4e2ffaf3a8f9785df7b2a4b7296887a1e20fc7bb534ae77a2f2b
431,0 1 2 3 5 7 8,7,297,1023392,1023392,662335d949adbe9e95c060c18c2aa49a52ea2bd3cf49537c15ddb144c6afff71
432,4 5 7 8,4,297,430976,430976,d76d465efddee95a3880ebc4502ec15884d879cf8d42817be031658314c55929
433,0 4 5 7 8,5,297,623712,623712,1fa7bf56bf2935decc64f1999c570bb5c57596c5ba2c47c6b63f709723027ab5
434,1 4 5 7 8,5,297,658112,658112,cd2205534ec5dc31e903e1ba1885fa59d1d728f68cdf36f54b8ecb8c3616c681
435,0 1 4 5 7 8,6,297,850848,850848,abbaee7e3ffe3e7de32d698d079d2f05f9bfcab1100615360aa4227412a29787
436,2 4 5 7 8,5,297,532928,532928,4e0f60c4ecb27af7a80fda4cf29655372533d9cd06c75373b87dfcfc16187ad9
437,0 2 4 5 7 8,6,297,725664,725664,dc7f73b5a1d433ab36b71690ffb579e0e95f873388f413c89d268c8acc3dfd2b
438,1 2 4 5 7 8,6,297,760064,760064,a38e2d21f1ade45c669a0faeaae69f69548c75fbe2158056793069bbc84539fe
