observable_id,observable_code,value
0,0,16
1,1,127
2,2,128
3,3,16128
4,4,8
5,5,1
6,6,16128
7,7,16128
8,8,112
9,9,112
10,10,16128
11,11,16128
12,12,16128
13,13,8
14,14,1
15,15,3
16,16,112
17,17,7448
18,18,8008
19,19,1
20,20,1
21,21,1
22,22,1
