bridge_id,induction_start,source_end_sample_count,lift_horizon,support_state_count,rule_count,support_certified_count,lower_gap_nonnegative_count,upper_gap_nonnegative_count,target_count_match_count,long_ind_certified_flag,long_linf_certified_flag,long_ind_rule_hash_match_flag
0,16,127,128,16128,8,16128,16128,16128,16128,1,1,1
