virtual_graft_cell_id,word_length,word_symbol_0_id,word_symbol_1_id,word_symbol_2_id,word_symbol_3_id,word_symbol_4_id,word_symbol_5_id,word_symbol_6_id,word_symbol_7_id,word_symbol_8_id,word_symbol_9_id,word_symbol_10_id,word_symbol_11_id,word_symbol_12_id,word_symbol_13_id,word_symbol_14_id,word_symbol_15_id,left_edit_radius,right_edit_radius,trace_node_count,trace_node_0_id,trace_node_1_id,trace_node_2_id,trace_node_3_id,trace_node_4_id,trace_node_5_id,trace_node_6_id,trace_node_7_id,trace_node_8_id,trace_node_9_id,trace_node_10_id,trace_node_11_id,trace_node_12_id,trace_node_13_id,trace_node_14_id,trace_node_15_id,trace_node_16_id,trace_node_17_id,trace_node_18_id,trace_node_19_id,metric_gromov_delta_twice,trace_signature_total_variation,first_return_closed_path_count,normalized_tail_template_count,template_lift_count_min,template_lift_count_max,all_four_lift_flag,tail_entry_9_path_count,tail_entry_10_path_count,tail_entry_11_path_count,tail_entry_13_path_count,virtual_31_28_admissible_flag,virtual_50_34_admissible_flag,adjacent_native_component_count,adjacent_native_component_mask,adjacent_left_component_flag,adjacent_right_component_flag,left_right_bridge_flag,direct_boundary_bridge_flag,closed_ge24_template_ge6_flag,clear_flag,exact24_six_all_four_flag
89,14,2,1,1,4,5,2,2,5,2,5,2,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,60,3,20,20,0,0,20,40,0,1,1,0,0,0,0,0,0,0,0,0
90,14,2,1,1,4,5,2,2,5,5,1,2,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,100,1,100,100,0,0,0,100,0,1,1,0,0,0,0,0,0,0,0,0
91,14,2,1,1,4,5,2,2,5,5,2,1,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,600,6,100,100,0,0,400,200,0,1,1,0,0,0,0,0,0,1,0,0
92,14,2,1,1,4,5,2,2,5,5,2,1,3,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,600,6,100,100,0,0,400,200,0,1,1,0,0,0,0,0,0,1,0,0
93,14,2,1,1,4,5,2,2,5,5,2,1,4,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,900,9,100,100,0,0,600,300,0,1,1,0,0,0,0,0,0,1,0,0
94,14,2,1,1,4,5,2,2,5,5,2,1,4,5,2,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,600,6,100,100,0,0,400,200,0,1,1,0,0,0,0,0,0,1,0,0
95,14,2,1,1,4,5,2,2,5,5,2,1,4,5,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,900,9,100,100,0,0,600,300,0,1,1,0,0,0,0,0,0,1,0,0
96,14,2,1,1,4,5,2,2,5,5,2,2,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,900,9,100,100,0,0,400,500,0,1,1,0,0,0,0,0,0,1,0,0
97,14,2,1,1,4,5,2,2,5,5,2,5,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,100,1,100,100,0,0,0,100,0,1,1,0,0,0,0,0,0,0,0,0
98,14,2,1,1,4,5,2,2,5,5,5,2,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,780,9,80,100,0,240,100,200,240,1,1,0,0,0,0,0,0,1,0,0
99,14,2,1,1,4,5,2,5,2,5,5,2,1,4,5,-1,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,60,9,4,8,0,24,4,8,24,1,1,0,0,0,0,0,0,1,0,0
100,14,2,1,2,1,4,5,2,2,5,5,2,1,4,5,-1,-1,3,99,8,48,42,27,26,22,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,150,9,10,20,0,60,10,20,60,1,1,0,0,0,0,0,0,1,0,0
101,15,2,1,1,4,4,5,2,1,2,5,5,2,1,4,5,-1,3,99,8,48,42,27,22,24,33,53,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,372,9,12,48,0,144,12,72,144,1,1,0,0,0,0,0,0,1,0,0
102,15,2,1,1,4,5,1,4,5,2,5,5,2,1,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,60,9,4,8,0,24,4,8,24,1,1,1,1,1,0,0,0,1,0,0
103,15,2,1,1,4,5,2,1,1,2,5,5,2,1,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,704,9,32,92,0,276,32,120,276,1,1,0,0,0,0,0,0,1,0,0
104,15,2,1,1,4,5,2,1,2,1,5,5,2,1,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,56,7,8,8,0,24,8,0,24,1,1,0,0,0,0,0,0,1,0,0
105,15,2,1,1,4,5,2,1,2,2,5,5,2,1,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,416,9,24,56,0,168,32,48,168,1,1,0,0,0,0,0,0,1,0,0
106,15,2,1,1,4,5,2,1,2,5,2,5,2,1,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,20,3,4,12,0,0,12,8,0,1,1,0,0,0,0,0,0,0,0,0
107,15,2,1,1,4,5,2,1,2,5,5,1,2,1,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,36,1,36,36,0,0,0,36,0,1,1,0,0,0,0,0,0,0,0,0
108,15,2,1,1,4,5,2,1,2,5,5,2,1,1,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,248,6,36,44,0,0,176,72,0,1,1,0,0,0,0,0,0,1,0,0
109,15,2,1,1,4,5,2,1,2,5,5,2,1,3,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,248,6,36,44,0,0,176,72,0,1,1,0,0,0,0,0,0,1,0,0
110,15,2,1,1,4,5,2,1,2,5,5,2,1,4,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,372,9,36,44,0,0,264,108,0,1,1,0,0,0,0,0,0,1,0,0
111,15,2,1,1,4,5,2,1,2,5,5,2,1,4,5,2,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,248,6,36,44,0,0,176,72,0,1,1,0,0,0,0,0,0,1,0,0
112,15,2,1,1,4,5,2,1,2,5,5,2,1,4,5,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,372,9,36,44,0,0,264,108,0,1,1,0,0,0,0,0,0,1,0,0
113,15,2,1,1,4,5,2,1,2,5,5,2,2,1,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,356,9,36,44,0,0,176,180,0,1,1,0,0,0,0,0,0,1,0,0
114,15,2,1,1,4,5,2,1,2,5,5,2,5,1,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,36,1,36,36,0,0,0,36,0,1,1,0,0,0,0,0,0,0,0,0
115,15,2,1,1,4,5,2,1,2,5,5,5,2,1,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,308,9,32,44,0,96,44,72,96,1,1,0,0,0,0,0,0,1,0,0
116,15,2,1,1,4,5,2,1,5,2,5,5,2,1,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,56,7,8,8,0,24,8,0,24,1,1,0,0,0,0,0,0,1,0,0
117,15,2,1,1,4,5,2,2,1,2,5,5,2,1,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,428,9,20,56,0,168,20,72,168,1,1,0,0,0,0,0,0,1,0,0
118,15,2,1,1,4,5,2,5,1,2,5,5,2,1,4,5,-1,3,99,7,48,42,27,22,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,60,9,4,8,0,24,4,8,24,1,1,0,0,0,0,0,0,1,0,0
119,15,2,1,2,1,4,5,2,1,2,5,5,2,1,4,5,-1,3,99,8,48,42,27,26,22,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,183,62,9,2,8,0,24,2,12,24,1,1,0,0,0,0,0,0,1,0,0
120,11,2,1,4,5,1,2,5,2,1,4,5,-1,-1,-1,-1,-1,2,2,11,48,42,27,28,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,185,6,3,2,2,0,0,2,4,0,1,1,2,3,1,1,1,0,0,0,0
121,11,2,1,5,4,1,2,5,2,1,4,5,-1,-1,-1,-1,-1,3,3,12,48,42,27,29,34,28,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,185,4,3,1,2,0,0,2,2,0,1,1,1,1,1,0,0,0,0,0,0
122,12,2,1,4,5,1,2,5,2,1,4,5,2,-1,-1,-1,-1,3,3,11,48,42,27,28,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,185,12,6,2,2,0,0,8,4,0,1,1,2,3,1,1,1,0,0,0,0
123,12,2,1,4,5,1,2,5,5,2,5,4,3,-1,-1,-1,-1,3,3,8,48,42,27,28,34,29,45,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,185,60,18,2,4,0,24,6,6,24,1,1,0,0,0,0,0,0,1,0,0
124,12,2,1,5,4,1,2,5,5,2,1,4,5,-1,-1,-1,-1,2,2,12,48,42,27,29,34,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,185,23,9,1,3,0,9,1,4,9,1,1,1,1,1,0,0,0,0,0,0
125,13,2,1,4,5,1,2,5,2,5,2,1,4,5,-1,-1,-1,2,2,13,48,42,27,28,34,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,185,6,3,2,2,0,0,2,4,0,1,1,2,3,1,1,1,0,0,0,0
126,13,2,1,4,5,1,2,5,5,2,1,4,5,2,-1,-1,-1,2,2,11,48,42,27,28,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,185,60,6,10,10,0,0,40,20,0,1,1,2,3,1,1,1,0,1,0,0
127,13,2,1,4,5,1,2,5,5,2,5,4,1,5,-1,-1,-1,3,3,8,48,42,27,28,34,29,45,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,185,20,2,10,10,0,0,10,10,0,1,1,0,0,0,0,0,0,0,0,0
128,13,2,1,4,5,1,2,5,5,2,5,4,4,5,-1,-1,-1,3,3,8,48,42,27,28,34,29,45,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,185,80,8,10,10,0,0,40,40,0,1,1,0,0,0,0,0,0,1,0,0
129,13,2,1,5,4,1,2,5,2,5,2,1,4,5,-1,-1,-1,3,3,14,48,42,27,29,34,28,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,185,4,3,1,2,0,0,2,2,0,1,1,1,1,1,0,0,0,0,0,0
130,13,2,1,5,4,1,2,5,5,2,1,4,5,2,-1,-1,-1,3,3,12,48,42,27,29,34,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,185,46,6,7,8,0,0,32,14,0,1,1,1,1,1,0,0,0,1,0,0
131,13,2,1,5,4,1,2,5,5,2,5,1,4,5,-1,-1,-1,3,3,11,48,42,27,29,34,28,29,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,185,7,1,7,7,0,0,0,7,0,1,1,1,1,1,0,0,0,0,0,0
132,13,2,1,5,4,1,5,2,5,5,2,1,4,5,-1,-1,-1,3,3,11,48,42,27,29,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,185,7,7,1,1,0,3,1,0,3,1,1,0,0,0,0,0,0,0,0,0
133,14,2,1,4,5,1,2,5,1,2,5,2,1,4,5,-1,-1,3,3,11,48,42,27,28,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,185,6,3,2,2,0,0,2,4,0,1,1,2,3,1,1,1,0,0,0,0
134,14,2,1,4,5,1,2,5,2,1,5,2,1,4,5,-1,-1,3,3,11,48,42,27,28,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,185,8,2,4,4,1,0,0,8,0,1,1,2,3,1,1,1,0,0,0,0
135,14,2,1,4,5,1,2,5,2,2,5,2,1,4,5,-1,-1,3,3,11,48,42,27,28,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,185,30,3,10,10,0,0,10,20,0,1,1,2,3,1,1,1,0,0,0,0
136,14,2,1,4,5,1,2,5,2,5,2,1,4,5,2,-1,-1,3,3,13,48,42,27,28,34,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,185,12,6,2,2,0,0,8,4,0,1,1,2,3,1,1,1,0,0,0,0
137,14,2,1,4,5,1,2,5,2,5,5,2,1,4,5,-1,-1,3,3,12,48,42,27,28,34,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,185,30,9,2,4,0,12,2,4,12,1,1,2,3,1,1,1,0,1,0,0
138,14,2,1,4,5,1,2,5,5,2,1,4,5,2,2,-1,-1,3,3,11,48,42,27,28,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,185,180,12,10,20,0,0,0,60,0,1,1,2,3,1,1,1,0,1,0,0
139,14,2,1,4,5,1,2,5,5,2,1,4,5,2,5,-1,-1,3,3,11,48,42,27,28,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,185,60,4,10,20,0,0,0,20,0,1,1,2,3,1,1,1,0,0,0,0
140,14,2,1,4,5,1,2,5,5,2,5,2,1,4,5,-1,-1,3,3,12,48,42,27,28,34,29,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,185,30,3,10,10,0,0,10,20,0,1,1,2,3,1,1,1,0,0,0,0
141,14,2,1,5,4,1,5,2,2,5,5,2,1,4,5,-1,-1,3,99,12,48,42,27,29,34,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,185,38,9,2,5,0,15,2,6,15,1,1,0,0,0,0,0,0,1,0,0
142,15,2,1,4,5,1,4,5,1,2,5,5,2,1,4,5,-1,3,99,11,48,42,27,28,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,185,30,9,2,4,0,12,2,4,12,1,1,1,1,1,0,0,0,1,0,0
143,15,2,1,5,2,1,4,5,1,2,5,5,2,1,4,5,-1,3,99,12,48,42,27,29,28,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,185,30,9,2,4,0,12,2,4,12,1,1,1,2048,0,0,0,0,1,0,0
144,15,2,1,5,4,1,2,5,1,2,5,5,2,1,4,5,-1,3,99,12,48,42,27,29,34,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,185,30,9,2,4,0,12,2,4,12,1,1,1,1,1,0,0,0,1,0,0
145,15,2,1,5,4,1,5,4,1,2,5,5,2,1,4,5,-1,3,99,12,48,42,27,29,34,28,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,185,23,9,1,3,0,9,1,4,9,1,1,0,0,0,0,0,0,0,0,0
146,11,2,1,4,5,1,1,5,2,1,4,5,-1,-1,-1,-1,-1,3,3,10,48,42,27,28,34,25,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,12,2,6,6,0,0,0,12,0,1,1,1,1,1,0,0,0,0,0,0
147,11,2,1,4,5,1,2,5,5,1,4,5,-1,-1,-1,-1,-1,2,2,10,48,42,27,28,34,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,10,5,2,2,0,0,4,6,0,1,1,2,3,1,1,1,0,0,0,0
148,11,2,1,5,4,1,2,5,5,1,4,5,-1,-1,-1,-1,-1,3,3,11,48,42,27,29,34,28,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,7,5,1,2,0,0,4,3,0,1,1,0,0,0,0,0,0,0,0,0
149,11,2,1,5,4,1,5,5,2,1,4,5,-1,-1,-1,-1,-1,3,3,11,48,42,27,29,34,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,7,7,1,1,0,3,1,0,3,1,1,0,0,0,0,0,0,0,0,0
150,12,2,1,3,3,1,1,4,5,2,1,4,5,-1,-1,-1,-1,99,3,8,48,42,27,30,23,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,54,3,18,18,0,0,0,0,54,1,1,0,0,0,0,0,0,0,0,0
151,12,2,1,3,3,1,2,5,4,1,1,4,5,-1,-1,-1,-1,99,3,7,48,42,27,30,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,54,3,18,18,0,0,0,0,54,1,1,2,3,1,1,1,0,0,0,0
152,12,2,1,3,4,1,1,4,5,2,1,4,5,-1,-1,-1,-1,3,99,7,48,42,27,31,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,36,3,12,12,0,0,0,0,36,1,1,1,1,1,0,0,0,0,0,0
153,12,2,1,3,4,1,5,2,5,5,1,4,5,-1,-1,-1,-1,3,99,10,48,42,27,31,34,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,12,3,4,4,1,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0
154,12,2,1,3,4,1,5,5,2,5,1,4,5,-1,-1,-1,-1,3,99,10,48,42,27,31,34,35,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,12,1,12,12,0,0,0,12,0,1,1,1,1,1,0,0,0,0,0,0
155,12,2,1,4,5,1,1,5,5,2,1,4,5,-1,-1,-1,-1,2,2,12,48,42,27,28,34,25,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,187,42,7,6,6,0,18,6,0,18,1,1,1,1,1,0,0,0,1,0,0
156,12,2,1,4,5,1,2,5,5,1,4,5,2,-1,-1,-1,-1,3,3,10,48,42,27,28,34,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,20,6,2,4,0,8,4,0,8,1,1,2,3,1,1,1,0,0,0,0
157,13,2,1,3,3,1,2,5,4,1,2,1,4,5,-1,-1,-1,99,3,7,48,42,27,30,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,36,2,18,18,0,0,0,0,0,1,1,2,3,1,1,1,0,0,0,0
158,13,2,1,3,4,1,1,4,4,5,2,1,4,5,-1,-1,-1,3,99,8,48,42,27,31,24,33,53,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,108,3,36,36,0,0,0,0,108,1,1,0,0,0,0,0,0,0,0,0
159,13,2,1,3,4,1,1,4,5,2,2,1,4,5,-1,-1,-1,3,99,7,48,42,27,31,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,108,9,12,12,0,0,48,60,0,1,1,1,1,1,0,0,0,1,0,0
160,13,2,1,3,4,1,5,5,2,5,2,1,4,5,-1,-1,-1,3,99,12,48,42,27,31,34,35,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,187,28,3,8,12,0,0,12,16,0,1,1,1,1,1,0,0,0,0,0,0
161,13,2,1,4,5,1,1,5,5,2,1,4,5,2,-1,-1,-1,3,3,12,48,42,27,28,34,25,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,187,84,6,12,18,0,0,48,36,0,1,1,1,1,1,0,0,0,1,0,0
162,14,2,1,3,3,1,2,5,4,1,5,2,1,4,5,-1,-1,99,3,7,48,42,27,30,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,36,2,18,18,0,0,0,36,0,1,1,2,3,1,1,1,0,0,0,0
163,14,2,1,3,3,1,2,5,4,4,5,2,1,4,5,-1,-1,99,3,7,48,42,27,30,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,216,3,72,72,0,0,0,0,216,1,1,2,3,1,1,1,0,0,0,0
164,14,2,1,3,4,1,1,4,5,2,5,2,1,4,5,-1,-1,3,99,7,48,42,27,31,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,36,3,12,12,0,0,12,24,0,1,1,1,1,1,0,0,0,0,0,0
165,14,2,1,3,4,1,5,5,2,2,5,2,1,4,5,-1,-1,3,99,12,48,42,27,31,34,35,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,187,152,3,48,52,0,0,48,104,0,1,1,1,1,1,0,0,0,0,0,0
166,14,2,1,4,5,1,2,5,1,1,5,2,1,4,5,-1,-1,3,3,11,48,42,27,28,34,29,25,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,12,2,6,6,0,0,0,12,0,1,1,2,3,1,1,1,0,0,0,0
167,14,2,1,4,5,1,2,5,5,2,5,5,1,4,5,-1,-1,3,3,10,48,42,27,28,34,29,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,50,5,10,10,0,0,20,30,0,1,1,2,3,1,1,1,0,0,0,0
168,14,2,1,5,4,1,5,5,2,5,5,2,1,4,5,-1,-1,3,99,11,48,42,27,29,34,35,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,38,9,2,5,0,15,2,6,15,1,1,0,0,0,0,0,0,1,0,0
169,15,2,1,3,4,1,1,4,5,2,5,5,2,1,4,5,-1,3,99,7,48,42,27,31,24,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,180,9,12,24,0,72,12,24,72,1,1,1,1,1,0,0,0,1,0,0
170,15,2,1,3,4,1,5,5,2,5,2,5,2,1,4,5,-1,3,99,14,48,42,27,31,34,35,45,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,187,28,3,8,12,0,0,12,16,0,1,1,0,0,0,0,0,0,0,0,0
171,15,2,1,3,4,1,5,5,2,5,5,2,5,1,4,5,-1,3,99,10,48,42,27,31,34,35,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,187,48,1,48,48,0,0,0,48,0,1,1,0,0,0,0,0,0,0,0,0
172,12,2,1,3,4,5,5,2,5,5,4,4,5,-1,-1,-1,-1,3,99,10,48,42,27,31,50,54,45,54,53,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,189,128,16,8,8,0,0,64,64,0,1,1,0,0,0,0,0,0,1,0,0
173,11,2,1,1,4,3,1,2,5,1,4,5,-1,-1,-1,-1,-1,99,3,10,48,42,27,22,24,31,27,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,16,2,8,8,0,0,0,8,0,1,1,1,128,0,0,0,0,0,0,0
174,13,2,1,1,4,3,1,2,5,4,1,1,4,5,-1,-1,-1,99,3,9,48,42,27,22,24,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,72,3,24,24,0,0,0,0,72,1,1,1,2,0,1,0,0,0,0,0
175,13,2,1,3,4,1,1,2,5,4,1,1,4,5,-1,-1,-1,3,99,8,48,42,27,31,24,22,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,72,3,24,24,0,0,0,0,72,1,1,1,1,1,0,0,0,0,0,0
176,14,2,1,1,4,3,1,2,5,1,2,5,1,4,5,-1,-1,99,3,10,48,42,27,22,24,31,27,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,16,1,16,16,0,0,0,0,0,1,1,1,256,0,0,0,0,0,0,0
177,14,2,1,1,4,3,1,2,5,4,1,2,1,4,5,-1,-1,99,3,9,48,42,27,22,24,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,48,2,24,24,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0
178,14,2,1,3,4,1,1,2,5,4,1,2,1,4,5,-1,-1,3,99,8,48,42,27,31,24,22,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,48,2,24,24,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
179,15,2,1,1,4,3,1,2,5,1,4,5,2,1,4,5,-1,99,3,10,48,42,27,22,24,31,27,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,48,3,16,16,0,0,0,0,48,1,1,1,2,0,1,0,0,0,0,0
180,15,2,1,1,4,3,1,2,5,4,1,5,2,1,4,5,-1,99,3,9,48,42,27,22,24,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,48,2,24,24,0,0,0,48,0,1,1,1,2,0,1,0,0,0,0,0
181,15,2,1,1,4,3,1,2,5,4,4,5,2,1,4,5,-1,99,3,9,48,42,27,22,24,31,27,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,288,3,96,96,0,0,0,0,288,1,1,1,2,0,1,0,0,0,0,0
182,15,2,1,3,4,1,1,2,5,4,1,5,2,1,4,5,-1,3,99,8,48,42,27,31,24,22,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,48,2,24,24,0,0,0,48,0,1,1,1,1,1,0,0,0,0,0,0
183,15,2,1,3,4,1,1,2,5,4,4,5,2,1,4,5,-1,3,99,8,48,42,27,31,24,22,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,193,288,3,96,96,0,0,0,0,288,1,1,1,1,1,0,0,0,0,0,0
184,12,2,1,1,3,4,5,2,5,2,1,4,5,-1,-1,-1,-1,3,99,8,48,42,27,22,23,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,197,24,3,8,8,0,0,8,16,0,1,1,0,0,0,0,0,0,0,0,0
