path_id,graft_mode_code,path_step,node_kind_code,word_length,word_symbol_0_id,word_symbol_1_id,word_symbol_2_id,word_symbol_3_id,word_symbol_4_id,word_symbol_5_id,word_symbol_6_id,word_symbol_7_id,word_symbol_8_id,word_symbol_9_id,word_symbol_10_id,word_symbol_11_id,word_symbol_12_id,word_symbol_13_id,word_symbol_14_id,word_symbol_15_id,trace_signature_total_variation,first_return_closed_path_count,normalized_tail_template_count,all_four_lift_flag,tail_entry_13_path_count,native_31_28_flag,native_50_34_flag,virtual_31_28_flag,virtual_50_34_flag
0,1,0,0,13,2,1,3,4,5,1,2,5,5,2,1,4,5,-1,-1,-1,195,60,9,0,24,0,1,0,0
0,1,1,1,12,2,1,4,5,1,2,5,5,2,1,4,5,-1,-1,-1,-1,185,30,9,0,12,0,0,1,0
0,1,2,0,12,2,1,4,3,1,2,5,5,2,1,4,5,-1,-1,-1,-1,215,92,9,0,36,1,0,0,0
1,2,0,0,13,2,1,3,4,5,1,2,5,5,2,1,4,5,-1,-1,-1,195,60,9,0,24,0,1,0,0
1,2,1,1,12,2,1,4,5,1,2,5,5,2,1,4,5,-1,-1,-1,-1,185,30,9,0,12,0,0,0,1
1,2,2,0,12,2,1,4,3,1,2,5,5,2,1,4,5,-1,-1,-1,-1,215,92,9,0,36,1,0,0,0
