legacy_sector,target_i,target_j,source_a,source_b,coefficient_symbol,source_matrix_unit_label,target_matrix_unit_label
5,0,0,0,0,"g[0,0]*ginv[0,0]","u_legacy[5;0,0]","v_legacy[5;0,0]"
5,0,0,0,1,"g[0,0]*ginv[0,1]","u_legacy[5;0,1]","v_legacy[5;0,0]"
5,0,0,1,0,"g[1,0]*ginv[0,0]","u_legacy[5;1,0]","v_legacy[5;0,0]"
5,0,0,1,1,"g[1,0]*ginv[0,1]","u_legacy[5;1,1]","v_legacy[5;0,0]"
5,0,1,0,0,"g[0,0]*ginv[1,0]","u_legacy[5;0,0]","v_legacy[5;0,1]"
5,0,1,0,1,"g[0,0]*ginv[1,1]","u_legacy[5;0,1]","v_legacy[5;0,1]"
5,0,1,1,0,"g[1,0]*ginv[1,0]","u_legacy[5;1,0]","v_legacy[5;0,1]"
5,0,1,1,1,"g[1,0]*ginv[1,1]","u_legacy[5;1,1]","v_legacy[5;0,1]"
5,1,0,0,0,"g[0,1]*ginv[0,0]","u_legacy[5;0,0]","v_legacy[5;1,0]"
5,1,0,0,1,"g[0,1]*ginv[0,1]","u_legacy[5;0,1]","v_legacy[5;1,0]"
5,1,0,1,0,"g[1,1]*ginv[0,0]","u_legacy[5;1,0]","v_legacy[5;1,0]"
5,1,0,1,1,"g[1,1]*ginv[0,1]","u_legacy[5;1,1]","v_legacy[5;1,0]"
5,1,1,0,0,"g[0,1]*ginv[1,0]","u_legacy[5;0,0]","v_legacy[5;1,1]"
5,1,1,0,1,"g[0,1]*ginv[1,1]","u_legacy[5;0,1]","v_legacy[5;1,1]"
5,1,1,1,0,"g[1,1]*ginv[1,0]","u_legacy[5;1,0]","v_legacy[5;1,1]"
5,1,1,1,1,"g[1,1]*ginv[1,1]","u_legacy[5;1,1]","v_legacy[5;1,1]"
