local_unit_column,full_unit_column,source_sector,raw_sector,block_dimension,i,j,source_matrix_unit_label,raw_matrix_unit_label,coefficient_source,nonzero_coefficients
0,193,5,21,2,0,0,"u_sector[5;0,0]","u_raw[21;0,0]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,52
1,194,5,21,2,0,1,"u_sector[5;0,1]","u_raw[21;0,1]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,68
2,195,5,21,2,1,0,"u_sector[5;1,0]","u_raw[21;1,0]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,8
3,196,5,21,2,1,1,"u_sector[5;1,1]","u_raw[21;1,1]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,16
