observable_id,observable_code,value,scale_code
0,0,6,0
1,1,4,0
2,2,6,0
3,3,15,0
4,4,16,0
5,5,20,0
6,6,56,0
7,7,985,0
8,8,6,0
9,9,798,0
10,10,2523,0
11,11,6,0
12,12,1024065540,0
13,13,170677590,0
14,14,6,0
15,15,6,0
16,16,1,0
17,17,1,0
18,18,6,0
19,19,1,0
20,20,2,0
21,21,23040,0
22,22,9216,0
23,23,4,0
24,24,6,0
25,25,1,0
26,26,16837352591360,0
