shell_id,owner_count,basis_sum,basis_square_sum,active_boundary_count,inactive_boundary_count,dominant0_count,dominant1_count,dominant2_count,prob0_sum_num_mod_1000000007,prob0_sum_den_mod_1000000007,prob0_sum_num_mod_1000000009,prob0_sum_den_mod_1000000009,prob1_sum_num_mod_1000000007,prob1_sum_den_mod_1000000007,prob1_sum_num_mod_1000000009,prob1_sum_den_mod_1000000009,prob2_sum_num_mod_1000000007,prob2_sum_den_mod_1000000007,prob2_sum_num_mod_1000000009,prob2_sum_den_mod_1000000009,active_weighted_prob0_num_mod_1000000007,active_weighted_prob0_den_mod_1000000007,active_weighted_prob0_num_mod_1000000009,active_weighted_prob0_den_mod_1000000009,active_weighted_prob1_num_mod_1000000007,active_weighted_prob1_den_mod_1000000007,active_weighted_prob1_num_mod_1000000009,active_weighted_prob1_den_mod_1000000009,active_weighted_prob2_num_mod_1000000007,active_weighted_prob2_den_mod_1000000007,active_weighted_prob2_num_mod_1000000009,active_weighted_prob2_den_mod_1000000009
1,52,4541,571885,4584,8609,27,2,23,688083159,12504185,883737408,469014213,19760802,253126048,570712420,867253560,883091260,12504185,222151799,469014213,1342,1,1342,1,864,1,864,1,2378,1,2378,1
2,72,8117,1205487,0,3966,42,0,30,419781378,12504185,654930692,469014213,857823399,253126048,824963709,867253560,49226367,12504185,814237547,469014213,0,1,0,1,0,1,0,1,0,1,0,1
3,49,8162,1534462,0,1614,17,0,32,144327802,759378144,93941309,601760662,992822363,253126048,861019655,867253560,86733927,759378144,809271930,601760662,0,1,0,1,0,1,0,1,0,1,0,1
4,17,3757,838051,0,881,0,0,17,346696389,506252096,609928800,734507111,115121909,253126048,860755920,867253560,29345369,506252096,155180157,734507111,0,1,0,1,0,1,0,1,0,1,0,1
5,10,2398,578406,0,353,0,0,10,813020156,506252096,199051256,734507111,616153120,253126048,967015393,867253560,17194543,506252096,211989023,734507111,0,1,0,1,0,1,0,1,0,1,0,1
6,6,1413,334955,0,353,0,0,6,598004228,253126048,539359253,867253560,255285664,253126048,926667183,867253560,665466396,253126048,737494897,867253560,0,1,0,1,0,1,0,1,0,1,0,1
7,2,511,130561,0,32,0,0,2,864031944,253126048,753850702,867253560,185024362,253126048,117651943,867253560,457195797,253126048,863004475,867253560,0,1,0,1,0,1,0,1,0,1,0,1
