source_component_id,absorbing_component_id,flow_num,flow_den,flow_num_digits,flow_den_digits,flow_num_mod_1000000007,flow_den_mod_1000000007,flow_num_mod_1000000009,flow_den_mod_1000000009,flow_sha256,diagonal_flag
0,0,758402940992736471145807766656925500490055164646317158292946048283917848421701703629156383102713767683504008039576336125401644630671357875600369811574389176322026554217765137471958038663641239805105291243050604469003260733757350870709929742550756387113850879,689031713897724519198896436642266567524198953471071858781631056101466976195958144380087547906352738284131604844324825089243726631731651056865875112748736221532727449990796240568184765702519708420853618077772830275186181170294345953966315656914791374899144,258,255,618582603,75025110,518772888,814085260,29511e0c1da4ac3903ce82d5f4968510f1de6dc7e2c5140db0757815631d4bf7,1
0,1,1901214556679055762035128237735983830122508163310148953002000109341148140467383512868454972351422889359502958175011891517751573097166069353669057532087979291055479213767502776269662324717259725588097324582548453493994590018086880966146450528174391838496212,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,256,254,689187283,253126048,481415130,867253560,c860bba70c3e7740f0b531ee7e0f02c26766c650d97a78955feb0c59f32cecaf,0
0,2,120648469697712495330268173611332621204479634992417701319954826380063278262056921820078186851177457749172534665307293747937398754780532178225577208964303329989562182539463350740074021115925975481565928427339370876440724236343576256325351056352708233876891281,689031713897724519198896436642266567524198953471071858781631056101466976195958144380087547906352738284131604844324825089243726631731651056865875112748736221532727449990796240568184765702519708420853618077772830275186181170294345953966315656914791374899144,258,255,524619644,75025110,429673192,814085260,82e99baf18e59ac7de6b9674552a2c9540898af5454ff03b303bff8402007ee5,0
1,0,1901214556679055762035128237735983830122508163310148953002000109341148140467383512868454972351422889359502958175011891517751573097166069353669057532087979291055479213767502776269662324717259725588097324582548453493994590018086880966146450528174391838496212,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,256,254,689187283,253126048,481415130,867253560,c860bba70c3e7740f0b531ee7e0f02c26766c650d97a78955feb0c59f32cecaf,0
1,1,15849906577625374182913765357835937238082481580332528848249557962590835960045402213692090056348220807384718730887184593526113835279703480370385656809338801395824036989272703161595862036871016604515113425834177675101302799777316882574280179739340833170666727,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,257,254,500341420,253126048,752850196,867253560,bb751d26819721f5c2fbb8630b2162a11aa454db116cd3e2cfda33b3c24c0874,1
1,2,7054020566013652746211378123549675362666172581315909114887159947720827042541707471122606695929054881484516085333497218168908750365469888323116789717527723288298671996628458722589127203702433173047519500383095761311405132335192690802360733381417264487206245,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,256,254,511375250,253126048,72803782,867253560,f8c5088a63d1ad4dd03f1b6eab66c3cbc45c7650c69cc6c0d4fd92392ddb1b5a,0
2,0,120648469697712495330268173611332621204479634992417701319954826380063278262056921820078186851177457749172534665307293747937398754780532178225577208964303329989562182539463350740074021115925975481565928427339370876440724236343576256325351056352708233876891281,689031713897724519198896436642266567524198953471071858781631056101466976195958144380087547906352738284131604844324825089243726631731651056865875112748736221532727449990796240568184765702519708420853618077772830275186181170294345953966315656914791374899144,258,255,524619644,75025110,429673192,814085260,82e99baf18e59ac7de6b9674552a2c9540898af5454ff03b303bff8402007ee5,0
2,1,7054020566013652746211378123549675362666172581315909114887159947720827042541707471122606695929054881484516085333497218168908750365469888323116789717527723288298671996628458722589127203702433173047519500383095761311405132335192690802360733381417264487206245,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,256,254,511375250,253126048,72803782,867253560,f8c5088a63d1ad4dd03f1b6eab66c3cbc45c7650c69cc6c0d4fd92392ddb1b5a,0
2,2,1348572452366748745415634477758785067664077334410209360105471986283925342110930566208827441367832036734864035606493207078230373166706056715246670855931526045896095565619567099988930298835807494990083507352410121246478291410571753842949889974636651307940323271,689031713897724519198896436642266567524198953471071858781631056101466976195958144380087547906352738284131604844324825089243726631731651056865875112748736221532727449990796240568184765702519708420853618077772830275186181170294345953966315656914791374899144,259,255,612084781,75025110,717766923,814085260,c3237afa1db9975a075e07253abd00bcd18c96398203b0058c5e3ebc9f883671,1
