support_row_id,face_id,vertex_id,face_type_code,face_size,slack_x1e12,positive_flag
559,13,5,5,5,700974816158,1
560,13,6,5,5,1268075355059,1
561,13,7,5,5,350487408078,1
562,13,8,5,5,700974816159,1
563,13,9,5,5,1268075355059,1
564,13,10,5,5,1835175893961,1
565,13,11,5,5,1835175893961,1
566,13,12,5,5,2402276432862,1
567,13,13,5,5,2752763840942,1
568,13,14,5,5,2402276432862,1
569,13,20,5,5,700974816158,1
570,13,21,5,5,350487408080,1
571,13,22,5,5,1268075355061,1
572,13,23,5,5,700974816160,1
573,13,24,5,5,1268075355061,1
574,13,25,5,5,1835175893962,1
575,13,26,5,5,1835175893962,1
576,13,27,5,5,2402276432863,1
577,13,28,5,5,2402276432864,1
578,13,29,5,5,2752763840943,1
579,13,30,5,5,350487408080,1
580,13,31,5,5,700974816160,1
581,13,32,5,5,1268075355061,1
582,13,33,5,5,1268075355061,1
583,13,34,5,5,700974816160,1
584,13,35,5,5,1835175893961,1
585,13,36,5,5,2402276432862,1
586,13,37,5,5,1835175893961,1
587,13,38,5,5,2402276432864,1
588,13,39,5,5,2752763840942,1
589,13,40,5,5,1835175893962,1
590,13,41,5,5,700974816158,1
591,13,42,5,5,350487408080,1
592,13,43,5,5,700974816160,1
593,13,44,5,5,1268075355061,1
594,13,45,5,5,1268075355061,1
595,13,46,5,5,3103251249022,1
596,13,47,5,5,1835175893961,1
597,14,0,6,6,1630463324743,1
598,14,1,6,6,2253244897386,1
599,14,2,6,6,1245563145284,1
600,14,3,6,6,1630463324744,1
601,14,4,6,6,2253244897385,1
602,14,5,6,6,1392581931561,1
603,14,6,6,6,1777482111021,1
604,14,7,6,6,769800358919,1
605,14,8,6,6,769800358920,1
606,14,9,6,6,1392581931561,1
607,14,10,6,6,2638145076845,1
608,14,11,6,6,2400263683663,1
609,14,12,6,6,2638145076845,1
610,14,13,6,6,3023045256305,1
611,14,14,6,6,3023045256305,1
612,14,15,6,6,622781572642,1
613,14,16,6,6,384900179460,1
614,14,19,6,6,384900179460,1
615,14,20,6,6,384900179459,1
616,14,22,6,6,384900179459,1
617,14,24,6,6,622781572642,1
618,14,25,6,6,769800358920,1
619,14,26,6,6,769800358919,1
620,14,27,6,6,1392581931561,1
621,14,28,6,6,1392581931561,1
622,14,29,6,6,1777482111021,1
623,14,32,6,6,384900179460,1
624,14,33,6,6,622781572642,1
625,14,34,6,6,384900179460,1
626,14,35,6,6,1630463324743,1
627,14,36,6,6,2253244897384,1
628,14,37,6,6,1245563145283,1
629,14,38,6,6,1630463324743,1
630,14,39,6,6,2253244897384,1
631,14,40,6,6,1245563145284,1
632,14,41,6,6,1392581931562,1
633,14,42,6,6,769800358920,1
634,14,43,6,6,769800358920,1
635,14,44,6,6,1392581931562,1
636,14,45,6,6,1777482111022,1
637,14,46,6,6,2638145076845,1
638,14,47,6,6,2638145076846,1
639,15,0,6,6,1392581931561,1
640,15,1,6,6,1777482111021,1
641,15,2,6,6,769800358919,1
642,15,3,6,6,769800358920,1
643,15,4,6,6,1392581931561,1
644,15,5,6,6,1630463324743,1
645,15,6,6,6,2253244897386,1
646,15,7,6,6,1245563145284,1
647,15,8,6,6,1630463324744,1
648,15,9,6,6,2253244897385,1
649,15,10,6,6,2400263683663,1
650,15,11,6,6,2638145076845,1
651,15,12,6,6,3023045256305,1
652,15,13,6,6,3023045256305,1
653,15,14,6,6,2638145076845,1
654,15,15,6,6,384900179460,1
655,15,16,6,6,622781572642,1
656,15,17,6,6,384900179460,1
657,15,20,6,6,1392581931562,1
658,15,21,6,6,769800358920,1
659,15,22,6,6,1392581931562,1
660,15,23,6,6,769800358920,1
661,15,24,6,6,1777482111022,1
662,15,25,6,6,1630463324744,1
663,15,26,6,6,1245563145284,1
664,15,27,6,6,2253244897385,1
665,15,28,6,6,1630463324743,1
666,15,29,6,6,2253244897386,1
667,15,31,6,6,384900179460,1
668,15,32,6,6,622781572642,1
669,15,33,6,6,384900179460,1
670,15,35,6,6,2638145076846,1
671,15,36,6,6,3023045256305,1
672,15,37,6,6,2400263683663,1
673,15,38,6,6,2638145076846,1
674,15,39,6,6,3023045256305,1
675,15,40,6,6,769800358919,1
676,15,41,6,6,384900179459,1
677,15,44,6,6,384900179459,1
678,15,45,6,6,622781572642,1
679,15,46,6,6,3023045256305,1
680,15,47,6,6,1630463324743,1
681,16,0,5,5,1835175893961,1
682,16,1,5,5,2402276432864,1
683,16,2,5,5,1835175893961,1
684,16,3,5,5,2402276432862,1
685,16,4,5,5,2752763840942,1
686,16,5,5,5,1268075355061,1
687,16,6,5,5,1268075355061,1
688,16,7,5,5,700974816158,1
689,16,8,5,5,350487408080,1
690,16,9,5,5,700974816160,1
691,16,10,5,5,2402276432863,1
692,16,11,5,5,1835175893962,1
693,16,12,5,5,1835175893962,1
694,16,13,5,5,2402276432864,1
695,16,14,5,5,2752763840943,1
696,16,15,5,5,1268075355059,1
697,16,16,5,5,700974816159,1
698,16,17,5,5,350487408078,1
699,16,18,5,5,700974816158,1
700,16,19,5,5,1268075355059,1
701,16,25,5,5,350487408080,1
702,16,26,5,5,700974816158,1
703,16,27,5,5,700974816160,1
704,16,28,5,5,1268075355061,1
705,16,29,5,5,1268075355061,1
706,16,30,5,5,700974816158,1
707,16,31,5,5,350487408078,1
708,16,32,5,5,700974816159,1
709,16,33,5,5,1268075355059,1
710,16,34,5,5,1268075355059,1
711,16,35,5,5,700974816160,1
712,16,36,5,5,1268075355061,1
713,16,37,5,5,350487408080,1
714,16,38,5,5,700974816160,1
715,16,39,5,5,1268075355061,1
716,16,40,5,5,1835175893961,1
717,16,41,5,5,2402276432862,1
718,16,42,5,5,1835175893961,1
719,16,43,5,5,1835175893961,1
720,16,44,5,5,2402276432862,1
721,16,45,5,5,2752763840942,1
722,16,46,5,5,1835175893962,1
723,16,47,5,5,3103251249022,1
724,17,0,6,6,2638145076845,1
725,17,1,6,6,3023045256305,1
726,17,2,6,6,2400263683663,1
727,17,3,6,6,2638145076845,1
728,17,4,6,6,3023045256304,1
729,17,5,6,6,2253244897385,1
730,17,6,6,6,2253244897385,1
731,17,7,6,6,1630463324743,1
732,17,8,6,6,1245563145284,1
733,17,9,6,6,1630463324743,1
734,17,10,6,6,3023045256304,1
735,17,11,6,6,2638145076845,1
736,17,12,6,6,2400263683663,1
737,17,13,6,6,2638145076845,1
738,17,14,6,6,3023045256305,1
739,17,15,6,6,1777482111021,1
740,17,16,6,6,1392581931562,1
741,17,17,6,6,769800358919,1
742,17,18,6,6,769800358919,1
743,17,19,6,6,1392581931562,1
744,17,20,6,6,622781572642,1
745,17,21,6,6,384900179460,1
746,17,24,6,6,384900179460,1
747,17,27,6,6,384900179460,1
748,17,28,6,6,384900179460,1
749,17,29,6,6,622781572642,1
750,17,30,6,6,384900179460,1
751,17,33,6,6,384900179460,1
752,17,34,6,6,622781572642,1
753,17,35,6,6,1392581931562,1
754,17,36,6,6,1777482111021,1
755,17,37,6,6,769800358919,1
756,17,38,6,6,769800358919,1
757,17,39,6,6,1392581931562,1
758,17,40,6,6,769800358919,1
759,17,41,6,6,2253244897385,1
760,17,42,6,6,1630463324743,1
761,17,43,6,6,1245563145284,1
762,17,44,6,6,1630463324743,1
763,17,45,6,6,2253244897385,1
764,17,46,6,6,1630463324743,1
765,17,47,6,6,3023045256305,1
766,18,0,6,6,2400263683663,1
767,18,1,6,6,2638145076846,1
768,18,2,6,6,2638145076846,1
769,18,3,6,6,3023045256305,1
770,18,4,6,6,3023045256305,1
771,18,5,6,6,1777482111022,1
772,18,6,6,6,1392581931562,1
773,18,7,6,6,1392581931562,1
774,18,8,6,6,769800358920,1
775,18,9,6,6,769800358920,1
776,18,10,6,6,2253244897385,1
777,18,11,6,6,1630463324744,1
778,18,12,6,6,1245563145284,1
779,18,13,6,6,1630463324743,1
780,18,14,6,6,2253244897386,1
781,18,15,6,6,2253244897385,1
