observable_id,observable_code,value
0,0,1
1,1,1
2,2,1
3,3,1000003
4,4,56
5,5,23
6,6,24
7,7,1
8,8,23
9,9,0
10,10,23
11,11,23
12,12,23
13,13,56
14,14,24
15,15,23
16,16,33
17,17,43
18,18,0
19,19,43
20,20,23
21,21,0
22,22,23
23,23,1
24,24,5
25,25,-500001
26,26,2
27,27,29
28,28,14
29,29,2
30,30,1000050
31,31,0
32,32,0
33,33,0
