source_sector,raw_sector,block_dimension,solution_name,variable,value_mod_1000003
0,32,10,source_fixture,"g[5,9]",22
0,32,10,source_fixture,"g[6,0]",5
0,32,10,source_fixture,"g[6,1]",23
0,32,10,source_fixture,"g[6,2]",16
0,32,10,source_fixture,"g[6,3]",22
0,32,10,source_fixture,"g[6,4]",2
0,32,10,source_fixture,"g[6,5]",24
0,32,10,source_fixture,"g[6,6]",9
0,32,10,source_fixture,"g[6,7]",28
0,32,10,source_fixture,"g[6,8]",4
0,32,10,source_fixture,"g[6,9]",20
0,32,10,source_fixture,"g[7,0]",34
0,32,10,source_fixture,"g[7,1]",27
0,32,10,source_fixture,"g[7,2]",0
0,32,10,source_fixture,"g[7,3]",23
0,32,10,source_fixture,"g[7,4]",21
0,32,10,source_fixture,"g[7,5]",12
0,32,10,source_fixture,"g[7,6]",21
0,32,10,source_fixture,"g[7,7]",34
0,32,10,source_fixture,"g[7,8]",24
0,32,10,source_fixture,"g[7,9]",30
0,32,10,source_fixture,"g[8,0]",33
0,32,10,source_fixture,"g[8,1]",24
0,32,10,source_fixture,"g[8,2]",32
0,32,10,source_fixture,"g[8,3]",21
0,32,10,source_fixture,"g[8,4]",29
0,32,10,source_fixture,"g[8,5]",12
0,32,10,source_fixture,"g[8,6]",17
0,32,10,source_fixture,"g[8,7]",19
0,32,10,source_fixture,"g[8,8]",28
0,32,10,source_fixture,"g[8,9]",23
0,32,10,source_fixture,"g[9,0]",6
0,32,10,source_fixture,"g[9,1]",36
0,32,10,source_fixture,"g[9,2]",6
0,32,10,source_fixture,"g[9,3]",11
0,32,10,source_fixture,"g[9,4]",1
0,32,10,source_fixture,"g[9,5]",33
0,32,10,source_fixture,"g[9,6]",1
0,32,10,source_fixture,"g[9,7]",10
0,32,10,source_fixture,"g[9,8]",34
0,32,10,source_fixture,"g[9,9]",20
0,32,10,source_fixture,"ginv[0,0]",217870
0,32,10,source_fixture,"ginv[0,1]",230280
0,32,10,source_fixture,"ginv[0,2]",856251
0,32,10,source_fixture,"ginv[0,3]",417509
0,32,10,source_fixture,"ginv[0,4]",189373
0,32,10,source_fixture,"ginv[0,5]",430783
0,32,10,source_fixture,"ginv[0,6]",358614
0,32,10,source_fixture,"ginv[0,7]",389
0,32,10,source_fixture,"ginv[0,8]",485976
0,32,10,source_fixture,"ginv[0,9]",519360
0,32,10,source_fixture,"ginv[1,0]",715583
0,32,10,source_fixture,"ginv[1,1]",430269
0,32,10,source_fixture,"ginv[1,2]",515385
0,32,10,source_fixture,"ginv[1,3]",533260
0,32,10,source_fixture,"ginv[1,4]",209153
0,32,10,source_fixture,"ginv[1,5]",903727
0,32,10,source_fixture,"ginv[1,6]",913386
0,32,10,source_fixture,"ginv[1,7]",487333
0,32,10,source_fixture,"ginv[1,8]",670890
0,32,10,source_fixture,"ginv[1,9]",22569
0,32,10,source_fixture,"ginv[2,0]",600017
0,32,10,source_fixture,"ginv[2,1]",178149
0,32,10,source_fixture,"ginv[2,2]",849847
0,32,10,source_fixture,"ginv[2,3]",150849
0,32,10,source_fixture,"ginv[2,4]",626355
0,32,10,source_fixture,"ginv[2,5]",888745
0,32,10,source_fixture,"ginv[2,6]",825358
0,32,10,source_fixture,"ginv[2,7]",965489
0,32,10,source_fixture,"ginv[2,8]",380593
0,32,10,source_fixture,"ginv[2,9]",428269
0,32,10,source_fixture,"ginv[3,0]",18120
0,32,10,source_fixture,"ginv[3,1]",487767
0,32,10,source_fixture,"ginv[3,2]",524460
0,32,10,source_fixture,"ginv[3,3]",408634
0,32,10,source_fixture,"ginv[3,4]",365474
0,32,10,source_fixture,"ginv[3,5]",329319
0,32,10,source_fixture,"ginv[3,6]",605011
0,32,10,source_fixture,"ginv[3,7]",402624
0,32,10,source_fixture,"ginv[3,8]",290580
0,32,10,source_fixture,"ginv[3,9]",684593
0,32,10,source_fixture,"ginv[4,0]",362251
0,32,10,source_fixture,"ginv[4,1]",776947
0,32,10,source_fixture,"ginv[4,2]",784454
0,32,10,source_fixture,"ginv[4,3]",432386
0,32,10,source_fixture,"ginv[4,4]",289765
0,32,10,source_fixture,"ginv[4,5]",497045
0,32,10,source_fixture,"ginv[4,6]",522866
0,32,10,source_fixture,"ginv[4,7]",153487
0,32,10,source_fixture,"ginv[4,8]",527238
0,32,10,source_fixture,"ginv[4,9]",856883
0,32,10,source_fixture,"ginv[5,0]",835409
0,32,10,source_fixture,"ginv[5,1]",288136
0,32,10,source_fixture,"ginv[5,2]",111219
0,32,10,source_fixture,"ginv[5,3]",454273
0,32,10,source_fixture,"ginv[5,4]",523051
0,32,10,source_fixture,"ginv[5,5]",957048
0,32,10,source_fixture,"ginv[5,6]",946750
0,32,10,source_fixture,"ginv[5,7]",247083
0,32,10,source_fixture,"ginv[5,8]",963926
0,32,10,source_fixture,"ginv[5,9]",11724
0,32,10,source_fixture,"ginv[6,0]",540152
0,32,10,source_fixture,"ginv[6,1]",558432
0,32,10,source_fixture,"ginv[6,2]",870773
0,32,10,source_fixture,"ginv[6,3]",277164
0,32,10,source_fixture,"ginv[6,4]",8797
0,32,10,source_fixture,"ginv[6,5]",786140
0,32,10,source_fixture,"ginv[6,6]",748840
0,32,10,source_fixture,"ginv[6,7]",112047
0,32,10,source_fixture,"ginv[6,8]",988602
0,32,10,source_fixture,"ginv[6,9]",734649
0,32,10,source_fixture,"ginv[7,0]",516682
0,32,10,source_fixture,"ginv[7,1]",834019
0,32,10,source_fixture,"ginv[7,2]",234802
0,32,10,source_fixture,"ginv[7,3]",19340
0,32,10,source_fixture,"ginv[7,4]",640033
0,32,10,source_fixture,"ginv[7,5]",431931
0,32,10,source_fixture,"ginv[7,6]",70894
0,32,10,source_fixture,"ginv[7,7]",687488
0,32,10,source_fixture,"ginv[7,8]",246230
0,32,10,source_fixture,"ginv[7,9]",821753
0,32,10,source_fixture,"ginv[8,0]",71470
0,32,10,source_fixture,"ginv[8,1]",399555
0,32,10,source_fixture,"ginv[8,2]",956247
0,32,10,source_fixture,"ginv[8,3]",185432
0,32,10,source_fixture,"ginv[8,4]",951624
0,32,10,source_fixture,"ginv[8,5]",142607
0,32,10,source_fixture,"ginv[8,6]",664835
0,32,10,source_fixture,"ginv[8,7]",231630
0,32,10,source_fixture,"ginv[8,8]",132921
0,32,10,source_fixture,"ginv[8,9]",414017
0,32,10,source_fixture,"ginv[9,0]",153244
0,32,10,source_fixture,"ginv[9,1]",896280
0,32,10,source_fixture,"ginv[9,2]",262743
0,32,10,source_fixture,"ginv[9,3]",684953
0,32,10,source_fixture,"ginv[9,4]",712069
0,32,10,source_fixture,"ginv[9,5]",794637
0,32,10,source_fixture,"ginv[9,6]",126584
0,32,10,source_fixture,"ginv[9,7]",3123
0,32,10,source_fixture,"ginv[9,8]",457270
0,32,10,source_fixture,"ginv[9,9]",284941
0,32,10,source_fixture,det_g,198780
0,32,10,solved_from_candidate,"g[0,0]",614434
0,32,10,solved_from_candidate,"g[0,1]",625429
0,32,10,solved_from_candidate,"g[0,2]",407559
0,32,10,solved_from_candidate,"g[0,3]",971822
0,32,10,solved_from_candidate,"g[0,4]",0
0,32,10,solved_from_candidate,"g[0,5]",664605
0,32,10,solved_from_candidate,"g[0,6]",89347
0,32,10,solved_from_candidate,"g[0,7]",268041
0,32,10,solved_from_candidate,"g[0,8]",407559
0,32,10,solved_from_candidate,"g[0,9]",921651
0,32,10,solved_from_candidate,"g[1,0]",396564
0,32,10,solved_from_candidate,"g[1,1]",960827
0,32,10,solved_from_candidate,"g[1,2]",178694
0,32,10,solved_from_candidate,"g[1,3]",536082
0,32,10,solved_from_candidate,"g[1,4]",307217
0,32,10,solved_from_candidate,"g[1,5]",307217
0,32,10,solved_from_candidate,"g[1,6]",525087
0,32,10,solved_from_candidate,"g[1,7]",307217
0,32,10,solved_from_candidate,"g[1,8]",396564
0,32,10,solved_from_candidate,"g[1,9]",89347
0,32,10,solved_from_candidate,"g[2,0]",396564
0,32,10,solved_from_candidate,"g[2,1]",871480
0,32,10,solved_from_candidate,"g[2,2]",496906
0,32,10,solved_from_candidate,"g[2,3]",614434
0,32,10,solved_from_candidate,"g[2,4]",664605
0,32,10,solved_from_candidate,"g[2,5]",50171
0,32,10,solved_from_candidate,"g[2,6]",407559
0,32,10,solved_from_candidate,"g[2,7]",793128
0,32,10,solved_from_candidate,"g[2,8]",89347
0,32,10,solved_from_candidate,"g[2,9]",307217
0,32,10,solved_from_candidate,"g[3,0]",357388
0,32,10,solved_from_candidate,"g[3,1]",446735
0,32,10,solved_from_candidate,"g[3,2]",50171
0,32,10,solved_from_candidate,"g[3,3]",753952
0,32,10,solved_from_candidate,"g[3,4]",50171
0,32,10,solved_from_candidate,"g[3,5]",307217
0,32,10,solved_from_candidate,"g[3,6]",793128
0,32,10,solved_from_candidate,"g[3,7]",407559
0,32,10,solved_from_candidate,"g[3,8]",10995
0,32,10,solved_from_candidate,"g[3,9]",871480
0,32,10,solved_from_candidate,"g[4,0]",664605
0,32,10,solved_from_candidate,"g[4,1]",217870
0,32,10,solved_from_candidate,"g[4,2]",318212
0,32,10,solved_from_candidate,"g[4,3]",407559
0,32,10,solved_from_candidate,"g[4,4]",189689
0,32,10,solved_from_candidate,"g[4,5]",843299
0,32,10,solved_from_candidate,"g[4,6]",318212
0,32,10,solved_from_candidate,"g[4,7]",50171
0,32,10,solved_from_candidate,"g[4,8]",536082
0,32,10,solved_from_candidate,"g[4,9]",178694
0,32,10,solved_from_candidate,"g[5,0]",664605
0,32,10,solved_from_candidate,"g[5,1]",882475
0,32,10,solved_from_candidate,"g[5,2]",89347
0,32,10,solved_from_candidate,"g[5,3]",407559
0,32,10,solved_from_candidate,"g[5,4]",536082
0,32,10,solved_from_candidate,"g[5,5]",100342
0,32,10,solved_from_candidate,"g[5,6]",318212
0,32,10,solved_from_candidate,"g[5,7]",139518
0,32,10,solved_from_candidate,"g[5,8]",971822
0,32,10,solved_from_candidate,"g[5,9]",793128
0,32,10,solved_from_candidate,"g[6,0]",89347
0,32,10,solved_from_candidate,"g[6,1]",10995
0,32,10,solved_from_candidate,"g[6,2]",485911
0,32,10,solved_from_candidate,"g[6,3]",793128
0,32,10,solved_from_candidate,"g[6,4]",435740
0,32,10,solved_from_candidate,"g[6,5]",228865
0,32,10,solved_from_candidate,"g[6,6]",960827
0,32,10,solved_from_candidate,"g[6,7]",100342
0,32,10,solved_from_candidate,"g[6,8]",871480
0,32,10,solved_from_candidate,"g[6,9]",357388
0,32,10,solved_from_candidate,"g[7,0]",407559
0,32,10,solved_from_candidate,"g[7,1]",882475
0,32,10,solved_from_candidate,"g[7,2]",0
0,32,10,solved_from_candidate,"g[7,3]",10995
0,32,10,solved_from_candidate,"g[7,4]",575258
0,32,10,solved_from_candidate,"g[7,5]",614434
0,32,10,solved_from_candidate,"g[7,6]",575258
0,32,10,solved_from_candidate,"g[7,7]",407559
0,32,10,solved_from_candidate,"g[7,8]",228865
0,32,10,solved_from_candidate,"g[7,9]",536082
0,32,10,solved_from_candidate,"g[8,0]",189689
0,32,10,solved_from_candidate,"g[8,1]",228865
0,32,10,solved_from_candidate,"g[8,2]",971822
0,32,10,solved_from_candidate,"g[8,3]",575258
0,32,10,solved_from_candidate,"g[8,4]",318212
0,32,10,solved_from_candidate,"g[8,5]",614434
0,32,10,solved_from_candidate,"g[8,6]",703781
0,32,10,solved_from_candidate,"g[8,7]",139518
0,32,10,solved_from_candidate,"g[8,8]",100342
0,32,10,solved_from_candidate,"g[8,9]",10995
0,32,10,solved_from_candidate,"g[9,0]",307217
0,32,10,solved_from_candidate,"g[9,1]",843299
0,32,10,solved_from_candidate,"g[9,2]",307217
0,32,10,solved_from_candidate,"g[9,3]",396564
0,32,10,solved_from_candidate,"g[9,4]",217870
0,32,10,solved_from_candidate,"g[9,5]",189689
0,32,10,solved_from_candidate,"g[9,6]",217870
0,32,10,solved_from_candidate,"g[9,7]",178694
0,32,10,solved_from_candidate,"g[9,8]",407559
0,32,10,solved_from_candidate,"g[9,9]",357388
0,32,10,solved_from_candidate,"ginv[0,0]",1
0,32,10,solved_from_candidate,"ginv[0,1]",682612
0,32,10,solved_from_candidate,"ginv[0,2]",684740
0,32,10,solved_from_candidate,"ginv[0,3]",411152
0,32,10,solved_from_candidate,"ginv[0,4]",865974
0,32,10,solved_from_candidate,"ginv[0,5]",447651
0,32,10,solved_from_candidate,"ginv[0,6]",823945
0,32,10,solved_from_candidate,"ginv[0,7]",449843
0,32,10,solved_from_candidate,"ginv[0,8]",692151
0,32,10,solved_from_candidate,"ginv[0,9]",171619
0,32,10,solved_from_candidate,"ginv[1,0]",285445
0,32,10,solved_from_candidate,"ginv[1,1]",128322
0,32,10,solved_from_candidate,"ginv[1,2]",921954
0,32,10,solved_from_candidate,"ginv[1,3]",258506
0,32,10,solved_from_candidate,"ginv[1,4]",333499
0,32,10,solved_from_candidate,"ginv[1,5]",218626
0,32,10,solved_from_candidate,"ginv[1,6]",69578
0,32,10,solved_from_candidate,"ginv[1,7]",603295
0,32,10,solved_from_candidate,"ginv[1,8]",77802
0,32,10,solved_from_candidate,"ginv[1,9]",11507
0,32,10,solved_from_candidate,"ginv[2,0]",484931
0,32,10,solved_from_candidate,"ginv[2,1]",889052
0,32,10,solved_from_candidate,"ginv[2,2]",955214
0,32,10,solved_from_candidate,"ginv[2,3]",193222
0,32,10,solved_from_candidate,"ginv[2,4]",937193
0,32,10,solved_from_candidate,"ginv[2,5]",533466
0,32,10,solved_from_candidate,"ginv[2,6]",268394
0,32,10,solved_from_candidate,"ginv[2,7]",180374
0,32,10,solved_from_candidate,"ginv[2,8]",91474
0,32,10,solved_from_candidate,"ginv[2,9]",216540
0,32,10,solved_from_candidate,"ginv[3,0]",560749
0,32,10,solved_from_candidate,"ginv[3,1]",686152
0,32,10,solved_from_candidate,"ginv[3,2]",246664
0,32,10,solved_from_candidate,"ginv[3,3]",677619
0,32,10,solved_from_candidate,"ginv[3,4]",101356
0,32,10,solved_from_candidate,"ginv[3,5]",731114
0,32,10,solved_from_candidate,"ginv[3,6]",46650
0,32,10,solved_from_candidate,"ginv[3,7]",912714
0,32,10,solved_from_candidate,"ginv[3,8]",922848
0,32,10,solved_from_candidate,"ginv[3,9]",682380
0,32,10,solved_from_candidate,"ginv[4,0]",474520
0,32,10,solved_from_candidate,"ginv[4,1]",470749
0,32,10,solved_from_candidate,"ginv[4,2]",560624
0,32,10,solved_from_candidate,"ginv[4,3]",285944
0,32,10,solved_from_candidate,"ginv[4,4]",13794
0,32,10,solved_from_candidate,"ginv[4,5]",710910
0,32,10,solved_from_candidate,"ginv[4,6]",734975
0,32,10,solved_from_candidate,"ginv[4,7]",590864
0,32,10,solved_from_candidate,"ginv[4,8]",58129
0,32,10,solved_from_candidate,"ginv[4,9]",952864
0,32,10,solved_from_candidate,"ginv[5,0]",678057
0,32,10,solved_from_candidate,"ginv[5,1]",898650
0,32,10,solved_from_candidate,"ginv[5,2]",51256
0,32,10,solved_from_candidate,"ginv[5,3]",881535
0,32,10,solved_from_candidate,"ginv[5,4]",781815
0,32,10,solved_from_candidate,"ginv[5,5]",529698
0,32,10,solved_from_candidate,"ginv[5,6]",489931
0,32,10,solved_from_candidate,"ginv[5,7]",450450
0,32,10,solved_from_candidate,"ginv[5,8]",460317
0,32,10,solved_from_candidate,"ginv[5,9]",454869
0,32,10,solved_from_candidate,"ginv[6,0]",30507
0,32,10,solved_from_candidate,"ginv[6,1]",64197
0,32,10,solved_from_candidate,"ginv[6,2]",10189
0,32,10,solved_from_candidate,"ginv[6,3]",66610
0,32,10,solved_from_candidate,"ginv[6,4]",902977
0,32,10,solved_from_candidate,"ginv[6,5]",744257
0,32,10,solved_from_candidate,"ginv[6,6]",489517
0,32,10,solved_from_candidate,"ginv[6,7]",98734
0,32,10,solved_from_candidate,"ginv[6,8]",599887
0,32,10,solved_from_candidate,"ginv[6,9]",842467
0,32,10,solved_from_candidate,"ginv[7,0]",655744
0,32,10,solved_from_candidate,"ginv[7,1]",569368
0,32,10,solved_from_candidate,"ginv[7,2]",449151
0,32,10,solved_from_candidate,"ginv[7,3]",166935
0,32,10,solved_from_candidate,"ginv[7,4]",967872
0,32,10,solved_from_candidate,"ginv[7,5]",441014
0,32,10,solved_from_candidate,"ginv[7,6]",354947
0,32,10,solved_from_candidate,"ginv[7,7]",739685
0,32,10,solved_from_candidate,"ginv[7,8]",829076
0,32,10,solved_from_candidate,"ginv[7,9]",112406
0,32,10,solved_from_candidate,"ginv[8,0]",257540
0,32,10,solved_from_candidate,"ginv[8,1]",541083
0,32,10,solved_from_candidate,"ginv[8,2]",462029
0,32,10,solved_from_candidate,"ginv[8,3]",516806
0,32,10,solved_from_candidate,"ginv[8,4]",696945
0,32,10,solved_from_candidate,"ginv[8,5]",430768
0,32,10,solved_from_candidate,"ginv[8,6]",679883
0,32,10,solved_from_candidate,"ginv[8,7]",673065
0,32,10,solved_from_candidate,"ginv[8,8]",600007
0,32,10,solved_from_candidate,"ginv[8,9]",689181
0,32,10,solved_from_candidate,"ginv[9,0]",772583
0,32,10,solved_from_candidate,"ginv[9,1]",306105
0,32,10,solved_from_candidate,"ginv[9,2]",739706
0,32,10,solved_from_candidate,"ginv[9,3]",746501
0,32,10,solved_from_candidate,"ginv[9,4]",98443
0,32,10,solved_from_candidate,"ginv[9,5]",760464
0,32,10,solved_from_candidate,"ginv[9,6]",968526
0,32,10,solved_from_candidate,"ginv[9,7]",331249
0,32,10,solved_from_candidate,"ginv[9,8]",640340
0,32,10,solved_from_candidate,"ginv[9,9]",954578
0,32,10,solved_from_candidate,det_g,353376
1,25,6,source_fixture,"g[0,0]",19
1,25,6,source_fixture,"g[0,1]",11
1,25,6,source_fixture,"g[0,2]",20
1,25,6,source_fixture,"g[0,3]",13
1,25,6,source_fixture,"g[0,4]",17
1,25,6,source_fixture,"g[0,5]",36
1,25,6,source_fixture,"g[1,0]",15
1,25,6,source_fixture,"g[1,1]",5
1,25,6,source_fixture,"g[1,2]",6
1,25,6,source_fixture,"g[1,3]",19
1,25,6,source_fixture,"g[1,4]",3
1,25,6,source_fixture,"g[1,5]",25
1,25,6,source_fixture,"g[2,0]",16
1,25,6,source_fixture,"g[2,1]",3
1,25,6,source_fixture,"g[2,2]",25
1,25,6,source_fixture,"g[2,3]",8
1,25,6,source_fixture,"g[2,4]",16
1,25,6,source_fixture,"g[2,5]",24
1,25,6,source_fixture,"g[3,0]",32
1,25,6,source_fixture,"g[3,1]",9
1,25,6,source_fixture,"g[3,2]",32
1,25,6,source_fixture,"g[3,3]",36
1,25,6,source_fixture,"g[3,4]",36
1,25,6,source_fixture,"g[3,5]",19
1,25,6,source_fixture,"g[4,0]",27
1,25,6,source_fixture,"g[4,1]",21
1,25,6,source_fixture,"g[4,2]",22
1,25,6,source_fixture,"g[4,3]",17
1,25,6,source_fixture,"g[4,4]",6
1,25,6,source_fixture,"g[4,5]",17
1,25,6,source_fixture,"g[5,0]",18
1,25,6,source_fixture,"g[5,1]",18
1,25,6,source_fixture,"g[5,2]",18
1,25,6,source_fixture,"g[5,3]",8
1,25,6,source_fixture,"g[5,4]",27
1,25,6,source_fixture,"g[5,5]",34
1,25,6,source_fixture,"ginv[0,0]",442549
1,25,6,source_fixture,"ginv[0,1]",90119
1,25,6,source_fixture,"ginv[0,2]",431677
1,25,6,source_fixture,"ginv[0,3]",544644
1,25,6,source_fixture,"ginv[0,4]",903315
1,25,6,source_fixture,"ginv[0,5]",639725
1,25,6,source_fixture,"ginv[1,0]",848918
1,25,6,source_fixture,"ginv[1,1]",821241
1,25,6,source_fixture,"ginv[1,2]",301595
1,25,6,source_fixture,"ginv[1,3]",576916
1,25,6,source_fixture,"ginv[1,4]",634425
1,25,6,source_fixture,"ginv[1,5]",174214
1,25,6,source_fixture,"ginv[2,0]",696985
1,25,6,source_fixture,"ginv[2,1]",319980
1,25,6,source_fixture,"ginv[2,2]",819274
1,25,6,source_fixture,"ginv[2,3]",406309
1,25,6,source_fixture,"ginv[2,4]",38123
1,25,6,source_fixture,"ginv[2,5]",378786
1,25,6,source_fixture,"ginv[3,0]",833113
1,25,6,source_fixture,"ginv[3,1]",969483
1,25,6,source_fixture,"ginv[3,2]",152177
1,25,6,source_fixture,"ginv[3,3]",916923
1,25,6,source_fixture,"ginv[3,4]",95476
1,25,6,source_fixture,"ginv[3,5]",737479
1,25,6,source_fixture,"ginv[4,0]",205875
1,25,6,source_fixture,"ginv[4,1]",965332
1,25,6,source_fixture,"ginv[4,2]",802418
1,25,6,source_fixture,"ginv[4,3]",190467
1,25,6,source_fixture,"ginv[4,4]",147931
1,25,6,source_fixture,"ginv[4,5]",148931
1,25,6,source_fixture,"ginv[5,0]",499545
1,25,6,source_fixture,"ginv[5,1]",412243
1,25,6,source_fixture,"ginv[5,2]",152107
1,25,6,source_fixture,"ginv[5,3]",500604
1,25,6,source_fixture,"ginv[5,4]",231666
1,25,6,source_fixture,"ginv[5,5]",312062
1,25,6,source_fixture,det_g,147023
1,25,6,solved_from_candidate,"g[0,0]",408407
1,25,6,solved_from_candidate,"g[0,1]",868027
1,25,6,solved_from_candidate,"g[0,2]",850956
1,25,6,solved_from_candidate,"g[0,3]",753122
1,25,6,solved_from_candidate,"g[0,4]",523312
1,25,6,solved_from_candidate,"g[0,5]",931719
1,25,6,solved_from_candidate,"g[1,0]",638217
1,25,6,solved_from_candidate,"g[1,1]",212739
1,25,6,solved_from_candidate,"g[1,2]",655288
1,25,6,solved_from_candidate,"g[1,3]",408407
1,25,6,solved_from_candidate,"g[1,4]",327644
1,25,6,solved_from_candidate,"g[1,5]",63692
1,25,6,solved_from_candidate,"g[2,0]",80763
1,25,6,solved_from_candidate,"g[2,1]",327644
1,25,6,solved_from_candidate,"g[2,2]",63692
1,25,6,solved_from_candidate,"g[2,3]",540383
1,25,6,solved_from_candidate,"g[2,4]",80763
1,25,6,solved_from_candidate,"g[2,5]",621146
1,25,6,solved_from_candidate,"g[3,0]",161526
1,25,6,solved_from_candidate,"g[3,1]",982932
1,25,6,solved_from_candidate,"g[3,2]",161526
1,25,6,solved_from_candidate,"g[3,3]",931719
1,25,6,solved_from_candidate,"g[3,4]",931719
1,25,6,solved_from_candidate,"g[3,5]",408407
1,25,6,solved_from_candidate,"g[4,0]",948790
1,25,6,solved_from_candidate,"g[4,1]",293502
1,25,6,solved_from_candidate,"g[4,2]",736051
1,25,6,solved_from_candidate,"g[4,3]",523312
1,25,6,solved_from_candidate,"g[4,4]",655288
1,25,6,solved_from_candidate,"g[4,5]",523312
1,25,6,solved_from_candidate,"g[5,0]",965861
1,25,6,solved_from_candidate,"g[5,1]",965861
1,25,6,solved_from_candidate,"g[5,2]",965861
1,25,6,solved_from_candidate,"g[5,3]",540383
1,25,6,solved_from_candidate,"g[5,4]",948790
1,25,6,solved_from_candidate,"g[5,5]",46621
1,25,6,solved_from_candidate,"ginv[0,0]",1
1,25,6,solved_from_candidate,"ginv[0,1]",697629
1,25,6,solved_from_candidate,"ginv[0,2]",385164
1,25,6,solved_from_candidate,"ginv[0,3]",814196
1,25,6,solved_from_candidate,"ginv[0,4]",102330
1,25,6,solved_from_candidate,"ginv[0,5]",326651
1,25,6,solved_from_candidate,"ginv[1,0]",46650
1,25,6,solved_from_candidate,"ginv[1,1]",569014
1,25,6,solved_from_candidate,"ginv[1,2]",707886
1,25,6,solved_from_candidate,"ginv[1,3]",263243
1,25,6,solved_from_candidate,"ginv[1,4]",59299
1,25,6,solved_from_candidate,"ginv[1,5]",679308
1,25,6,solved_from_candidate,"ginv[2,0]",490525
1,25,6,solved_from_candidate,"ginv[2,1]",212649
1,25,6,solved_from_candidate,"ginv[2,2]",607150
1,25,6,solved_from_candidate,"ginv[2,3]",617209
1,25,6,solved_from_candidate,"ginv[2,4]",143440
1,25,6,solved_from_candidate,"ginv[2,5]",8470
1,25,6,solved_from_candidate,"ginv[3,0]",7879
1,25,6,solved_from_candidate,"ginv[3,1]",890652
1,25,6,solved_from_candidate,"ginv[3,2]",569191
1,25,6,solved_from_candidate,"ginv[3,3]",699712
1,25,6,solved_from_candidate,"ginv[3,4]",422949
1,25,6,solved_from_candidate,"ginv[3,5]",420736
1,25,6,solved_from_candidate,"ginv[4,0]",271874
1,25,6,solved_from_candidate,"ginv[4,1]",697109
1,25,6,solved_from_candidate,"ginv[4,2]",229324
1,25,6,solved_from_candidate,"ginv[4,3]",791244
1,25,6,solved_from_candidate,"ginv[4,4]",612366
1,25,6,solved_from_candidate,"ginv[4,5]",436394
1,25,6,solved_from_candidate,"ginv[5,0]",674333
1,25,6,solved_from_candidate,"ginv[5,1]",188993
1,25,6,solved_from_candidate,"ginv[5,2]",901510
1,25,6,solved_from_candidate,"ginv[5,3]",603979
1,25,6,solved_from_candidate,"ginv[5,4]",17393
1,25,6,solved_from_candidate,"ginv[5,5]",173991
1,25,6,solved_from_candidate,det_g,364337
2,23,4,source_fixture,"g[0,0]",36
2,23,4,source_fixture,"g[0,1]",36
2,23,4,source_fixture,"g[0,2]",17
2,23,4,source_fixture,"g[0,3]",34
2,23,4,source_fixture,"g[1,0]",3
