observable_id,observable_code,value,scale_code
0,0,3,0
1,1,72,0
2,2,72,0
3,3,72,0
4,4,0,0
5,5,3,0
6,6,3,0
7,7,56729616,0
8,8,56729616,0
9,9,213172224,0
10,10,213172224,0
11,11,59904,0
12,12,884736,0
13,13,1,0
14,14,1,0
15,15,1,0
