observable_id,observable_code,value
0,0,1
1,1,1
2,2,1
3,3,1
4,4,224
5,5,56
6,6,56
7,7,1
8,8,0
9,9,5376
10,10,1568
11,11,3808
12,12,1
13,13,0
14,14,1
15,15,4
16,16,4
17,17,3
18,18,4
19,19,4
20,20,0
21,21,1
22,22,0
