decision_id,decision_code,compact_wire_flag,shared_table_dependency_flag,self_contained_public_transcript_flag,current_model_self_contained_bytes,baseline_public_exchange_bytes,external_efficiency_claim_flag,external_efficiency_path_demoted_flag
0,0,1,1,0,5376,1568,0,1
