observable_id,observable_code,value
0,0,3
1,1,3
2,2,20
3,3,59
4,4,20
5,5,7
6,6,13
7,7,6
8,8,59
9,9,59
10,10,59
11,11,0
12,12,0
13,13,1
14,14,0
15,15,0
16,16,0
17,17,0
18,18,0
