shell_weight,start_index,success,ratio,cv_x,nit,message
8,0,False,1.0000000000000007,0.0,0,ABNORMAL: 
8,1,True,0.9999999999999726,7.096013719172928e-08,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
8,2,True,0.9999999999999133,1.2885232272736193e-07,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
8,3,True,0.9999999999998809,1.504984353180375e-07,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
8,4,True,0.9999999999999587,8.66870831983569e-08,20,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
8,5,True,0.9999999999999128,1.2823060540474623e-07,32,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
8,6,True,0.9999999999999409,1.0598753357796487e-07,35,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
8,7,True,0.9999999999999566,9.103699491296274e-08,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
8,8,True,0.9999999999999567,9.01815944227994e-08,5,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
8,9,True,0.9999999999999778,6.236890842576719e-08,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,0,True,1.0000000000000007,4.4010955430764883e-13,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,1,True,0.9999999999998531,1.2817348878805946e-07,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,2,True,0.9999999999998773,1.1659298450561636e-07,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,3,True,0.9999999999999252,9.161612953179378e-08,20,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,4,True,0.9999999999999369,8.486061543612047e-08,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,5,True,0.9999999999999019,1.0449677509898631e-07,26,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,6,True,0.9999999999999022,1.0449544622478431e-07,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,7,True,0.999999999999854,1.2830276156729906e-07,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,8,True,0.9999999999999796,4.642853142199133e-08,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,9,True,0.9999999999999811,4.684779099143005e-08,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,0,True,1.0000000000000009,3.70558583818042e-11,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,1,True,0.9999999999998872,9.125008290398638e-08,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,2,True,0.9999999999999585,5.406016980468368e-08,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,3,True,0.9999999999999086,8.305684189869442e-08,16,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,4,True,0.9999999999998972,8.730595307773625e-08,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,5,True,2.98454319119273e-09,1.5152839825678042,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,6,True,4.614945864034841e-12,1.966105576536878,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,7,True,0.999999999999972,4.589852110756579e-08,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,8,True,0.9999999999998688,9.806041766752014e-08,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,9,True,0.9999999999999621,5.092509541174939e-08,5,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
24,0,False,1.0,0.0,0,ABNORMAL: 
24,1,True,0.9999999999998844,6.826177990698502e-08,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
24,2,True,0.9999999999998883,6.792035456391695e-08,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
24,3,True,0.9999999999998893,6.756634843024773e-08,16,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
24,4,True,0.999999999999849,7.892165329159993e-08,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
24,5,True,1.664437823623581e-18,1.6281348982514077,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
24,6,True,8.814996989982644e-17,1.4136928463610607,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
24,7,True,0.9999999999999267,5.469955386571909e-08,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
24,8,True,0.9999999999999936,1.9675757566375676e-08,3,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
24,9,True,0.999999999999994,1.43635824248836e-08,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
