grammar_cell_id,component_id,word_length,word_symbol_0_id,word_symbol_1_id,word_symbol_2_id,word_symbol_3_id,word_symbol_4_id,word_symbol_5_id,word_symbol_6_id,word_symbol_7_id,word_symbol_8_id,word_symbol_9_id,word_symbol_10_id,word_symbol_11_id,word_symbol_12_id,word_symbol_13_id,word_symbol_14_id,word_symbol_15_id,left_edit_radius,right_edit_radius,trace_node_count,trace_node_0_id,trace_node_1_id,trace_node_2_id,trace_node_3_id,trace_node_4_id,trace_node_5_id,trace_node_6_id,trace_node_7_id,trace_node_8_id,trace_node_9_id,trace_node_10_id,trace_node_11_id,trace_node_12_id,trace_node_13_id,trace_node_14_id,trace_node_15_id,trace_node_16_id,trace_node_17_id,trace_node_18_id,trace_node_19_id,metric_gromov_delta_twice,trace_signature_total_variation,native_repair_flag,derived_repair_flag,derived_only_flag,first_derived_span_rank,first_derived_block_symbol_0_id,first_derived_block_symbol_1_id,first_derived_block_symbol_2_id,first_derived_block_symbol_3_id,first_return_closed_path_count,normalized_tail_template_count,template_lift_count_min,template_lift_count_max,all_four_lift_flag,tail_entry_9_path_count,tail_entry_10_path_count,tail_entry_11_path_count,tail_entry_13_path_count,left_boundary_flag,right_boundary_flag,gate_word_flag
185,0,16,2,1,3,4,5,1,2,5,1,2,5,5,2,1,4,5,3,99,12,48,42,27,31,50,34,29,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,60,9,4,8,0,24,4,8,24,0,0,0
186,0,12,2,1,3,4,5,1,2,5,1,3,4,5,-1,-1,-1,-1,3,99,11,48,42,27,31,50,34,29,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,211,1,1,0,2,2,1,3,4,8,2,4,4,1,0,8,0,0,0,0,0
187,0,16,2,1,3,4,5,1,2,5,1,3,4,5,2,1,4,5,3,99,11,48,42,27,31,50,34,29,32,31,50,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,211,1,1,0,2,2,1,3,4,24,3,8,8,0,0,0,0,24,0,0,0
188,0,11,2,1,3,4,5,1,2,5,1,4,5,-1,-1,-1,-1,-1,2,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,4,1,4,4,1,0,0,0,0,0,0,0
189,0,14,2,1,3,4,5,1,2,5,1,4,5,1,4,5,-1,-1,3,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,4,1,4,4,1,0,0,0,0,0,0,0
190,0,12,2,1,3,4,5,1,2,5,1,4,5,2,-1,-1,-1,-1,3,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,8,2,4,4,1,0,8,0,0,0,0,0
191,0,16,2,1,3,4,5,1,2,5,1,4,5,2,1,1,4,5,3,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,24,6,4,4,1,0,16,8,0,0,0,0
192,0,15,2,1,3,4,5,1,2,5,1,4,5,2,1,1,5,-1,3,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,28,7,4,4,1,0,0,0,28,0,0,0
193,0,15,2,1,3,4,5,1,2,5,1,4,5,2,1,2,5,-1,3,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,16,4,4,4,1,0,0,0,16,0,0,0
194,0,16,2,1,3,4,5,1,2,5,1,4,5,2,1,3,4,5,3,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,24,6,4,4,1,0,16,8,0,0,0,0
195,0,15,2,1,3,4,5,1,2,5,1,4,5,2,1,4,3,-1,3,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,24,6,4,4,1,0,0,0,24,0,0,0
196,0,16,2,1,3,4,5,1,2,5,1,4,5,2,1,4,4,5,3,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,36,9,4,4,1,0,24,12,0,0,0,0
197,0,15,2,1,3,4,5,1,2,5,1,4,5,2,1,4,5,-1,2,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,12,3,4,4,1,0,0,0,12,0,0,0
198,0,16,2,1,3,4,5,1,2,5,1,4,5,2,1,4,5,2,3,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,24,6,4,4,1,0,16,8,0,0,0,0
199,0,16,2,1,3,4,5,1,2,5,1,4,5,2,1,4,5,5,3,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,36,9,4,4,1,0,24,12,0,0,0,0
200,0,14,2,1,3,4,5,1,2,5,1,4,5,2,1,5,-1,-1,3,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,8,2,4,4,1,0,0,0,0,0,0,0
201,0,15,2,1,3,4,5,1,2,5,1,4,5,2,1,5,5,-1,3,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,24,6,4,4,1,0,0,0,24,0,0,0
202,0,16,2,1,3,4,5,1,2,5,1,4,5,2,2,1,4,5,3,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,36,9,4,4,1,0,16,20,0,0,0,0
203,0,16,2,1,3,4,5,1,2,5,1,4,5,2,5,1,4,5,3,99,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,4,1,4,4,1,0,0,4,0,0,0,0
204,0,12,2,1,3,4,5,1,2,5,2,1,4,5,-1,-1,-1,-1,1,3,12,48,42,27,31,50,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,12,3,4,4,1,0,4,8,0,0,0,0
205,0,13,2,1,3,4,5,1,2,5,2,1,4,5,2,-1,-1,-1,2,99,12,48,42,27,31,50,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,24,6,4,4,1,0,16,8,0,0,0,0
206,0,16,2,1,3,4,5,1,2,5,2,1,4,5,2,1,4,5,3,99,12,48,42,27,31,50,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,36,3,12,12,0,0,0,0,36,0,0,0
207,0,14,2,1,3,4,5,1,2,5,2,1,4,5,2,2,-1,-1,3,99,12,48,42,27,31,50,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,72,12,4,8,0,0,0,24,0,0,0,0
208,0,14,2,1,3,4,5,1,2,5,2,1,4,5,2,5,-1,-1,3,99,12,48,42,27,31,50,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,24,4,4,8,0,0,0,8,0,0,0,0
209,0,15,2,1,3,4,5,1,2,5,2,1,5,2,1,4,5,-1,2,99,12,48,42,27,31,50,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,16,2,8,8,0,0,0,16,0,0,0,0
210,0,16,2,1,3,4,5,1,2,5,2,1,5,2,1,4,5,2,3,99,12,48,42,27,31,50,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,32,4,8,8,0,0,32,0,0,0,0,0
211,0,14,2,1,3,4,5,1,2,5,2,2,5,1,4,5,-1,-1,2,99,11,48,42,27,31,50,34,29,39,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,20,3,4,8,0,0,0,4,0,0,0,0
212,0,15,2,1,3,4,5,1,2,5,2,2,5,1,4,5,2,-1,3,99,11,48,42,27,31,50,34,29,39,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,40,2,20,20,0,0,40,0,0,0,0,0
213,0,15,2,1,3,4,5,1,2,5,2,2,5,2,1,4,5,-1,2,99,12,48,42,27,31,50,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,60,3,20,20,0,0,20,40,0,0,0,0
214,0,16,2,1,3,4,5,1,2,5,2,2,5,2,1,4,5,2,3,99,12,48,42,27,31,50,34,29,39,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,120,6,20,20,0,0,80,40,0,0,0,0
215,0,16,2,1,3,4,5,1,2,5,2,2,5,2,5,1,4,5,3,99,12,48,42,27,31,50,34,29,39,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,20,1,20,20,0,0,0,20,0,0,0,0
216,0,15,2,1,3,4,5,1,2,5,2,2,5,5,1,4,5,-1,3,99,12,48,42,27,31,50,34,29,39,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,100,5,20,20,0,0,40,60,0,0,0,0
217,0,16,2,1,3,4,5,1,2,5,2,2,5,5,2,1,4,5,3,99,13,48,42,27,31,50,34,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,300,9,20,40,0,120,20,40,120,0,0,0
218,0,16,2,1,3,4,5,1,2,5,2,5,1,2,5,1,4,5,3,99,12,48,42,27,31,50,34,29,39,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,4,1,4,4,1,0,0,0,0,0,0,0
219,0,13,2,1,3,4,5,1,2,5,2,5,1,4,5,-1,-1,-1,2,99,12,48,42,27,31,50,34,29,39,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,4,1,4,4,1,0,0,4,0,0,0,0
220,0,14,2,1,3,4,5,1,2,5,2,5,1,4,5,2,-1,-1,3,99,12,48,42,27,31,50,34,29,39,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,8,2,4,4,1,0,8,0,0,0,0,0
221,0,14,2,1,3,4,5,1,2,5,2,5,2,1,4,5,-1,-1,1,3,14,48,42,27,31,50,34,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,12,3,4,4,1,0,4,8,0,0,0,0
222,0,15,2,1,3,4,5,1,2,5,2,5,2,1,4,5,2,-1,2,99,14,48,42,27,31,50,34,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,24,6,4,4,1,0,16,8,0,0,0,0
223,0,16,2,1,3,4,5,1,2,5,2,5,2,1,4,5,2,2,3,99,14,48,42,27,31,50,34,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,72,12,4,8,0,0,0,24,0,0,0,0
224,0,16,2,1,3,4,5,1,2,5,2,5,2,1,4,5,2,5,3,99,14,48,42,27,31,50,34,29,39,45,39,29,28,34,44,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,24,4,4,8,0,0,0,8,0,0,0,0
225,0,16,2,1,3,4,5,1,2,5,2,5,2,2,5,1,4,5,3,99,13,48,42,27,31,50,34,29,39,45,39,29,34,44,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,20,3,4,8,0,0,0,4,0,0,0,0
226,0,15,2,1,3,4,5,1,2,5,2,5,2,5,1,4,5,-1,2,99,14,48,42,27,31,50,34,29,39,45,39,45,29,34,44,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,4,1,4,4,1,0,0,4,0,0,0,0
227,0,16,2,1,3,4,5,1,2,5,2,5,2,5,1,4,5,2,3,99,14,48,42,27,31,50,34,29,39,45,39,45,29,34,44,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,8,2,4,4,1,0,8,0,0,0,0,0
228,0,16,2,1,3,4,5,1,2,5,2,5,2,5,2,1,4,5,3,99,16,48,42,27,31,50,34,29,39,45,39,45,39,29,28,34,44,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,12,3,4,4,1,0,4,8,0,0,0,0
229,0,16,2,1,3,4,5,1,2,5,2,5,2,5,5,1,4,5,3,99,14,48,42,27,31,50,34,29,39,45,39,45,35,34,44,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,20,5,4,4,1,0,8,12,0,0,0,0
230,0,14,2,1,3,4,5,1,2,5,2,5,5,1,4,5,-1,-1,2,99,12,48,42,27,31,50,34,29,39,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,20,5,4,4,1,0,8,12,0,0,0,0
231,0,15,2,1,3,4,5,1,2,5,2,5,5,1,4,5,2,-1,3,99,12,48,42,27,31,50,34,29,39,45,35,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,197,1,1,0,2,2,1,3,4,40,6,4,8,0,16,8,0,16,0,0,0
232,0,15,2,1,3,4,5,1,2,5,2,5,5,2,1,4,5,-1,2,99,13,48,42,27,31,50,34,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,60,9,4,8,0,24,4,8,24,0,0,0
233,0,16,2,1,3,4,5,1,2,5,2,5,5,2,1,4,5,2,3,99,13,48,42,27,31,50,34,29,39,45,29,28,34,44,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,120,6,20,20,0,0,80,40,0,0,0,0
234,0,16,2,1,3,4,5,1,2,5,2,5,5,2,5,1,4,5,3,99,12,48,42,27,31,50,34,29,39,45,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,2,195,1,1,0,2,2,1,3,4,20,1,20,20,0,0,0,20,0,0,0,0
235,0,14,2,1,3,4,5,1,2,5,4,1,1,1,4,5,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,6,8,8,0,0,0,0,0,0,0,0
236,0,13,2,1,3,4,5,1,2,5,4,1,1,1,5,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,56,7,8,8,0,0,0,0,56,0,0,0
237,0,15,2,1,3,4,5,1,2,5,4,1,1,2,1,4,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,4,8,8,0,0,0,8,0,0,0,0
238,0,13,2,1,3,4,5,1,2,5,4,1,1,2,5,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,6,8,8,0,0,0,0,48,0,0,0
239,0,14,2,1,3,4,5,1,2,5,4,1,1,3,4,5,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,6,8,8,0,0,0,0,0,0,0,0
240,0,13,2,1,3,4,5,1,2,5,4,1,1,4,3,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,6,8,8,0,0,0,0,48,0,0,0
241,0,14,2,1,3,4,5,1,2,5,4,1,1,4,4,5,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,72,9,8,8,0,0,0,0,0,0,0,0
242,0,13,2,1,3,4,5,1,2,5,4,1,1,4,5,-1,-1,-1,2,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,24,3,8,8,0,0,0,0,24,0,0,0
243,0,14,2,1,3,4,5,1,2,5,4,1,1,4,5,2,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,6,8,8,0,0,0,0,0,0,0,0
244,0,14,2,1,3,4,5,1,2,5,4,1,1,4,5,5,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,72,9,8,8,0,0,0,0,0,0,0,0
245,0,12,2,1,3,4,5,1,2,5,4,1,1,5,-1,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,16,4,4,4,1,0,8,8,0,0,0,0
246,0,16,2,1,3,4,5,1,2,5,4,1,1,5,2,1,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,2,16,16,0,0,0,32,0,0,0,0
247,0,13,2,1,3,4,5,1,2,5,4,1,1,5,5,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,6,8,8,0,0,0,0,48,0,0,0
248,0,15,2,1,3,4,5,1,2,5,4,1,2,1,1,4,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,4,8,8,0,0,0,16,0,0,0,0
249,0,14,2,1,3,4,5,1,2,5,4,1,2,1,1,5,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,40,5,8,8,0,0,0,0,0,0,0,0
250,0,14,2,1,3,4,5,1,2,5,4,1,2,1,2,5,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,24,3,8,8,0,0,0,0,0,0,0,0
251,0,15,2,1,3,4,5,1,2,5,4,1,2,1,3,4,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,4,8,8,0,0,0,16,0,0,0,0
252,0,14,2,1,3,4,5,1,2,5,4,1,2,1,4,3,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,4,8,8,0,0,0,0,0,0,0,0
253,0,15,2,1,3,4,5,1,2,5,4,1,2,1,4,4,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,6,8,8,0,0,0,24,0,0,0,0
254,0,14,2,1,3,4,5,1,2,5,4,1,2,1,4,5,-1,-1,2,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,16,2,8,8,0,0,0,0,0,0,0,0
255,0,15,2,1,3,4,5,1,2,5,4,1,2,1,4,5,2,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,4,8,8,0,0,0,16,0,0,0,0
256,0,15,2,1,3,4,5,1,2,5,4,1,2,1,4,5,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,6,8,8,0,0,0,24,0,0,0,0
257,0,13,2,1,3,4,5,1,2,5,4,1,2,1,5,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,8,1,8,8,0,0,0,0,8,0,0,0
258,0,14,2,1,3,4,5,1,2,5,4,1,2,1,5,5,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,24,3,8,8,0,0,0,0,0,0,0,0
259,0,15,2,1,3,4,5,1,2,5,4,1,2,2,1,4,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,80,10,8,8,0,0,0,40,0,0,0,0
260,0,12,2,1,3,4,5,1,2,5,4,1,2,5,-1,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,24,6,4,4,1,0,12,12,0,0,0,0
261,0,15,2,1,3,4,5,1,2,5,4,1,2,5,1,4,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,16,2,8,8,0,0,0,8,0,0,0,0
262,0,16,2,1,3,4,5,1,2,5,4,1,2,5,2,1,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,3,8,16,0,0,16,16,0,0,0,0
263,0,11,2,1,3,4,5,1,2,5,4,1,5,-1,-1,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,8,2,4,4,1,0,0,0,0,0,0,0
264,0,16,2,1,3,4,5,1,2,5,4,1,5,2,1,1,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,4,8,8,0,0,32,0,0,0,0,0
265,0,15,2,1,3,4,5,1,2,5,4,1,5,2,1,1,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,40,5,8,8,0,0,0,40,0,0,0,0
266,0,15,2,1,3,4,5,1,2,5,4,1,5,2,1,2,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,24,3,8,8,0,0,0,24,0,0,0,0
267,0,16,2,1,3,4,5,1,2,5,4,1,5,2,1,3,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,4,8,8,0,0,32,0,0,0,0,0
268,0,15,2,1,3,4,5,1,2,5,4,1,5,2,1,4,3,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,4,8,8,0,0,0,32,0,0,0,0
269,0,16,2,1,3,4,5,1,2,5,4,1,5,2,1,4,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,6,8,8,0,0,48,0,0,0,0,0
270,0,15,2,1,3,4,5,1,2,5,4,1,5,2,1,4,5,-1,2,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,16,2,8,8,0,0,0,16,0,0,0,0
271,0,16,2,1,3,4,5,1,2,5,4,1,5,2,1,4,5,2,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,4,8,8,0,0,32,0,0,0,0,0
272,0,16,2,1,3,4,5,1,2,5,4,1,5,2,1,4,5,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,6,8,8,0,0,48,0,0,0,0,0
273,0,14,2,1,3,4,5,1,2,5,4,1,5,2,1,5,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,8,1,8,8,0,0,0,0,0,0,0,0
274,0,15,2,1,3,4,5,1,2,5,4,1,5,2,1,5,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,24,3,8,8,0,0,0,24,0,0,0,0
275,0,16,2,1,3,4,5,1,2,5,4,1,5,2,2,1,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,32,4,8,8,0,0,32,0,0,0,0,0
276,0,12,2,1,3,4,5,1,2,5,4,1,5,5,-1,-1,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,24,6,4,4,1,0,12,12,0,0,0,0
277,0,15,2,1,3,4,5,1,2,5,4,1,5,5,1,4,5,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,24,3,8,8,0,0,0,24,0,0,0,0
278,0,16,2,1,3,4,5,1,2,5,4,1,5,5,2,1,4,5,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,56,7,8,8,0,24,8,0,24,0,0,0
279,0,14,2,1,3,4,5,1,2,5,4,3,1,1,4,5,-1,-1,3,99,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,1,1,0,2,2,1,3,4,48,6,8,8,0,0,0,0,0,0,0,0
