,B-,B+,V-,V+,S-,S+
B-,3420.3431964576607,0.0,0.0,0.0,0.0,0.0
B+,0.0,3420.3431964576607,0.0,0.0,0.0,0.0
V-,0.0,0.0,3420.3431964576607,0.0,0.0,0.0
V+,0.0,0.0,0.0,3420.3431964576607,0.0,0.0
S-,0.0,0.0,0.0,0.0,3420.3431964576607,0.0
S+,0.0,0.0,0.0,0.0,0.0,3420.3431964576607
