source_sector,raw_sector,block_dimension,solution_name,variable,value_mod_1000003,perennial_id,coordinate_fingerprint_id
2,23,4,source_fixture,"ginv[1,1]",790970,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,source_fixture,"ginv[1,2]",272187,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,source_fixture,"ginv[1,3]",437374,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,source_fixture,"ginv[2,0]",881274,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,source_fixture,"ginv[2,1]",771856,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,source_fixture,"ginv[2,2]",685106,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,source_fixture,"ginv[2,3]",56725,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,source_fixture,"ginv[3,0]",549189,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,source_fixture,"ginv[3,1]",847875,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,source_fixture,"ginv[3,2]",902778,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,source_fixture,"ginv[3,3]",219411,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,source_fixture,det_g,288692,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[0,0]",671002,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[0,1]",671002,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[0,2]",927975,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[0,3]",855947,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[1,0]",222584,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[1,1]",818308,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[1,2]",595724,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[1,3]",815058,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[2,0]",890336,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[2,1]",595724,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[2,2]",225834,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[2,3]",445168,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[3,0]",297862,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[3,1]",743030,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[3,2]",852697,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"g[3,3]",116167,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[0,0]",1,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[0,1]",693135,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[0,2]",294584,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[0,3]",591578,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[1,0]",921697,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[1,1]",12725,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[1,2]",99800,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[1,3]",429481,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[2,0]",787016,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[2,1]",712876,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[2,2]",635232,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[2,3]",762012,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[3,0]",404256,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[3,1]",660892,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[3,2]",853041,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,"ginv[3,3]",479055,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
2,23,4,solved_from_candidate,det_g,543554,a985pf.d7101280a84ba80e5b49b132,a985coord.5f9548ae161854b677064635
3,12,5,source_fixture,"g[0,0]",27,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[0,1]",19,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[0,2]",36,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[0,3]",20,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[0,4]",34,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[1,0]",8,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[1,1]",26,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[1,2]",7,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[1,3]",36,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[1,4]",20,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[2,0]",20,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[2,1]",19,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[2,2]",27,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[2,3]",3,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[2,4]",6,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[3,0]",22,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[3,1]",34,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[3,2]",34,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[3,3]",19,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[3,4]",12,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[4,0]",14,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[4,1]",16,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[4,2]",0,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[4,3]",4,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"g[4,4]",10,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[0,0]",518126,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[0,1]",568944,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[0,2]",736528,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[0,3]",867024,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[0,4]",618153,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[1,0]",190242,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[1,1]",569358,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[1,2]",196635,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[1,3]",966376,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[1,4]",936841,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[2,0]",162995,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[2,1]",962860,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[2,2]",90019,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[2,3]",263580,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[2,4]",949801,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[3,0]",334393,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[3,1]",751966,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[3,2]",295722,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[3,3]",903346,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[3,4]",297696,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[4,0]",436484,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[4,1]",591727,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[4,2]",535962,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[4,3]",78636,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,"ginv[4,4]",216570,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,source_fixture,det_g,71751,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[0,0]",989363,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[0,1]",844367,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[0,2]",652482,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[0,3]",362490,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[0,4]",616233,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[1,0]",144996,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[1,1]",471237,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[1,2]",626873,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[1,3]",652482,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[1,4]",362490,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[2,0]",362490,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[2,1]",844367,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[2,2]",989363,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[2,3]",554375,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[2,4]",108747,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[3,0]",398739,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[3,1]",616233,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[3,2]",616233,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[3,3]",844367,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[3,4]",217494,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[4,0]",253743,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[4,1]",289992,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[4,2]",0,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[4,3]",72498,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"g[4,4]",181245,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[0,0]",1,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[0,1]",917356,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[0,2]",647757,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[0,3]",149680,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[0,4]",797024,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[1,0]",625271,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[1,1]",432955,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[1,2]",732116,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[1,3]",932137,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[1,4]",250349,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[2,0]",976563,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[2,1]",785153,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[2,2]",767725,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[2,3]",598957,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[2,4]",130015,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[3,0]",925564,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[3,1]",149784,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[3,2]",34776,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[3,3]",549777,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[3,4]",72929,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[4,0]",829346,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[4,1]",963069,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[4,2]",507852,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[4,3]",79124,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,"ginv[4,4]",428963,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
3,12,5,solved_from_candidate,det_g,174800,a985pf.733ef39d0f9f629ef9f672a0,a985coord.d3e86b7aee25cc6088ffe61a
4,28,4,source_fixture,"g[0,0]",23,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"g[0,1]",35,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"g[0,2]",20,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"g[0,3]",8,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"g[1,0]",15,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"g[1,1]",22,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"g[1,2]",9,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"g[1,3]",9,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"g[2,0]",10,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"g[2,1]",26,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"g[2,2]",8,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"g[2,3]",21,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"g[3,0]",27,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"g[3,1]",27,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"g[3,2]",0,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"g[3,3]",17,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[0,0]",874731,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[0,1]",500693,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[0,2]",624903,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[0,3]",374885,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[1,0]",125459,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[1,1]",498834,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[1,2]",375168,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[1,3]",625198,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[2,0]",124629,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[2,1]",500947,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[2,2]",374866,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[2,3]",624843,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[3,0]",999706,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[3,1]",756,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[3,2]",999895,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,"ginv[3,3]",999876,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,source_fixture,det_g,999995,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[0,0]",118753,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[0,1]",615495,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[0,2]",494569,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[0,3]",997830,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[1,0]",120926,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[1,1]",244025,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[1,2]",872558,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[1,3]",872558,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[2,0]",747286,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[2,1]",742940,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[2,2]",997830,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[2,3]",369297,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[3,0]",617668,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[3,1]",617668,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[3,2]",0,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"g[3,3]",870385,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"ginv[0,0]",1,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"ginv[0,1]",332258,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"ginv[0,2]",876211,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"ginv[0,3]",329960,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"ginv[1,0]",457892,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
4,28,4,solved_from_candidate,"ginv[1,1]",956749,a985pf.af080f21840d4387a85d2d76,a985coord.4eef7c0d059e3d871509529d
