source_sector,raw_sector,block_dimension,target_i,target_j,max_residual_mod_1000003,nonzero_residual_count,perennial_id,coordinate_fingerprint_id
12,14,4,0,1,0,0,a985pf.4113b4cf3fbfcf77f1f596cb,a985coord.876f8adc4abee9e58f31872e
12,14,4,0,2,0,0,a985pf.4113b4cf3fbfcf77f1f596cb,a985coord.876f8adc4abee9e58f31872e
12,14,4,0,3,0,0,a985pf.4113b4cf3fbfcf77f1f596cb,a985coord.876f8adc4abee9e58f31872e
12,14,4,1,0,0,0,a985pf.4113b4cf3fbfcf77f1f596cb,a985coord.876f8adc4abee9e58f31872e
12,14,4,1,1,0,0,a985pf.4113b4cf3fbfcf77f1f596cb,a985coord.876f8adc4abee9e58f31872e
12,14,4,1,2,0,0,a985pf.4113b4cf3fbfcf77f1f596cb,a985coord.876f8adc4abee9e58f31872e
12,14,4,1,3,0,0,a985pf.4113b4cf3fbfcf77f1f596cb,a985coord.876f8adc4abee9e58f31872e
12,14,4,2,0,0,0,a985pf.4113b4cf3fbfcf77f1f596cb,a985coord.876f8adc4abee9e58f31872e
12,14,4,2,1,0,0,a985pf.4113b4cf3fbfcf77f1f596cb,a985coord.876f8adc4abee9e58f31872e
12,14,4,2,2,0,0,a985pf.4113b4cf3fbfcf77f1f596cb,a985coord.876f8adc4abee9e58f31872e
12,14,4,2,3,0,0,a985pf.4113b4cf3fbfcf77f1f596cb,a985coord.876f8adc4abee9e58f31872e
12,14,4,3,0,0,0,a985pf.4113b4cf3fbfcf77f1f596cb,a985coord.876f8adc4abee9e58f31872e
12,14,4,3,1,0,0,a985pf.4113b4cf3fbfcf77f1f596cb,a985coord.876f8adc4abee9e58f31872e
12,14,4,3,2,0,0,a985pf.4113b4cf3fbfcf77f1f596cb,a985coord.876f8adc4abee9e58f31872e
12,14,4,3,3,0,0,a985pf.4113b4cf3fbfcf77f1f596cb,a985coord.876f8adc4abee9e58f31872e
13,3,2,0,0,0,0,a985pf.6cd0c272a8079b2d47dc4ed0,a985coord.a867de8ab97fae143e663619
13,3,2,0,1,0,0,a985pf.6cd0c272a8079b2d47dc4ed0,a985coord.a867de8ab97fae143e663619
13,3,2,1,0,0,0,a985pf.6cd0c272a8079b2d47dc4ed0,a985coord.a867de8ab97fae143e663619
13,3,2,1,1,0,0,a985pf.6cd0c272a8079b2d47dc4ed0,a985coord.a867de8ab97fae143e663619
14,27,5,0,0,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,0,1,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,0,2,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,0,3,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,0,4,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,1,0,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,1,1,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,1,2,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,1,3,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,1,4,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,2,0,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,2,1,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,2,2,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,2,3,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,2,4,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,3,0,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,3,1,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,3,2,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,3,3,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,3,4,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,4,0,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,4,1,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,4,2,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,4,3,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
14,27,5,4,4,0,0,a985pf.eb9d6a0a14d39806215ee30f,a985coord.2a0417f038c9f784471baa11
15,37,4,0,0,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
15,37,4,0,1,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
15,37,4,0,2,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
15,37,4,0,3,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
15,37,4,1,0,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
15,37,4,1,1,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
15,37,4,1,2,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
15,37,4,1,3,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
15,37,4,2,0,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
15,37,4,2,1,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
15,37,4,2,2,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
15,37,4,2,3,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
15,37,4,3,0,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
15,37,4,3,1,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
15,37,4,3,2,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
15,37,4,3,3,0,0,a985pf.b5a81e55237249530c339f32,a985coord.63411e99dc4688af236684b0
16,7,3,0,0,0,0,a985pf.7d98d55fa0bcca8585dd44b7,a985coord.a20c61b29f5bb62166e5d81a
16,7,3,0,1,0,0,a985pf.7d98d55fa0bcca8585dd44b7,a985coord.a20c61b29f5bb62166e5d81a
16,7,3,0,2,0,0,a985pf.7d98d55fa0bcca8585dd44b7,a985coord.a20c61b29f5bb62166e5d81a
16,7,3,1,0,0,0,a985pf.7d98d55fa0bcca8585dd44b7,a985coord.a20c61b29f5bb62166e5d81a
16,7,3,1,1,0,0,a985pf.7d98d55fa0bcca8585dd44b7,a985coord.a20c61b29f5bb62166e5d81a
16,7,3,1,2,0,0,a985pf.7d98d55fa0bcca8585dd44b7,a985coord.a20c61b29f5bb62166e5d81a
16,7,3,2,0,0,0,a985pf.7d98d55fa0bcca8585dd44b7,a985coord.a20c61b29f5bb62166e5d81a
16,7,3,2,1,0,0,a985pf.7d98d55fa0bcca8585dd44b7,a985coord.a20c61b29f5bb62166e5d81a
16,7,3,2,2,0,0,a985pf.7d98d55fa0bcca8585dd44b7,a985coord.a20c61b29f5bb62166e5d81a
17,31,4,0,0,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
17,31,4,0,1,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
17,31,4,0,2,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
17,31,4,0,3,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
17,31,4,1,0,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
17,31,4,1,1,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
17,31,4,1,2,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
17,31,4,1,3,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
17,31,4,2,0,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
17,31,4,2,1,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
17,31,4,2,2,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
17,31,4,2,3,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
17,31,4,3,0,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
17,31,4,3,1,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
17,31,4,3,2,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
17,31,4,3,3,0,0,a985pf.e35b4767bbe49090117feac8,a985coord.9f366dd0bb7ecf0a65e1ba17
18,20,6,0,0,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,0,1,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,0,2,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,0,3,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,0,4,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,0,5,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,1,0,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,1,1,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,1,2,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,1,3,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,1,4,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,1,5,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,2,0,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,2,1,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,2,2,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,2,3,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,2,4,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,2,5,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,3,0,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,3,1,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,3,2,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,3,3,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,3,4,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,3,5,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,4,0,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,4,1,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,4,2,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,4,3,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,4,4,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,4,5,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,5,0,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,5,1,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,5,2,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,5,3,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,5,4,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
18,20,6,5,5,0,0,a985pf.0431fb38103754f993836167,a985coord.0f48fcbaf752e9308639b2e1
20,11,2,0,0,0,0,a985pf.605336b16161cbfacb8c7451,a985coord.2710d2e520d3bd0dd8f76051
20,11,2,0,1,0,0,a985pf.605336b16161cbfacb8c7451,a985coord.2710d2e520d3bd0dd8f76051
20,11,2,1,0,0,0,a985pf.605336b16161cbfacb8c7451,a985coord.2710d2e520d3bd0dd8f76051
20,11,2,1,1,0,0,a985pf.605336b16161cbfacb8c7451,a985coord.2710d2e520d3bd0dd8f76051
21,33,2,0,0,0,0,a985pf.5e5bfcc366256ec7df15b71c,a985coord.c40efde730c8f02557d7b8a1
21,33,2,0,1,0,0,a985pf.5e5bfcc366256ec7df15b71c,a985coord.c40efde730c8f02557d7b8a1
21,33,2,1,0,0,0,a985pf.5e5bfcc366256ec7df15b71c,a985coord.c40efde730c8f02557d7b8a1
21,33,2,1,1,0,0,a985pf.5e5bfcc366256ec7df15b71c,a985coord.c40efde730c8f02557d7b8a1
22,36,2,0,0,0,0,a985pf.d12a943a54a67bb5ae120747,a985coord.c9a14e2cdc62a74eda2c9824
22,36,2,0,1,0,0,a985pf.d12a943a54a67bb5ae120747,a985coord.c9a14e2cdc62a74eda2c9824
22,36,2,1,0,0,0,a985pf.d12a943a54a67bb5ae120747,a985coord.c9a14e2cdc62a74eda2c9824
22,36,2,1,1,0,0,a985pf.d12a943a54a67bb5ae120747,a985coord.c9a14e2cdc62a74eda2c9824
23,0,3,0,0,0,0,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c
23,0,3,0,1,0,0,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c
23,0,3,0,2,0,0,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c
23,0,3,1,0,0,0,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c
23,0,3,1,1,0,0,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c
23,0,3,1,2,0,0,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c
23,0,3,2,0,0,0,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c
23,0,3,2,1,0,0,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c
23,0,3,2,2,0,0,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c
27,26,4,0,0,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
27,26,4,0,1,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
27,26,4,0,2,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
27,26,4,0,3,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
27,26,4,1,0,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
27,26,4,1,1,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
27,26,4,1,2,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
27,26,4,1,3,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
27,26,4,2,0,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
27,26,4,2,1,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
27,26,4,2,2,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
27,26,4,2,3,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
27,26,4,3,0,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
27,26,4,3,1,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
27,26,4,3,2,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
27,26,4,3,3,0,0,a985pf.4d384f591c3ef6e2b4c37add,a985coord.1f3040b2d4517d1b8d063314
28,13,5,0,0,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,0,1,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,0,2,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,0,3,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,0,4,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,1,0,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,1,1,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,1,2,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,1,3,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,1,4,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,2,0,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,2,1,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,2,2,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,2,3,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,2,4,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,3,0,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,3,1,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,3,2,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,3,3,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,3,4,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,4,0,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,4,1,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,4,2,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,4,3,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
28,13,5,4,4,0,0,a985pf.e6c98083c5e5e5d4a1268f82,a985coord.39fc8e1c08d8e3cc19491039
29,2,4,0,0,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
29,2,4,0,1,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
29,2,4,0,2,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
29,2,4,0,3,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
29,2,4,1,0,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
29,2,4,1,1,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
29,2,4,1,2,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
29,2,4,1,3,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
29,2,4,2,0,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
29,2,4,2,1,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
29,2,4,2,2,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
29,2,4,2,3,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
29,2,4,3,0,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
29,2,4,3,1,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
29,2,4,3,2,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
29,2,4,3,3,0,0,a985pf.40d225d7c9eb3b2b13df3c6f,a985coord.94156edfa9ed65e2bb412905
30,8,4,0,0,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
30,8,4,0,1,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
30,8,4,0,2,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
30,8,4,0,3,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
30,8,4,1,0,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
30,8,4,1,1,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
30,8,4,1,2,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
30,8,4,1,3,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
30,8,4,2,0,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
30,8,4,2,1,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
30,8,4,2,2,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
30,8,4,2,3,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
30,8,4,3,0,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
30,8,4,3,1,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
30,8,4,3,2,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
30,8,4,3,3,0,0,a985pf.8b88ad6bf8b651568aa49e4c,a985coord.b07fab0257d656caae29ff29
31,16,10,0,0,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,0,1,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,0,2,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,0,3,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,0,4,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,0,5,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,0,6,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,0,7,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,0,8,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,0,9,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,1,0,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,1,1,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,1,2,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,1,3,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,1,4,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,1,5,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,1,6,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,1,7,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,1,8,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,1,9,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,2,0,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,2,1,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
31,16,10,2,2,0,0,a985pf.8b1b2d04f1055c9f34ae3c5e,a985coord.7e6668dc8bd54a40c6c407dd
