interval_id,source_node_id,target_node_id,graph_distance,interval_node_count,shortest_path_count,min_sector_coverage_count,max_sector_coverage_count,full_sector_preserved,min_signature_union_count,max_signature_union_count,high_signature_threshold,high_signature_preserved,full_high_preserved,min_tensor_path_coefficient_mass_sum,max_tensor_path_coefficient_mass_sum,endpoint_poincare_distance_x1e10,interval_poincare_diameter_x1e10
628,12,34,3,20,36,5,6,0,126,185,155,0,0,62464,282112,1833762725,5513534856
629,12,35,3,14,18,4,6,0,126,183,155,0,0,75904,414464,2439676632,6212422012
630,12,36,2,4,2,3,5,0,97,142,155,0,0,126592,251136,3405927620,3405927620
631,12,37,1,2,1,5,5,0,132,142,155,0,0,126592,178048,2002116327,2002116327
632,12,38,2,6,4,4,6,0,117,167,155,0,0,113920,199680,3199536674,3199536674
633,12,39,2,6,4,4,6,0,117,183,155,0,0,126592,332800,3855831282,3855831282
634,12,40,1,2,1,5,5,0,132,142,155,0,0,104960,126592,603561494,603561494
635,12,41,1,2,1,5,6,0,142,167,155,0,0,113920,126592,1935948349,1935948349
636,12,42,1,2,1,5,6,0,142,183,155,0,0,126592,259712,2448215310,2448215310
637,12,43,2,4,2,5,6,0,142,167,155,0,0,113920,135552,3452122621,3452122621
638,12,44,2,6,4,5,6,0,142,185,155,0,0,113920,281344,3628129710,3628129710
639,12,45,2,4,2,4,6,0,142,183,155,0,0,126592,414464,4307879150,4307879150
640,12,46,2,4,2,3,5,0,53,142,155,0,0,31872,126592,821234370,2023601785
641,12,47,2,6,4,4,6,0,88,167,155,0,0,40832,126592,1098286074,3222336051
642,12,48,2,6,4,5,6,0,112,183,155,0,0,53504,259712,1048062010,3871891175
643,12,49,2,4,2,4,6,0,88,167,155,0,0,49792,126592,2552674904,2552674904
644,12,50,2,6,4,5,6,0,142,183,155,0,0,62464,259712,2324086500,3100825520
645,12,51,2,4,2,5,6,0,132,183,155,0,0,126592,341376,2895142772,2895142772
646,12,52,3,8,6,3,6,0,58,167,155,0,0,49792,135552,4089040117,4089040117
647,12,53,3,14,18,4,6,0,88,185,155,0,0,49792,281344,3810206902,3866992827
648,12,54,3,14,18,4,6,0,132,185,155,0,0,62464,414464,4062903535,4864196188
649,12,55,3,8,6,3,6,0,97,183,155,0,0,126592,496128,4762532137,4762532137
650,13,13,0,1,1,6,6,1,165,165,155,1,1,135552,135552,0,0
651,13,14,1,2,1,5,6,0,165,168,155,1,0,135552,281344,1421526183,1421526183
652,13,15,2,4,2,5,6,0,112,165,155,0,0,53504,135552,2705669327,2705669327
653,13,16,1,2,1,6,6,1,147,165,155,0,0,62464,135552,1413789691,1413789691
654,13,17,2,6,4,5,6,0,142,173,155,0,0,62464,281344,1282036615,2527380887
655,13,18,1,2,1,5,6,0,117,165,155,0,0,71424,135552,1229924378,1229924378
656,13,19,1,2,1,6,6,1,165,173,155,1,1,135552,217216,448225904,448225904
657,13,20,2,4,2,5,6,0,146,173,155,0,0,135552,363008,1718443719,1718443719
658,13,21,3,8,6,3,6,0,70,169,155,0,0,84864,149760,3720907309,3751162631
659,13,22,2,4,2,4,6,0,118,169,155,0,0,135552,149760,2085677988,2085677988
660,13,23,3,14,18,4,6,0,90,169,155,0,0,62464,149760,3212482537,4247794634
661,13,24,2,4,2,5,6,0,121,169,155,0,0,84864,136320,1805478859,2016688373
662,13,25,3,14,18,4,6,0,90,185,155,0,0,84864,282112,1816171318,6024842335
663,13,26,2,6,4,4,6,0,117,169,155,0,0,135552,200448,1501058645,3700079961
664,13,27,2,6,4,5,6,0,138,169,155,0,0,113920,148992,1666961281,2425623143
665,13,28,1,2,1,6,6,1,165,169,155,1,1,135552,136320,284193792,284193792
666,13,29,2,6,4,5,6,0,138,185,155,0,0,135552,282112,1701727156,4128138303
667,13,30,3,14,18,4,6,0,88,169,155,0,0,40832,148992,2710964079,3732746844
668,13,31,2,6,4,5,6,0,131,169,155,0,0,62464,136320,1307323442,2484125367
669,13,32,3,20,36,5,6,0,126,185,155,0,0,62464,282112,1469203800,5513534856
670,13,33,2,6,4,5,6,0,117,169,155,0,0,71424,136320,946510489,3726052041
671,13,34,2,6,4,5,6,0,131,185,155,0,0,84864,268672,626988083,4339267221
672,13,35,3,14,18,4,6,0,131,185,155,0,0,84864,414464,1984888556,5285344680
673,13,36,2,4,2,3,6,0,97,165,155,0,0,135552,251136,2694534114,2694534114
674,13,37,2,6,4,4,6,0,117,167,155,0,0,113920,199680,1583279097,3199536674
675,13,38,1,2,1,6,6,1,155,165,155,1,1,135552,187008,2004501073,2004501073
676,13,39,2,6,4,4,6,0,117,185,155,0,0,135552,332800,3099069497,3099069497
677,13,40,2,4,2,5,6,0,132,167,155,0,0,104960,135552,1309018676,1935948349
678,13,41,1,2,1,6,6,1,165,167,155,1,1,113920,135552,602142590,602142590
679,13,42,2,6,4,5,6,0,142,185,155,0,0,113920,281344,1889576220,3628129710
680,13,43,1,2,1,6,6,1,155,165,155,1,1,122880,135552,1942843248,1942843248
681,13,44,1,2,1,6,6,1,165,185,155,1,1,135552,268672,2453959784,2453959784
682,13,45,2,4,2,4,6,0,148,185,155,0,0,135552,414464,3516920950,3516920950
683,13,46,3,8,6,3,6,0,53,167,155,0,0,31872,135552,2217188009,3222336051
684,13,47,2,4,2,4,6,0,88,167,155,0,0,40832,135552,816370131,2011554559
685,13,48,3,14,18,4,6,0,88,185,155,0,0,40832,281344,1232438834,5007497516
686,13,49,2,6,4,4,6,0,88,167,155,0,0,49792,135552,1098291959,3222110165
687,13,50,2,6,4,5,6,0,146,185,155,0,0,62464,268672,1046803453,3866992827
688,13,51,3,14,18,4,6,0,132,185,155,0,0,62464,414464,2244425425,4864196188
689,13,52,2,4,2,3,6,0,58,165,155,0,0,58752,135552,2568005360,2568005360
690,13,53,2,6,4,5,6,0,117,185,155,0,0,71424,268672,2335061498,3115359753
691,13,54,2,4,2,5,6,0,134,185,155,0,0,135552,350336,2905299475,2905299475
692,13,55,3,8,6,3,6,0,97,185,155,0,0,135552,496128,3945028276,3945028276
693,14,14,0,1,1,5,5,0,168,168,155,1,0,281344,281344,0,0
694,14,15,2,4,2,5,6,0,112,171,155,0,0,53504,281344,3276568986,3276568986
695,14,16,2,6,4,5,6,0,142,173,155,0,0,62464,281344,2527380887,2527380887
696,14,17,1,2,1,5,6,0,168,171,155,1,0,208256,281344,1403213495,1403213495
697,14,18,2,4,2,5,6,0,117,173,155,0,0,71424,281344,2620928132,2620928132
698,14,19,1,2,1,5,6,0,168,173,155,1,0,217216,281344,1219256709,1219256709
699,14,20,1,2,1,5,5,0,146,168,155,0,0,281344,363008,446604368,446604368
700,14,21,3,8,6,3,6,0,70,169,155,0,0,98304,282112,4152188333,4371488056
701,14,22,2,4,2,4,5,0,118,169,155,0,0,148992,282112,2234969155,2453293020
702,14,23,3,14,18,4,6,0,90,183,155,0,0,75904,282112,3649893199,4843120997
703,14,24,3,14,18,4,6,0,90,185,155,0,0,84864,282112,2690718904,6024842335
704,14,25,2,4,2,5,6,0,147,169,155,0,0,230656,282112,1792869593,2002575055
705,14,26,2,6,4,4,5,0,117,169,155,0,0,148992,332800,410390959,4326849163
706,14,27,2,6,4,5,6,0,138,183,155,0,0,126592,282112,1742488614,2919210616
707,14,28,2,6,4,5,6,0,138,185,155,0,0,135552,282112,1141814913,4128138303
708,14,29,1,2,1,5,5,0,168,169,155,1,0,281344,282112,283188002,283188002
709,14,30,3,14,18,5,6,0,112,183,155,0,0,53504,282112,3155749076,4352217963
710,14,31,3,20,36,5,6,0,126,185,155,0,0,62464,282112,2300819154,5513534856
711,14,32,2,6,4,5,6,0,167,183,155,1,0,208256,282112,1298849135,2467976223
712,14,33,3,14,18,5,6,0,117,185,155,0,0,71424,282112,2333708166,4339267221
713,14,34,2,6,4,5,6,0,167,185,155,1,0,217216,282112,939249010,3697551314
714,14,35,2,6,4,4,6,0,146,169,155,0,0,230656,414464,625341408,4327883161
715,14,36,2,4,2,3,5,0,97,168,155,0,0,199680,332800,1555034747,2450248624
716,14,37,2,6,4,4,6,0,117,183,155,0,0,126592,332800,173393351,3855831282
717,14,38,2,6,4,4,6,0,117,185,155,0,0,135552,332800,1574916036,3099069497
718,14,39,1,2,1,4,5,0,148,168,155,0,0,281344,332800,2004299051,2004299051
719,14,40,2,4,2,5,6,0,132,183,155,0,0,104960,281344,1258047289,2448215310
720,14,41,2,6,4,5,6,0,142,185,155,0,0,113920,281344,1091293148,3628129710
721,14,42,1,2,1,5,6,0,168,183,155,1,0,259712,281344,600306660,600306660
722,14,43,2,4,2,5,6,0,155,185,155,1,0,122880,281344,2355504757,2453959784
723,14,44,1,2,1,5,6,0,168,185,155,1,0,268672,281344,1934599405,1934599405
724,14,45,1,2,1,4,5,0,148,168,155,0,0,281344,414464,2455994446,2455994446
725,14,46,3,8,6,3,6,0,53,183,155,0,0,31872,281344,2670984210,3871891175
726,14,47,3,14,18,4,6,0,88,185,155,0,0,40832,281344,1963708941,5007497516
727,14,48,2,4,2,5,6,0,132,183,155,0,0,186624,281344,811483871,1999491715
728,14,49,3,14,18,4,6,0,88,185,155,0,0,49792,281344,2314815930,3866992827
729,14,50,2,6,4,5,6,0,146,185,155,0,0,195584,281344,1090404498,3199044439
730,14,51,2,6,4,4,6,0,132,183,155,0,0,208256,414464,1044568513,3858799063
731,14,52,3,8,6,3,6,0,58,185,155,0,0,58752,281344,3422234493,3422234493
732,14,53,2,4,2,5,6,0,134,185,155,0,0,204544,281344,2546380482,2546380482
733,14,54,2,6,4,4,6,0,134,185,155,0,0,217216,414464,2327298507,3105028928
734,14,55,2,4,2,3,5,0,97,168,155,0,0,281344,496128,2910436370,2910436370
735,15,15,0,1,1,5,5,0,112,112,155,0,0,53504,53504,0,0
736,15,16,1,2,1,5,6,0,112,147,155,0,0,53504,62464,1563389208,1563389208
737,15,17,1,2,1,5,6,0,112,171,155,0,0,53504,208256,1873360647,1873360647
738,15,18,2,3,1,5,6,0,112,147,155,0,0,53504,71424,3119015008,3119015008
739,15,19,2,4,2,5,6,0,112,173,155,0,0,53504,217216,3117251711,3117251711
740,15,20,2,3,1,5,6,0,112,171,155,0,0,53504,363008,3723129741,3723129741
741,15,21,3,6,3,3,5,0,70,126,155,0,0,53504,99072,1030268405,1099744995
742,15,22,3,10,9,4,5,0,90,146,155,0,0,53504,149760,1165998578,2997533403
743,15,23,2,4,2,5,5,0,112,126,155,0,0,53504,76672,555342698,617817608
744,15,24,3,10,9,4,6,0,88,151,155,0,0,40832,98304,1015873864,2967503666
745,15,25,3,10,9,4,6,0,90,175,155,0,0,53504,231424,1591383686,3444223171
746,15,26,3,10,9,4,5,0,112,146,155,0,0,53504,200448,2970032401,3905484231
747,15,27,2,6,4,5,5,0,112,146,155,0,0,53504,127360,1574900662,2503318802
748,15,28,3,14,18,4,6,0,88,169,155,0,0,40832,148992,2725698180,3732746844
749,15,29,3,14,18,5,6,0,112,183,155,0,0,53504,282112,3414520790,4352217963
750,15,30,1,2,1,5,5,0,112,116,155,0,0,53504,54272,290341888,290341888
751,15,31,2,6,4,4,6,0,88,151,155,0,0,40832,75904,1479067759,2459221669
752,15,32,2,6,4,5,6,0,112,175,155,0,0,53504,209024,2018088357,2950895086
753,15,33,3,10,9,4,6,0,88,151,155,0,0,40832,84864,3019679924,3966799723
754,15,34,3,14,18,4,6,0,88,177,155,0,0,40832,230656,3152239598,4158017195
755,15,35,3,10,9,5,6,0,112,175,155,0,0,53504,363776,3859662363,4799587937
756,15,36,3,6,3,3,5,0,97,142,155,0,0,53504,251136,4829735501,4829735501
757,15,37,2,4,2,5,5,0,112,142,155,0,0,53504,178048,3425510175,3425510175
758,15,38,3,10,9,4,6,0,88,167,155,0,0,40832,199680,4568316402,4568316402
759,15,39,3,10,9,4,6,0,112,183,155,0,0,53504,332800,5279733056,5279733056
760,15,40,1,2,1,5,5,0,112,132,155,0,0,53504,104960,2023601785,2023601785
761,15,41,2,6,4,4,6,0,88,167,155,0,0,40832,126592,3222336051,3222336051
762,15,42,2,6,4,5,6,0,112,183,155,0,0,53504,259712,3871891175,3871891175
763,15,43,3,10,9,4,6,0,88,167,155,0,0,40832,135552,4639591399,4639591399
764,15,44,3,14,18,4,6,0,88,185,155,0,0,40832,281344,5007497516,5007497516
765,15,45,3,10,9,4,6,0,112,183,155,0,0,53504,414464,5731842736,5731842736
766,15,46,1,2,1,3,5,0,53,112,155,0,0,31872,53504,613100021,613100021
767,15,47,1,2,1,4,5,0,88,112,155,0,0,40832,53504,1959431859,1959431859
768,15,48,1,2,1,5,5,0,112,132,155,0,0,53504,186624,2470589462,2470589462
769,15,49,2,4,2,4,6,0,88,147,155,0,0,40832,62464,3481416405,3481416405
770,15,50,2,6,4,4,6,0,88,171,155,0,0,40832,208256,3648228551,3648228551
771,15,51,2,4,2,5,6,0,112,171,155,0,0,53504,341376,4318978767,4318978767
772,15,52,3,6,3,3,6,0,58,147,155,0,0,40832,71424,5036720599,5036720599
773,15,53,3,10,9,4,6,0,88,173,155,0,0,40832,217216,5040459491,5040459491
774,15,54,3,10,9,4,6,0,88,173,155,0,0,40832,363008,5450038415,5450038415
775,15,55,3,6,3,3,6,0,97,171,155,0,0,53504,496128,6186536977,6186536977
776,16,16,0,1,1,6,6,1,147,147,155,0,0,62464,62464,0,0
777,16,17,1,2,1,6,6,1,147,171,155,0,0,62464,208256,1432342448,1432342448
778,16,18,1,2,1,5,6,0,117,147,155,0,0,62464,71424,1555757274,1555757274
779,16,19,1,2,1,6,6,1,147,173,155,0,0,62464,217216,1861992643,1861992643
780,16,20,2,4,2,5,6,0,146,173,155,0,0,62464,363008,2929130769,2929130769
781,16,21,3,8,6,3,6,0,70,151,155,0,0,62464,99072,2580902395,2580902395
782,16,22,3,14,18,4,6,0,90,169,155,0,0,62464,149760,1595609715,4247794634
783,16,23,2,4,2,5,6,0,116,151,155,0,0,62464,76672,2118060056,2118060056
784,16,24,2,4,2,5,6,0,121,151,155,0,0,62464,85632,548149916,609814952
785,16,25,3,14,18,4,6,0,90,177,155,0,0,62464,231424,1662390035,4672538679
786,16,26,3,14,18,4,6,0,117,169,155,0,0,62464,200448,2393253296,5075545912
787,16,27,2,6,4,5,6,0,126,167,155,0,0,62464,127360,1514170695,3732746844
788,16,28,2,6,4,5,6,0,131,169,155,0,0,62464,136320,1562901299,2484125367
789,16,29,3,20,36,5,6,0,126,185,155,0,0,62464,282112,2762029662,5513534856
790,16,30,2,6,4,4,6,0,88,151,155,0,0,40832,75904,1689969507,2459221669
791,16,31,1,2,1,6,6,1,147,151,155,0,0,62464,63232,287080685,287080685
792,16,32,2,6,4,5,6,0,126,175,155,0,0,62464,209024,1713892598,4158017195
793,16,33,2,6,4,4,6,0,88,151,155,0,0,49792,84864,1471245107,2446099809
794,16,34,2,6,4,5,6,0,131,177,155,0,0,62464,217984,2005042705,2931665603
795,16,35,3,14,18,5,6,0,126,177,155,0,0,62464,363776,3151463674,5954924682
796,16,36,3,8,6,3,6,0,97,167,155,0,0,62464,251136,4000846961,4000846961
797,16,37,2,4,2,5,6,0,132,167,155,0,0,62464,178048,2700303185,2700303185
798,16,38,2,4,2,6,6,1,147,167,155,0,0,62464,187008,3417233563,3417233563
799,16,39,3,14,18,4,6,0,117,185,155,0,0,62464,332800,4429475233,4429475233
800,16,40,2,6,4,4,6,0,88,167,155,0,0,40832,126592,1594493960,3222336051
801,16,41,1,2,1,6,6,1,147,167,155,0,0,62464,113920,2011554559,2011554559
802,16,42,2,6,4,5,6,0,142,183,155,0,0,62464,259712,3100825520,3100825520
803,16,43,2,6,4,4,6,0,88,167,155,0,0,49792,135552,3222110165,3222110165
804,16,44,2,6,4,5,6,0,146,185,155,0,0,62464,268672,3866992827,3866992827
805,16,45,3,14,18,4,6,0,132,185,155,0,0,62464,414464,4864196188,4864196188
806,16,46,2,4,2,3,6,0,53,147,155,0,0,31872,62464,1324862047,1959431859
807,16,47,1,2,1,4,6,0,88,147,155,0,0,40832,62464,607255740,607255740
808,16,48,2,6,4,4,6,0,88,171,155,0,0,40832,208256,1899978188,3648228551
809,16,49,1,2,1,4,6,0,88,147,155,0,0,49792,62464,1952351284,1952351284
810,16,50,1,2,1,5,6,0,146,147,155,0,0,62464,195584,2458721337,2458721337
811,16,51,2,4,2,5,6,0,132,171,155,0,0,62464,341376,3513358125,3513358125
812,16,52,2,4,2,3,6,0,58,147,155,0,0,49792,71424,3489640467,3489640467
813,16,53,2,6,4,4,6,0,88,173,155,0,0,49792,217216,3652183278,3652183278
814,16,54,2,4,2,5,6,0,134,173,155,0,0,62464,350336,4318508972,4318508972
815,16,55,3,8,6,3,6,0,97,173,155,0,0,62464,496128,5304508993,5304508993
816,17,17,0,1,1,6,6,1,171,171,155,1,1,208256,208256,0,0
817,17,18,2,4,2,5,6,0,117,173,155,0,0,62464,217216,2324820026,2324820026
818,17,19,1,2,1,6,6,1,171,173,155,1,1,208256,217216,1537692837,1537692837
819,17,20,1,2,1,5,6,0,146,171,155,0,0,208256,363008,1849769198,1849769198
820,17,21,3,8,6,3,6,0,70,175,155,0,0,75904,231424,2771890969,2968884956
821,17,22,3,14,18,4,6,0,90,183,155,0,0,75904,282112,900159300,4843120997
822,17,23,2,4,2,5,6,0,116,175,155,0,0,75904,209024,2262924440,2484012703
823,17,24,3,14,18,4,6,0,90,177,155,0,0,62464,231424,1394136638,4672538679
824,17,25,2,4,2,5,6,0,147,175,155,0,0,208256,231424,542692904,603740977
825,17,26,3,14,18,4,6,0,117,183,155,0,0,75904,332800,1116319577,5760092498
826,17,27,2,6,4,5,6,0,126,183,155,0,0,75904,259712,412750290,4352217963
827,17,28,3,20,36,5,6,0,126,185,155,0,0,62464,282112,1134132941,5513534856
828,17,29,2,6,4,5,6,0,167,183,155,1,0,208256,282112,1552755434,2467976223
829,17,30,2,6,4,5,6,0,112,175,155,0,0,53504,209024,1761290474,2950895086
830,17,31,2,6,4,5,6,0,126,175,155,0,0,62464,209024,1149972993,4158017195
831,17,32,1,2,1,6,6,1,171,175,155,1,1,208256,209024,284368537,284368537
832,17,33,3,14,18,4,6,0,88,177,155,0,0,49792,230656,2083581189,5548761716
833,17,34,2,6,4,5,6,0,146,177,155,0,0,195584,230656,1455632558,2420155615
834,17,35,2,6,4,5,6,0,132,175,155,0,0,208256,363776,1993860946,2915293307
835,17,36,3,8,6,3,6,0,97,183,155,0,0,126592,332800,2957016864,3855831282
836,17,37,2,4,2,5,6,0,132,183,155,0,0,126592,259712,1553749186,2448215310
837,17,38,3,14,18,4,6,0,117,185,155,0,0,62464,332800,2776912784,4429475233
838,17,39,2,4,2,4,6,0,148,183,155,0,0,208256,332800,3406820133,3406820133
839,17,40,2,6,4,5,6,0,112,183,155,0,0,53504,259712,174104448,3871891175
840,17,41,2,6,4,5,6,0,142,183,155,0,0,62464,259712,1575771314,3100825520
841,17,42,1,2,1,6,6,1,171,183,155,1,1,208256,259712,1999491715,1999491715
842,17,43,3,14,18,4,6,0,88,185,155,0,0,49792,281344,3115629310,3866992827
843,17,44,2,6,4,5,6,0,146,185,155,0,0,195584,281344,3199044439,3199044439
844,17,45,2,6,4,4,6,0,132,183,155,0,0,208256,414464,3858799063,3858799063
845,17,46,2,4,2,3,6,0,53,171,155,0,0,31872,208256,1269491288,2470589462
846,17,47,2,6,4,4,6,0,88,171,155,0,0,40832,208256,1097281569,3648228551
847,17,48,1,2,1,5,6,0,132,171,155,0,0,186624,208256,601824394,601824394
848,17,49,2,4,2,4,6,0,88,171,155,0,0,49792,208256,2360003646,2458721337
849,17,50,1,2,1,5,6,0,146,171,155,0,0,195584,208256,1932609745,1932609745
850,17,51,1,2,1,5,6,0,132,171,155,0,0,208256,341376,2446228108,2446228108
851,17,52,3,8,6,3,6,0,58,173,155,0,0,49792,217216,3848809770,3848809770
852,17,53,2,4,2,5,6,0,134,173,155,0,0,195584,217216,3450190950,3450190950
853,17,54,2,6,4,5,6,0,132,173,155,0,0,195584,363008,3629404411,3629404411
854,17,55,2,4,2,3,6,0,97,171,155,0,0,208256,496128,4313402695,4313402695
855,18,18,0,1,1,5,5,0,117,117,155,0,0,71424,71424,0,0
856,18,19,1,2,1,5,6,0,117,173,155,0,0,71424,217216,1432186738,1432186738
857,18,20,2,3,1,5,6,0,117,173,155,0,0,71424,363008,2853253526,2853253526
858,18,21,3,6,3,3,5,0,70,131,155,0,0,71424,99072,4134848121,4134848121
859,18,22,3,10,9,4,6,0,90,169,155,0,0,71424,149760,2921573944,5657328730
860,18,23,3,10,9,4,6,0,88,151,155,0,0,49792,98304,3673323590,4462877720
861,18,24,2,4,2,5,5,0,117,131,155,0,0,71424,85632,2103246830,2103246830
862,18,25,3,10,9,4,6,0,90,177,155,0,0,71424,231424,2792313037,6062193844
863,18,26,3,10,9,4,6,0,117,169,155,0,0,71424,200448,2730682626,3926808605
864,18,27,3,14,18,4,6,0,88,169,155,0,0,49792,148992,2628842247,5145651619
865,18,28,2,6,4,5,6,0,117,169,155,0,0,71424,136320,1511651252,3726052041
866,18,29,3,14,18,5,6,0,117,185,155,0,0,71424,282112,2904070424,4339267221
867,18,30,3,10,9,4,6,0,88,151,155,0,0,40832,84864,3232918581,3966799723
868,18,31,2,6,4,4,6,0,88,151,155,0,0,49792,84864,1681055518,2446099809
869,18,32,3,14,18,4,6,0,88,177,155,0,0,49792,230656,2570898492,5548761716
870,18,33,1,2,1,5,5,0,117,121,155,0,0,71424,72192,287276800,287276800
871,18,34,2,6,4,5,6,0,117,177,155,0,0,71424,217984,1713017978,4155354558
872,18,35,3,10,9,5,6,0,117,177,155,0,0,71424,363776,3133275449,4790856317
873,18,36,3,6,3,3,6,0,97,165,155,0,0,71424,251136,3685262232,3685262232
874,18,37,3,10,9,4,6,0,88,167,155,0,0,49792,199680,2771921010,3452122621
875,18,38,2,4,2,5,6,0,117,165,155,0,0,71424,187008,2709855776,2709855776
876,18,39,3,10,9,4,6,0,117,185,155,0,0,71424,332800,4035475204,4035475204
877,18,40,3,10,9,4,6,0,88,167,155,0,0,40832,135552,2408265086,4639591399
878,18,41,2,6,4,4,6,0,88,167,155,0,0,49792,135552,1594500511,3222110165
879,18,42,3,14,18,4,6,0,88,185,155,0,0,49792,281344,3014654594,3866992827
880,18,43,1,2,1,5,6,0,117,155,155,0,0,71424,122880,2023467494,2023467494
881,18,44,2,6,4,5,6,0,117,185,155,0,0,71424,268672,3115359753,3115359753
882,18,45,3,10,9,4,6,0,117,185,155,0,0,71424,414464,4406437823,4406437823
883,18,46,3,6,3,3,6,0,53,147,155,0,0,31872,71424,2820475417,3481416405
884,18,47,2,4,2,4,6,0,88,147,155,0,0,40832,71424,1320127106,1952351284
885,18,48,3,10,9,4,6,0,88,173,155,0,0,40832,217216,2435157028,5040459491
886,18,49,1,2,1,4,5,0,88,117,155,0,0,49792,71424,608692452,608692452
887,18,50,2,6,4,4,6,0,88,173,155,0,0,49792,217216,1902168893,3652183278
888,18,51,3,10,9,4,6,0,88,173,155,0,0,49792,363008,3301781456,4318508972
889,18,52,1,2,1,3,5,0,58,117,155,0,0,58752,71424,1968725806,1968725806
890,18,53,1,2,1,5,5,0,117,134,155,0,0,71424,204544,2476129395,2476129395
891,18,54,2,4,2,5,6,0,117,173,155,0,0,71424,350336,3533882801,3533882801
892,18,55,3,6,3,3,6,0,97,173,155,0,0,71424,496128,4794339942,4794339942
893,19,19,0,1,1,6,6,1,173,173,155,1,1,217216,217216,0,0
894,19,20,1,2,1,5,6,0,146,173,155,0,0,217216,363008,1421069204,1421069204
895,19,21,3,8,6,3,6,0,70,177,155,0,0,84864,231424,4121274903,4176316601
896,19,22,3,14,18,4,6,0,90,185,155,0,0,84864,282112,2404181363,6024842335
897,19,23,3,14,18,4,6,0,90,177,155,0,0,62464,231424,3609442979,4672538679
898,19,24,2,4,2,5,6,0,121,177,155,0,0,84864,217984,2244420683,2463701062
899,19,25,2,4,2,5,6,0,147,177,155,0,0,217216,231424,2079888671,2079888671
900,19,26,3,14,18,4,6,0,117,185,155,0,0,84864,332800,1416497894,4844318594
901,19,27,3,20,36,5,6,0,126,185,155,0,0,62464,282112,1946194741,5513534856
902,19,28,2,6,4,5,6,0,131,185,155,0,0,84864,268672,411567828,4339267221
903,19,29,2,6,4,5,6,0,167,185,155,1,0,217216,282112,1500037745,3697551314
904,19,30,3,14,18,4,6,0,88,177,155,0,0,40832,230656,3103056283,4158017195
905,19,31,2,6,4,5,6,0,131,177,155,0,0,62464,217984,1749904844,2931665603
906,19,32,2,6,4,5,6,0,146,177,155,0,0,195584,230656,1663215802,2420155615
907,19,33,2,6,4,5,6,0,117,177,155,0,0,71424,217984,1149378200,4155354558
908,19,34,1,2,1,6,6,1,173,177,155,1,1,217216,217984,283881986,283881986
909,19,35,2,6,4,5,6,0,134,177,155,0,0,217216,363776,1701416749,4127401109
910,19,36,3,8,6,3,6,0,97,185,155,0,0,135552,332800,2310816931,3099069497
911,19,37,3,14,18,4,6,0,117,185,155,0,0,62464,332800,1357086725,4429475233
912,19,38,2,4,2,6,6,1,155,185,155,1,1,135552,268672,1557400513,2453959784
913,19,39,2,4,2,4,6,0,148,185,155,0,0,217216,332800,2698345770,2698345770
914,19,40,3,14,18,4,6,0,88,185,155,0,0,40832,281344,1517405999,5007497516
915,19,41,2,6,4,5,6,0,146,185,155,0,0,62464,268672,173896218,3866992827
916,19,42,2,6,4,5,6,0,146,185,155,0,0,195584,281344,1583028610,3199044439
917,19,43,2,6,4,5,6,0,117,185,155,0,0,71424,268672,1583217232,3115359753
918,19,44,1,2,1,6,6,1,173,185,155,1,1,217216,268672,2006504745,2006504745
919,19,45,2,6,4,4,6,0,134,185,155,0,0,217216,414464,3105028928,3105028928
920,19,46,3,8,6,3,6,0,53,173,155,0,0,31872,217216,2601899384,3648228551
921,19,47,2,4,2,4,6,0,88,173,155,0,0,40832,217216,1263437567,2458721337
922,19,48,2,4,2,5,6,0,132,173,155,0,0,186624,217216,1306765121,1932609745
923,19,49,2,6,4,4,6,0,88,173,155,0,0,49792,217216,1098557129,3652183278
924,19,50,1,2,1,5,6,0,146,173,155,0,0,195584,217216,601797286,601797286
925,19,51,2,6,4,5,6,0,132,173,155,0,0,195584,363008,1890219762,3629404411
926,19,52,2,4,2,3,6,0,58,173,155,0,0,58752,217216,2376925280,2476129395
927,19,53,1,2,1,5,6,0,134,173,155,0,0,204544,217216,1943990803,1943990803
928,19,54,1,2,1,5,6,0,134,173,155,0,0,217216,350336,2457656185,2457656185
929,19,55,2,4,2,3,6,0,97,173,155,0,0,217216,496128,3525490373,3525490373
930,20,20,0,1,1,5,5,0,146,146,155,0,0,363008,363008,0,0
931,20,21,3,6,3,3,6,0,70,167,155,0,0,98304,363776,4595455465,4818288202
932,20,22,3,10,9,4,6,0,90,169,155,0,0,98304,414464,2675790976,6701960198
933,20,23,3,10,9,4,6,0,90,175,155,0,0,75904,363776,4094452350,5290229614
934,20,24,3,10,9,4,6,0,90,177,155,0,0,84864,363776,3121204117,6465206341
935,20,25,2,4,2,5,6,0,146,167,155,0,0,230656,363776,2230802863,2448716083
936,20,26,3,10,9,4,6,0,117,169,155,0,0,148992,414464,809703025,4779178874
937,20,27,3,14,18,4,6,0,126,183,155,0,0,75904,414464,2185964334,6212422012
938,20,28,3,14,18,4,6,0,131,185,155,0,0,84864,414464,1457399460,5285344680
939,20,29,2,6,4,4,6,0,146,169,155,0,0,230656,414464,410487151,4327883161
940,20,30,3,10,9,5,6,0,112,175,155,0,0,53504,363776,3601510737,4799587937
941,20,31,3,14,18,5,6,0,126,177,155,0,0,62464,363776,2715190859,5954924682
942,20,32,2,6,4,5,6,0,132,175,155,0,0,208256,363776,1740163567,2915293307
943,20,33,3,10,9,5,6,0,117,177,155,0,0,71424,363776,2569894139,4790856317
