observable_id,observable_code,value_x1e12,aux_id
0,0,2,-1
1,1,626107108209,-1
2,2,373892891791,-1
3,3,238962451389,-1
4,4,238962451389,-1
5,5,190831926563,-1
6,6,319560035288,-1
7,7,809168073437,-1
8,8,680439964712,-1
9,9,489608038149,-1
10,10,510391961851,-1
11,11,761037548611,-1
12,12,587252536214,-1
13,13,97644498065,-1
14,14,163164463191,-1
15,15,194971099061,-1
16,16,158720315577,-1
17,17,539439395042,-1
18,18,487427020606,-1
19,19,626537379689,-1
20,20,16,-1
21,21,4007,-1
