observable_id,observable_code,value
0,0,1
1,1,1
2,2,37
3,3,21
4,4,17
5,5,16
6,6,1
7,7,17
8,8,2
9,9,4
10,10,4
11,11,1
12,12,12
13,13,8
14,14,4
15,15,12
16,16,0
17,17,0
