shell,scale,sample,local_eta,target_2_over_w,eta_minus_target,top_eigen,p_min,p_max,psi,ratio,theta_std,theta_min,theta_max
12,0,0,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,0.0,0.0
12,0,1,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,-0.0,-0.0
12,0,2,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,0.0,0.0
12,0,3,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,0.0,0.0
12,0,4,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,-0.0,-0.0
12,0,5,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,-0.0,-0.0
12,0,6,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,-0.0,-0.0
12,0,7,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,0.0,0.0
12,0,8,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,-0.0,-0.0
12,0,9,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,0.0,0.0
12,0,10,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,-0.0,-0.0
12,0,11,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,0.0,0.0
12,0,12,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,-0.0,-0.0
12,0,13,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,-0.0,-0.0
12,0,14,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,-0.0,-0.0
12,0,15,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,-0.0,-0.0
12,0,16,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,-0.0,-0.0
12,0,17,0.04347826086956503,0.16666666666666666,-0.12318840579710164,0.9999999999999972,0.0416666666666667,0.04166666666666694,0.0,1.0,0.0,0.0,0.0
