source_path,augmented_path,row_count,added_columns,has_source_sector,has_raw_sector,has_source_set_column,has_raw_set_column,rows_with_direct_sector,rows_with_perennial_id,unresolved_direct_rows,sector_mismatch_count,source_sha256,augmented_sha256
data/invariants/d20/theorems/tiny_pointer_a985_all_open_sector_normalization_fixture_atlas/open_sector_fixture_coordinate_nonzeros.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_all_open_sector_normalization_fixture_atlas/open_sector_fixture_coordinate_nonzeros.csv,72272,perennial_id|coordinate_fingerprint_id,True,True,False,False,72272,72272,0,0,ccdb23c54c6443da738fc360dbf0a4e4761529e4d4a1aa76bd532d3d23b568b2,63b72afa778510af5d26a2085a967e200a66eaf5139ffc6da2b4f0b49a52e512
data/invariants/d20/theorems/tiny_pointer_a985_all_open_sector_normalization_fixture_atlas/open_sector_fixture_gl_source_and_solution.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_all_open_sector_normalization_fixture_atlas/open_sector_fixture_gl_source_and_solution.csv,3940,perennial_id|coordinate_fingerprint_id,True,True,False,False,3940,3940,0,0,ecbad5daa32991d34ac6e0af82f73c34e540df23beeb5325a8655e5582c1f418,484c6aee32310a2d40727771318869f1a9f14be4648b439f53b56a22f3bf0573
data/invariants/d20/theorems/tiny_pointer_a985_all_open_sector_normalization_fixture_atlas/open_sector_fixture_solver_residuals.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_all_open_sector_normalization_fixture_atlas/open_sector_fixture_solver_residuals.csv,970,perennial_id|coordinate_fingerprint_id,True,True,False,False,970,970,0,0,bcbccac3f823a76df6c245beac9f7501e8dc181a9f064583bed15e969cc613f1,7644d5062fe37eb125680bf8cecad1deb3163a5d32b8eaac22ce2aa82d724275
data/invariants/d20/theorems/tiny_pointer_a985_all_open_sector_normalization_fixture_atlas/open_sector_fixture_summary.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_all_open_sector_normalization_fixture_atlas/open_sector_fixture_summary.csv,30,perennial_id|coordinate_fingerprint_id,True,True,False,False,30,30,0,0,7a730576fea4e6bdd26ded6fc19ab6014db4498be09970f6df9e088919435a41,955e7cc269a7c26ca277e2b4f71e7970f3f284727b451ec547f34b5aab9dd008
data/invariants/d20/theorems/tiny_pointer_a985_burning_ship_fold_frame_normalization_anchors/burning_ship_fold_frame_normalization_anchors.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_burning_ship_fold_frame_normalization_anchors/burning_ship_fold_frame_normalization_anchors.csv,3,zero_sectors_perennial_ids,False,False,True,False,0,0,0,0,4f30c3da284c8b2b2fe5e0706da83fce2280b599e4e135dfe8029a67828af5ff,9fd42834ce73eb2137ae112a41b120e24b98f4437e4150e7b5bf8fac9d96ea4d
data/invariants/d20/theorems/tiny_pointer_a985_burning_static_constructed_representative/burning_static_constructed_trace_profile.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_burning_static_constructed_representative/burning_static_constructed_trace_profile.csv,117,,True,True,False,False,117,117,0,0,3890be2b3a987afed9ea397bb9026af9baa5b066c620484440384b4fb6799a07,3890be2b3a987afed9ea397bb9026af9baa5b066c620484440384b4fb6799a07
data/invariants/d20/theorems/tiny_pointer_a985_burning_static_constructed_representative/burning_static_constructed_trace_support_summary.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_burning_static_constructed_representative/burning_static_constructed_trace_support_summary.csv,3,,False,False,True,True,0,0,0,0,5a1cfe764c1447952dd90feb88369be8a7744192952e26a5ffb673ebb88860f9,5a1cfe764c1447952dd90feb88369be8a7744192952e26a5ffb673ebb88860f9
data/invariants/d20/theorems/tiny_pointer_a985_burning_static_designed_frame_section/burning_static_designed_trace_profile.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_burning_static_designed_frame_section/burning_static_designed_trace_profile.csv,117,,True,True,False,False,117,117,0,0,41fad0192233951ecb1dcc28a9777af793e3997578a0a72a638742767bb8ed5a,41fad0192233951ecb1dcc28a9777af793e3997578a0a72a638742767bb8ed5a
data/invariants/d20/theorems/tiny_pointer_a985_burning_static_designed_frame_section/burning_static_designed_trace_support_summary.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_burning_static_designed_frame_section/burning_static_designed_trace_support_summary.csv,3,,False,False,True,True,0,0,0,0,de6abe5c05c98f6c0c9b94c66bd0c8862869b451d303a591e54a7153474e84d4,de6abe5c05c98f6c0c9b94c66bd0c8862869b451d303a591e54a7153474e84d4
data/invariants/d20/theorems/tiny_pointer_a985_burning_static_public_zero_alignment/burning_static_constructed_kernel_summary.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_burning_static_public_zero_alignment/burning_static_constructed_kernel_summary.csv,3,,False,False,True,False,0,0,0,0,0f62e4b6581bd43880354d4f8fe44291af8180bb8ba7b9dd6e3c5f8ad7d6f16c,0f62e4b6581bd43880354d4f8fe44291af8180bb8ba7b9dd6e3c5f8ad7d6f16c
data/invariants/d20/theorems/tiny_pointer_a985_burning_static_public_zero_alignment/burning_static_designed_kernel_summary.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_burning_static_public_zero_alignment/burning_static_designed_kernel_summary.csv,3,zero_sectors_perennial_ids,False,False,True,False,0,0,0,0,559ebc318d2b09058bbaa61e8ade18b64c07442284364c53bdf859cdba62d97e,0f62e4b6581bd43880354d4f8fe44291af8180bb8ba7b9dd6e3c5f8ad7d6f16c
data/invariants/d20/theorems/tiny_pointer_a985_burning_static_public_zero_alignment/burning_static_fourier_public_zero_overlap.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_burning_static_public_zero_alignment/burning_static_fourier_public_zero_overlap.csv,45,,False,False,True,False,0,0,0,0,28ac6d1c9df5fc8a764f7ffc51016bf9d175e4baea4b3359d82c7d0cf7164c57,28ac6d1c9df5fc8a764f7ffc51016bf9d175e4baea4b3359d82c7d0cf7164c57
data/invariants/d20/theorems/tiny_pointer_a985_burning_static_public_zero_alignment/burning_static_public_zero_support_alignment.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_burning_static_public_zero_alignment/burning_static_public_zero_support_alignment.csv,18,,False,False,True,False,0,0,0,0,c8b6c05bb2f8fe72a6969ac61cc8ec8fa364aeda9a3894951006022d2c1ca012,c8b6c05bb2f8fe72a6969ac61cc8ec8fa364aeda9a3894951006022d2c1ca012
data/invariants/d20/theorems/tiny_pointer_a985_burning_static_sector33_detector/burning_static_sector33_detector_generators.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_burning_static_sector33_detector/burning_static_sector33_detector_generators.csv,2,,False,False,True,False,0,0,0,0,1a89e46b727cefc50302169cda3132d9ce94e6feeeb18683156fb10086e5fd89,1a89e46b727cefc50302169cda3132d9ce94e6feeeb18683156fb10086e5fd89
data/invariants/d20/theorems/tiny_pointer_a985_burning_static_sector33_detector/burning_static_sector33_detector_table.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_burning_static_sector33_detector/burning_static_sector33_detector_table.csv,39,,True,True,False,False,39,39,0,0,ae481085cae797cbbe913b0830b2b57b482d0a1105d6adecb977673548acc887,ae481085cae797cbbe913b0830b2b57b482d0a1105d6adecb977673548acc887
data/invariants/d20/theorems/tiny_pointer_a985_burning_static_trace_evaluator/burning_static_trace_evaluator_identity_selftest.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_burning_static_trace_evaluator/burning_static_trace_evaluator_identity_selftest.csv,39,,True,True,False,False,39,39,0,0,4df48cdf21dec0fe8d87d1080230001085c5a0e3b244499e8bf3b580a9c0bc7b,4df48cdf21dec0fe8d87d1080230001085c5a0e3b244499e8bf3b580a9c0bc7b
data/invariants/d20/theorems/tiny_pointer_a985_canonical_sector_characters/canonical_sector_character_table.csv,data/invariants/d20/theorems/tiny_pointer_a985_perennial_sector_report_coverage/augmented/tiny_pointer_a985_canonical_sector_characters/canonical_sector_character_table.csv,38415,,True,True,False,False,38415,38415,0,0,d94a6767239ecf1f1454a868bd4f4c9d3776e7fc3688b21bc02ee226640b858a,d94a6767239ecf1f1454a868bd4f4c9d3776e7fc3688b21bc02ee226640b858a
