bridge_id,tail_start_sample_count,formind_probe_end_sample_count,formula_count,positive_term_count,negative_term_count,cover_assignment_count,covered_negative_term_count,formula_tail_nonnegative_count,lower_ray_certificate_count,upper_ray_certificate_count,long_formind_certified_flag
0,257,256,26,290,291,306,291,26,306,306,1
