observable_id,observable_code,value
0,0,5
1,1,5
2,2,1086
3,3,3
4,4,543
5,5,63
6,6,480
7,7,63
8,8,63
9,9,124
10,10,63
11,11,1
12,12,0
13,13,0
14,14,9
15,15,0
16,16,0
17,17,0
18,18,1
19,19,144
20,20,0
21,21,0
22,22,0
23,23,4
24,24,5
