operator_id,null_point,operator_kind,fit_energy_fraction,relative_reconstruction_error,A6_participation_rank,A6_frobenius_norm,S4_invariant_energy_fraction,signedS4D6_invariant_energy_fraction,full_WD6_invariant_energy_fraction,full_WD6_breaking_energy_fraction,pair3_descent_energy_fraction,pair3_breaking_energy_fraction,total_energy,symmetric_energy_fraction,antisymmetric_energy_fraction,skew_exact_energy_fraction,skew_nonexact_energy_fraction,all_triangle_curl_rms,all_triangle_curl_max_abs,top_curl_triangle,top_curl_type,top_curl_value,fano_star_curl_rms,fano_star_curl_max_abs,tetra_face_curl_rms,tetra_face_curl_max_abs,opposite_pair_skew_rms,opposite_pair_skew_max_abs,potential_phi_json
R_full,001,raw,0.007529727777430895,0.9962280222030343,1.0006690644303515,857950.9728410336,0.432124607154954,0.1656118491469853,0.1656118491469882,0.8343881508530118,0.9999999999999989,1.1102230246251565e-15,736079871798.8759,0.9971700796561402,0.0028299203438595694,0.9999999999999999,1.8044025131752493e-28,2.374453614610514e-10,4.6202330850064754e-10,"B-,B+,V-",other_triangle,4.6202330850064754e-10,2.9573825401473146e-10,4.18367562815547e-10,2.9573825401473146e-10,4.18367562815547e-10,2.1845459585349956e-10,3.7834979593753815e-10,"[-3803.367845948126, -3803.3678459478992, 7606.73569189611, 7606.735691896108, -3803.3678459480952, -3803.3678459481007]"
R_full,001,normalized,0.009561337827212121,0.9952078487294944,1.0001179547738088,20636.6414366846,0.4275399104128383,0.1648210149767853,0.16482101497678858,0.8351789850232114,0.9999999999999989,1.1102230246251565e-15,425870969.7862879,0.9945220223172703,0.005477977682729811,0.9999999999999998,5.068756466098048e-28,1.3319602985798715e-11,2.432898327242583e-11,"B-,B+,V-",other_triangle,2.432898327242583e-11,1.7183127126015678e-11,2.432898327242583e-11,1.7183127126015678e-11,2.432898327242583e-11,1.2339841297507275e-11,2.1373125491663814e-11,"[-127.28226692549835, -127.28226692548503, 254.56453385099013, 254.56453385098982, -127.28226692549836, -127.28226692549836]"
R_full,010,raw,0.2815117517734585,0.8476368610593458,1.0060651034448618,920596.4830447244,0.4476518043737741,0.16562651657293492,0.16562651657293795,0.8343734834270621,0.9928864953436843,0.007113504656315661,847497884594.3157,0.9962335334168826,0.0037664665831172177,0.8225865295723381,0.17741347042766228,9216.696696214358,20609.160340733073,"B+,V-,V+",other_triangle,-20609.160340733073,3.833270005780976e-09,5.446167961054016e-09,3.833270005780976e-09,5.446167961054016e-09,773.6683379274982,1340.0328694977943,"[-3439.2384406053757, -3439.2384406089864, 678.7732023837393, 13078.1805600413, -3439.2384406053366, -3439.23844060534]"
R_full,010,normalized,0.2825132194610562,0.8470459140677933,1.006592571792518,786330.6767372048,0.4495153549501757,0.16527128063079824,0.16527128063080074,0.8347287193691992,0.9935526370391357,0.006447362960864345,618315933177.9905,0.9966103792083731,0.0033896207916268746,0.8222067948200315,0.17779320517996838,7476.252928692793,16717.40976553903,"B-,V-,V+",other_triangle,-16717.40976553903,1.2057289316935842e-09,1.786247594282031e-09,1.2057289316935842e-09,1.786247594282031e-09,708.4121083627522,1227.0057643812759,"[-2805.0487618633065, -2805.0487618644343, 651.1304840715857, 10569.064563382955, -2805.048761863396, -2805.0487618634033]"
R_full,011,raw,0.2815117517734588,0.8476368610593458,1.006065103444862,920596.4830447235,0.44765180437377405,0.16562651657293606,0.16562651657293803,0.834373483427062,0.9928864953436846,0.007113504656315439,847497884594.314,0.9962335334168828,0.0037664665831172173,0.8225865295723381,0.1774134704276617,9216.696696214332,20609.160340733008,"B-,V-,V+",other_triangle,20609.160340733008,5.354066615007208e-09,7.639755494892597e-09,5.354066615007208e-09,7.639755494892597e-09,773.6683379274964,1340.0328694977911,"[-3439.238440605045, -3439.238440609988, 13078.18056004128, 678.7732023837607, -3439.2384406050087, -3439.2384406050087]"
R_full,011,normalized,0.2825132194610569,0.8470459140677932,1.0065925717925184,786330.6767372031,0.4495153549501761,0.1652712806307987,0.1652712806308008,0.8347287193691992,0.9935526370391358,0.0064473629608642335,618315933177.9877,0.9966103792083731,0.003389620791626813,0.8222067948200303,0.1777932051799689,7476.252928692718,16717.40976553888,"B-,V-,V+",other_triangle,16717.40976553888,1.679545462579454e-09,2.4901964934542775e-09,1.679545462579454e-09,2.4901964934542775e-09,708.4121083627539,1227.0057643812788,"[-2805.0487618631814, -2805.0487618647094, 10569.064563382828, 651.1304840715738, -2805.0487618632587, -2805.0487618632587]"
R_full,100,raw,0.2815117517734586,0.8476368610593458,1.0032004206332625,1221687.0454015052,0.3087905455318985,0.16626726192481084,0.16626726192481006,0.83373273807519,0.21272652693802557,0.7872734730619744,1492519236901.8596,0.9985729237264234,0.0014270762735766687,0.8398254223402113,0.16017457765978876,7153.6219455311775,13060.667024771536,"B-,V-,S+",tetra_face,13060.667024771536,7.487000166478158e-10,1.0796838978421874e-09,9235.28622003538,13060.667024771536,10873.369872072426,13301.519371624167,"[6539.090280020613, -4585.651254141954, 678.7732023837493, -4585.651254141477, 6539.0902800204985, -4585.6512541414295]"
R_full,100,normalized,0.2815062207551304,0.8476401236638513,1.003219824463762,1211623.424760273,0.30864653026908306,0.16625377141909958,0.166253771419096,0.833746228580904,0.212521651286276,0.787478348713724,1468031323427.813,0.9985280615862504,0.0014719384137497214,0.8390191327864749,0.16098086721352486,7223.459491718694,13188.172356133426,"B-,V-,V+",other_triangle,13188.172356133426,3.0792614768466724e-10,3.906848178303335e-10,9325.446104476798,13188.172356133422,10952.059423246854,13399.014841119864,"[6587.865739421864, -4613.120375674822, 663.629648183244, -4613.120375674651, 6587.865739419027, -4613.120375674659]"
R_full,101,raw,0.2815117517734598,0.8476368610593458,1.0032004206332628,1221687.045401505,0.30879054553189833,0.1662672619248109,0.16626726192481014,0.8337327380751899,0.21272652693802507,0.7872734730619749,1492519236901.859,0.998572923726423,0.0014270762735767047,0.8398254223402112,0.16017457765978924,7153.6219455312785,13060.667024771896,"B-,B+,S+",other_triangle,-13060.667024771896,7.034487344110692e-11,9.094947017729282e-11,9235.286220035514,13060.667024771894,10873.369872072566,13301.519371624552,"[-4585.651254141651, 678.7732023837469, 6539.090280020497, -4585.651254141675, -4585.6512541417005, 6539.0902800207805]"
R_full,101,normalized,0.2815062207551312,0.8476401236638513,1.0032198244637622,1211623.4247602762,0.3086465302690833,0.1662537714190988,0.16625377141909592,0.8337462285809041,0.21252165128627637,0.7874783487137236,1468031323427.8206,0.9985280615862503,0.0014719384137497217,0.839019132786476,0.1609808672135237,7223.459491718688,13188.172356130552,"B+,S-,S+",other_triangle,13188.172356130552,1.7187898065874892e-10,2.7284841053187847e-10,9325.446104476792,13188.17235613055,10952.059423246888,13399.014841117058,"[-4613.120375674801, 663.6296481832667, 6587.8657394204065, -4613.1203756747145, -4613.120375674675, 6587.865739420515]"
