original_Romega_mode,mode_singular_value,null_point,fit_energy_fraction,relative_reconstruction_error,A6_participation_rank,full_WD6_invariant_energy_fraction,full_WD6_breaking_energy_fraction,pair3_descent_energy_fraction,pair3_breaking_energy_fraction,antisymmetric_energy_fraction,skew_exact_energy_fraction,skew_nonexact_energy_fraction,fano_star_curl_rms,tetra_face_curl_rms,opposite_pair_skew_rms,top_curl_triangle,top_curl_type,top_relation_orbit_by_mean,top_relation_mean
1,1659.5680259168257,011,0.36520266393792317,0.796741699713324,1.0000000000000002,4.165033163437251e-05,0.9999583496683656,0.47331626530291127,0.5266837346970887,0.499875049005097,0.796112844871241,0.20388715512875918,4.732772779376308e-11,4.732772779376308e-11,556.21714227678,"B-,V-,V+",other_triangle,adjacent_edges,-3989.253803392758
2,1395.8983985257423,010,0.18815782763566472,0.9010228478592189,1.0000000000000004,0.16558079895975006,0.8344192010402499,0.9944181932835451,0.005581806716454918,0.003257603120749887,0.8797965766657789,0.12020342333422086,3.938549067441325e-10,3.938549067441325e-10,134.8970564682073,"B+,V-,V+",other_triangle,same_edge,46592.671642083376
3,515.473300481971,011,0.10982760595284051,0.943489477443792,1.0000000000000009,0.06672318450027416,0.9332768154997259,0.7545653085772281,0.24543469142277186,0.29983044649917756,0.8232698084979072,0.1767301915020925,9.65975801304292e-11,9.65975801304292e-11,2.0825784802168448,"B+,V-,V+",other_triangle,opposite_edges,5089.058386600664
4,198.3042957064743,010,0.03802891156324555,0.9808012481827061,1.0,0.1638815664988101,0.8361184335011899,0.9792545578744629,0.020745442125537084,0.008355300503569663,0.8230646147286124,0.17693538527138752,1.9382780693616414e-10,1.9382780693616414e-10,11.246546914882444,"B-,V-,V+",other_triangle,same_edge,20211.15322820834
5,150.90564032172816,100,0.10242704256762727,0.9474032707524155,1.0,0.16648976845614644,0.8335102315438536,0.21548785961141526,0.7845121403885847,0.0005306946315608617,0.8009289594667556,0.19907104053324443,1.026797236921239e-10,2126.509651231591,2246.758990907239,"B-,V-,V+",other_triangle,same_edge,68926.95814314544
6,130.25919498638805,001,0.0005830676064047381,0.9997084236884249,1.0000000000000027,0.14117952693230093,0.858820473067699,0.9999999999999984,1.5543122344752192e-15,0.07646141920309636,0.9999999999999997,4.6561671291945606e-29,2.4959192691501367e-15,2.4959192691501367e-15,1.3654878164326829e-15,"B-,B+,V+",other_triangle,opposite_edges,0.46901528403473286
