truncation_rank,null_point,operator_kind,fit_energy_fraction,relative_reconstruction_error,A6_participation_rank,full_WD6_invariant_energy_fraction,pair3_descent_energy_fraction,antisymmetric_energy_fraction,skew_nonexact_energy_fraction,fano_star_curl_rms,tetra_face_curl_rms,top_curl_triangle,top_curl_type
1,011,normalized,0.36520266393792317,0.7967416997133241,1.0000000000000004,4.165033163437276e-05,0.47331626530291127,0.4998750490050969,0.20388715512875918,4.5036294969865856e-11,4.5036294969865856e-11,"B-,V-,V+",other_triangle
2,011,normalized,0.2931672810763993,0.8407334410641706,1.0552431334608354,0.1653965359869856,0.9854243782022911,0.030631389599929983,0.17599782627356222,5.764247943325751e-10,5.764247943325751e-10,"B+,V-,V+",other_triangle
3,011,normalized,0.28274101259371764,0.8469114401200887,1.0159321357123707,0.16338961787984171,0.9939708927091636,0.007526462456895937,0.1737619225565848,6.5491005041627e-10,6.5491005041627e-10,"B-,V-,V+",other_triangle
4,011,normalized,0.286103109568407,0.8449241921211589,1.0114030571920594,0.16383790243977547,0.9909370135362525,0.007740907082673905,0.17538301566315892,9.273059542533468e-10,9.273059542533468e-10,"B-,V-,V+",other_triangle
5,011,normalized,0.28390641839383074,0.8462231275533475,1.0073087348242815,0.1648563683391055,0.9922560320589467,0.004677201416082456,0.17754008248060169,1.4760290750756625e-09,1.4760290750756625e-09,"B-,V-,V+",other_triangle
6,011,normalized,0.28381040271478647,0.8462798575443076,1.0072948788476606,0.16487230104383446,0.992245371540145,0.0046963801366107375,0.17754185001420503,1.496437544420462e-09,1.496437544420462e-09,"B-,V-,V+",other_triangle
8,011,normalized,0.2832333393806474,0.8466207300907252,1.0067793389996857,0.16523012879981297,0.9934160214411056,0.003335398746902941,0.177740210930759,1.659832366522751e-09,1.659832366522751e-09,"B-,V-,V+",other_triangle
12,011,normalized,0.28252031468127864,0.8470417258427838,1.006647098972297,0.16524346660184316,0.993455047075297,0.003477552134751026,0.17778045222178646,1.6718089433001298e-09,1.6718089433001298e-09,"B-,V-,V+",other_triangle
16,011,normalized,0.2825132194610591,0.8470459140677917,1.006592571792518,0.1652712806308007,0.9935526370391355,0.003389620791626951,0.17779320517996908,1.6783333782437534e-09,1.6783333782437534e-09,"B-,V-,V+",other_triangle
