group,size,invariant_energy_fraction_vs_Rfoam,breaking_energy_fraction_vs_Rfoam,invariant_cos2_with_Rfoam,invariant_participation_rank,breaking_participation_rank
signed_fano_768,768,0.0006834502073553724,0.9993165497926445,0.0006834502073553978,1.322041830942253,1.940659369646148
full_WD6_23040,23040,0.0006812361176254168,0.9993187638823741,0.0006812361176259294,1.3263386072936612,1.9425640378000895
