observable_id,observable_code,value_x1e12,aux_id
0,0,2000000000000,-1
1,1,7000000000000,-1
2,2,6000000000000,-1
3,3,1000000000000,-1
4,4,24000000000000,-1
5,5,48000000000000,-1
6,6,0,-1
7,7,0,-1
8,8,0,-1
9,9,3000000000000,-1
10,10,3000000000000,-1
11,11,10000000000000,-1
12,12,14000000000000,-1
13,13,1000000000000,-1
14,14,62000000000000,-1
15,15,24000000000000,-1
