prefix_class_id,source_trace_class_id,member_candidate_count,member_candidate_id_0,member_candidate_id_1,member_candidate_id_2,member_candidate_id_3,member_candidate_id_4,member_candidate_id_5,member_candidate_id_6,prefix_length,prefix_symbol_0_id,prefix_symbol_1_id,prefix_symbol_2_id,prefix_symbol_3_id,prefix_symbol_4_id,prefix_symbol_5_id,prefix_symbol_6_id,promotion_suffix_length,promotion_suffix_symbol_0_id,promotion_suffix_symbol_1_id,promotion_suffix_symbol_2_id,promotion_suffix_symbol_3_id,base_word_length,base_word_symbol_0_id,base_word_symbol_1_id,base_word_symbol_2_id,base_word_symbol_3_id,base_word_symbol_4_id,base_word_symbol_5_id,base_word_symbol_6_id,base_word_symbol_7_id,base_word_symbol_8_id,base_word_symbol_9_id,prefix_carrier_path_count,prefix_endpoint_distinct_count,prefix_endpoint_carrier_0_count,prefix_endpoint_carrier_1_count,prefix_endpoint_carrier_2_count,prefix_endpoint_carrier_3_count,prefix_endpoint_carrier_4_count,prefix_endpoint_carrier_5_count,prefix_endpoint_carrier_6_count,prefix_endpoint_carrier_7_count,prefix_endpoint_carrier_8_count,prefix_endpoint_carrier_9_count,prefix_endpoint_carrier_10_count,prefix_endpoint_carrier_11_count,prefix_endpoint_carrier_12_count,prefix_endpoint_carrier_13_count,promoted_closed_path_count,fixed_tail_substitution_space_count,fixed_tail_substitution_strong_closed_hit_count,unfixed_tail_substitution_space_count,unfixed_tail_substitution_strong_closed_hit_count,minimal_mixed_edit_cost,minimal_strongification_word_count,best_strongification_witness_id
0,0,6,20,263,264,265,270,273,-1,5,2,1,4,5,2,-1,-1,1,5,-1,-1,-1,6,2,1,4,5,2,5,-1,-1,-1,-1,24,5,0,0,6,6,0,0,0,0,0,0,4,4,4,0,4,216,0,7776,0,3,10,6
1,1,1,104,-1,-1,-1,-1,-1,-1,6,2,1,3,4,5,2,-1,1,5,-1,-1,-1,7,2,1,3,4,5,2,5,-1,-1,-1,48,5,0,0,12,12,0,0,0,0,0,0,8,8,8,0,8,1296,0,46656,0,3,14,17
