observable_id,observable_code,value_x1e12,aux_id
0,0,10,-1
1,1,3,-1
2,2,2,-1
3,3,1,-1
4,4,8,-1
5,5,6,-1
6,6,0,-1
7,7,10,-1
8,8,2,-1
9,9,2,-1
10,10,1,-1
11,11,1,-1
12,12,6,-1
13,13,1,-1
14,14,7,-1
15,15,19,-1
