observable_id,observable_code,value,scale_code
0,0,4903515,0
1,1,10635,0
2,2,4892880,0
3,3,4903515,0
4,4,0,0
5,5,8,0
6,6,141,0
7,7,123,0
8,8,12280656,0
9,9,12226284,0
10,10,60,0
11,11,56,0
12,12,279067,0
13,13,1,0
14,14,0,0
