signature_edge_id,source_signature_class_id,target_signature_class_id,shared_active_atom_count,source_carrier_atom_mask,target_carrier_atom_mask
7454,102,116,1,16,524434
7455,102,117,1,16,524434
7456,102,118,1,16,524434
7457,102,119,1,16,524434
7458,102,120,1,16,524434
7459,102,121,1,16,524434
7460,102,122,1,16,524434
7461,102,123,1,16,524434
7462,102,124,1,16,524434
7463,102,125,1,16,524434
7464,103,104,1,16,16
7465,103,105,1,16,16
7466,103,106,1,16,524434
7467,103,107,1,16,524434
7468,103,108,1,16,524434
7469,103,109,1,16,524434
7470,103,110,1,16,524434
7471,103,111,1,16,524434
7472,103,112,1,16,524434
7473,103,113,1,16,524434
7474,103,114,1,16,524434
7475,103,115,1,16,524434
7476,103,116,1,16,524434
7477,103,117,1,16,524434
7478,103,118,1,16,524434
7479,103,119,1,16,524434
7480,103,120,1,16,524434
7481,103,121,1,16,524434
7482,103,122,1,16,524434
7483,103,123,1,16,524434
7484,103,124,1,16,524434
7485,103,125,1,16,524434
7486,104,105,1,16,16
7487,104,106,1,16,524434
7488,104,107,1,16,524434
7489,104,108,1,16,524434
7490,104,109,1,16,524434
7491,104,110,1,16,524434
7492,104,111,1,16,524434
7493,104,112,1,16,524434
7494,104,113,1,16,524434
7495,104,114,1,16,524434
7496,104,115,1,16,524434
7497,104,116,1,16,524434
7498,104,117,1,16,524434
7499,104,118,1,16,524434
7500,104,119,1,16,524434
7501,104,120,1,16,524434
7502,104,121,1,16,524434
7503,104,122,1,16,524434
7504,104,123,1,16,524434
7505,104,124,1,16,524434
7506,104,125,1,16,524434
7507,105,106,1,16,524434
7508,105,107,1,16,524434
7509,105,108,1,16,524434
7510,105,109,1,16,524434
7511,105,110,1,16,524434
7512,105,111,1,16,524434
7513,105,112,1,16,524434
7514,105,113,1,16,524434
7515,105,114,1,16,524434
7516,105,115,1,16,524434
7517,105,116,1,16,524434
7518,105,117,1,16,524434
7519,105,118,1,16,524434
7520,105,119,1,16,524434
7521,105,120,1,16,524434
7522,105,121,1,16,524434
7523,105,122,1,16,524434
7524,105,123,1,16,524434
7525,105,124,1,16,524434
7526,105,125,1,16,524434
7527,106,107,4,524434,524434
7528,106,108,4,524434,524434
7529,106,109,4,524434,524434
7530,106,110,4,524434,524434
7531,106,111,4,524434,524434
7532,106,112,4,524434,524434
7533,106,113,4,524434,524434
7534,106,114,4,524434,524434
7535,106,115,4,524434,524434
7536,106,116,4,524434,524434
7537,106,117,4,524434,524434
7538,106,118,4,524434,524434
7539,106,119,4,524434,524434
7540,106,120,4,524434,524434
7541,106,121,4,524434,524434
7542,106,122,4,524434,524434
7543,106,123,4,524434,524434
7544,106,124,4,524434,524434
7545,106,125,4,524434,524434
7546,106,126,2,524434,524416
7547,106,127,2,524434,524416
7548,106,128,2,524434,524416
7549,106,129,2,524434,524416
7550,106,130,1,524434,524288
7551,106,131,1,524434,524288
7552,106,132,1,524434,524288
7553,106,133,1,524434,524288
7554,106,134,1,524434,128
7555,106,135,1,524434,128
7556,106,136,1,524434,128
7557,106,137,1,524434,128
7558,106,138,1,524434,128
7559,106,139,1,524434,128
7560,106,140,1,524434,128
7561,106,141,1,524434,128
7562,106,142,1,524434,128
7563,106,143,1,524434,128
7564,106,144,1,524434,128
7565,106,151,2,524434,524416
7566,106,152,2,524434,524416
7567,106,153,2,524434,524416
7568,106,154,2,524434,524416
7569,106,155,2,524434,526464
7570,106,156,2,524434,526464
7571,106,157,2,524434,526464
7572,106,158,2,524434,526464
7573,106,159,2,524434,526464
7574,106,160,2,524434,526464
7575,106,161,2,524434,526464
7576,106,162,2,524434,526464
7577,106,163,2,524434,526464
7578,106,164,2,524434,526464
7579,106,165,2,524434,526464
7580,106,166,2,524434,526464
7581,106,167,2,524434,526464
7582,106,168,2,524434,526464
7583,106,169,2,524434,526464
7584,106,170,2,524434,526464
7585,106,171,2,524434,526464
7586,106,172,2,524434,526464
7587,106,173,1,524434,524288
7588,106,174,1,524434,524288
7589,106,175,1,524434,524288
7590,106,176,1,524434,524288
7591,106,177,1,524434,524288
7592,106,178,1,524434,524288
7593,106,179,1,524434,524288
7594,106,180,1,524434,524288
7595,106,181,1,524434,524288
7596,106,182,1,524434,524288
7597,106,183,1,524434,524288
7598,106,197,1,524434,524288
7599,106,198,1,524434,524288
7600,106,199,1,524434,524288
7601,106,200,1,524434,524288
7602,106,201,1,524434,524288
7603,106,202,1,524434,524288
7604,106,203,1,524434,524288
7605,106,204,1,524434,524288
7606,106,205,1,524434,524288
7607,106,206,1,524434,524288
7608,106,207,1,524434,524288
7609,106,208,1,524434,524288
7610,106,209,1,524434,524288
7611,106,210,1,524434,524288
7612,106,211,1,524434,524288
7613,106,212,1,524434,528384
7614,106,213,1,524434,528384
7615,106,214,1,524434,528384
7616,106,215,1,524434,528384
7617,106,216,1,524434,528384
7618,106,217,1,524434,528384
7619,106,218,1,524434,528384
7620,106,219,1,524434,528384
7621,106,220,1,524434,528384
7622,106,221,1,524434,528384
7623,106,222,1,524434,528384
7624,106,223,1,524434,528384
7625,106,224,1,524434,528384
7626,106,225,1,524434,528384
7627,106,226,1,524434,528384
7628,106,227,1,524434,528384
7629,106,228,1,524434,528384
7630,106,229,1,524434,528384
7631,106,230,1,524434,528384
7632,106,231,1,524434,528384
7633,106,232,1,524434,528384
7634,107,108,4,524434,524434
7635,107,109,4,524434,524434
7636,107,110,4,524434,524434
7637,107,111,4,524434,524434
7638,107,112,4,524434,524434
7639,107,113,4,524434,524434
7640,107,114,4,524434,524434
7641,107,115,4,524434,524434
7642,107,116,4,524434,524434
7643,107,117,4,524434,524434
7644,107,118,4,524434,524434
7645,107,119,4,524434,524434
7646,107,120,4,524434,524434
7647,107,121,4,524434,524434
7648,107,122,4,524434,524434
7649,107,123,4,524434,524434
7650,107,124,4,524434,524434
7651,107,125,4,524434,524434
7652,107,126,2,524434,524416
7653,107,127,2,524434,524416
7654,107,128,2,524434,524416
7655,107,129,2,524434,524416
7656,107,130,1,524434,524288
7657,107,131,1,524434,524288
7658,107,132,1,524434,524288
7659,107,133,1,524434,524288
7660,107,134,1,524434,128
7661,107,135,1,524434,128
7662,107,136,1,524434,128
7663,107,137,1,524434,128
7664,107,138,1,524434,128
7665,107,139,1,524434,128
7666,107,140,1,524434,128
7667,107,141,1,524434,128
7668,107,142,1,524434,128
7669,107,143,1,524434,128
7670,107,144,1,524434,128
7671,107,151,2,524434,524416
7672,107,152,2,524434,524416
7673,107,153,2,524434,524416
7674,107,154,2,524434,524416
7675,107,155,2,524434,526464
7676,107,156,2,524434,526464
7677,107,157,2,524434,526464
7678,107,158,2,524434,526464
7679,107,159,2,524434,526464
7680,107,160,2,524434,526464
7681,107,161,2,524434,526464
7682,107,162,2,524434,526464
7683,107,163,2,524434,526464
7684,107,164,2,524434,526464
7685,107,165,2,524434,526464
7686,107,166,2,524434,526464
7687,107,167,2,524434,526464
7688,107,168,2,524434,526464
7689,107,169,2,524434,526464
7690,107,170,2,524434,526464
7691,107,171,2,524434,526464
7692,107,172,2,524434,526464
7693,107,173,1,524434,524288
7694,107,174,1,524434,524288
7695,107,175,1,524434,524288
7696,107,176,1,524434,524288
7697,107,177,1,524434,524288
7698,107,178,1,524434,524288
7699,107,179,1,524434,524288
7700,107,180,1,524434,524288
7701,107,181,1,524434,524288
7702,107,182,1,524434,524288
7703,107,183,1,524434,524288
7704,107,197,1,524434,524288
7705,107,198,1,524434,524288
7706,107,199,1,524434,524288
7707,107,200,1,524434,524288
7708,107,201,1,524434,524288
7709,107,202,1,524434,524288
7710,107,203,1,524434,524288
7711,107,204,1,524434,524288
7712,107,205,1,524434,524288
7713,107,206,1,524434,524288
7714,107,207,1,524434,524288
7715,107,208,1,524434,524288
7716,107,209,1,524434,524288
7717,107,210,1,524434,524288
7718,107,211,1,524434,524288
7719,107,212,1,524434,528384
7720,107,213,1,524434,528384
7721,107,214,1,524434,528384
7722,107,215,1,524434,528384
7723,107,216,1,524434,528384
7724,107,217,1,524434,528384
7725,107,218,1,524434,528384
7726,107,219,1,524434,528384
7727,107,220,1,524434,528384
7728,107,221,1,524434,528384
7729,107,222,1,524434,528384
7730,107,223,1,524434,528384
7731,107,224,1,524434,528384
7732,107,225,1,524434,528384
7733,107,226,1,524434,528384
7734,107,227,1,524434,528384
7735,107,228,1,524434,528384
7736,107,229,1,524434,528384
7737,107,230,1,524434,528384
7738,107,231,1,524434,528384
7739,107,232,1,524434,528384
7740,108,109,4,524434,524434
7741,108,110,4,524434,524434
7742,108,111,4,524434,524434
7743,108,112,4,524434,524434
7744,108,113,4,524434,524434
7745,108,114,4,524434,524434
7746,108,115,4,524434,524434
7747,108,116,4,524434,524434
7748,108,117,4,524434,524434
7749,108,118,4,524434,524434
7750,108,119,4,524434,524434
7751,108,120,4,524434,524434
7752,108,121,4,524434,524434
7753,108,122,4,524434,524434
7754,108,123,4,524434,524434
7755,108,124,4,524434,524434
7756,108,125,4,524434,524434
7757,108,126,2,524434,524416
7758,108,127,2,524434,524416
7759,108,128,2,524434,524416
7760,108,129,2,524434,524416
7761,108,130,1,524434,524288
7762,108,131,1,524434,524288
7763,108,132,1,524434,524288
7764,108,133,1,524434,524288
7765,108,134,1,524434,128
7766,108,135,1,524434,128
7767,108,136,1,524434,128
7768,108,137,1,524434,128
7769,108,138,1,524434,128
7770,108,139,1,524434,128
7771,108,140,1,524434,128
7772,108,141,1,524434,128
7773,108,142,1,524434,128
7774,108,143,1,524434,128
7775,108,144,1,524434,128
7776,108,151,2,524434,524416
7777,108,152,2,524434,524416
7778,108,153,2,524434,524416
7779,108,154,2,524434,524416
7780,108,155,2,524434,526464
7781,108,156,2,524434,526464
7782,108,157,2,524434,526464
7783,108,158,2,524434,526464
7784,108,159,2,524434,526464
7785,108,160,2,524434,526464
7786,108,161,2,524434,526464
7787,108,162,2,524434,526464
7788,108,163,2,524434,526464
7789,108,164,2,524434,526464
7790,108,165,2,524434,526464
7791,108,166,2,524434,526464
7792,108,167,2,524434,526464
7793,108,168,2,524434,526464
7794,108,169,2,524434,526464
7795,108,170,2,524434,526464
7796,108,171,2,524434,526464
7797,108,172,2,524434,526464
7798,108,173,1,524434,524288
7799,108,174,1,524434,524288
7800,108,175,1,524434,524288
7801,108,176,1,524434,524288
7802,108,177,1,524434,524288
7803,108,178,1,524434,524288
7804,108,179,1,524434,524288
7805,108,180,1,524434,524288
7806,108,181,1,524434,524288
7807,108,182,1,524434,524288
7808,108,183,1,524434,524288
7809,108,197,1,524434,524288
7810,108,198,1,524434,524288
7811,108,199,1,524434,524288
7812,108,200,1,524434,524288
7813,108,201,1,524434,524288
7814,108,202,1,524434,524288
7815,108,203,1,524434,524288
7816,108,204,1,524434,524288
7817,108,205,1,524434,524288
7818,108,206,1,524434,524288
7819,108,207,1,524434,524288
7820,108,208,1,524434,524288
7821,108,209,1,524434,524288
7822,108,210,1,524434,524288
7823,108,211,1,524434,524288
7824,108,212,1,524434,528384
7825,108,213,1,524434,528384
7826,108,214,1,524434,528384
7827,108,215,1,524434,528384
7828,108,216,1,524434,528384
7829,108,217,1,524434,528384
7830,108,218,1,524434,528384
7831,108,219,1,524434,528384
7832,108,220,1,524434,528384
7833,108,221,1,524434,528384
7834,108,222,1,524434,528384
7835,108,223,1,524434,528384
7836,108,224,1,524434,528384
7837,108,225,1,524434,528384
7838,108,226,1,524434,528384
7839,108,227,1,524434,528384
7840,108,228,1,524434,528384
7841,108,229,1,524434,528384
7842,108,230,1,524434,528384
7843,108,231,1,524434,528384
7844,108,232,1,524434,528384
7845,109,110,4,524434,524434
7846,109,111,4,524434,524434
7847,109,112,4,524434,524434
7848,109,113,4,524434,524434
7849,109,114,4,524434,524434
7850,109,115,4,524434,524434
7851,109,116,4,524434,524434
7852,109,117,4,524434,524434
7853,109,118,4,524434,524434
7854,109,119,4,524434,524434
7855,109,120,4,524434,524434
7856,109,121,4,524434,524434
7857,109,122,4,524434,524434
7858,109,123,4,524434,524434
7859,109,124,4,524434,524434
7860,109,125,4,524434,524434
7861,109,126,2,524434,524416
7862,109,127,2,524434,524416
7863,109,128,2,524434,524416
7864,109,129,2,524434,524416
7865,109,130,1,524434,524288
7866,109,131,1,524434,524288
7867,109,132,1,524434,524288
7868,109,133,1,524434,524288
7869,109,134,1,524434,128
7870,109,135,1,524434,128
7871,109,136,1,524434,128
7872,109,137,1,524434,128
7873,109,138,1,524434,128
7874,109,139,1,524434,128
7875,109,140,1,524434,128
7876,109,141,1,524434,128
7877,109,142,1,524434,128
7878,109,143,1,524434,128
7879,109,144,1,524434,128
7880,109,151,2,524434,524416
7881,109,152,2,524434,524416
7882,109,153,2,524434,524416
7883,109,154,2,524434,524416
7884,109,155,2,524434,526464
7885,109,156,2,524434,526464
7886,109,157,2,524434,526464
7887,109,158,2,524434,526464
7888,109,159,2,524434,526464
7889,109,160,2,524434,526464
7890,109,161,2,524434,526464
7891,109,162,2,524434,526464
7892,109,163,2,524434,526464
7893,109,164,2,524434,526464
7894,109,165,2,524434,526464
7895,109,166,2,524434,526464
7896,109,167,2,524434,526464
7897,109,168,2,524434,526464
7898,109,169,2,524434,526464
7899,109,170,2,524434,526464
7900,109,171,2,524434,526464
7901,109,172,2,524434,526464
7902,109,173,1,524434,524288
7903,109,174,1,524434,524288
7904,109,175,1,524434,524288
7905,109,176,1,524434,524288
7906,109,177,1,524434,524288
7907,109,178,1,524434,524288
7908,109,179,1,524434,524288
7909,109,180,1,524434,524288
7910,109,181,1,524434,524288
7911,109,182,1,524434,524288
7912,109,183,1,524434,524288
7913,109,197,1,524434,524288
7914,109,198,1,524434,524288
7915,109,199,1,524434,524288
7916,109,200,1,524434,524288
7917,109,201,1,524434,524288
7918,109,202,1,524434,524288
7919,109,203,1,524434,524288
7920,109,204,1,524434,524288
7921,109,205,1,524434,524288
7922,109,206,1,524434,524288
7923,109,207,1,524434,524288
7924,109,208,1,524434,524288
7925,109,209,1,524434,524288
7926,109,210,1,524434,524288
7927,109,211,1,524434,524288
7928,109,212,1,524434,528384
7929,109,213,1,524434,528384
7930,109,214,1,524434,528384
7931,109,215,1,524434,528384
7932,109,216,1,524434,528384
7933,109,217,1,524434,528384
7934,109,218,1,524434,528384
7935,109,219,1,524434,528384
7936,109,220,1,524434,528384
7937,109,221,1,524434,528384
7938,109,222,1,524434,528384
7939,109,223,1,524434,528384
7940,109,224,1,524434,528384
7941,109,225,1,524434,528384
7942,109,226,1,524434,528384
7943,109,227,1,524434,528384
7944,109,228,1,524434,528384
7945,109,229,1,524434,528384
7946,109,230,1,524434,528384
7947,109,231,1,524434,528384
7948,109,232,1,524434,528384
7949,110,111,4,524434,524434
7950,110,112,4,524434,524434
7951,110,113,4,524434,524434
7952,110,114,4,524434,524434
7953,110,115,4,524434,524434
7954,110,116,4,524434,524434
7955,110,117,4,524434,524434
7956,110,118,4,524434,524434
7957,110,119,4,524434,524434
7958,110,120,4,524434,524434
7959,110,121,4,524434,524434
7960,110,122,4,524434,524434
7961,110,123,4,524434,524434
7962,110,124,4,524434,524434
7963,110,125,4,524434,524434
7964,110,126,2,524434,524416
7965,110,127,2,524434,524416
7966,110,128,2,524434,524416
7967,110,129,2,524434,524416
7968,110,130,1,524434,524288
7969,110,131,1,524434,524288
7970,110,132,1,524434,524288
7971,110,133,1,524434,524288
7972,110,134,1,524434,128
7973,110,135,1,524434,128
7974,110,136,1,524434,128
7975,110,137,1,524434,128
7976,110,138,1,524434,128
7977,110,139,1,524434,128
7978,110,140,1,524434,128
7979,110,141,1,524434,128
7980,110,142,1,524434,128
7981,110,143,1,524434,128
7982,110,144,1,524434,128
7983,110,151,2,524434,524416
7984,110,152,2,524434,524416
7985,110,153,2,524434,524416
7986,110,154,2,524434,524416
7987,110,155,2,524434,526464
7988,110,156,2,524434,526464
7989,110,157,2,524434,526464
7990,110,158,2,524434,526464
7991,110,159,2,524434,526464
7992,110,160,2,524434,526464
7993,110,161,2,524434,526464
7994,110,162,2,524434,526464
7995,110,163,2,524434,526464
7996,110,164,2,524434,526464
7997,110,165,2,524434,526464
7998,110,166,2,524434,526464
7999,110,167,2,524434,526464
8000,110,168,2,524434,526464
8001,110,169,2,524434,526464
8002,110,170,2,524434,526464
8003,110,171,2,524434,526464
8004,110,172,2,524434,526464
8005,110,173,1,524434,524288
8006,110,174,1,524434,524288
8007,110,175,1,524434,524288
8008,110,176,1,524434,524288
8009,110,177,1,524434,524288
8010,110,178,1,524434,524288
8011,110,179,1,524434,524288
8012,110,180,1,524434,524288
8013,110,181,1,524434,524288
8014,110,182,1,524434,524288
8015,110,183,1,524434,524288
8016,110,197,1,524434,524288
8017,110,198,1,524434,524288
8018,110,199,1,524434,524288
8019,110,200,1,524434,524288
8020,110,201,1,524434,524288
8021,110,202,1,524434,524288
8022,110,203,1,524434,524288
8023,110,204,1,524434,524288
8024,110,205,1,524434,524288
8025,110,206,1,524434,524288
8026,110,207,1,524434,524288
8027,110,208,1,524434,524288
8028,110,209,1,524434,524288
8029,110,210,1,524434,524288
8030,110,211,1,524434,524288
8031,110,212,1,524434,528384
8032,110,213,1,524434,528384
8033,110,214,1,524434,528384
8034,110,215,1,524434,528384
8035,110,216,1,524434,528384
8036,110,217,1,524434,528384
8037,110,218,1,524434,528384
8038,110,219,1,524434,528384
8039,110,220,1,524434,528384
8040,110,221,1,524434,528384
8041,110,222,1,524434,528384
8042,110,223,1,524434,528384
8043,110,224,1,524434,528384
8044,110,225,1,524434,528384
8045,110,226,1,524434,528384
8046,110,227,1,524434,528384
8047,110,228,1,524434,528384
8048,110,229,1,524434,528384
8049,110,230,1,524434,528384
8050,110,231,1,524434,528384
8051,110,232,1,524434,528384
8052,111,112,4,524434,524434
8053,111,113,4,524434,524434
8054,111,114,4,524434,524434
8055,111,115,4,524434,524434
8056,111,116,4,524434,524434
8057,111,117,4,524434,524434
8058,111,118,4,524434,524434
8059,111,119,4,524434,524434
8060,111,120,4,524434,524434
8061,111,121,4,524434,524434
8062,111,122,4,524434,524434
8063,111,123,4,524434,524434
8064,111,124,4,524434,524434
8065,111,125,4,524434,524434
8066,111,126,2,524434,524416
8067,111,127,2,524434,524416
8068,111,128,2,524434,524416
8069,111,129,2,524434,524416
8070,111,130,1,524434,524288
8071,111,131,1,524434,524288
8072,111,132,1,524434,524288
8073,111,133,1,524434,524288
8074,111,134,1,524434,128
8075,111,135,1,524434,128
8076,111,136,1,524434,128
8077,111,137,1,524434,128
8078,111,138,1,524434,128
8079,111,139,1,524434,128
8080,111,140,1,524434,128
8081,111,141,1,524434,128
8082,111,142,1,524434,128
8083,111,143,1,524434,128
8084,111,144,1,524434,128
8085,111,151,2,524434,524416
8086,111,152,2,524434,524416
8087,111,153,2,524434,524416
8088,111,154,2,524434,524416
8089,111,155,2,524434,526464
8090,111,156,2,524434,526464
8091,111,157,2,524434,526464
8092,111,158,2,524434,526464
8093,111,159,2,524434,526464
8094,111,160,2,524434,526464
8095,111,161,2,524434,526464
8096,111,162,2,524434,526464
8097,111,163,2,524434,526464
8098,111,164,2,524434,526464
8099,111,165,2,524434,526464
8100,111,166,2,524434,526464
8101,111,167,2,524434,526464
8102,111,168,2,524434,526464
8103,111,169,2,524434,526464
8104,111,170,2,524434,526464
8105,111,171,2,524434,526464
8106,111,172,2,524434,526464
8107,111,173,1,524434,524288
8108,111,174,1,524434,524288
8109,111,175,1,524434,524288
8110,111,176,1,524434,524288
8111,111,177,1,524434,524288
8112,111,178,1,524434,524288
8113,111,179,1,524434,524288
8114,111,180,1,524434,524288
8115,111,181,1,524434,524288
8116,111,182,1,524434,524288
8117,111,183,1,524434,524288
8118,111,197,1,524434,524288
8119,111,198,1,524434,524288
8120,111,199,1,524434,524288
8121,111,200,1,524434,524288
8122,111,201,1,524434,524288
8123,111,202,1,524434,524288
8124,111,203,1,524434,524288
8125,111,204,1,524434,524288
8126,111,205,1,524434,524288
8127,111,206,1,524434,524288
8128,111,207,1,524434,524288
8129,111,208,1,524434,524288
8130,111,209,1,524434,524288
8131,111,210,1,524434,524288
8132,111,211,1,524434,524288
8133,111,212,1,524434,528384
8134,111,213,1,524434,528384
8135,111,214,1,524434,528384
8136,111,215,1,524434,528384
8137,111,216,1,524434,528384
8138,111,217,1,524434,528384
8139,111,218,1,524434,528384
8140,111,219,1,524434,528384
8141,111,220,1,524434,528384
8142,111,221,1,524434,528384
8143,111,222,1,524434,528384
8144,111,223,1,524434,528384
8145,111,224,1,524434,528384
8146,111,225,1,524434,528384
8147,111,226,1,524434,528384
8148,111,227,1,524434,528384
8149,111,228,1,524434,528384
8150,111,229,1,524434,528384
8151,111,230,1,524434,528384
8152,111,231,1,524434,528384
8153,111,232,1,524434,528384
8154,112,113,4,524434,524434
8155,112,114,4,524434,524434
8156,112,115,4,524434,524434
8157,112,116,4,524434,524434
8158,112,117,4,524434,524434
8159,112,118,4,524434,524434
8160,112,119,4,524434,524434
8161,112,120,4,524434,524434
8162,112,121,4,524434,524434
8163,112,122,4,524434,524434
8164,112,123,4,524434,524434
8165,112,124,4,524434,524434
8166,112,125,4,524434,524434
8167,112,126,2,524434,524416
8168,112,127,2,524434,524416
8169,112,128,2,524434,524416
8170,112,129,2,524434,524416
8171,112,130,1,524434,524288
8172,112,131,1,524434,524288
8173,112,132,1,524434,524288
8174,112,133,1,524434,524288
8175,112,134,1,524434,128
8176,112,135,1,524434,128
8177,112,136,1,524434,128
8178,112,137,1,524434,128
8179,112,138,1,524434,128
8180,112,139,1,524434,128
8181,112,140,1,524434,128
8182,112,141,1,524434,128
8183,112,142,1,524434,128
8184,112,143,1,524434,128
8185,112,144,1,524434,128
8186,112,151,2,524434,524416
8187,112,152,2,524434,524416
8188,112,153,2,524434,524416
8189,112,154,2,524434,524416
8190,112,155,2,524434,526464
8191,112,156,2,524434,526464
8192,112,157,2,524434,526464
8193,112,158,2,524434,526464
8194,112,159,2,524434,526464
8195,112,160,2,524434,526464
8196,112,161,2,524434,526464
8197,112,162,2,524434,526464
8198,112,163,2,524434,526464
8199,112,164,2,524434,526464
8200,112,165,2,524434,526464
8201,112,166,2,524434,526464
8202,112,167,2,524434,526464
8203,112,168,2,524434,526464
8204,112,169,2,524434,526464
8205,112,170,2,524434,526464
8206,112,171,2,524434,526464
8207,112,172,2,524434,526464
8208,112,173,1,524434,524288
8209,112,174,1,524434,524288
8210,112,175,1,524434,524288
8211,112,176,1,524434,524288
8212,112,177,1,524434,524288
8213,112,178,1,524434,524288
8214,112,179,1,524434,524288
8215,112,180,1,524434,524288
8216,112,181,1,524434,524288
8217,112,182,1,524434,524288
8218,112,183,1,524434,524288
8219,112,197,1,524434,524288
8220,112,198,1,524434,524288
8221,112,199,1,524434,524288
8222,112,200,1,524434,524288
8223,112,201,1,524434,524288
8224,112,202,1,524434,524288
8225,112,203,1,524434,524288
8226,112,204,1,524434,524288
8227,112,205,1,524434,524288
8228,112,206,1,524434,524288
8229,112,207,1,524434,524288
8230,112,208,1,524434,524288
8231,112,209,1,524434,524288
8232,112,210,1,524434,524288
8233,112,211,1,524434,524288
8234,112,212,1,524434,528384
8235,112,213,1,524434,528384
8236,112,214,1,524434,528384
8237,112,215,1,524434,528384
8238,112,216,1,524434,528384
8239,112,217,1,524434,528384
8240,112,218,1,524434,528384
8241,112,219,1,524434,528384
8242,112,220,1,524434,528384
8243,112,221,1,524434,528384
8244,112,222,1,524434,528384
8245,112,223,1,524434,528384
8246,112,224,1,524434,528384
8247,112,225,1,524434,528384
8248,112,226,1,524434,528384
8249,112,227,1,524434,528384
8250,112,228,1,524434,528384
8251,112,229,1,524434,528384
8252,112,230,1,524434,528384
8253,112,231,1,524434,528384
8254,112,232,1,524434,528384
8255,113,114,4,524434,524434
8256,113,115,4,524434,524434
8257,113,116,4,524434,524434
8258,113,117,4,524434,524434
8259,113,118,4,524434,524434
8260,113,119,4,524434,524434
8261,113,120,4,524434,524434
8262,113,121,4,524434,524434
8263,113,122,4,524434,524434
8264,113,123,4,524434,524434
8265,113,124,4,524434,524434
8266,113,125,4,524434,524434
8267,113,126,2,524434,524416
8268,113,127,2,524434,524416
8269,113,128,2,524434,524416
8270,113,129,2,524434,524416
8271,113,130,1,524434,524288
8272,113,131,1,524434,524288
8273,113,132,1,524434,524288
8274,113,133,1,524434,524288
8275,113,134,1,524434,128
8276,113,135,1,524434,128
8277,113,136,1,524434,128
8278,113,137,1,524434,128
8279,113,138,1,524434,128
8280,113,139,1,524434,128
8281,113,140,1,524434,128
8282,113,141,1,524434,128
8283,113,142,1,524434,128
8284,113,143,1,524434,128
8285,113,144,1,524434,128
8286,113,151,2,524434,524416
8287,113,152,2,524434,524416
8288,113,153,2,524434,524416
8289,113,154,2,524434,524416
8290,113,155,2,524434,526464
8291,113,156,2,524434,526464
8292,113,157,2,524434,526464
8293,113,158,2,524434,526464
8294,113,159,2,524434,526464
8295,113,160,2,524434,526464
8296,113,161,2,524434,526464
8297,113,162,2,524434,526464
8298,113,163,2,524434,526464
8299,113,164,2,524434,526464
8300,113,165,2,524434,526464
8301,113,166,2,524434,526464
8302,113,167,2,524434,526464
8303,113,168,2,524434,526464
8304,113,169,2,524434,526464
8305,113,170,2,524434,526464
8306,113,171,2,524434,526464
8307,113,172,2,524434,526464
8308,113,173,1,524434,524288
8309,113,174,1,524434,524288
8310,113,175,1,524434,524288
8311,113,176,1,524434,524288
8312,113,177,1,524434,524288
8313,113,178,1,524434,524288
8314,113,179,1,524434,524288
8315,113,180,1,524434,524288
8316,113,181,1,524434,524288
8317,113,182,1,524434,524288
8318,113,183,1,524434,524288
8319,113,197,1,524434,524288
8320,113,198,1,524434,524288
8321,113,199,1,524434,524288
8322,113,200,1,524434,524288
8323,113,201,1,524434,524288
8324,113,202,1,524434,524288
8325,113,203,1,524434,524288
8326,113,204,1,524434,524288
8327,113,205,1,524434,524288
8328,113,206,1,524434,524288
8329,113,207,1,524434,524288
8330,113,208,1,524434,524288
8331,113,209,1,524434,524288
8332,113,210,1,524434,524288
8333,113,211,1,524434,524288
8334,113,212,1,524434,528384
8335,113,213,1,524434,528384
8336,113,214,1,524434,528384
8337,113,215,1,524434,528384
8338,113,216,1,524434,528384
8339,113,217,1,524434,528384
8340,113,218,1,524434,528384
8341,113,219,1,524434,528384
8342,113,220,1,524434,528384
8343,113,221,1,524434,528384
8344,113,222,1,524434,528384
8345,113,223,1,524434,528384
8346,113,224,1,524434,528384
8347,113,225,1,524434,528384
8348,113,226,1,524434,528384
8349,113,227,1,524434,528384
8350,113,228,1,524434,528384
8351,113,229,1,524434,528384
8352,113,230,1,524434,528384
8353,113,231,1,524434,528384
8354,113,232,1,524434,528384
8355,114,115,4,524434,524434
8356,114,116,4,524434,524434
8357,114,117,4,524434,524434
8358,114,118,4,524434,524434
8359,114,119,4,524434,524434
8360,114,120,4,524434,524434
8361,114,121,4,524434,524434
8362,114,122,4,524434,524434
8363,114,123,4,524434,524434
8364,114,124,4,524434,524434
8365,114,125,4,524434,524434
8366,114,126,2,524434,524416
8367,114,127,2,524434,524416
8368,114,128,2,524434,524416
8369,114,129,2,524434,524416
8370,114,130,1,524434,524288
8371,114,131,1,524434,524288
8372,114,132,1,524434,524288
8373,114,133,1,524434,524288
8374,114,134,1,524434,128
8375,114,135,1,524434,128
8376,114,136,1,524434,128
8377,114,137,1,524434,128
8378,114,138,1,524434,128
8379,114,139,1,524434,128
8380,114,140,1,524434,128
8381,114,141,1,524434,128
8382,114,142,1,524434,128
8383,114,143,1,524434,128
8384,114,144,1,524434,128
8385,114,151,2,524434,524416
8386,114,152,2,524434,524416
8387,114,153,2,524434,524416
8388,114,154,2,524434,524416
8389,114,155,2,524434,526464
8390,114,156,2,524434,526464
8391,114,157,2,524434,526464
8392,114,158,2,524434,526464
8393,114,159,2,524434,526464
8394,114,160,2,524434,526464
