observable_id,observable_code,value_x1e12,aux_id
0,0,6,-1
1,1,24,-1
2,2,6,-1
3,3,6,-1
4,4,0,-1
5,5,6,-1
6,6,6,-1
7,7,1,-1
8,8,1,-1
9,9,6,-1
10,10,6,-1
11,11,0,-1
12,12,6,-1
13,13,7191211,-1
14,14,2050403,-1
