poincare_point_id,automaton_state_id,promoted_recurrent_class_id,spectral_side_code,poincare_x_x1e12,poincare_y_x1e12,poincare_radius_x1e12,fiedler_value_x1e12,third_mode_value_x1e12,left_boundary_flag,right_boundary_flag,gate_word_flag,promoted_window_repair_flag,promoted_only_flag
0,0,0,-1,-348679089000,-33356554000,350270990000,-68691937000,-6571447000,0,0,0,0,0
1,1,0,-1,-374319332000,-35204527000,375971171000,-73743223000,-6935509000,0,0,0,0,0
2,2,0,-1,-318676334000,-30591838000,320141323000,-62781209000,-6026781000,0,0,0,0,0
3,3,0,-1,-348628559000,-33339831000,350219098000,-68681982000,-6568153000,0,0,0,0,0
4,4,0,-1,-349272614000,-33576678000,350882818000,-68808865000,-6614813000,0,0,0,0,0
5,5,0,-1,-376986266000,-36164269000,378716912000,-74268626000,-7124585000,0,0,0,0,0
6,6,0,-1,-318289612000,-30451293000,319742957000,-62705022000,-5999093000,0,0,0,0,0
7,7,0,-1,-472497241000,-45316902000,474665424000,-93084879000,-8927710000,0,0,0,0,0
8,8,0,-1,-348406206000,-33262661000,349990413000,-68638177000,-6552950000,0,0,0,0,0
9,9,0,-1,-318453011000,-30509415000,319911151000,-62737213000,-6010543000,0,0,0,0,0
10,10,0,-1,-346705068000,-32638633000,348237971000,-68303042000,-6430012000,0,0,0,0,0
11,11,0,-1,-347869783000,-33063113000,349437484000,-68532498000,-6513638000,0,0,0,0,0
12,12,0,-1,-317343194000,-30106734000,318768126000,-62518572000,-5931213000,0,0,0,0,0
13,13,0,-1,-395051402000,-35772270000,396667702000,-77827569000,-7047358000,0,0,0,0,0
14,14,0,-1,-346070479000,-32403942000,347584223000,-68178025000,-6383777000,0,0,0,0,0
15,15,0,-1,-316487692000,-29788727000,317886501000,-62350033000,-5868563000,0,0,0,0,0
16,16,0,-1,-302037987000,-24583207000,303036763000,-59503351000,-4843044000,0,0,0,0,0
17,17,0,-1,-226470285000,-16372815000,227061355000,-44616047000,-3225546000,0,0,0,0,0
18,18,0,-1,-309295813000,-27196681000,310489226000,-60933188000,-5357914000,0,0,0,0,0
19,19,0,-1,-846329678000,-78905493000,850000000000,-166732180000,-15544870000,0,0,0,0,0
20,20,0,-1,-240648302000,-21472085000,241604337000,-47409204000,-4230133000,0,0,0,0,0
21,21,0,-1,-333002655000,-27776160000,334159069000,-65603582000,-5472075000,0,0,0,1,0
22,22,0,-1,-316487692000,-29788727000,317886501000,-62350033000,-5868563000,0,0,0,0,0
23,23,0,-1,-344539669000,-31863852000,346009955000,-67876446000,-6277376000,0,0,0,0,0
24,24,0,-1,-373140421000,-34774418000,374757300000,-73510970000,-6850775000,0,0,0,0,0
25,25,0,-1,-335103740000,-28502349000,336313694000,-66017509000,-5615139000,0,0,0,1,0
26,26,0,-1,-345572688000,-32238087000,347073158000,-68079957000,-6351103000,0,0,0,0,0
27,27,0,-1,-426346444000,-40601902000,428275385000,-83992886000,-7998826000,0,0,0,0,0
28,28,0,-1,-306528888000,-26244420000,307650335000,-60388087000,-5170313000,0,0,0,1,0
29,29,0,-1,-348187729000,-33202063000,349767168000,-68595136000,-6541012000,0,0,0,0,0
30,30,0,-1,-318090160000,-30375861000,319537232000,-62665729000,-5984233000,0,0,0,0,0
31,31,0,-1,-447190349000,-42014961000,449159733000,-88099264000,-8277207000,0,0,0,0,0
32,32,0,-1,-400192619000,-37647831000,401959564000,-78840421000,-7416856000,0,0,0,0,0
33,33,0,-1,-318421098000,-30495974000,319878102000,-62730925000,-6007896000,0,0,0,0,0
34,34,0,-1,-348856839000,-33435765000,350455482000,-68726955000,-6587053000,0,0,0,0,0
35,35,0,-1,-402313575000,-38415114000,404143456000,-79258262000,-7568015000,0,0,0,0,0
36,36,0,-1,-403130645000,-38718095000,404985689000,-79419230000,-7627704000,0,0,0,0,0
37,37,0,-1,-402502013000,-38482230000,404337424000,-79295386000,-7581237000,0,0,0,0,0
38,38,0,-1,-376281516000,-35928905000,377992944000,-74129786000,-7078217000,0,0,0,0,0
39,39,0,-1,-471775084000,-45072395000,473923254000,-92942609000,-8879541000,0,0,0,0,0
40,40,0,-1,-401743092000,-38225904000,403557594000,-79145874000,-7530740000,0,0,0,0,0
41,41,0,-1,-348710891000,-33383028000,350305169000,-68698202000,-6576663000,0,0,0,0,0
42,42,0,-1,-374239434000,-35186143000,375889902000,-73727483000,-6931888000,0,0,0,0,0
43,43,0,-1,-375562850000,-35663948000,377252397000,-73988204000,-7026018000,0,0,0,0,0
44,44,0,-1,-375014584000,-35474172000,376688672000,-73880192000,-6988631000,0,0,0,0,0
45,45,0,-1,-418653720000,-37854476000,420361628000,-82477372000,-7457566000,0,0,0,0,0
46,46,0,-1,-373533848000,-34925250000,375163043000,-73588478000,-6880490000,0,0,0,0,0
47,47,0,-1,-346456667000,-32562512000,347983533000,-68254106000,-6415016000,0,0,0,0,0
48,48,0,-1,-330428426000,-26837982000,331516549000,-65096443000,-5287248000,0,0,0,0,0
49,49,0,-1,-261145112000,-18830667000,261823154000,-51447202000,-3709758000,0,0,0,0,0
50,50,0,-1,-338472367000,-29708751000,339773679000,-66681149000,-5852808000,0,0,0,0,0
51,51,0,-1,-771052461000,-71528000000,774363063000,-151902103000,-14091458000,0,0,0,0,0
52,52,0,-1,-277604903000,-24723836000,278703696000,-54689883000,-4870749000,0,0,0,0,0
53,53,0,-1,-359069999000,-29873552000,360310551000,-70739010000,-5885275000,0,0,0,1,0
54,54,0,-1,-346456667000,-32562512000,347983533000,-68254106000,-6415016000,0,0,0,0,0
55,55,0,-1,-371836411000,-34333753000,373418161000,-73254073000,-6763962000,0,0,0,0,0
56,56,0,-1,-398648496000,-37113922000,400372410000,-78536219000,-7311672000,0,0,0,0,0
57,57,0,-1,-361376095000,-30674104000,362675589000,-71193326000,-6042988000,0,0,0,1,0
58,58,0,-1,-373018878000,-34761861000,374635116000,-73487026000,-6848302000,0,0,0,0,0
59,59,0,-1,-449152233000,-42721100000,451179366000,-88485768000,-8416321000,0,0,0,0,0
60,60,0,-1,-317490819000,-30187439000,318922720000,-62547655000,-5947112000,0,0,0,0,0
61,61,0,-1,-284676365000,-27229447000,285975656000,-56083004000,-5364370000,0,0,0,0,0
62,62,0,-1,-347894698000,-33104774000,349466231000,-68537407000,-6521845000,0,0,0,0,0
63,63,0,-1,-347627902000,-33011025000,349191762000,-68484847000,-6503376000,0,0,0,0,0
64,64,0,-1,-402493987000,-38496811000,404330823000,-79293805000,-7584110000,0,0,0,0,0
65,65,0,-1,-376142187000,-35867329000,377848396000,-74102337000,-7066086000,0,0,0,0,0
66,66,0,-1,-345864630000,-32378467000,347376895000,-68137471000,-6378758000,0,0,0,0,0
67,67,0,-1,-375163927000,-35537965000,376843362000,-73909614000,-7001199000,0,0,0,0,0
68,68,0,-1,-316531334000,-29845169000,317935245000,-62358630000,-5879683000,0,0,0,0,0
69,69,0,-1,-393806985000,-35421891000,395396828000,-77582411000,-6978332000,0,0,0,0,0
70,70,0,-1,-345018673000,-32070183000,346505961000,-67970812000,-6318024000,0,0,0,0,0
71,71,0,-1,-315531864000,-29479866000,316906011000,-62161729000,-5807716000,0,0,0,0,0
72,72,0,-1,-300750994000,-24268152000,301728526000,-59249806000,-4780976000,0,0,0,0,0
73,73,0,-1,-225475775000,-16141483000,226052809000,-44420122000,-3179972000,0,0,0,0,0
74,74,0,-1,-308166855000,-26880893000,309337021000,-60710776000,-5295702000,0,0,0,0,0
75,75,0,-1,-701226653000,-64417415000,704179254000,-138145987000,-12690629000,0,0,0,0,0
76,76,0,-1,-239778563000,-21218674000,240715582000,-47237860000,-4180210000,0,0,0,0,0
77,77,0,-1,-331304752000,-27365885000,332433046000,-65269085000,-5391249000,0,0,0,1,0
78,78,0,-1,-315531864000,-29479866000,316906011000,-62161729000,-5807716000,0,0,0,0,0
79,79,0,-1,-343399077000,-31514710000,344842143000,-67651742000,-6208593000,0,0,0,0,0
80,80,0,-1,-398378607000,-37053225000,400098058000,-78483049000,-7299714000,0,0,0,0,0
81,81,0,-1,-333479889000,-28142804000,334665286000,-65697601000,-5544306000,0,0,0,1,0
82,82,0,-1,-372672777000,-34669462000,374281940000,-73418842000,-6830098000,0,0,0,0,0
83,83,0,-1,-448210800000,-42397361000,450211569000,-88300299000,-8352542000,0,0,0,0,0
84,86,0,1,75826872000,-224551654000,237008775000,14938363000,-44238064000,0,0,0,0,0
85,87,0,1,94630586000,-288028894000,303175843000,18642811000,-56743473000,0,0,0,0,0
86,88,0,1,107838493000,-320844120000,338482038000,21244850000,-63208276000,0,0,0,0,0
87,89,0,1,105954943000,-305883273000,323714421000,20873779000,-60260896000,0,0,0,0,0
88,90,0,1,106715738000,-311785998000,329543256000,21023660000,-61423770000,0,0,0,0,0
89,91,0,-1,-207493140000,-9616404000,207715860000,-40877432000,-1894491000,0,0,0,0,0
90,92,0,-1,-207292039000,-9585705000,207513554000,-40837814000,-1888443000,0,0,0,0,0
91,93,0,-1,-206152470000,-9367621000,206365193000,-40613311000,-1845479000,0,0,0,1,1
92,94,0,-1,-206836342000,-9499232000,207054360000,-40748039000,-1871407000,0,0,0,1,1
93,95,0,-1,-167330984000,-7207742000,167486148000,-32965239000,-1419970000,0,0,0,1,1
