poincare_point_id,automaton_state_id,promoted_recurrent_class_id,spectral_side_code,poincare_x_x1e12,poincare_y_x1e12,poincare_radius_x1e12,fiedler_value_x1e12,third_mode_value_x1e12,left_boundary_flag,right_boundary_flag,gate_word_flag,promoted_window_repair_flag,promoted_only_flag
94,96,0,-1,-238676483000,-10976885000,238928767000,-47020743000,-2162514000,0,0,0,0,0
95,97,0,-1,-238638572000,-10974821000,238890801000,-47013274000,-2162108000,0,0,0,0,0
96,98,0,-1,-236414566000,-10561472000,236650357000,-46575131000,-2080675000,0,0,0,1,1
97,99,0,-1,-237179229000,-10709261000,237420881000,-46725775000,-2109791000,0,0,0,1,1
98,100,0,-1,-205559546000,-9329681000,205771159000,-40496502000,-1838005000,0,0,0,0,0
99,101,0,-1,-205718033000,-9361230000,205930915000,-40527725000,-1844220000,0,0,0,0,0
100,102,0,-1,-202919371000,-8850911000,203112309000,-39976371000,-1743684000,0,0,0,1,1
101,103,0,-1,-202834820000,-8839565000,203027343000,-39959714000,-1741449000,0,0,0,1,1
102,104,0,1,86563205000,65969955000,108835763000,17053487000,12996489000,0,0,0,0,0
103,105,0,1,98704577000,80266451000,127221447000,19445412000,15812987000,0,0,0,0,0
104,106,0,1,96715948000,85935389000,129378768000,19053640000,16929803000,0,0,0,0,0
105,107,0,1,83727108000,75906367000,113013297000,16494758000,14954024000,0,0,0,0,0
106,108,0,1,36800762000,68155384000,77456132000,7249978000,13427032000,0,0,0,0,0
107,109,0,1,73423192000,135070697000,153736978000,14464823000,26609763000,0,0,0,0,0
108,110,0,1,67757233000,120844413000,138543909000,13348594000,23807097000,0,0,0,0,0
109,111,0,1,70120774000,120679432000,139572377000,13814226000,23774594000,0,0,0,0,0
110,112,0,1,58250696000,98200573000,114177477000,11475747000,19346120000,0,0,0,0,0
111,113,0,1,110403604000,121678212000,164300162000,21750193000,23971360000,0,0,0,0,0
112,114,0,1,89655593000,104450600000,137651928000,17662706000,20577414000,0,0,0,0,0
113,115,0,1,110544043000,151004463000,187142548000,21777860000,29748813000,0,0,0,0,0
114,116,0,1,122238453000,151665406000,194793827000,24081731000,29879023000,0,0,0,0,0
115,117,0,1,43806599000,55979808000,71082748000,8630171000,11028368000,0,0,0,0,0
116,118,0,1,151382827000,192155582000,244623237000,29823353000,37855838000,0,0,0,0,0
117,119,0,1,43806599000,55979808000,71082748000,8630171000,11028368000,0,0,0,0,0
118,120,0,1,43806599000,55979808000,71082748000,8630171000,11028368000,0,0,0,1,0
119,121,0,1,64651361000,97253311000,116781869000,12736718000,19159504000,0,0,0,0,0
120,122,0,1,111951375000,124536377000,167458711000,22055113000,24534436000,0,0,0,0,0
121,123,0,1,77687236000,92372070000,120697581000,15304866000,18197869000,0,0,0,1,0
122,124,0,1,82158536000,122953485000,147876923000,16185740000,24222597000,0,0,0,0,0
123,125,0,1,61934706000,92396721000,111234266000,12201520000,18202725000,0,0,0,0,0
124,126,0,1,107135228000,125150925000,164744381000,21106302000,24655506000,0,0,0,0,0
125,127,0,1,109603189000,151681514000,187136690000,21592506000,29882196000,0,0,0,0,0
126,128,0,1,127382418000,164272792000,207874555000,25095124000,32362756000,0,0,0,0,0
127,129,0,1,95950588000,124360290000,157073222000,18902859000,24499746000,0,0,0,0,0
128,130,0,1,106812938000,150542434000,184586099000,21042809000,29657790000,0,0,0,0,0
129,131,0,1,137163567000,181517881000,227513923000,27022071000,35760145000,0,0,0,0,0
130,132,0,1,67587527000,92179340000,114302688000,13315161000,18159900000,0,0,0,0,0
131,133,0,1,82711776000,114046774000,140882591000,16294731000,22467920000,0,0,0,0,0
132,134,0,1,113095856000,144067996000,183156382000,22280583000,28382286000,0,0,0,0,0
133,135,0,1,86449375000,66212309000,108892444000,17031061000,13044234000,0,0,0,0,0
134,136,0,1,98179774000,81378200000,127521291000,19342023000,16032009000,0,0,0,0,0
135,137,0,1,61860805000,79842402000,101002813000,12186961000,15729447000,0,0,0,0,0
136,138,0,1,115405825000,111664683000,160584886000,22735661000,21998633000,0,0,0,0,0
137,139,0,1,95171802000,91692596000,132155984000,18749434000,18064008000,0,0,0,0,0
138,140,0,1,83416690000,115559805000,142521622000,16433604000,22765996000,0,0,0,0,0
139,141,0,1,75468850000,97716151000,123466569000,14867830000,19250686000,0,0,0,0,0
140,142,0,1,84413942000,122094749000,148434636000,16630069000,24053421000,0,0,0,0,0
141,143,0,1,97229883000,141293094000,171514980000,19154888000,27835613000,0,0,0,0,0
142,144,0,1,61952639000,90137146000,109374744000,12205053000,17757575000,0,0,0,0,0
143,145,0,1,61952639000,90137146000,109374744000,12205053000,17757575000,0,0,0,0,0
144,146,0,1,82870091000,115645004000,142271638000,16325920000,22782781000,0,0,0,0,0
145,147,0,1,147409758000,207160302000,254253864000,29040634000,40811861000,0,0,0,1,0
146,148,0,1,67394138000,96718656000,117883283000,13277062000,19054173000,0,0,0,1,0
147,149,0,1,111346482000,146107155000,183699046000,21935945000,28784013000,0,0,0,1,0
148,150,0,1,41283740000,59615438000,72514465000,8133152000,11744610000,0,0,0,1,0
149,152,0,1,58242564000,83541971000,101840351000,11474145000,16458285000,0,0,0,1,0
150,153,0,1,105221536000,136637368000,172456783000,20729293000,26918406000,0,0,0,1,0
151,156,0,1,73355243000,98182939000,122559705000,14451437000,19342646000,0,0,0,0,0
152,157,0,1,71237163000,99576436000,122434472000,14034162000,19617174000,0,0,0,1,0
153,158,0,1,83663638000,113093576000,140676086000,16482254000,22280134000,0,0,0,1,0
154,159,0,1,42454535000,57206374000,71238731000,8363806000,11270009000,0,0,0,1,0
155,161,0,1,76424846000,132653580000,153093858000,15056167000,26133576000,0,0,0,0,0
156,162,0,1,75207427000,123755620000,144815782000,14816328000,24380623000,0,0,0,0,0
157,163,0,1,76142822000,88631193000,116846984000,15000607000,17460893000,0,0,0,0,0
158,164,0,1,65295407000,65603797000,92559971000,12863599000,12924354000,0,0,0,0,0
159,165,0,1,81614837000,118587857000,143958540000,16078628000,23362541000,0,0,0,0,0
160,166,0,1,73508499000,124019125000,144167412000,14481629000,24432535000,0,0,0,0,0
161,167,0,1,75125786000,122231939000,143473101000,14800245000,24080448000,0,0,0,0,0
162,168,0,1,83613967000,141570395000,164418588000,16472469000,27890243000,0,0,0,0,0
163,169,0,1,99192602000,158963155000,187372509000,19541556000,31316725000,0,0,0,0,0
164,170,0,1,68453541000,105310576000,125603363000,13485771000,20746835000,0,0,0,0,0
165,171,0,1,68453541000,105310576000,125603363000,13485771000,20746835000,0,0,0,0,0
166,172,0,1,90796191000,132268543000,160433524000,17887411000,26057721000,0,0,0,0,0
167,173,0,1,110288932000,164815255000,198312170000,21727602000,32469625000,0,0,0,1,0
168,174,0,1,74472526000,113437016000,135698614000,14671548000,22347794000,0,0,0,1,0
169,175,0,1,91335140000,129053921000,158104467000,17993588000,25424420000,0,0,0,1,0
170,176,0,1,91114667000,128399982000,157443444000,17950153000,25295591000,0,0,0,1,0
171,177,0,1,83018303000,116897900000,143377675000,16355119000,23029609000,0,0,0,1,0
172,178,0,1,156493116000,145387018000,213605900000,30830112000,28642142000,0,0,0,0,0
173,179,0,1,99825224000,106459596000,145940813000,19666186000,20973199000,0,0,0,0,0
174,180,0,1,90411199000,95134892000,131243409000,17811565000,18742162000,0,0,0,0,0
175,181,0,1,101185289000,108503515000,148362649000,19934128000,21375863000,0,0,0,0,0
176,182,0,1,42374988000,55706572000,69991870000,8348135000,10974539000,0,0,0,0,0
177,183,0,1,152415001000,199025669000,250682168000,30026698000,39209288000,0,0,0,0,0
178,184,0,1,98879894000,134384579000,166842586000,19479951000,26474593000,0,0,0,0,0
179,185,0,1,159935006000,176979834000,238539447000,31508185000,34866122000,0,0,0,0,0
180,186,0,1,111278243000,134701206000,174720526000,21922502000,26536971000,0,0,0,0,0
181,187,0,1,105326760000,129528457000,166947140000,20750023000,25517907000,0,0,0,0,0
182,188,0,1,60847979000,84339379000,103998112000,11987428000,16615379000,0,0,0,0,0
183,190,0,1,74153274000,101180935000,125444369000,14608654000,19933270000,0,0,0,0,0
184,191,0,1,120513903000,148835220000,191508547000,23741984000,29321459000,0,0,0,0,0
185,192,0,1,121309635000,152026629000,194494533000,23898748000,29950186000,0,0,0,0,0
186,193,0,1,60140182000,78761382000,99096906000,11847988000,15516479000,0,0,0,0,0
187,194,0,1,67798184000,66092243000,94682514000,13356662000,13020581000,0,0,0,0,0
188,195,0,1,99344168000,146214932000,176771236000,19571415000,28805246000,0,0,0,0,0
189,196,0,1,91695054000,102071194000,137209736000,18064493000,20108657000,0,0,0,0,0
190,197,0,1,60257033000,90181927000,108460545000,11871008000,17766397000,0,0,0,0,0
191,198,0,1,126830675000,127925407000,180141416000,24986427000,25202096000,0,0,0,0,0
192,199,0,1,118047402000,118109625000,166988241000,23256068000,23268327000,0,0,0,0,0
193,200,0,1,107817220000,107579482000,152308562000,21240659000,21193823000,0,0,0,0,0
194,201,0,1,96097793000,95832700000,135715482000,18931860000,18879635000,0,0,0,0,0
195,202,0,1,67812687000,65664608000,94394922000,13359519000,12936334000,0,0,0,0,0
196,203,0,1,107312018000,107457302000,151864878000,21141131000,21169753000,0,0,0,0,0
197,204,0,1,215453460000,222221953000,309520257000,42445664000,43779099000,0,0,0,0,0
198,205,0,1,102647892000,108636742000,149460803000,20222270000,21402110000,0,0,0,0,0
199,206,0,1,106494079000,107704176000,151463456000,20979992000,21218389000,0,0,0,1,0
200,207,0,1,107817934000,107586164000,152313787000,21240800000,21195140000,0,0,0,0,0
201,208,0,1,117921122000,118042575000,166851552000,23231190000,23255117000,0,0,0,0,0
202,209,0,1,95514797000,96413197000,135715073000,18817006000,18993996000,0,0,0,0,0
203,210,0,1,104972472000,109917771000,151990579000,20680226000,21654481000,0,0,0,0,0
204,211,0,1,96179662000,154303701000,181824530000,18947988000,30398783000,0,0,0,0,0
205,212,0,1,111180833000,166460304000,200175449000,21903312000,32793709000,0,0,0,0,0
206,213,0,1,78720528000,82969513000,114371594000,15508431000,16345507000,0,0,0,0,0
207,214,0,1,68260644000,101067748000,121959851000,13447769000,19910971000,0,0,0,0,0
208,215,0,1,68260644000,101067748000,121959851000,13447769000,19910971000,0,0,0,0,0
209,216,0,1,149098703000,154378845000,214623510000,29373367000,30413587000,0,0,0,0,0
210,217,0,1,104379038000,120843560000,159681400000,20563316000,23806929000,0,0,0,0,0
211,218,0,1,135952098000,187811355000,231853570000,26783404000,36999998000,0,0,0,0,0
212,219,0,1,113076049000,156065644000,192724357000,22276681000,30745897000,0,0,0,0,0
213,220,0,1,160302574000,192034803000,250148517000,31580598000,37832044000,0,0,0,0,0
214,221,0,1,108343242000,137900050000,175370128000,21344289000,27167163000,0,0,0,0,0
215,222,0,1,102724399000,133969490000,168819804000,20237342000,26392818000,0,0,0,0,0
216,223,0,1,125158280000,162901502000,205430023000,24656955000,32092603000,0,0,0,0,0
217,224,0,1,111566558000,145742773000,183543054000,21979302000,28712228000,0,0,0,0,0
218,225,0,1,83773869000,115163655000,142410422000,16503970000,22687952000,0,0,0,0,0
219,226,0,1,122051960000,175845562000,214052196000,24044991000,34642663000,0,0,0,0,0
220,227,0,1,107340037000,151538850000,185703814000,21146651000,29854091000,0,0,0,0,0
221,228,0,1,141475579000,177067952000,226645977000,27871564000,34883481000,0,0,0,0,0
222,229,0,1,149789857000,193933252000,245045113000,29509528000,38206050000,0,0,0,0,0
223,230,0,1,63626804000,87213016000,107955918000,12534874000,17181503000,0,0,0,0,0
224,231,0,1,63626804000,87213016000,107955918000,12534874000,17181503000,0,0,0,0,0
225,232,0,1,93222816000,128078801000,158412982000,18365471000,25232316000,0,0,0,0,0
226,233,0,1,160171657000,218833789000,271188471000,31554807000,43111610000,0,0,0,0,0
227,234,0,1,89074229000,122413985000,151391552000,17548174000,24116312000,0,0,0,0,0
228,235,0,1,101717970000,134659578000,168759437000,20039069000,26528770000,0,0,0,0,0
229,236,0,1,93059609000,123647302000,154753824000,18333318000,24359283000,0,0,0,0,0
230,237,0,1,129391124000,174654934000,217362390000,25490852000,34408102000,0,0,0,0,0
231,238,0,1,105485070000,143781648000,178326280000,20781211000,28325874000,0,0,0,0,0
232,239,0,1,149183927000,181187564000,234701465000,29390156000,35695071000,0,0,0,0,0
233,240,0,1,99997927000,131921304000,165537959000,19700210000,25989313000,0,0,0,0,0
234,241,0,1,102307470000,141547289000,174649516000,20155204000,27885691000,0,0,0,1,0
235,242,0,1,149798132000,122393208000,193441406000,29511158000,24112219000,0,0,0,0,0
236,243,0,1,150870861000,131402503000,200071574000,29722493000,25887106000,0,0,0,0,0
237,244,0,1,129665671000,110320975000,170246597000,25544939000,21733914000,0,0,0,0,0
238,245,0,1,142465012000,126441176000,190482678000,28066488000,24909694000,0,0,0,0,0
239,246,0,1,100251041000,78957477000,127610949000,19750075000,15555111000,0,0,0,0,0
240,247,0,1,70835227000,52754102000,88321145000,13954978000,10392884000,0,0,0,0,0
241,248,0,1,112170778000,88759950000,143040596000,22098337000,17486259000,0,0,0,0,0
242,249,0,1,207411725000,143743410000,252352514000,40861393000,28318341000,0,0,0,0,0
243,250,0,1,86613903000,67718218000,109944191000,17063474000,13340908000,0,0,0,0,0
244,251,0,1,112286468000,89998607000,143902745000,22121129000,17730282000,0,0,0,1,0
245,252,0,1,173946534000,159588983000,236063635000,34268543000,31440017000,0,0,0,0,0
246,253,0,1,134566287000,123842862000,182880125000,26510391000,24397810000,0,0,0,0,0
247,254,0,1,151095480000,132937821000,201251853000,29766744000,26189573000,0,0,0,0,0
248,255,0,1,139129447000,120154852000,183831966000,27409362000,23671249000,0,0,0,0,0
249,256,0,1,131857265000,113239380000,173808790000,25976697000,22308858000,0,0,0,0,0
250,257,0,1,122299520000,105126383000,161272220000,24093762000,20710548000,0,0,0,0,0
251,258,0,1,110941472000,91953942000,144095585000,21856156000,18115495000,0,0,0,0,0
252,259,0,1,85959403000,67660754000,109393769000,16934534000,13329587000,0,0,0,0,0
253,260,0,1,121579828000,101114258000,158132058000,23951978000,19920134000,0,0,0,0,0
254,261,0,1,232202269000,175083413000,290812818000,45745283000,34492515000,0,0,0,0,0
255,262,0,1,98270843000,82225703000,128133621000,19359964000,16198972000,0,0,0,0,0
256,263,0,1,121570801000,101518925000,158384190000,23950200000,19999856000,0,0,0,1,0
257,264,0,1,141471441000,123708218000,187930551000,27870749000,24371284000,0,0,0,0,0
258,265,0,1,132017559000,113063303000,173815840000,26008276000,22274170000,0,0,0,0,0
259,266,0,1,128062732000,113589506000,171180137000,25229150000,22377835000,0,0,0,0,0
260,267,0,1,132994854000,124577433000,182228341000,26200809000,24542525000,0,0,0,0,0
261,268,0,1,123525260000,123911648000,174964529000,24335240000,24411361000,0,0,0,0,0
262,269,0,1,115069828000,109803848000,159053294000,22669468000,21632037000,0,0,0,0,0
263,270,0,1,121315329000,120799874000,171201690000,23899870000,23798322000,0,0,0,0,0
264,271,0,1,129503315000,115517801000,173538097000,25512954000,22757721000,0,0,0,0,0
265,272,0,1,130134893000,116092127000,174391721000,25637379000,22870867000,0,0,0,0,0
266,273,0,1,120558685000,107434420000,161482356000,23750806000,21165245000,0,0,0,0,0
267,274,0,1,109602993000,96547112000,146062182000,21592467000,19020378000,0,0,0,0,0
268,275,0,1,84751930000,71871507000,111123369000,16696654000,14159131000,0,0,0,0,0
269,276,0,1,119980133000,106193744000,160225914000,23636828000,20920824000,0,0,0,0,0
270,277,0,1,254822002000,215694885000,333854065000,50201510000,42493226000,0,0,0,0,0
271,278,0,1,114935335000,110436134000,159393447000,22642972000,21756601000,0,0,0,0,0
272,279,0,1,119229051000,107053309000,160237254000,23488860000,21090164000,0,0,0,1,0
273,280,0,1,120590612000,107729818000,161702843000,23757096000,21223440000,0,0,0,0,0
274,281,0,1,130048642000,116082300000,174320824000,25620387000,22868931000,0,0,0,0,0
275,282,0,1,108392821000,98085449000,146183990000,21354056000,19323440000,0,0,0,0,0
276,283,0,1,123174504000,116224822000,169352200000,24266139000,22897009000,0,0,0,0,0
277,284,0,1,105875729000,101570634000,146718314000,20858173000,20010043000,0,0,0,0,0
278,285,0,1,125965476000,118799858000,173149379000,24815978000,23404307000,0,0,0,0,0
279,286,0,1,111896916000,93224128000,145642225000,22044384000,18365730000,0,0,0,0,0
280,287,0,1,133050490000,123150055000,181296357000,26211769000,24261322000,0,0,0,0,0
281,288,0,1,110467532000,92903158000,144340127000,21762787000,18302497000,0,0,0,0,0
282,289,0,1,123299499000,116586262000,169691258000,24290764000,22968215000,0,0,0,0,0
283,290,0,1,131643340000,130490534000,185358433000,25934552000,25707442000,0,0,0,0,0
284,291,0,1,108680354000,96281845000,145195085000,21410702000,18968119000,0,0,0,0,0
285,292,0,1,123305483000,116574578000,169687579000,24291943000,22965913000,0,0,0,0,0
286,293,0,1,82799486000,97621569000,128006741000,16312011000,19232053000,0,0,0,0,0
287,294,0,1,95769015000,112439234000,147696599000,18867088000,22151224000,0,0,0,0,0
288,295,0,1,125134565000,145802196000,192137815000,24652283000,28723934000,0,0,0,0,0
289,296,0,1,97265993000,88250846000,131335012000,19162002000,17385962000,0,0,0,0,0
290,297,0,1,131426325000,113250209000,173489160000,25891799000,22310991000,0,0,0,0,0
291,298,0,1,132781972000,123796477000,181539582000,26158870000,24388672000,0,0,0,0,0
292,299,0,1,130315287000,111314543000,171385535000,25672917000,21929653000,0,0,0,0,0
293,300,0,1,123132523000,116916102000,169796917000,24257869000,23033195000,0,0,0,0,0
294,301,0,1,139865665000,141073606000,198655900000,27554401000,27792373000,0,0,0,0,0
295,302,0,1,128739779000,114067883000,172004106000,25362533000,22472078000,0,0,0,0,0
296,303,0,1,123138507000,116904418000,169793212000,24259047000,23030893000,0,0,0,0,0
297,304,0,1,95769015000,112439234000,147696599000,18867088000,22151224000,0,0,0,0,0
298,305,0,1,83177974000,97574868000,128216341000,16386575000,19222853000,0,0,0,0,0
299,306,0,1,117453990000,134790271000,178784387000,23139162000,26554517000,0,0,0,0,0
300,307,0,1,97584806000,87279079000,130921473000,19224810000,17194518000,0,0,0,0,0
301,308,0,1,103903402000,119416135000,158291283000,20469613000,23525717000,0,0,0,0,0
302,309,0,1,119866986000,109031827000,162037136000,23614538000,21479944000,0,0,0,0,0
303,310,0,1,109503073000,98111200000,147026292000,21572783000,19328513000,0,0,0,0,0
304,311,0,1,118120971000,113114067000,163546188000,23270562000,22284171000,0,0,0,0,0
305,312,0,1,146394356000,135998497000,199817163000,28840594000,26792545000,0,0,0,0,0
306,313,0,1,129445845000,120161093000,176620823000,25501632000,23672478000,0,0,0,0,0
