automaton_edge_id,source_state_id,target_state_id,source_grammar_cell_id,target_grammar_cell_id,edit_kind_code,edit_position,source_symbol_id,target_symbol_id,native_transition_flag,derived_transition_flag,promoted_transition_flag,promoted_only_transition_flag,old_repaired_edge_flag,old_spectral_cut_edge_flag,new_spectral_cut_edge_flag
147,34,51,34,51,0,8,1,5,0,1,0,0,1,0,0
148,35,37,35,37,0,8,1,2,0,1,0,0,1,0,0
149,35,51,35,51,2,8,1,-1,0,1,0,0,1,0,0
150,35,59,35,59,0,8,1,5,0,1,0,0,1,0,0
151,36,37,36,37,1,9,-1,5,0,1,0,0,1,0,0
152,36,39,36,39,2,6,2,-1,0,1,0,0,1,0,0
153,36,41,36,41,1,8,-1,5,0,1,0,0,1,0,0
154,36,51,36,51,0,8,2,5,0,1,0,0,1,0,0
155,36,64,36,64,0,7,2,5,0,1,0,0,1,0,0
156,37,51,37,51,2,6,2,-1,0,1,0,0,1,0,0
157,37,59,37,59,0,8,2,5,0,1,0,0,1,0,0
158,37,65,37,65,0,7,2,5,0,1,0,0,1,0,0
159,38,39,38,39,2,9,1,-1,0,1,0,0,1,0,0
160,38,40,38,40,0,9,1,2,0,1,0,0,1,0,0
161,38,43,38,43,1,8,-1,5,0,1,0,0,1,0,0
162,38,51,38,51,0,9,1,5,0,1,0,0,1,0,0
163,38,60,38,60,2,6,2,-1,0,1,0,0,1,0,0
164,38,67,38,67,0,7,2,5,0,1,0,0,1,0,0
165,39,40,39,40,1,9,-1,2,0,1,0,0,1,0,0
166,39,44,39,44,0,9,2,5,0,1,0,0,1,0,0
167,39,51,39,51,1,8,-1,5,0,1,0,0,1,0,0
168,39,62,39,62,2,6,2,-1,0,1,0,0,1,0,0
169,39,64,39,64,1,7,-1,5,0,1,0,0,1,0,0
170,39,75,39,75,0,7,2,5,0,1,0,0,1,0,0
171,40,41,40,41,1,10,-1,5,0,1,0,0,1,0,0
172,40,51,40,51,0,9,2,5,0,1,0,0,1,0,0
173,40,56,40,56,1,8,-1,5,0,1,0,0,1,0,0
174,40,63,40,63,2,6,2,-1,0,1,0,0,1,0,0
175,40,80,40,80,0,7,2,5,0,1,0,0,1,0,0
176,41,51,41,51,2,9,2,-1,0,1,0,0,1,0,0
177,41,59,41,59,0,9,2,5,0,1,0,0,1,0,0
178,41,64,41,64,2,6,2,-1,0,1,0,0,1,0,0
179,42,43,42,43,1,11,-1,2,0,1,0,0,1,0,0
180,42,44,42,44,2,10,1,-1,0,1,0,0,1,0,0
181,42,45,42,45,1,10,-1,2,0,1,0,0,1,0,0
182,42,51,42,51,0,10,1,2,0,1,0,0,1,0,0
183,42,58,42,58,0,10,1,5,0,1,0,0,1,0,0
184,42,66,42,66,2,6,2,-1,0,1,0,0,1,0,0
185,43,51,43,51,2,10,1,-1,0,1,0,0,1,0,0
186,43,56,43,56,0,10,1,2,0,1,0,0,1,0,0
187,43,59,43,59,0,10,1,5,0,1,0,0,1,0,0
188,43,67,43,67,2,6,2,-1,0,1,0,0,1,0,0
189,44,51,44,51,1,10,-1,2,0,1,0,0,1,0,0
190,44,58,44,58,1,8,-1,5,0,1,0,0,1,0,0
191,44,68,44,68,2,6,2,-1,0,1,0,0,1,0,0
192,44,82,44,82,0,7,2,5,0,1,0,0,1,0,0
193,45,46,45,46,2,13,4,-1,0,1,0,0,1,0,0
194,45,48,45,48,0,12,1,3,0,1,0,0,1,0,0
195,45,50,45,50,0,12,1,4,0,1,0,0,1,0,0
196,45,51,45,51,2,11,1,-1,0,1,0,0,1,0,0
197,45,56,45,56,0,11,1,2,0,1,0,0,1,0,0
198,45,57,45,57,0,11,1,5,0,1,1,0,1,0,0
199,45,69,45,69,2,6,2,-1,0,1,0,0,1,0,0
200,46,47,46,47,0,12,1,2,0,1,0,0,1,0,0
201,46,51,46,51,0,12,1,4,0,1,0,0,1,0,0
202,46,54,46,54,2,11,1,-1,0,1,0,0,1,0,0
203,46,55,46,55,0,12,1,5,0,1,0,0,1,0,0
204,46,70,46,70,2,6,2,-1,0,1,0,0,1,0,0
205,47,51,47,51,0,12,2,4,0,1,0,0,1,0,0
206,47,54,47,54,2,12,2,-1,0,1,0,0,1,0,0
207,47,55,47,55,0,12,2,5,0,1,0,0,1,0,0
208,47,71,47,71,2,6,2,-1,0,1,0,0,1,0,0
209,48,50,48,50,0,12,3,4,0,1,0,0,1,0,0
210,48,51,48,51,2,12,3,-1,0,1,0,0,1,0,0
211,48,72,48,72,2,6,2,-1,0,1,0,0,1,0,0
212,48,96,48,96,2,3,3,-1,0,1,0,0,1,0,0
213,49,51,49,51,0,13,3,5,0,1,0,0,1,0,0
214,49,73,49,73,2,6,2,-1,0,1,0,0,1,0,0
215,49,97,49,97,2,3,3,-1,0,1,0,0,1,0,0
216,50,51,50,51,2,12,4,-1,0,1,0,0,1,0,0
217,50,53,50,53,0,13,4,5,0,1,1,0,1,0,0
218,50,74,50,74,2,6,2,-1,0,1,0,0,1,0,0
219,51,52,51,52,1,14,-1,2,0,1,0,0,1,0,0
220,51,53,51,53,1,13,-1,5,0,1,1,0,1,0,0
221,51,54,51,54,2,12,4,-1,0,1,0,0,1,0,0
222,51,55,51,55,0,12,4,5,0,1,0,0,1,0,0
223,51,56,51,56,1,10,-1,2,0,1,0,0,1,0,0
224,51,57,51,57,1,11,-1,5,0,1,1,0,1,0,0
225,51,58,51,58,0,10,2,5,0,1,0,0,1,0,0
226,51,59,51,59,1,8,-1,5,0,1,0,0,1,0,0
227,51,65,51,65,1,7,-1,5,0,1,0,0,1,0,0
228,51,75,51,75,2,6,2,-1,0,1,0,0,1,0,0
229,51,83,51,83,0,7,2,5,0,1,0,0,1,0,0
230,52,53,52,53,0,14,2,5,0,1,1,0,1,0,0
231,52,76,52,76,2,6,2,-1,0,1,0,0,1,0,0
232,53,55,53,55,2,12,4,-1,0,1,1,0,1,0,0
233,53,77,53,77,2,6,2,-1,0,1,1,0,1,0,0
234,53,98,53,98,2,3,3,-1,0,1,1,1,0,0,0
235,54,55,54,55,1,12,-1,5,0,1,0,0,1,0,0
236,54,78,54,78,2,6,2,-1,0,1,0,0,1,0,0
237,55,79,55,79,2,6,2,-1,0,1,0,0,1,0,0
238,56,57,56,57,0,11,2,5,0,1,1,0,1,0,0
239,56,59,56,59,0,10,2,5,0,1,0,0,1,0,0
240,56,80,56,80,2,6,2,-1,0,1,0,0,1,0,0
241,57,58,57,58,2,10,2,-1,0,1,1,0,1,0,0
242,57,81,57,81,2,6,2,-1,0,1,1,0,1,0,0
243,57,99,57,99,2,3,3,-1,0,1,1,1,1,0,0
244,58,59,58,59,1,11,-1,2,0,1,0,0,1,0,0
245,58,82,58,82,2,6,2,-1,0,1,0,0,1,0,0
246,59,83,59,83,2,6,2,-1,0,1,0,0,1,0,0
247,60,62,60,62,2,8,1,-1,0,1,0,0,1,0,0
248,60,63,60,63,0,8,1,2,0,1,0,0,1,0,0
249,60,67,60,67,1,7,-1,5,0,1,0,0,1,0,0
250,60,75,60,75,0,8,1,5,0,1,0,0,1,0,0
251,61,65,61,65,2,8,1,-1,0,1,0,0,1,0,0
252,62,63,62,63,1,8,-1,2,0,1,0,0,1,0,0
253,62,68,62,68,0,8,2,5,0,1,0,0,1,0,0
254,62,75,62,75,1,7,-1,5,0,1,0,0,1,0,0
255,63,64,63,64,1,9,-1,5,0,1,0,0,1,0,0
256,63,75,63,75,0,8,2,5,0,1,0,0,1,0,0
257,63,80,63,80,1,7,-1,5,0,1,0,0,1,0,0
258,64,65,64,65,1,9,-1,5,0,1,0,0,1,0,0
259,64,75,64,75,2,8,2,-1,0,1,0,0,1,0,0
260,64,83,64,83,0,8,2,5,0,1,0,0,1,0,0
261,65,83,65,83,2,8,2,-1,0,1,0,0,1,0,0
262,66,67,66,67,1,10,-1,2,0,1,0,0,1,0,0
263,66,68,66,68,2,9,1,-1,0,1,0,0,1,0,0
264,66,69,66,69,1,9,-1,2,0,1,0,0,1,0,0
265,66,75,66,75,0,9,1,2,0,1,0,0,1,0,0
266,66,82,66,82,0,9,1,5,0,1,0,0,1,0,0
267,67,75,67,75,2,9,1,-1,0,1,0,0,1,0,0
268,67,80,67,80,0,9,1,2,0,1,0,0,1,0,0
269,67,83,67,83,0,9,1,5,0,1,0,0,1,0,0
270,68,75,68,75,1,9,-1,2,0,1,0,0,1,0,0
271,68,82,68,82,1,7,-1,5,0,1,0,0,1,0,0
272,69,70,69,70,2,12,4,-1,0,1,0,0,1,0,0
273,69,72,69,72,0,11,1,3,0,1,0,0,1,0,0
274,69,74,69,74,0,11,1,4,0,1,0,0,1,0,0
275,69,75,69,75,2,10,1,-1,0,1,0,0,1,0,0
276,69,80,69,80,0,10,1,2,0,1,0,0,1,0,0
277,69,81,69,81,0,10,1,5,0,1,1,0,1,0,0
278,70,71,70,71,0,11,1,2,0,1,0,0,1,0,0
279,70,75,70,75,0,11,1,4,0,1,0,0,1,0,0
280,70,78,70,78,2,10,1,-1,0,1,0,0,1,0,0
281,70,79,70,79,0,11,1,5,0,1,0,0,1,0,0
282,71,75,71,75,0,11,2,4,0,1,0,0,1,0,0
283,71,78,71,78,2,11,2,-1,0,1,0,0,1,0,0
284,71,79,71,79,0,11,2,5,0,1,0,0,1,0,0
285,72,74,72,74,0,11,3,4,0,1,0,0,1,0,0
286,72,75,72,75,2,11,3,-1,0,1,0,0,1,0,0
287,72,100,72,100,2,3,3,-1,0,1,0,0,1,0,0
288,73,75,73,75,0,12,3,5,0,1,0,0,1,0,0
289,73,101,73,101,2,3,3,-1,0,1,0,0,1,0,0
290,74,75,74,75,2,11,4,-1,0,1,0,0,1,0,0
291,74,77,74,77,0,12,4,5,0,1,1,0,1,0,0
292,75,76,75,76,1,13,-1,2,0,1,0,0,1,0,0
293,75,77,75,77,1,12,-1,5,0,1,1,0,1,0,0
294,75,78,75,78,2,11,4,-1,0,1,0,0,1,0,0
295,75,79,75,79,0,11,4,5,0,1,0,0,1,0,0
296,75,80,75,80,1,9,-1,2,0,1,0,0,1,0,0
297,75,81,75,81,1,10,-1,5,0,1,1,0,1,0,0
298,75,82,75,82,0,9,2,5,0,1,0,0,1,0,0
299,75,83,75,83,1,7,-1,5,0,1,0,0,1,0,0
300,76,77,76,77,0,13,2,5,0,1,1,0,1,0,0
301,77,79,77,79,2,11,4,-1,0,1,1,0,1,0,0
302,77,102,77,102,2,3,3,-1,0,1,1,1,0,0,0
303,78,79,78,79,1,11,-1,5,0,1,0,0,1,0,0
304,80,81,80,81,0,10,2,5,0,1,1,0,1,0,0
305,80,83,80,83,0,9,2,5,0,1,0,0,1,0,0
306,81,82,81,82,2,9,2,-1,0,1,1,0,1,0,0
307,81,103,81,103,2,3,3,-1,0,1,1,1,1,0,0
308,82,83,82,83,1,10,-1,2,0,1,0,0,1,0,0
309,84,848,84,848,0,2,1,5,0,1,0,0,1,0,0
310,85,849,85,849,0,2,1,5,0,1,0,0,1,0,0
311,86,90,86,90,0,8,1,4,0,1,0,0,1,0,0
312,86,850,86,850,0,2,1,5,0,1,0,0,1,0,0
313,87,88,87,88,1,10,-1,2,0,1,0,0,1,0,0
314,87,545,87,545,2,1,1,-1,0,1,0,0,1,0,0
315,87,851,87,851,0,2,1,5,0,1,0,0,1,0,0
316,88,89,88,89,1,10,-1,5,0,1,0,0,1,0,0
317,88,557,88,557,2,1,1,-1,0,1,0,0,1,0,0
318,88,852,88,852,0,2,1,5,0,1,0,0,1,0,0
319,89,90,89,90,0,9,1,4,0,1,0,0,1,0,0
320,89,573,89,573,2,1,1,-1,0,1,0,0,1,0,0
321,89,853,89,853,0,2,1,5,0,1,0,0,1,0,0
322,90,614,90,614,2,1,1,-1,0,1,0,0,1,0,0
323,90,854,90,854,0,2,1,5,0,1,0,0,1,0,0
324,91,96,91,96,2,6,1,-1,0,1,0,0,1,0,0
325,91,723,91,723,0,2,1,4,0,1,0,0,1,0,0
326,92,97,92,97,2,6,1,-1,0,1,0,0,1,0,0
327,92,724,92,724,0,2,1,4,0,1,0,0,1,0,0
328,93,98,93,98,2,6,1,-1,0,1,1,1,0,0,0
329,93,728,93,728,0,2,1,4,0,1,1,1,0,0,0
330,94,99,94,99,2,6,1,-1,0,1,1,1,1,0,0
331,94,732,94,732,0,2,1,4,0,1,1,1,1,0,0
332,95,735,95,735,0,2,1,4,0,1,1,1,0,0,0
333,96,100,96,100,2,5,2,-1,0,1,0,0,1,0,0
334,96,755,96,755,0,2,1,4,0,1,0,0,1,0,0
335,97,101,97,101,2,5,2,-1,0,1,0,0,1,0,0
336,97,756,97,756,0,2,1,4,0,1,0,0,1,0,0
337,98,102,98,102,2,5,2,-1,0,1,1,1,0,0,0
338,98,760,98,760,0,2,1,4,0,1,1,1,0,0,0
339,99,103,99,103,2,5,2,-1,0,1,1,1,1,0,0
340,99,764,99,764,0,2,1,4,0,1,1,1,1,0,0
341,100,779,100,779,0,2,1,4,0,1,0,0,1,0,0
342,101,780,101,780,0,2,1,4,0,1,0,0,1,0,0
343,102,784,102,784,0,2,1,4,0,1,1,1,0,0,0
344,103,788,103,788,0,2,1,4,0,1,1,1,1,0,0
345,104,105,104,105,1,10,-1,2,0,1,0,0,1,0,0
346,104,135,104,135,2,4,1,-1,0,1,0,0,1,0,0
347,104,249,104,249,0,4,1,5,0,1,0,0,1,0,0
348,105,106,105,106,1,10,-1,5,0,1,0,0,1,0,0
349,105,136,105,136,2,4,1,-1,0,1,0,0,1,0,0
350,105,261,105,261,0,4,1,5,0,1,0,0,1,0,0
351,106,107,106,107,0,9,1,4,0,1,0,0,1,0,0
352,106,138,106,138,2,4,1,-1,0,1,0,0,1,0,0
353,106,277,106,277,0,4,1,5,0,1,0,0,1,0,0
354,107,139,107,139,2,4,1,-1,0,1,0,0,1,0,0
355,107,318,107,318,0,4,1,5,0,1,0,0,1,0,0
356,108,109,108,109,2,6,4,-1,0,1,0,0,1,0,0
357,109,110,109,110,1,8,-1,2,0,1,0,0,1,0,0
358,109,402,109,402,0,4,1,5,0,1,0,0,1,0,0
359,109,697,109,697,0,2,3,4,0,1,0,0,1,0,0
360,110,111,110,111,1,9,-1,5,0,1,0,0,1,0,0
361,110,415,110,415,0,4,1,5,0,1,0,0,1,0,0
362,111,112,111,112,1,9,-1,5,0,1,0,0,1,0,0
363,111,433,111,433,0,4,1,5,0,1,0,0,1,0,0
364,112,450,112,450,0,4,1,5,0,1,0,0,1,0,0
365,113,114,113,114,1,9,-1,5,1,0,0,0,1,0,0
366,113,116,113,116,0,8,1,2,1,0,0,0,1,0,0
367,113,122,113,122,0,8,1,4,1,0,0,0,1,0,0
368,113,126,113,126,0,7,1,2,1,0,0,0,1,0,0
369,113,138,113,138,0,7,1,4,1,0,0,0,1,0,0
370,113,178,113,178,1,4,-1,5,1,0,0,0,1,0,0
371,114,118,114,118,0,8,1,2,1,0,0,0,1,0,0
372,114,123,114,123,0,8,1,4,1,0,1,0,1,0,0
373,114,181,114,181,1,4,-1,5,1,0,0,0,1,0,0
374,115,116,115,116,1,10,-1,2,1,0,0,0,1,0,0
375,115,127,115,127,0,7,1,2,1,0,0,0,1,0,0
376,115,130,115,130,2,7,1,-1,1,0,0,0,1,0,0
377,115,140,115,140,1,6,-1,5,1,0,0,0,1,0,0
378,115,147,115,147,0,7,1,5,1,0,1,0,1,0,0
379,115,183,115,183,1,4,-1,5,1,0,0,0,1,0,0
380,115,700,115,700,0,2,3,4,0,1,0,0,1,0,0
381,116,118,116,118,1,9,-1,5,1,0,0,0,1,0,0
382,116,122,116,122,0,8,2,4,1,0,0,0,1,0,0
383,116,128,116,128,0,7,1,2,1,0,0,0,1,0,0
384,116,131,116,131,2,7,1,-1,1,0,0,0,1,0,0
385,116,149,116,149,0,7,1,5,1,0,1,0,1,0,0
386,116,185,116,185,1,4,-1,5,1,0,0,0,1,0,0
387,117,118,117,118,2,10,2,-1,1,0,0,0,1,0,0
388,118,119,118,119,1,15,-1,2,1,0,0,0,1,0,0
389,118,120,118,120,1,12,-1,5,1,0,1,0,1,0,0
390,118,123,118,123,0,8,2,4,1,0,1,0,1,0,0
391,118,129,118,129,0,7,1,2,1,0,0,0,1,0,0
392,118,134,118,134,2,7,1,-1,1,0,0,0,1,0,0
393,118,137,118,137,1,7,-1,4,1,0,0,0,1,0,0
394,118,141,118,141,1,6,-1,5,1,0,0,0,1,0,0
395,118,153,118,153,0,7,1,5,1,0,1,0,1,0,0
396,118,192,118,192,1,4,-1,5,1,0,0,0,1,0,0
397,121,124,121,124,1,7,-1,2,1,0,0,0,1,0,0
398,121,195,121,195,1,4,-1,5,1,0,0,0,1,0,0
399,121,701,121,701,0,2,3,4,0,1,0,0,1,0,0
400,122,123,122,123,1,9,-1,5,1,0,1,0,1,0,0
401,122,139,122,139,0,7,1,4,1,0,0,0,1,0,0
402,122,204,122,204,1,4,-1,5,1,0,0,0,1,0,0
403,122,702,122,702,0,2,3,4,0,1,0,0,1,0,0
404,124,125,124,125,1,11,-1,2,1,0,0,0,1,0,0
405,124,130,124,130,1,8,-1,5,1,0,0,0,1,0,0
406,124,142,124,142,1,6,-1,5,1,0,0,0,1,0,0
407,124,211,124,211,1,4,-1,5,1,0,0,0,1,0,0
408,125,143,125,143,1,6,-1,5,1,0,0,0,1,0,0
409,125,212,125,212,1,4,-1,5,1,0,0,0,1,0,0
410,126,128,126,128,0,8,1,2,1,0,0,0,1,0,0
411,126,131,126,131,2,8,1,-1,1,0,0,0,1,0,0
412,126,134,126,134,0,8,1,5,1,0,0,0,1,0,0
413,126,138,126,138,0,7,2,4,1,0,0,0,1,0,0
414,126,216,126,216,1,4,-1,5,1,0,0,0,1,0,0
415,127,128,127,128,1,10,-1,2,1,0,0,0,1,0,0
416,127,130,127,130,2,7,2,-1,1,0,0,0,1,0,0
417,127,133,127,133,1,8,-1,5,1,0,0,0,1,0,0
418,127,146,127,146,1,6,-1,5,1,0,0,0,1,0,0
419,127,147,127,147,0,7,2,5,1,0,1,0,1,0,0
