observable_id,observable_code,value_x1e12,aux_id
0,0,-51543783679,-1
1,1,-149928684557,-1
2,2,178625198443,-1
3,3,192,-1
4,4,852128653272,-1
5,5,221,-1
6,6,1000000000000,-1
7,7,0,-1
8,8,0,-1
9,9,2,-1
10,10,24,-1
11,11,10418982028,-1
12,12,5,-1
13,13,97,-1
14,14,615688126181,-1
15,15,7,-1
16,16,100,-1
17,17,373892891791,-1
18,18,3,-1
19,19,29,-1
20,20,147871346728,-1
21,21,14,-1
22,22,0,-1
23,23,-61701506611,-1
24,24,111067537516,-1
25,25,995726407216,-1
