weight_type,series,total_dimension_n,count,q_weighted_sum,q_mean,q2_weighted_sum
half,grade2,2,15,0,0.0,0
half,grade2,3,72,12,0.16666666666666666,24
half,grade2,4,195,60,0.3076923076923077,120
half,grade2,5,474,300,0.6329113924050633,1032
half,grade2,6,1351,1260,0.9326424870466321,4080
half,grade2,7,2256,3168,1.4042553191489362,15360
half,grade2,8,6642,12432,1.871725383920506,58704
half,grade2,9,8658,21504,2.4837144837144836,139680
half,grade2,10,26013,81240,3.1230538576865414,529152
half,grade2,11,28392,109956,3.8727810650887573,928392
half,grade2,12,86359,404628,4.68541784874767,3492600
half,grade2,13,82446,459396,5.572083545593479,4922040
half,grade2,14,252525,1656060,6.558004158004158,18356304
half,grade2,15,217152,1646400,7.581786030061892,21926784
half,grade2,16,667368,5832960,8.740245261984393,80933184
half,grade2,17,527748,5225664,9.901816776188635,84968448
half,grade2,18,1623466,18234336,11.23173260172988,310093056
half,grade2,19,1198704,15022152,12.531994554118448,293566608
half,grade2,20,3684954,51707880,14.032164309242395,1058870160
half,grade2,21,2569788,39760008,15.47209653092006,921108144
half,grade2,22,7885722,135171624,17.141312361759645,3283530144
half,grade2,23,5240352,98109312,18.72189349112426,2662098816
half,grade2,24,16040180,329770080,20.559001208215868,9381067296
half,grade2,25,10228764,227908800,22.281167108753316,7166506944
half,grade2,26,31215366,758068080,24.285093437635812,24974835456
half,grade2,27,19209456,502321848,26.149717514124294,18133214832
half,grade2,28,58428762,1654672152,28.319479916415137,62523368400
half,grade2,29,34856868,1057116984,30.327365728900254,43443959952
half,grade2,30,105655238,3450919080,32.6620728448882,148283077728
half,grade2,31,61333824,2135272896,34.81395348837209,99158250624
half,grade2,32,185249544,6912179328,37.312800769971126,335206464576
half,grade2,33,104971770,4157862720,39.609341825902334,216722353920
half,grade2,34,315918225,13354370400,42.27160493827161,725992784640
half,grade2,35,175202040,7833880500,44.713409158934454,455559652200
half,grade2,36,525407285,24977040900,47.53843658639031,1512986871240
half,grade2,37,285811110,14326581780,50.12604926379524,924424748280
half,grade2,38,854109945,45364559220,53.11325489834918,3045292638480
half,grade2,39,456608880,25500313440,55.84716933231785,1816678500480
half,grade2,40,1359843030,80225334000,58.99602544567221,5938791928560
half,grade3,0,0,0,,0
half,grade3,1,6,0,0.0,0
half,grade3,2,51,6,0.11764705882352941,6
half,grade3,3,272,72,0.2647058823529412,84
half,grade3,4,1092,546,0.5,828
half,grade3,5,3654,2940,0.8045977011494253,5832
half,grade3,6,10661,12684,1.1897570584372947,32136
half,grade3,7,28008,46200,1.649528706083976,146592
half,grade3,8,67575,147840,2.1877913429522753,575760
half,grade3,9,152022,425976,2.8020681217192247,2002896
half,grade3,10,322335,1126260,3.494066731816278,6299100
half,grade3,11,649740,2769564,4.262572721396251,18194304
half,grade3,12,1253343,6402648,5.108456344352663,48854208
half,grade3,13,2326338,14030268,6.031053097185362,123138504
half,grade3,14,4173051,29340108,7.0308529658516035,293633544
half,grade3,15,7261488,58872240,8.10746227219545,666707856
half,grade3,16,12294945,113865672,9.261177825520976,1449125568
half,grade3,17,20309952,213086976,10.491751826887626,3028838592
half,grade3,18,32805864,387088674,11.799374465491901,6110952498
half,grade3,19,51916956,684467028,13.183882121286155,11940782292
half,grade3,20,80634645,1180926810,14.645402233742084,22661128764
half,grade3,21,123095492,1992155592,16.18382249124119,41872652016
half,grade3,22,184945566,3291888936,17.799231456027446,75495544560
half,grade3,23,273803088,5336846448,19.491549518243563,133071406464
half,grade3,24,399833642,8500799136,21.2608401171005,229697653152
half,grade3,25,576467892,13320469680,23.10704527495176,388859125536
half,grade3,26,821280642,20556828264,25.030211614314418,646514403000
half,grade3,27,1157071272,31275978888,27.030295924588472,1056917385504
half,grade3,28,1613169882,46955073312,29.107333230016255,1700809606368
half,grade3,29,2227021692,69619572456,31.261290676283185,2696820380592
half,grade3,30,3046080570,102019924680,33.492195080053314,4217161473456
half,grade3,31,4130079552,147856934784,35.80002102196796,6509022769440
half,grade3,32,5553716910,212067510480,38.18478937919074,9923465495616
half,grade3,33,7409844162,301184083872,40.64648018059088,14954102453568
half,grade3,34,9813203505,423784272030,43.185109919923136,22288448242206
half,grade3,35,12904823256,591049457040,45.800662691385256,32875563238836
half,grade3,36,16857129042,817455315810,48.493151697023116,48014496991836
half,grade3,37,21879905658,1121620066596,51.262564113748795,69469125309432
half,grade3,38,28227179019,1527341906964,54.108910633114654,99616258154424
half,grade3,39,36205184120,2064860606760,57.03218080361471,141635463444000
half,grade3,40,46181501625,2772385610400,60.03238337532079,199750882670640
half,total,0,1,0,0.0,0
half,total,1,12,0,0.0,0
half,total,2,78,6,0.07692307692307693,6
half,total,3,364,84,0.23076923076923078,108
half,total,4,1365,630,0.46153846153846156,1044
half,total,5,4368,3360,0.7692307692307693,7104
half,total,6,12376,14280,1.1538461538461537,37944
half,total,7,31824,51408,1.6153846153846154,168912
half,total,8,75582,162792,2.1538461538461537,651168
half,total,9,167960,465120,2.769230769230769,2232576
half,total,10,352716,1220940,3.4615384615384617,6941916
half,total,11,705432,2984520,4.230769230769231,19868376
half,total,12,1352078,6864396,5.076923076923077,52953912
half,total,13,2496144,14976864,6.0,132652224
half,total,14,4457400,31201800,7.0,314692440
half,total,15,7726160,62403600,8.076923076923077,711401040
half,total,16,13037895,120349800,9.23076923076923,1540477440
half,total,17,21474180,224652960,10.461538461538462,3209328000
half,total,18,34597290,407183490,11.76923076923077,6456766770
half,total,19,54627300,718559100,13.153846153846153,12585049380
half,total,20,84672315,1237518450,14.615384615384615,23831069580
half,total,21,129024480,2084241600,16.153846153846153,43947722880
half,total,22,193536720,3438998640,17.76923076923077,79096968720
half,total,23,286097760,5567902560,19.46153846153846,139197564000
half,total,24,417225900,8858026800,21.23076923076923,239925983040
half,total,25,600805296,13864737600,23.076923076923077,405642608640
half,total,26,854992152,21374803800,25.0,673611674040
half,total,27,1203322288,32489701776,27.0,1100008474416
half,total,28,1676056044,48734552664,29.076923076923077,1768368053808
half,total,29,2311801440,72199337280,31.23076923076923,2801334286464
half,total,30,3159461968,105720458160,33.46153846153846,4376826967824
half,total,31,4280561376,153112387680,35.76923076923077,6750068976864
half,total,32,5752004349,219461089008,38.15384615384615,10283319599232
half,total,33,7669339132,311493158592,40.61538461538461,15485659884288
half,total,34,10150595910,438037254270,43.15384615384615,23065790274846
half,total,35,13340783196,610597384740,45.76923076923077,34001551510236
half,total,36,17417133617,844061090670,48.46153846153846,49630792131396
half,total,37,22595200368,1157569495776,51.23076923076923,71769308738112
half,total,38,29135916264,1575580702584,54.07692307692308,102862911582984
half,total,39,37353738800,2129163111600,57.0,146182255919280
half,total,40,47626016970,2857561018200,60.0,206070971712480
double,grade0,0,1,0,0.0,0
double,grade0,1,0,0,,0
double,grade0,2,12,0,0.0,0
double,grade0,3,0,0,,0
double,grade0,4,78,48,0.6153846153846154,384
double,grade0,5,0,0,,0
double,grade0,6,364,672,1.8461538461538463,6912
double,grade0,7,0,0,,0
double,grade0,8,1365,5040,3.6923076923076925,66816
double,grade0,9,0,0,,0
double,grade0,10,4368,26880,6.153846153846154,454656
double,grade0,11,0,0,,0
double,grade0,12,12376,114240,9.23076923076923,2428416
double,grade0,13,0,0,,0
double,grade0,14,31824,411264,12.923076923076923,10810368
double,grade0,15,0,0,,0
double,grade0,16,75582,1302336,17.23076923076923,41674752
double,grade0,17,0,0,,0
double,grade0,18,167960,3720960,22.153846153846153,142884864
double,grade0,19,0,0,,0
double,grade0,20,352716,9767520,27.692307692307693,444282624
double,grade0,21,0,0,,0
double,grade0,22,705432,23876160,33.84615384615385,1271576064
double,grade0,23,0,0,,0
double,grade0,24,1352078,54915168,40.61538461538461,3389050368
double,grade0,25,0,0,,0
double,grade0,26,2496144,119814912,48.0,8489742336
double,grade0,27,0,0,,0
double,grade0,28,4457400,249614400,56.0,20140316160
double,grade0,29,0,0,,0
double,grade0,30,7726160,499228800,64.61538461538461,45529666560
double,grade0,31,0,0,,0
double,grade0,32,13037895,962798400,73.84615384615384,98590556160
double,grade0,33,0,0,,0
double,grade0,34,21474144,1797203712,83.69151813455288,205385902080
double,grade0,35,0,0,,0
double,grade0,36,34596846,3257220528,94.14790377134378,413094847872
double,grade0,37,0,0,,0
double,grade0,38,54624300,5746793760,105.20581060077657,804499369728
double,grade0,39,0,0,,0
double,grade0,40,84657909,9892038000,116.84718081095058,1520596209408
double,grade1,0,0,0,,0
double,grade1,1,0,0,,0
double,grade1,2,0,0,,0
double,grade1,3,20,0,0.0,0
double,grade1,4,0,0,,0
double,grade1,5,240,240,1.0,960
double,grade1,6,0,0,,0
double,grade1,7,1560,4080,2.6153846153846154,27840
double,grade1,8,0,0,,0
double,grade1,9,7280,35280,4.846153846153846,360000
double,grade1,10,0,0,,0
double,grade1,11,27300,210000,7.6923076923076925,2982720
double,grade1,12,0,0,,0
double,grade1,13,87360,974400,11.153846153846153,18366720
double,grade1,14,0,0,,0
double,grade1,15,247520,3769920,15.23076923076923,91065600
double,grade1,16,0,0,,0
double,grade1,17,636480,12680640,19.923076923076923,382083840
double,grade1,18,0,0,,0
double,grade1,19,1511640,38139840,25.23076923076923,1402801920
double,grade1,20,0,0,,0
double,grade1,21,3359200,104652000,31.153846153846153,4615850880
double,grade1,22,0,0,,0
double,grade1,23,7054320,265893600,37.69230769230769,13856234880
double,grade1,24,0,0,,0
double,grade1,25,14108640,632718240,44.84615384615385,38467904640
double,grade1,26,0,0,,0
double,grade1,27,27041560,1422802080,52.61538461538461,99831496320
double,grade1,28,0,0,,0
double,grade1,29,49922880,3045295680,61.0,244279783680
double,grade1,30,0,0,,0
double,grade1,31,89148000,6240360000,70.0,567551827200
double,grade1,32,0,0,,0
double,grade1,33,154523200,12302424000,79.61538461538461,1259340307200
double,grade1,34,0,0,,0
double,grade1,35,260757660,23427966240,89.84574504925378,2681646019200
double,grade1,36,0,0,,0
double,grade1,37,429480240,43243875120,100.68885851418915,5502047624640
double,grade1,38,0,0,,0
double,grade1,39,691921500,77591052240,112.13851895048788,10913120882880
double,grade1,40,0,0,,0
double,grade2,0,0,0,,0
double,grade2,1,6,0,0.0,0
double,grade2,2,15,0,0.0,0
double,grade2,3,72,24,0.3333333333333333,96
double,grade2,4,195,120,0.6153846153846154,480
double,grade2,5,474,600,1.2658227848101267,4128
double,grade2,6,1351,2520,1.8652849740932642,16320
double,grade2,7,2256,6336,2.8085106382978724,61440
double,grade2,8,6642,24864,3.743450767841012,234816
double,grade2,9,8658,43008,4.967428967428967,558720
double,grade2,10,26013,162480,6.246107715373083,2116608
double,grade2,11,28392,219912,7.745562130177515,3713568
double,grade2,12,86359,809256,9.37083569749534,13970400
double,grade2,13,82446,918792,11.144167091186958,19688160
double,grade2,14,252525,3312120,13.116008316008315,73425216
double,grade2,15,217152,3292800,15.163572060123784,87707136
double,grade2,16,667368,11665920,17.480490523968786,323732736
double,grade2,17,527748,10451328,19.80363355237727,339873792
double,grade2,18,1623466,36468672,22.46346520345976,1240372224
double,grade2,19,1198704,30044304,25.063989108236896,1174266432
double,grade2,20,3684954,103415760,28.06432861848479,4235480640
double,grade2,21,2569788,79520016,30.94419306184012,3684432576
double,grade2,22,7885722,270343248,34.28262472351929,13134120576
double,grade2,23,5240352,196218624,37.44378698224852,10648395264
double,grade2,24,16040180,659540160,41.118002416431736,37524269184
double,grade2,25,10228764,455817600,44.56233421750663,28666027776
double,grade2,26,31215366,1516136160,48.570186875271624,99899341824
double,grade2,27,19209456,1004643696,52.29943502824859,72532859328
double,grade2,28,58428762,3309344304,56.638959832830274,250093473600
double,grade2,29,34856868,2114233968,60.65473145780051,173775839808
double,grade2,30,105655238,6901838160,65.3241456897764,593132310912
double,grade2,31,61333824,4270545792,69.62790697674419,396633002496
double,grade2,32,185249544,13824358656,74.62560153994225,1340825858304
double,grade2,33,104971746,8315712624,79.21857967381051,866882569920
double,grade2,34,315918105,26708676720,84.5430391525044,2903936909760
double,grade2,35,175201548,15667493160,89.42554069214046,1822092550176
double,grade2,36,525405155,49952928960,95.07506442337818,6051322556160
double,grade2,37,285806646,28650707784,100.24507192180549,3696343932384
double,grade2,38,854092101,90719348544,106.21729019362515,12175806233760
double,grade2,39,456582138,50985792672,111.66839091721104,7258449060288
double,grade2,40,1359741948,160394739600,117.95969068683905,23724091984896
double,grade3,0,0,0,,0
double,grade3,1,6,0,0.0,0
double,grade3,2,51,12,0.23529411764705882,24
double,grade3,3,272,144,0.5294117647058824,336
double,grade3,4,1092,1092,1.0,3312
double,grade3,5,3654,5880,1.6091954022988506,23328
double,grade3,6,10661,25368,2.3795141168745895,128544
double,grade3,7,28008,92400,3.299057412167952,586368
double,grade3,8,67575,295680,4.375582685904551,2303040
double,grade3,9,152022,851952,5.604136243438449,8011584
double,grade3,10,322335,2252520,6.988133463632556,25196400
double,grade3,11,649740,5539128,8.525145442792502,72777216
double,grade3,12,1253343,12805296,10.216912688705326,195416832
double,grade3,13,2326338,28060536,12.062106194370724,492554016
double,grade3,14,4173051,58680216,14.061705931703207,1174534176
double,grade3,15,7261488,117744480,16.2149245443909,2666831424
double,grade3,16,12294945,227731344,18.522355651041952,5796502272
double,grade3,17,20309952,426173952,20.98350365377525,12115354368
double,grade3,18,32805864,774177348,23.598748930983803,24443809992
double,grade3,19,51916956,1368934056,26.36776424257231,47763129168
double,grade3,20,80634645,2361853620,29.29080446748417,90644515056
double,grade3,21,123095492,3984311184,32.36764498248238,167490608064
double,grade3,22,184945566,6583777872,35.59846291205489,301982178240
double,grade3,23,273803088,10673692896,38.983099036487125,532285625856
double,grade3,24,399833642,17001598272,42.521680234201,918790612608
double,grade3,25,576467892,26640939360,46.21409054990352,1555436502144
double,grade3,26,821280642,41113656528,50.060423228628835,2586057612000
double,grade3,27,1157071272,62551957776,54.060591849176944,4227669542016
double,grade3,28,1613169882,93910146624,58.21466646003251,6803238425472
double,grade3,29,2227021692,139239144912,62.52258135256637,10787281522368
double,grade3,30,3046080570,204039849360,66.98439016010663,16868645893824
double,grade3,31,4130079552,295713869568,71.60004204393591,26036091077760
double,grade3,32,5553716910,424135020960,76.36957875838148,39693861982464
double,grade3,33,7409844138,602368154928,81.29295889489329,59816402968512
double,grade3,34,9813203085,847568319540,86.37020065706712,89153672875848
double,grade3,35,12904820184,1182097266840,91.60121954319204,131501368804800
double,grade3,36,16857113634,1634902345572,96.98590049689642,192053525517744
double,grade3,37,21879846054,2243207957616,102.52393696371114,277859099077872
double,grade3,38,28226986491,3054579418968,108.21486097858636,398408290560720
double,grade3,39,36204639278,4129424340432,114.05787829354989,566379620222016
double,grade3,40,46180101837,5544004811064,120.05180999020844,798582438976368
double,total,0,1,0,0.0,0
double,total,1,12,0,0.0,0
double,total,2,78,12,0.15384615384615385,24
double,total,3,364,168,0.46153846153846156,432
double,total,4,1365,1260,0.9230769230769231,4176
double,total,5,4368,6720,1.5384615384615385,28416
double,total,6,12376,28560,2.3076923076923075,151776
double,total,7,31824,102816,3.230769230769231,675648
double,total,8,75582,325584,4.3076923076923075,2604672
double,total,9,167960,930240,5.538461538461538,8930304
double,total,10,352716,2441880,6.923076923076923,27767664
double,total,11,705432,5969040,8.461538461538462,79473504
double,total,12,1352078,13728792,10.153846153846153,211815648
double,total,13,2496144,29953728,12.0,530608896
double,total,14,4457400,62403600,14.0,1258769760
double,total,15,7726160,124807200,16.153846153846153,2845604160
double,total,16,13037895,240699600,18.46153846153846,6161909760
double,total,17,21474180,449305920,20.923076923076923,12837312000
double,total,18,34597290,814366980,23.53846153846154,25827067080
double,total,19,54627300,1437118200,26.307692307692307,50340197520
double,total,20,84672315,2475036900,29.23076923076923,95324278320
double,total,21,129024480,4168483200,32.30769230769231,175790891520
double,total,22,193536720,6877997280,35.53846153846154,316387874880
double,total,23,286097760,11135805120,38.92307692307692,556790256000
double,total,24,417225900,17716053600,42.46153846153846,959703932160
double,total,25,600805296,27729475200,46.15384615384615,1622570434560
double,total,26,854992152,42749607600,50.0,2694446696160
double,total,27,1203322288,64979403552,54.0,4400033897664
double,total,28,1676056044,97469105328,58.15384615384615,7073472215232
double,total,29,2311801440,144398674560,62.46153846153846,11205337145856
double,total,30,3159461968,211440916320,66.92307692307692,17507307871296
double,total,31,4280561376,306224775360,71.53846153846153,27000275907456
double,total,32,5752004349,438922178016,76.3076923076923,41133278396928
double,total,33,7669339084,622986291552,81.2307663970279,61942625845632
double,total,34,10150595334,876074199972,86.30766680625513,92262995687688
double,total,35,13340779392,1221192726240,91.53833448233966,136005107374176
double,total,36,17417115635,1688112495060,96.92262085392075,198517942921776
double,total,37,22595132940,2315102540520,102.46023100052626,287057490634896
double,total,38,29135702892,3151045561272,108.1506621944997,411388596164208
double,total,39,37353142916,4258001185344,113.99311685550589,584551190165184
double,total,40,47624501694,5714291588664,119.98638065296373,823827127170672
gauge,grade0,0,1,0,0.0,0
gauge,grade0,1,0,0,,0
gauge,grade0,2,12,48,4.0,192
gauge,grade0,3,0,0,,0
gauge,grade0,4,78,720,9.23076923076923,7296
gauge,grade0,5,0,0,,0
gauge,grade0,6,364,5712,15.692307692307692,100032
gauge,grade0,7,0,0,,0
gauge,grade0,8,1365,31920,23.384615384615383,834816
gauge,grade0,9,0,0,,0
gauge,grade0,10,4368,141120,32.30769230769231,5089536
gauge,grade0,11,0,0,,0
gauge,grade0,12,12376,525504,42.46153846153846,24832512
gauge,grade0,13,0,0,,0
gauge,grade0,14,31824,1713600,53.84615384615385,102345984
gauge,grade0,15,0,0,,0
gauge,grade0,16,75582,5023296,66.46153846153847,369119232
gauge,grade0,17,0,0,,0
gauge,grade0,18,167960,13488480,80.3076923076923,1194056064
gauge,grade0,19,0,0,,0
gauge,grade0,20,352716,33643680,95.38461538461539,3527718144
gauge,grade0,21,0,0,,0
gauge,grade0,22,705432,78791328,111.6923076923077,9650061696
gauge,grade0,23,0,0,,0
gauge,grade0,24,1352066,174723168,129.22680401696365,24700712448
gauge,grade0,25,0,0,,0
gauge,grade0,26,2496000,369344640,147.9746153846154,59646465024
gauge,grade0,27,0,0,,0
gauge,grade0,28,4456332,748211808,167.89857847216052,136727028480
gauge,grade0,29,0,0,,0
gauge,grade0,30,7719680,1458233280,188.89815121870336,298747788288
gauge,grade0,31,0,0,,0
gauge,grade0,32,13006599,2741801184,210.80077766678284,623925675264
gauge,grade0,33,0,0,,0
gauge,grade0,34,21326328,4970195616,233.0544487546098,1241562744192
gauge,grade0,35,0,0,,0
gauge,grade0,36,34184514,8764287024,256.38179393160306,2395629108096
gauge,grade0,37,0,0,,0
gauge,grade0,38,53515584,14986014816,280.0308563576546,4447427053056
gauge,grade0,39,0,0,,0
gauge,grade0,40,81910665,24896446800,303.9463395883796,7971862528512
gauge,grade1,0,0,0,,0
gauge,grade1,1,0,0,,0
gauge,grade1,2,0,0,,0
gauge,grade1,3,20,60,3.0,180
gauge,grade1,4,0,0,,0
gauge,grade1,5,240,1920,8.0,16080
gauge,grade1,6,0,0,,0
gauge,grade1,7,1560,22200,14.23076923076923,339000
gauge,grade1,8,0,0,,0
gauge,grade1,9,7280,157920,21.692307692307693,3709200
gauge,grade1,10,0,0,,0
gauge,grade1,11,27300,829500,30.384615384615383,27374820
gauge,grade1,12,0,0,,0
gauge,grade1,13,87360,3521280,40.30769230769231,154253760
gauge,grade1,14,0,0,,0
gauge,grade1,15,247520,12737760,51.46153846153846,712049760
gauge,grade1,16,0,0,,0
gauge,grade1,17,636480,40636800,63.84615384615385,2815542720
gauge,grade1,18,0,0,,0
gauge,grade1,19,1511640,117093960,77.46153846153847,9831357720
gauge,grade1,20,0,0,,0
gauge,grade1,21,3359200,310080000,92.3076923076923,30985829280
gauge,grade1,22,0,0,,0
gauge,grade1,23,7054320,764579760,108.38461538461539,89599398960
gauge,grade1,24,0,0,,0
gauge,grade1,25,14108580,1773315660,125.69058402759173,240696480900
gauge,grade1,26,0,0,,0
gauge,grade1,27,27040660,3899729580,144.2172483955643,606540142740
gauge,grade1,28,0,0,,0
gauge,grade1,29,49916040,8183467320,163.94464224325486,1444669902600
gauge,grade1,30,0,0,,0
gauge,grade1,31,89104620,16467492660,184.81076132752713,3270129629100
gauge,grade1,32,0,0,,0
gauge,grade1,33,154279960,31883064840,206.65720188156646,7056847951320
gauge,grade1,34,0,0,,0
gauge,grade1,35,259693620,59545998300,229.29326604173025,14559398906580
gauge,grade1,36,0,0,,0
gauge,grade1,37,426034800,107675297280,252.73826757814152,28889076845520
gauge,grade1,38,0,0,,0
gauge,grade1,39,681716040,188600648760,276.65573008961326,55108176219720
gauge,grade1,40,0,0,,0
gauge,grade2,0,0,0,,0
gauge,grade2,1,6,6,1.0,6
gauge,grade2,2,15,30,2.0,60
gauge,grade2,3,72,384,5.333333333333333,2136
gauge,grade2,4,195,1260,6.461538461538462,8640
gauge,grade2,5,474,5130,10.822784810126583,60858
gauge,grade2,6,1351,16386,12.12879348630644,216396
gauge,grade2,7,2256,39408,17.46808510638298,763728
gauge,grade2,8,6642,126264,19.009936766034325,2631456
gauge,grade2,9,8658,218850,25.277200277200276,6148722
gauge,grade2,10,26013,705210,27.109906585168954,20979108
gauge,grade2,11,28392,972720,34.260355029585796,36982296
gauge,grade2,12,86359,3146220,36.431871605738834,125634336
gauge,grade2,13,82446,3662862,44.42740703005604,180084750
gauge,grade2,14,252525,11863110,46.97796257796258,609690996
gauge,grade2,15,217152,12114240,55.786914235190096,745571136
gauge,grade2,16,667368,39207648,58.749667349947856,2514701184
gauge,grade2,17,527748,36069444,68.34596057209123,2711351556
gauge,grade2,18,1623466,116480532,71.74805755094347,9104921064
gauge,grade2,19,1198704,98425920,82.11027910142954,8863247568
gauge,grade2,20,3684954,316809960,85.97392531901347,29616165120
gauge,grade2,21,2569788,249486492,97.08446455505279,26493262332
gauge,grade2,22,7885722,799831980,101.4278692553453,88050448584
gauge,grade2,23,5240346,593582970,113.27171335633182,73365512538
gauge,grade2,24,16040150,1894495380,118.10958002263071,242449884744
gauge,grade2,25,10228626,1336580970,130.67062672933784,190137799458
gauge,grade2,26,31214796,4245654336,136.0141625144691,624675755520
gauge,grade2,27,19208166,2867219118,149.27084230738114,464863707990
gauge,grade2,28,58423776,9063113340,155.1271410461385,1518181675704
gauge,grade2,29,34847748,5890520844,169.03591141671478,1078645593012
gauge,grade2,30,105621740,18526674600,175.4058832963744,3501549840144
gauge,grade2,31,61277898,11634174378,189.85922751462525,2384545164810
gauge,grade2,32,185051778,36405540276,196.73164272974455,7693548648408
gauge,grade2,33,104661948,22131600156,211.45794225041558,5025977935164
gauge,grade2,34,314951247,68939534286,218.88954224715295,16139109131004
gauge,grade2,35,174163314,40753569234,233.99628944819,10191693996978
gauge,grade2,36,522088223,126291959508,241.89773671259388,32524838497776
gauge,grade2,37,282728640,72723020496,257.21844273010333,19887800899680
gauge,grade2,38,844142565,224158224078,265.5454580447557,63060351153684
gauge,grade2,39,448205496,125912218416,280.9251995785433,37401675377160
gauge,grade2,40,1331668344,385483699524,289.4742533010156,117564280326600
gauge,grade3,0,0,0,,0
gauge,grade3,1,6,6,1.0,6
gauge,grade3,2,51,102,2.0,204
gauge,grade3,3,272,984,3.6176470588235294,3936
gauge,grade3,4,1092,6000,5.4945054945054945,36240
gauge,grade3,5,3654,28230,7.725779967159277,241158
gauge,grade3,6,10661,109278,10.25025794953569,1235604
gauge,grade3,7,28008,366792,13.095972579263067,5293896
gauge,grade3,8,67575,1097640,16.243285238623752,19603680
gauge,grade3,9,152022,2995350,19.703398192366894,64770582
gauge,grade3,10,322335,7564590,23.468099958118106,194413740
gauge,grade3,11,649740,17895612,27.54272786037492,538771740
gauge,grade3,12,1253343,40010796,31.923261230166045,1393576512
gauge,grade3,13,2326338,85173186,36.6125584502338,3396683586
gauge,grade3,14,4173051,173634090,41.60842750304274,7856868780
gauge,grade3,15,7261488,340654800,46.912533629470985,17354390064
gauge,grade3,16,12294945,645774576,52.523583960725325,36783473664
gauge,grade3,17,20309952,1186966656,58.44261256747431,75135553344
gauge,grade3,18,32805864,2121516168,64.66880945430975,148427306352
gauge,grade3,19,51916956,3696635220,71.20284979728011,284452932732
gauge,grade3,20,80634645,6293066460,78.044201223928,530241508656
gauge,grade3,21,123095492,10486913988,85.1933228229024,963650417988
