shell,start_id,success,ratio,F,grad_norm,max_hessian_eigenvalue,min_hessian_eigenvalue,cv_exp_z,message
16,48,True,0.9999999999999987,-1.3322676295501878e-15,4.321141613258803e-12,-1.9761969838327786e-14,-1.1014492753724285,8.011401343725325e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,49,True,1.0,0.0,4.32263793268533e-12,2.0330982374218414e-15,-1.101449275372431,8.011922973585577e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,50,True,0.9999999999999982,-1.7763568394002505e-15,4.322076191478238e-12,-7.549516567451064e-15,-1.1014492753724299,8.012300711911013e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,51,True,1.0,0.0,4.323074071487228e-12,-7.549516567451064e-15,-1.101449275372432,8.013280391435382e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,52,True,0.9999999999999982,-1.7763568394002505e-15,4.324976307647442e-12,-2.2870594307278225e-14,-1.1014492753724323,8.014620103876965e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,53,True,0.9999999999999991,-8.881784197001252e-16,4.322091162285838e-12,-7.993605777301127e-15,-1.1014492753724308,8.012497175465278e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,54,True,1.0000000000000009,8.881784197001252e-16,4.322780906797484e-12,4.440892098500626e-16,-1.1014492753724303,8.012969934040485e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,55,True,0.9999999999999996,-4.440892098500626e-16,4.3227287986833314e-12,-1.0436096431476471e-14,-1.1014492753724299,8.013069076708091e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,56,True,0.9999999999999991,-8.881784197001252e-16,4.321749554304771e-12,-9.964249322364304e-15,-1.1014492753724294,8.012658068436905e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,57,True,0.9999999999999982,-1.7763568394002505e-15,4.321703137969269e-12,-3.404915006071776e-14,-1.101449275372429,8.011253443509892e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,58,True,0.9999999999999991,-8.881784197001252e-16,4.3220345897856734e-12,-5.773159728050814e-15,-1.1014492753724305,8.012596489320853e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,59,True,1.0,0.0,4.320969605547882e-12,-8.56953164824314e-15,-1.101449275372429,8.01157997973249e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,60,True,0.9999999999999987,-1.3322676295501878e-15,4.3223287889288026e-12,-2.731148640577885e-14,-1.1014492753724299,8.012233526663346e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,61,True,1.0000000000000004,4.440892098500626e-16,4.322649139019963e-12,1.0436096431476471e-14,-1.101449275372431,8.013082991853684e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,62,True,1.0,0.0,4.323650933536248e-12,-1.6008025909001078e-14,-1.101449275372433,8.013459573361298e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,63,True,0.9999999999999987,-1.3322676295501878e-15,4.324857134062321e-12,-2.6867397195928788e-14,-1.101449275372433,8.014340683451277e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,64,True,0.9999999999999982,-1.7763568394002505e-15,4.32594152246489e-12,-2.78110844398727e-14,-1.1014492753724339,8.015402616566172e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,65,True,1.0000000000000009,8.881784197001252e-16,4.326289548923025e-12,-1.6431300764452317e-14,-1.101449275372434,8.015729314311671e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,66,True,0.9999999999999996,-4.440892098500626e-16,4.32677544531259e-12,-2.1094237467877974e-14,-1.1014492753724354,8.016382210803833e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,67,True,0.9999999999999996,-4.440892098500626e-16,4.326719053709677e-12,-1.687538997430238e-14,-1.1014492753724345,8.016121389119528e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,68,True,0.9999999999999996,-4.440892098500626e-16,4.326419479335083e-12,-1.9949317644560717e-14,-1.1014492753724345,8.015941091444983e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,69,True,0.9999999999999978,-2.220446049250313e-15,4.3273567046156036e-12,-3.197442310920451e-14,-1.1014492753724332,8.016480778771792e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,70,True,0.9999999999999991,-8.881784197001252e-16,4.327002841730051e-12,-3.708144902248023e-14,-1.1014492753724332,8.017055517163303e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,71,True,1.0000000000000009,8.881784197001252e-16,4.323004371899631e-12,1.2656542480726785e-14,-1.1014492753724316,8.013215088091938e-13,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,72,True,0.9999999999999997,-3.0594755939442443e-16,7.871187939645658e-10,3.3306690738754696e-14,-1.1014492772031654,1.4587132262503968e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,73,True,1.0000000000000004,4.2643089360671776e-16,2.437549891511164e-11,3.375077994860476e-14,-1.1014492754035328,4.517137495352768e-12,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,74,True,0.9999999999999982,-1.7274397159998658e-15,1.3692778857498524e-10,1.5803330866148713e-15,-1.1014492755470155,2.537597943128836e-11,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,75,True,1.0000000000000004,3.841502271810526e-16,7.082754833068516e-10,3.3306690738754696e-15,-1.1014492755238081,1.3125997992288917e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,76,True,0.999999999999999,-9.638182482188423e-16,8.557299603467768e-11,5.329070518200751e-15,-1.1014492754378833,1.5858638556043083e-11,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,77,True,0.9999999999999979,-2.1587144914891516e-15,3.0892688758193436e-11,-4.440892098500626e-15,-1.101449275379767,5.7251147822777636e-12,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,78,True,0.9999999999999988,-1.2560629340212843e-15,3.275647136931359e-14,-1.1438998352912047e-14,-1.1014492753623366,6.021744680150662e-15,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,79,True,0.9999999999999999,-1.0042899616347214e-16,9.421192193475252e-10,3.3306690738754696e-15,-1.101449275845249,1.7459659622344177e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,80,True,1.000000000000001,1.0903201458797344e-15,7.515880443081417e-09,-8.67283098408069e-15,-1.1014492839304006,1.392867455169633e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,81,True,0.46853926381261324,-0.7581353733177387,9.317939867851463e-15,4.8849813083506894e-14,-1.1699604743083023,0.20851441405707483,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
