branch_id,branch_code,target_word_id,word_length,symbol_0_id,symbol_1_id,symbol_2_id,symbol_3_id,symbol_4_id,symbol_5_id,symbol_6_id,symbol_7_id,symbol_8_id,symbol_9_id,target_last_symbol_rank,first_node44_consumed_symbol_count,strong_first_hit_flag,closed_path_count,trace_node_count,trace_node_0_id,trace_node_1_id,trace_node_2_id,trace_node_3_id,trace_node_4_id,trace_node_5_id,trace_node_6_id,trace_node_7_id,trace_node_8_id,trace_node_9_id,trace_node_10_id,trace_node_11_id,trace_signature_0_count,trace_signature_1_count,trace_signature_2_count,trace_signature_3_count,trace_signature_4_count,trace_signature_5_count,trace_signature_6_count,trace_signature_7_count,trace_signature_8_count,trace_signature_9_count,trace_signature_10_count,trace_signature_11_count,trace_edge_count,trace_detour_overhead,signature_valley_depth,metric_gromov_delta_twice,trace_signature_total_variation,trace_min_signature_after_node42,metric_diameter,metric_radius,shortcut_start_node_id,shortcut_end_node_id,shortcut_trace_segment_edge_count,shortcut_ambient_distance,shortcut_saved_edge_count,geodesic_skipped_node_count,geodesic_skipped_node_0_id,geodesic_skipped_node_1_id,geodesic_skipped_node_2_id,geodesic_skipped_node_3_id,geodesic_skipped_node_4_id,geodesic_skipped_node_5_id,geodesic_skipped_node_6_id,geodesic_skipped_node_7_id
0,0,1,7,2,1,5,2,5,4,3,-1,-1,-1,5,6,1,3,6,48,42,27,29,45,44,-1,-1,-1,-1,-1,-1,132,183,146,169,148,185,-1,-1,-1,-1,-1,-1,5,3,37,1,169,146,3,2,42,44,4,1,3,3,27,29,45,-1,-1,-1,-1,-1
1,1,0,10,2,1,3,4,1,5,2,1,4,5,9,10,1,8,9,48,42,27,31,34,29,28,34,44,-1,-1,-1,132,183,146,151,177,169,169,177,185,-1,-1,-1,8,6,37,1,143,146,4,2,42,44,7,1,6,6,27,31,34,29,28,34,-1,-1
