comparison_id,source_branch_id,target_branch_id,common_prefix_node_count,common_suffix_node_count,source_divergent_node_count,target_divergent_node_count,trace_node_edit_distance,trace_edge_edit_distance,target_extra_trace_edge_count,target_overhead_gap,target_variation_advantage,same_valley_depth_flag,same_gromov_delta_flag,target_closed_path_advantage,source_divergent_node_0_id,source_divergent_node_1_id,target_divergent_node_0_id,target_divergent_node_1_id,target_divergent_node_2_id,target_divergent_node_3_id,target_divergent_node_4_id
0,0,1,3,1,2,5,4,6,3,3,26,1,1,5,29,45,31,34,29,28,34
