observable_id,observable_code,value,scale_code
0,0,4903515,0
1,1,0,0
2,2,4903515,0
3,3,1,0
4,4,2,0
5,5,1,0
6,6,1,0
7,7,136,0
8,8,1,0
9,9,1,0
10,10,1,0
11,11,2831367,0
12,12,0,0
13,13,2831367,0
14,14,146,0
15,15,1,0
16,16,1,0
17,17,2,0
18,18,0,0
19,19,1,0
